Time (ms),Stress at 0.00 mm (kPa),Stress at 0.24 mm (kPa),Stress at 0.45 mm (kPa),Stress at 0.66 mm (kPa),Stress at 0.86 mm (kPa),Stress at 1.05 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.46 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa)
1344,76.059805,80.220082,72.732675,62.035518,53.644101,44.447513,37.836656,29.221973,22.981641,13.535654,0,0,0,0
1345,76.033665,80.192512,72.707678,62.014197,53.625665,44.432237,37.823652,29.21193,22.973743,13.531002,0,0,0,0
1346,76.007525,80.164941,72.682681,61.992877,53.607228,44.416961,37.810648,29.201887,22.965844,13.52635,0,0,0,0
1347,75.981384,80.137371,72.657685,61.971556,53.588792,44.401686,37.797644,29.191844,22.957946,13.521698,0,0,0,0
1348,75.955244,80.109801,72.632688,61.950236,53.570356,44.38641,37.784641,29.181801,22.950048,13.517046,0,0,0,0
1349,75.929104,80.082231,72.607691,61.928915,53.551919,44.371134,37.771637,29.171758,22.942149,13.512394,0,0,0,0
1350,75.902964,80.054661,72.582694,61.907595,53.533483,44.355858,37.758633,29.161715,22.934251,13.507742,0,0,0,0
1351,75.876823,80.027091,72.557697,61.886274,53.515046,44.340583,37.74563,29.151672,22.926353,13.50309,0,0,0,0
1352,75.850683,79.999521,72.5327,61.864954,53.49661,44.325307,37.732626,29.141629,22.918454,13.498438,0,0,0,0
1353,75.824543,79.971951,72.507704,61.843634,53.478173,44.310031,37.719622,29.131586,22.910556,13.493786,0,0,0,0
1354,75.798402,79.94438,72.482707,61.822313,53.459737,44.294755,37.706618,29.121543,22.902658,13.489134,0,0,0,0
1355,75.772262,79.91681,72.45771,61.800993,53.4413,44.27948,37.693615,29.1115,22.894759,13.484482,0,0,0,0
1356,75.746122,79.88924,72.432713,61.779672,53.422864,44.264204,37.680611,29.101457,22.886861,13.47983,0,0,0,0
1357,75.719981,79.86167,72.407716,61.758352,53.404427,44.248928,37.667607,29.091414,22.878963,13.475179,0,0,0,0
1358,75.693841,79.8341,72.382719,61.737031,53.385991,44.233652,37.654603,29.081371,22.871064,13.470527,0,0,0,0
1359,75.667701,79.80653,72.357722,61.715711,53.367554,44.218376,37.6416,29.071328,22.863166,13.465875,0,0,0,0
1360,75.64156,79.77896,72.332726,61.694391,53.349118,44.203101,37.628596,29.061285,22.855267,13.461223,0,0,0,0
1361,75.61542,79.75139,72.307729,61.67307,53.330682,44.187825,37.615592,29.051242,22.847369,13.456571,0,0,0,0
1362,75.58928,79.723819,72.282732,61.65175,53.312245,44.172549,37.602588,29.041199,22.839471,13.451919,0,0,0,0
1363,75.563139,79.696249,72.257735,61.630429,53.293809,44.157273,37.589585,29.031156,22.831572,13.447267,0,0,0,0
1364,75.536999,79.668679,72.232738,61.609109,53.275372,44.141998,37.576581,29.021113,22.823674,13.442615,0,0,0,0
1365,75.510859,79.641109,72.207741,61.587788,53.256936,44.126722,37.563577,29.01107,22.815776,13.437963,0,0,0,0
1366,75.484719,79.613539,72.182745,61.566468,53.238499,44.111446,37.550573,29.001026,22.807877,13.433311,0,0,0,0
1367,75.458578,79.585969,72.157748,61.545148,53.220063,44.09617,37.53757,28.990983,22.799979,13.428659,0,0,0,0
1368,75.432438,79.558399,72.132751,61.523827,53.201626,44.080895,37.524566,28.98094,22.792081,13.424007,0,0,0,0
1369,75.406298,79.530829,72.107754,61.502507,53.18319,44.065619,37.511562,28.970897,22.784182,13.419355,0,0,0,0
1370,75.380157,79.503259,72.082757,61.481186,53.164753,44.050343,37.498558,28.960854,22.776284,13.414703,0,0,0,0
1371,75.354017,79.475688,72.05776,61.459866,53.146317,44.035067,37.485555,28.950811,22.768386,13.410051,0,0,0,0
1372,75.327877,79.448118,72.032764,61.438545,53.127881,44.019792,37.472551,28.940768,22.760487,13.405399,0,0,0,0
1373,75.301736,79.420548,72.007767,61.417225,53.109444,44.004516,37.459547,28.930725,22.752589,13.400747,0,0,0,0
1374,75.275596,79.392978,71.98277,61.395905,53.091008,43.98924,37.446544,28.920682,22.744691,13.396095,0,0,0,0
1375,75.249456,79.365408,71.957773,61.374584,53.072571,43.973964,37.43354,28.910639,22.736792,13.391443,0,0,0,0
1376,75.223315,79.337838,71.932776,61.353264,53.054135,43.958688,37.420536,28.900596,22.728894,13.386792,0,0,0,0
1377,75.197175,79.310268,71.907779,61.331943,53.035698,43.943413,37.407532,28.890553,22.720995,13.38214,0,0,0,0
1378,75.171035,79.282698,71.882783,61.310623,53.017262,43.928137,37.394529,28.88051,22.713097,13.377488,0,0,0,0
1379,75.144895,79.255127,71.857786,61.289302,52.998825,43.912861,37.381525,28.870467,22.705199,13.372836,0,0,0,0
1380,75.118754,79.227557,71.832789,61.267982,52.980389,43.897585,37.368521,28.860424,22.6973,13.368184,0,0,0,0
1381,75.092614,79.199987,71.807792,61.246662,52.961952,43.88231,37.355517,28.850381,22.689402,13.363532,0,0,0,0
1382,75.066474,79.172417,71.782795,61.225341,52.943516,43.867034,37.342514,28.840338,22.681504,13.35888,0,0,0,0
1383,75.040333,79.144847,71.757798,61.204021,52.925079,43.851758,37.32951,28.830295,22.673605,13.354228,0,0,0,0
1384,75.014193,79.117277,71.732801,61.1827,52.906643,43.836482,37.316506,28.820252,22.665707,13.349576,0,0,0,0
1385,74.988053,79.089707,71.707805,61.16138,52.888207,43.821207,37.303502,28.810209,22.657809,13.344924,0,0,0,0
1386,74.961912,79.062137,71.682808,61.140059,52.86977,43.805931,37.290499,28.800166,22.64991,13.340272,0,0,0,0
1387,74.935772,79.034567,71.657811,61.118739,52.851334,43.790655,37.277495,28.790123,22.642012,13.33562,0,0,0,0
1388,74.909632,79.006996,71.632814,61.097419,52.832897,43.775379,37.264491,28.78008,22.634114,13.330968,0,0,0,0
1389,74.883491,78.979426,71.607817,61.076098,52.814461,43.760103,37.251487,28.770037,22.626215,13.326316,0,0,0,0
1390,74.857351,78.951856,71.58282,61.054778,52.796024,43.744828,37.238484,28.759994,22.618317,13.321664,0,0,0,0
1391,74.831211,78.924286,71.557824,61.033457,52.777588,43.729552,37.22548,28.749951,22.610419,13.317012,0,0,0,0
1392,74.80507,78.896716,71.532827,61.012137,52.759151,43.714276,37.212476,28.739908,22.60252,13.31236,0,0,0,0
1393,74.77893,78.869146,71.50783,60.990816,52.740715,43.699,37.199472,28.729864,22.594622,13.307708,0,0,0,0
1394,74.75279,78.841576,71.482833,60.969496,52.722278,43.683725,37.186469,28.719821,22.586723,13.303056,0,0,0,0
1395,74.72665,78.814006,71.457836,60.948176,52.703842,43.668449,37.173465,28.709778,22.578825,13.298405,0,0,0,0
1396,74.700509,78.786435,71.432839,60.926855,52.685406,43.653173,37.160461,28.699735,22.570927,13.293753,0,0,0,0
1397,74.674369,78.758865,71.407843,60.905535,52.666969,43.637897,37.147457,28.689692,22.563028,13.289101,0,0,0,0
1398,74.648229,78.731295,71.382846,60.884214,52.648533,43.622622,37.134454,28.679649,22.55513,13.284449,0,0,0,0
1399,74.622088,78.703725,71.357849,60.862894,52.630096,43.607346,37.12145,28.669606,22.547232,13.279797,0,0,0,0
1400,74.595948,78.676155,71.332852,60.841573,52.61166,43.59207,37.108446,28.659563,22.539333,13.275145,0,0,0,0
1401,74.569808,78.648585,71.307855,60.820253,52.593223,43.576794,37.095443,28.64952,22.531435,13.270493,0,0,0,0
1402,74.543667,78.621015,71.282858,60.798933,52.574787,43.561519,37.082439,28.639477,22.523537,13.265841,0,0,0,0
1403,74.517527,78.593445,71.257862,60.777612,52.55635,43.546243,37.069435,28.629434,22.515638,13.261189,0,0,0,0
1404,74.491387,78.565875,71.232865,60.756292,52.537914,43.530967,37.056431,28.619391,22.50774,13.256537,0,0,0,0
1405,74.465246,78.538304,71.207868,60.734971,52.519477,43.515691,37.043428,28.609348,22.499842,13.251885,0,0,0,0
1406,74.439106,78.510734,71.182871,60.713651,52.501041,43.500415,37.030424,28.599305,22.491943,13.247233,0,0,0,0
1407,74.412966,78.483164,71.157874,60.69233,52.482604,43.48514,37.01742,28.589262,22.484045,13.242581,0,0,0,0
1408,74.386826,78.455594,71.132877,60.67101,52.464168,43.469864,37.004416,28.579219,22.476147,13.237929,0,0,0,0
1409,74.360685,78.428024,71.107881,60.64969,52.445732,43.454588,36.991413,28.569176,22.468248,13.233277,0,0,0,0
1410,74.334545,78.400454,71.082884,60.628369,52.427295,43.439312,36.978409,28.559133,22.46035,13.228625,0,0,0,0
1411,74.308405,78.372884,71.057887,60.607049,52.408859,43.424037,36.965405,28.54909,22.452451,13.223973,0,0,0,0
1412,74.282264,78.345314,71.03289,60.585728,52.390422,43.408761,36.952401,28.539047,22.444553,13.219321,0,0,0,0
1413,74.256124,78.317743,71.007893,60.564408,52.371986,43.393485,36.939398,28.529004,22.436655,13.214669,0,0,0,0
1414,74.229984,78.290173,70.982896,60.543087,52.353549,43.378209,36.926394,28.518961,22.428756,13.210018,0,0,0,0
1415,74.203843,78.262603,70.957899,60.521767,52.335113,43.362934,36.91339,28.508918,22.420858,13.205366,0,0,0,0
1416,74.177703,78.235033,70.932903,60.500447,52.316676,43.347658,36.900386,28.498875,22.41296,13.200714,0,0,0,0
1417,74.151563,78.207463,70.907906,60.479126,52.29824,43.332382,36.887383,28.488832,22.405061,13.196062,0,0,0,0
1418,74.125422,78.179893,70.882909,60.457806,52.279803,43.317106,36.874379,28.478789,22.397163,13.19141,0,0,0,0
1419,74.099282,78.152323,70.857912,60.436485,52.261367,43.301831,36.861375,28.468746,22.389265,13.186758,0,0,0,0
1420,74.073142,78.124753,70.832915,60.415165,52.24293,43.286555,36.848371,28.458702,22.381366,13.182106,0,0,0,0
1421,74.047001,78.097182,70.807918,60.393844,52.224494,43.271279,36.835368,28.448659,22.373468,13.177454,0,0,0,0
1422,74.020861,78.069612,70.782922,60.372524,52.206058,43.256003,36.822364,28.438616,22.36557,13.172802,0,0,0,0
1423,73.994721,78.042042,70.757925,60.351204,52.187621,43.240727,36.80936,28.428573,22.357671,13.16815,0,0,0,0
1424,73.968581,78.014472,70.732928,60.329883,52.169185,43.225452,36.796357,28.41853,22.349773,13.163498,0,0,0,0
1425,73.94244,77.986902,70.707931,60.308563,52.150748,43.210176,36.783353,28.408487,22.341874,13.158846,0,0,0,0
1426,73.9163,77.959332,70.682934,60.287242,52.132312,43.1949,36.770349,28.398444,22.333976,13.154194,0,0,0,0
1427,73.89016,77.931762,70.657937,60.265922,52.113875,43.179624,36.757345,28.388401,22.326078,13.149542,0,0,0,0
1428,73.864019,77.904192,70.632941,60.244601,52.095439,43.164349,36.744342,28.378358,22.318179,13.14489,0,0,0,0
1429,73.837879,77.876622,70.607944,60.223281,52.077002,43.149073,36.731338,28.368315,22.310281,13.140238,0,0,0,0
1430,73.811739,77.849051,70.582947,60.201961,52.058566,43.133797,36.718334,28.358272,22.302383,13.135586,0,0,0,0
1431,73.785598,77.821481,70.55795,60.18064,52.040129,43.118521,36.70533,28.348229,22.294484,13.130934,0,0,0,0
1432,73.759458,77.793911,70.532953,60.15932,52.021693,43.103246,36.692327,28.338186,22.286586,13.126282,0,0,0,0
1433,73.733318,77.766341,70.507956,60.137999,52.003257,43.08797,36.679323,28.328143,22.278688,13.121631,0,0,0,0
1434,73.707177,77.738771,70.48296,60.116679,51.98482,43.072694,36.666319,28.3181,22.270789,13.116979,0,0,0,0
1435,73.681037,77.711201,70.457963,60.095358,51.966384,43.057418,36.653315,28.308057,22.262891,13.112327,0,0,0,0
1436,73.654897,77.683631,70.432966,60.074038,51.947947,43.042142,36.640312,28.298014,22.254993,13.107675,0,0,0,0
1437,73.628757,77.656061,70.407969,60.052718,51.929511,43.026867,36.627308,28.287971,22.247094,13.103023,0,0,0,0
1438,73.602616,77.62849,70.382972,60.031397,51.911074,43.011591,36.614304,28.277928,22.239196,13.098371,0,0,0,0
1439,73.576476,77.60092,70.357975,60.010077,51.892638,42.996315,36.6013,28.267885,22.231298,13.093719,0,0,0,0
1440,73.550336,77.57335,70.332979,59.988756,51.874201,42.981039,36.588297,28.257842,22.223399,13.089067,0,0,0,0
1441,73.524195,77.54578,70.307982,59.967436,51.855765,42.965764,36.575293,28.247799,22.215501,13.084415,0,0,0,0
1442,73.498055,77.51821,70.282985,59.946115,51.837328,42.950488,36.562289,28.237756,22.207602,13.079763,0,0,0,0
1443,73.471915,77.49064,70.257988,59.924795,51.818892,42.935212,36.549285,28.227713,22.199704,13.075111,0,0,0,0
1444,73.445774,77.46307,70.232991,59.903475,51.800455,42.919936,36.536282,28.21767,22.191806,13.070459,0,0,0,0
1445,73.419634,77.4355,70.207994,59.882154,51.782019,42.904661,36.523278,28.207627,22.183907,13.065807,0,0,0,0
1446,73.393494,77.40793,70.182997,59.860834,51.763583,42.889385,36.510274,28.197584,22.176009,13.061155,0,0,0,0
1447,73.367353,77.380359,70.158001,59.839513,51.745146,42.874109,36.49727,28.18754,22.168111,13.056503,0,0,0,0
1448,73.341213,77.352789,70.133004,59.818193,51.72671,42.858833,36.484267,28.177497,22.160212,13.051851,0,0,0,0
1449,73.315073,77.325219,70.108007,59.796872,51.708273,42.843558,36.471263,28.167454,22.152314,13.047199,0,0,0,0
1450,73.288932,77.297649,70.08301,59.775552,51.689837,42.828282,36.458259,28.157411,22.144416,13.042547,0,0,0,0
1451,73.262792,77.270079,70.058013,59.754232,51.6714,42.813006,36.445256,28.147368,22.136517,13.037895,0,0,0,0
1452,73.236652,77.242509,70.033016,59.732911,51.652964,42.79773,36.432252,28.137325,22.128619,13.033244,0,0,0,0
1453,73.210512,77.214939,70.00802,59.711591,51.634527,42.782454,36.419248,28.127282,22.120721,13.028592,0,0,0,0
1454,73.172501,77.174849,69.971672,59.680589,51.607719,42.760242,36.400339,28.112679,22.109236,13.021827,0,0,0,0
1455,73.134489,77.134758,69.935323,59.649586,51.58091,42.738029,36.38143,28.098075,22.09775,13.015063,0,0,0,0
1456,73.096478,77.094667,69.898974,59.618583,51.554101,42.715816,36.362521,28.083471,22.086265,13.008298,0,0,0,0
1457,73.058466,77.054577,69.862625,59.58758,51.527291,42.693603,36.343612,28.068867,22.07478,13.001533,0,0,0,0
1458,73.020454,77.014486,69.826276,59.556577,51.500482,42.67139,36.324702,28.054263,22.063294,12.994769,0,0,0,0
1459,72.982443,76.974395,69.789927,59.525574,51.473673,42.649177,36.305793,28.039659,22.051809,12.988004,0,0,0,0
1460,72.944431,76.934305,69.753579,59.494572,51.446864,42.626964,36.286884,28.025055,22.040324,12.98124,0,0,0,0
1461,72.90642,76.894214,69.71723,59.463569,51.420055,42.604751,36.267975,28.010451,22.028839,12.974475,0,0,0,0
1462,72.868408,76.854123,69.680881,59.432566,51.393246,42.582537,36.249066,27.995847,22.017353,12.967711,0,0,0,0
1463,72.830397,76.814032,69.644532,59.401563,51.366437,42.560324,36.230156,27.981243,22.005868,12.960946,0,0,0,0
1464,72.792385,76.773942,69.608183,59.37056,51.339628,42.538111,36.211247,27.966639,21.994383,12.954181,0,0,0,0
1465,72.754373,76.733851,69.571835,59.339558,51.312818,42.515898,36.192338,27.952035,21.982897,12.947417,0,0,0,0
1466,72.716362,76.69376,69.535486,59.308555,51.286009,42.493685,36.173429,27.937431,21.971412,12.940652,0,0,0,0
1467,72.67835,76.65367,69.499137,59.277552,51.2592,42.471472,36.154519,27.922827,21.959927,12.933888,0,0,0,0
1468,72.640339,76.613579,69.462788,59.246549,51.232391,42.449259,36.13561,27.908223,21.948442,12.927123,0,0,0,0
1469,72.602327,76.573488,69.426439,59.215546,51.205582,42.427046,36.116701,27.893619,21.936956,12.920359,0,0,0,0
1470,72.564315,76.533397,69.39009,59.184544,51.178773,42.404833,36.097792,27.879015,21.925471,12.913594,0,0,0,0
1471,72.526304,76.493307,69.353742,59.153541,51.151964,42.38262,36.078883,27.864412,21.913986,12.90683,0,0,0,0
1472,72.488292,76.453216,69.317393,59.122538,51.125154,42.360407,36.059973,27.849808,21.9025,12.900065,0,0,0,0
1473,72.450281,76.413125,69.281044,59.091535,51.098345,42.338194,36.041064,27.835204,21.891015,12.8933,0,0,0,0
1474,72.412269,76.373034,69.244695,59.060532,51.071536,42.315981,36.022155,27.8206,21.87953,12.886536,0,0,0,0
1475,72.374258,76.332944,69.208346,59.029529,51.044727,42.293768,36.003246,27.805996,21.868045,12.879771,0,0,0,0
1476,72.336246,76.292853,69.171998,58.998527,51.017918,42.271555,35.984337,27.791392,21.856559,12.873007,0,0,0,0
1477,72.298234,76.252762,69.135649,58.967524,50.991109,42.249342,35.965427,27.776788,21.845074,12.866242,0,0,0,0
1478,72.260223,76.212672,69.0993,58.936521,50.9643,42.227129,35.946518,27.762184,21.833589,12.859478,0,0,0,0
1479,72.222211,76.172581,69.062951,58.905518,50.937491,42.204916,35.927609,27.74758,21.822103,12.852713,0,0,0,0
1480,72.1842,76.13249,69.026602,58.874515,50.910681,42.182703,35.9087,27.732976,21.810618,12.845948,0,0,0,0
1481,72.146188,76.092399,68.990253,58.843513,50.883872,42.16049,35.88979,27.718372,21.799133,12.839184,0,0,0,0
1482,72.108176,76.052309,68.953905,58.81251,50.857063,42.138276,35.870881,27.703768,21.787648,12.832419,0,0,0,0
1483,72.070165,76.012218,68.917556,58.781507,50.830254,42.116063,35.851972,27.689164,21.776162,12.825655,0,0,0,0
1484,72.032153,75.972127,68.881207,58.750504,50.803445,42.09385,35.833063,27.67456,21.764677,12.81889,0,0,0,0
1485,71.994142,75.932037,68.844858,58.719501,50.776636,42.071637,35.814154,27.659956,21.753192,12.812126,0,0,0,0
1486,71.95613,75.891946,68.808509,58.688498,50.749827,42.049424,35.795244,27.645352,21.741706,12.805361,0,0,0,0
1487,71.918119,75.851855,68.772161,58.657496,50.723018,42.027211,35.776335,27.630748,21.730221,12.798596,0,0,0,0
1488,71.880107,75.811764,68.735812,58.626493,50.696208,42.004998,35.757426,27.616144,21.718736,12.791832,0,0,0,0
1489,71.842095,75.771674,68.699463,58.59549,50.669399,41.982785,35.738517,27.60154,21.707251,12.785067,0,0,0,0
1490,71.804084,75.731583,68.663114,58.564487,50.64259,41.960572,35.719608,27.586936,21.695765,12.778303,0,0,0,0
1491,71.766072,75.691492,68.626765,58.533484,50.615781,41.938359,35.700698,27.572333,21.68428,12.771538,0,0,0,0
1492,71.728061,75.651402,68.590416,58.502482,50.588972,41.916146,35.681789,27.557729,21.672795,12.764774,0,0,0,0
1493,71.690049,75.611311,68.554068,58.471479,50.562163,41.893933,35.66288,27.543125,21.661309,12.758009,0,0,0,0
1494,71.652037,75.57122,68.517719,58.440476,50.535354,41.87172,35.643971,27.528521,21.649824,12.751244,0,0,0,0
1495,71.614026,75.531129,68.48137,58.409473,50.508544,41.849507,35.625061,27.513917,21.638339,12.74448,0,0,0,0
1496,71.576014,75.491039,68.445021,58.37847,50.481735,41.827294,35.606152,27.499313,21.626854,12.737715,0,0,0,0
1497,71.538003,75.450948,68.408672,58.347467,50.454926,41.805081,35.587243,27.484709,21.615368,12.730951,0,0,0,0
1498,71.499991,75.410857,68.372324,58.316465,50.428117,41.782868,35.568334,27.470105,21.603883,12.724186,0,0,0,0
1499,71.46198,75.370767,68.335975,58.285462,50.401308,41.760655,35.549425,27.455501,21.592398,12.717422,0,0,0,0
1500,71.423968,75.330676,68.299626,58.254459,50.374499,41.738442,35.530515,27.440897,21.580912,12.710657,0,0,0,0
1501,71.385956,75.290585,68.263277,58.223456,50.34769,41.716229,35.511606,27.426293,21.569427,12.703893,0,0,0,0
1502,71.347945,75.250494,68.226928,58.192453,50.320881,41.694015,35.492697,27.411689,21.557942,12.697128,0,0,0,0
1503,71.309933,75.210404,68.190579,58.161451,50.294071,41.671802,35.473788,27.397085,21.546457,12.690363,0,0,0,0
1504,71.271922,75.170313,68.154231,58.130448,50.267262,41.649589,35.454879,27.382481,21.534971,12.683599,0,0,0,0
1505,71.23391,75.130222,68.117882,58.099445,50.240453,41.627376,35.435969,27.367877,21.523486,12.676834,0,0,0,0
1506,71.195898,75.090131,68.081533,58.068442,50.213644,41.605163,35.41706,27.353273,21.512001,12.67007,0,0,0,0
1507,71.157887,75.050041,68.045184,58.037439,50.186835,41.58295,35.398151,27.338669,21.500515,12.663305,0,0,0,0
1508,71.119875,75.00995,68.008835,58.006436,50.160026,41.560737,35.379242,27.324065,21.48903,12.656541,0,0,0,0
1509,71.081864,74.969859,67.972487,57.975434,50.133217,41.538524,35.360332,27.309461,21.477545,12.649776,0,0,0,0
1510,71.043852,74.929769,67.936138,57.944431,50.106408,41.516311,35.341423,27.294858,21.46606,12.643011,0,0,0,0
1511,71.005841,74.889678,67.899789,57.913428,50.079598,41.494098,35.322514,27.280254,21.454574,12.636247,0,0,0,0
1512,70.967829,74.849587,67.86344,57.882425,50.052789,41.471885,35.303605,27.26565,21.443089,12.629482,0,0,0,0
1513,70.929817,74.809496,67.827091,57.851422,50.02598,41.449672,35.284696,27.251046,21.431604,12.622718,0,0,0,0
1514,70.891806,74.769406,67.790742,57.82042,49.999171,41.427459,35.265786,27.236442,21.420118,12.615953,0,0,0,0
1515,70.853794,74.729315,67.754394,57.789417,49.972362,41.405246,35.246877,27.221838,21.408633,12.609189,0,0,0,0
1516,70.815783,74.689224,67.718045,57.758414,49.945553,41.383033,35.227968,27.207234,21.397148,12.602424,0,0,0,0
1517,70.777771,74.649134,67.681696,57.727411,49.918744,41.36082,35.209059,27.19263,21.385663,12.595659,0,0,0,0
1518,70.739759,74.609043,67.645347,57.696408,49.891934,41.338607,35.19015,27.178026,21.374177,12.588895,0,0,0,0
1519,70.701748,74.568952,67.608998,57.665405,49.865125,41.316394,35.17124,27.163422,21.362692,12.58213,0,0,0,0
1520,70.663736,74.528861,67.57265,57.634403,49.838316,41.294181,35.152331,27.148818,21.351207,12.575366,0,0,0,0
1521,70.625725,74.488771,67.536301,57.6034,49.811507,41.271967,35.133422,27.134214,21.339721,12.568601,0,0,0,0
1522,70.587713,74.44868,67.499952,57.572397,49.784698,41.249754,35.114513,27.11961,21.328236,12.561837,0,0,0,0
1523,70.549702,74.408589,67.463603,57.541394,49.757889,41.227541,35.095603,27.105006,21.316751,12.555072,0,0,0,0
1524,70.51169,74.368499,67.427254,57.510391,49.73108,41.205328,35.076694,27.090402,21.305266,12.548307,0,0,0,0
1525,70.473678,74.328408,67.390905,57.479389,49.704271,41.183115,35.057785,27.075798,21.29378,12.541543,0,0,0,0
1526,70.435667,74.288317,67.354557,57.448386,49.677461,41.160902,35.038876,27.061194,21.282295,12.534778,0,0,0,0
1527,70.397655,74.248226,67.318208,57.417383,49.650652,41.138689,35.019967,27.04659,21.27081,12.528014,0,0,0,0
1528,70.359644,74.208136,67.281859,57.38638,49.623843,41.116476,35.001057,27.031986,21.259324,12.521249,0,0,0,0
1529,70.321632,74.168045,67.24551,57.355377,49.597034,41.094263,34.982148,27.017383,21.247839,12.514485,0,0,0,0
1530,70.28362,74.127954,67.209161,57.324375,49.570225,41.07205,34.963239,27.002779,21.236354,12.50772,0,0,0,0
1531,70.245609,74.087864,67.172813,57.293372,49.543416,41.049837,34.94433,26.988175,21.224869,12.500956,0,0,0,0
1532,70.207597,74.047773,67.136464,57.262369,49.516607,41.027624,34.925421,26.973571,21.213383,12.494191,0,0,0,0
1533,70.169586,74.007682,67.100115,57.231366,49.489798,41.005411,34.906511,26.958967,21.201898,12.487426,0,0,0,0
1534,70.131574,73.967591,67.063766,57.200363,49.462988,40.983198,34.887602,26.944363,21.190413,12.480662,0,0,0,0
1535,70.093563,73.927501,67.027417,57.16936,49.436179,40.960985,34.868693,26.929759,21.178927,12.473897,0,0,0,0
1536,70.055551,73.88741,66.991068,57.138358,49.40937,40.938772,34.849784,26.915155,21.167442,12.467133,0,0,0,0
1537,70.017539,73.847319,66.95472,57.107355,49.382561,40.916559,34.830874,26.900551,21.155957,12.460368,0,0,0,0
1538,69.979528,73.807228,66.918371,57.076352,49.355752,40.894346,34.811965,26.885947,21.144472,12.453604,0,0,0,0
1539,69.941516,73.767138,66.882022,57.045349,49.328943,40.872133,34.793056,26.871343,21.132986,12.446839,0,0,0,0
1540,69.903505,73.727047,66.845673,57.014346,49.302134,40.84992,34.774147,26.856739,21.121501,12.440074,0,0,0,0
1541,69.865493,73.686956,66.809324,56.983344,49.275325,40.827706,34.755238,26.842135,21.110016,12.43331,0,0,0,0
1542,69.827481,73.646866,66.772976,56.952341,49.248515,40.805493,34.736328,26.827531,21.09853,12.426545,0,0,0,0
1543,69.78947,73.606775,66.736627,56.921338,49.221706,40.78328,34.717419,26.812927,21.087045,12.419781,0,0,0,0
1544,69.751458,73.566684,66.700278,56.890335,49.194897,40.761067,34.69851,26.798323,21.07556,12.413016,0,0,0,0
1545,69.713447,73.526593,66.663929,56.859332,49.168088,40.738854,34.679601,26.783719,21.064075,12.406252,0,0,0,0
1546,69.675435,73.486503,66.62758,56.828329,49.141279,40.716641,34.660692,26.769115,21.052589,12.399487,0,0,0,0
1547,69.637424,73.446412,66.591231,56.797327,49.11447,40.694428,34.641782,26.754511,21.041104,12.392722,0,0,0,0
1548,69.599412,73.406321,66.554883,56.766324,49.087661,40.672215,34.622873,26.739907,21.029619,12.385958,0,0,0,0
1549,69.5614,73.366231,66.518534,56.735321,49.060851,40.650002,34.603964,26.725304,21.018133,12.379193,0,0,0,0
1550,69.523389,73.32614,66.482185,56.704318,49.034042,40.627789,34.585055,26.7107,21.006648,12.372429,0,0,0,0
1551,69.485377,73.286049,66.445836,56.673315,49.007233,40.605576,34.566145,26.696096,20.995163,12.365664,0,0,0,0
1552,69.447366,73.245958,66.409487,56.642313,48.980424,40.583363,34.547236,26.681492,20.983678,12.3589,0,0,0,0
1553,69.409354,73.205868,66.373138,56.61131,48.953615,40.56115,34.528327,26.666888,20.972192,12.352135,0,0,0,0
1554,69.371343,73.165777,66.33679,56.580307,48.926806,40.538937,34.509418,26.652284,20.960707,12.34537,0,0,0,0
1555,69.333331,73.125686,66.300441,56.549304,48.899997,40.516724,34.490509,26.63768,20.949222,12.338606,0,0,0,0
1556,69.295319,73.085596,66.264092,56.518301,48.873188,40.494511,34.471599,26.623076,20.937736,12.331841,0,0,0,0
1557,69.257308,73.045505,66.227743,56.487298,48.846378,40.472298,34.45269,26.608472,20.926251,12.325077,0,0,0,0
1558,69.219296,73.005414,66.191394,56.456296,48.819569,40.450085,34.433781,26.593868,20.914766,12.318312,0,0,0,0
1559,69.181285,72.965323,66.155046,56.425293,48.79276,40.427872,34.414872,26.579264,20.903281,12.311548,0,0,0,0
1560,69.143273,72.925233,66.118697,56.39429,48.765951,40.405659,34.395963,26.56466,20.891795,12.304783,0,0,0,0
1561,69.105261,72.885142,66.082348,56.363287,48.739142,40.383445,34.377053,26.550056,20.88031,12.298019,0,0,0,0
1562,69.06725,72.845051,66.045999,56.332284,48.712333,40.361232,34.358144,26.535452,20.868825,12.291254,0,0,0,0
1563,69.029238,72.804961,66.00965,56.301282,48.685524,40.339019,34.339235,26.520848,20.857339,12.284489,0,0,0,0
1564,68.991227,72.76487,65.973301,56.270279,48.658715,40.316806,34.320326,26.506244,20.845854,12.277725,0,0,0,0
1565,68.953215,72.724779,65.936953,56.239276,48.631905,40.294593,34.301416,26.49164,20.834369,12.27096,0,0,0,0
1566,68.915204,72.684688,65.900604,56.208273,48.605096,40.27238,34.282507,26.477036,20.822884,12.264196,0,0,0,0
1567,68.877192,72.644598,65.864255,56.17727,48.578287,40.250167,34.263598,26.462432,20.811398,12.257431,0,0,0,0
1568,68.83918,72.604507,65.827906,56.146267,48.551478,40.227954,34.244689,26.447829,20.799913,12.250667,0,0,0,0
