Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa)
305,-5.3686715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0933225,-2.6783469,-2.5263358,-1.1769766,0,0,0,0,0,0,0,0,-0.62818415,-3.3920441,-5.2346915,-4.1017779,-1.6792892,0,0,0,0,0,0,0,-0.7989341,-1.8370481,-2.5106872,-2.1784159,-0.67825518,0,0,0,0,0,0,0,0,0,-0.21018731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,-5.3350604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0864777,-2.6615789,-2.5105195,-1.1696081,0,0,0,0,0,0,0,0,-0.62425134,-3.3708079,-5.2019192,-4.0760983,-1.6687758,0,0,0,0,0,0,0,-0.7939323,-1.8255471,-2.4949688,-2.1647777,-0.6740089,0,0,0,0,0,0,0,0,0,-0.20887141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,-5.3014494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0796328,-2.6448108,-2.4947031,-1.1622395,0,0,0,0,0,0,0,0,-0.62031854,-3.3495717,-5.169147,-4.0504187,-1.6582625,0,0,0,0,0,0,0,-0.78893049,-1.814046,-2.4792504,-2.1511395,-0.66976262,0,0,0,0,0,0,0,0,0,-0.20755552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,-5.2678383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.072788,-2.6280428,-2.4788867,-1.1548709,0,0,0,0,0,0,0,0,-0.61638573,-3.3283354,-5.1363747,-4.0247391,-1.6477491,0,0,0,0,0,0,0,-0.78392869,-1.802545,-2.463532,-2.1375013,-0.66551633,0,0,0,0,0,0,0,0,0,-0.20623962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,-5.2342272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0659431,-2.6112748,-2.4630704,-1.1475023,0,0,0,0,0,0,0,0,-0.61245292,-3.3070992,-5.1036024,-3.9990596,-1.6372358,0,0,0,0,0,0,0,-0.77892689,-1.791044,-2.4478136,-2.1238632,-0.66127005,0,0,0,0,0,0,0,0,0,-0.20492372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,-5.2006161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0590983,-2.5945067,-2.447254,-1.1401338,0,0,0,0,0,0,0,0,-0.60852012,-3.285863,-5.0708301,-3.97338,-1.6267224,0,0,0,0,0,0,0,-0.77392508,-1.779543,-2.4320952,-2.110225,-0.65702377,0,0,0,0,0,0,0,0,0,-0.20360782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,-5.167005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0522534,-2.5777387,-2.4314376,-1.1327652,0,0,0,0,0,0,0,0,-0.60458731,-3.2646268,-5.0380578,-3.9477004,-1.6162091,0,0,0,0,0,0,0,-0.76892328,-1.768042,-2.4163768,-2.0965868,-0.65277749,0,0,0,0,0,0,0,0,0,-0.20229193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,-5.1333939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0454086,-2.5609706,-2.4156213,-1.1253966,0,0,0,0,0,0,0,0,-0.6006545,-3.2433906,-5.0052855,-3.9220208,-1.6056957,0,0,0,0,0,0,0,-0.76392147,-1.756541,-2.4006585,-2.0829486,-0.64853121,0,0,0,0,0,0,0,0,0,-0.20097603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,-5.0997829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0385637,-2.5442026,-2.3998049,-1.118028,0,0,0,0,0,0,0,0,-0.59672169,-3.2221544,-4.9725132,-3.8963413,-1.5951824,0,0,0,0,0,0,0,-0.75891967,-1.7450399,-2.3849401,-2.0693104,-0.64428493,0,0,0,0,0,0,0,0,0,-0.19966013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,-5.0661718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0317189,-2.5274345,-2.3839885,-1.1106595,0,0,0,0,0,0,0,0,-0.59278889,-3.2009181,-4.9397409,-3.8706617,-1.584669,0,0,0,0,0,0,0,-0.75391787,-1.7335389,-2.3692217,-2.0556723,-0.64003864,0,0,0,0,0,0,0,0,0,-0.19834423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,-5.0325607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.024874,-2.5106665,-2.3681722,-1.1032909,0,0,0,0,0,0,0,0,-0.58885608,-3.1796819,-4.9069686,-3.8449821,-1.5741557,0,0,0,0,0,0,0,-0.74891606,-1.7220379,-2.3535033,-2.0420341,-0.63579236,0,0,0,0,0,0,0,0,0,-0.19702833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,-4.9989496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0180292,-2.4938984,-2.3523558,-1.0959223,0,0,0,0,0,0,0,0,-0.58492327,-3.1584457,-4.8741964,-3.8193025,-1.5636423,0,0,0,0,0,0,0,-0.74391426,-1.7105369,-2.3377849,-2.0283959,-0.63154608,0,0,0,0,0,0,0,0,0,-0.19571244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,-4.9653385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0111843,-2.4771304,-2.3365394,-1.0885537,0,0,0,0,0,0,0,0,-0.58099047,-3.1372095,-4.8414241,-3.793623,-1.553129,0,0,0,0,0,0,0,-0.73891246,-1.6990359,-2.3220665,-2.0147577,-0.6272998,0,0,0,0,0,0,0,0,0,-0.19439654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,-4.9317274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0043395,-2.4603623,-2.3207231,-1.0811852,0,0,0,0,0,0,0,0,-0.57705766,-3.1159733,-4.8086518,-3.7679434,-1.5426156,0,0,0,0,0,0,0,-0.73391065,-1.6875349,-2.3063481,-2.0011195,-0.62305352,0,0,0,0,0,0,0,0,0,-0.19308064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,-4.8981164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9974946,-2.4435943,-2.3049067,-1.0738166,0,0,0,0,0,0,0,0,-0.57312485,-3.0947371,-4.7758795,-3.7422638,-1.5321023,0,0,0,0,0,0,0,-0.72890885,-1.6760339,-2.2906297,-1.9874814,-0.61880724,0,0,0,0,0,0,0,0,0,-0.19176474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,-4.8645053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.99064975,-2.4268262,-2.2890903,-1.066448,0,0,0,0,0,0,0,0,-0.56919205,-3.0735008,-4.7431072,-3.7165843,-1.5215889,0,0,0,0,0,0,0,-0.72390705,-1.6645328,-2.2749113,-1.9738432,-0.61456096,0,0,0,0,0,0,0,0,0,-0.19044884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,-4.8308942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9838049,-2.4100582,-2.273274,-1.0590794,0,0,0,0,0,0,0,0,-0.56525924,-3.0522646,-4.7103349,-3.6909047,-1.5110756,0,0,0,0,0,0,0,-0.71890524,-1.6530318,-2.2591929,-1.960205,-0.61031467,0,0,0,0,0,0,0,0,0,-0.18913295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,-4.7972831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.97696005,-2.3932901,-2.2574576,-1.0517109,0,0,0,0,0,0,0,0,-0.56132643,-3.0310284,-4.6775626,-3.6652251,-1.5005622,0,0,0,0,0,0,0,-0.71390344,-1.6415308,-2.2434745,-1.9465668,-0.60606839,0,0,0,0,0,0,0,0,0,-0.18781705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,-4.763672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9701152,-2.3765221,-2.2416412,-1.0443423,0,0,0,0,0,0,0,0,-0.55739362,-3.0097922,-4.6447903,-3.6395455,-1.4900489,0,0,0,0,0,0,0,-0.70890164,-1.6300298,-2.2277561,-1.9329286,-0.60182211,0,0,0,0,0,0,0,0,0,-0.18650115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,-4.7300609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.96327035,-2.359754,-2.2258248,-1.0369737,0,0,0,0,0,0,0,0,-0.55346082,-2.988556,-4.6120181,-3.613866,-1.4795355,0,0,0,0,0,0,0,-0.70389983,-1.6185288,-2.2120377,-1.9192904,-0.59757583,0,0,0,0,0,0,0,0,0,-0.18518525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,-4.6964499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9564255,-2.342986,-2.2100085,-1.0296051,0,0,0,0,0,0,0,0,-0.54952801,-2.9673197,-4.5792458,-3.5881864,-1.4690222,0,0,0,0,0,0,0,-0.69889803,-1.6070278,-2.1963193,-1.9056523,-0.59332955,0,0,0,0,0,0,0,0,0,-0.18386936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,-4.6628388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.94958065,-2.3262179,-2.1941921,-1.0222366,0,0,0,0,0,0,0,0,-0.5455952,-2.9460835,-4.5464735,-3.5625068,-1.4585088,0,0,0,0,0,0,0,-0.69389623,-1.5955267,-2.1806009,-1.8920141,-0.58908327,0,0,0,0,0,0,0,0,0,-0.18255346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,-4.6292277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9427358,-2.3094499,-2.1783757,-1.014868,0,0,0,0,0,0,0,0,-0.5416624,-2.9248473,-4.5137012,-3.5368272,-1.4479955,0,0,0,0,0,0,0,-0.68889442,-1.5840257,-2.1648825,-1.8783759,-0.58483698,0,0,0,0,0,0,0,0,0,-0.18123756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,-4.5956166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.93589095,-2.2926818,-2.1625594,-1.0074994,0,0,0,0,0,0,0,0,-0.53772959,-2.9036111,-4.4809289,-3.5111477,-1.4374821,0,0,0,0,0,0,0,-0.68389262,-1.5725247,-2.1491641,-1.8647377,-0.5805907,0,0,0,0,0,0,0,0,0,-0.17992166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,-4.5620055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9290461,-2.2759138,-2.146743,-1.0001308,0,0,0,0,0,0,0,0,-0.53379678,-2.8823749,-4.4481566,-3.4854681,-1.4269688,0,0,0,0,0,0,0,-0.67889082,-1.5610237,-2.1334457,-1.8510995,-0.57634442,0,0,0,0,0,0,0,0,0,-0.17860576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,-4.5283945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.92220125,-2.2591457,-2.1309266,-0.99276227,0,0,0,0,0,0,0,0,-0.52986397,-2.8611387,-4.4153843,-3.4597885,-1.4164554,0,0,0,0,0,0,0,-0.67388901,-1.5495227,-2.1177273,-1.8374614,-0.57209814,0,0,0,0,0,0,0,0,0,-0.17728987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,-4.4947834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9153564,-2.2423777,-2.1151103,-0.9853937,0,0,0,0,0,0,0,0,-0.52593117,-2.8399024,-4.382612,-3.4341089,-1.4059421,0,0,0,0,0,0,0,-0.66888721,-1.5380217,-2.1020089,-1.8238232,-0.56785186,0,0,0,0,0,0,0,0,0,-0.17597397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,-4.4611723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.90851155,-2.2256097,-2.0992939,-0.97802512,0,0,0,0,0,0,0,0,-0.52199836,-2.8186662,-4.3498398,-3.4084294,-1.3954287,0,0,0,0,0,0,0,-0.6638854,-1.5265207,-2.0862905,-1.810185,-0.56360558,0,0,0,0,0,0,0,0,0,-0.17465807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,-4.4275612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9016667,-2.2088416,-2.0834775,-0.97065655,0,0,0,0,0,0,0,0,-0.51806555,-2.79743,-4.3170675,-3.3827498,-1.3849154,0,0,0,0,0,0,0,-0.6588836,-1.5150196,-2.0705721,-1.7965468,-0.5593593,0,0,0,0,0,0,0,0,0,-0.17334217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,-4.3939501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89482185,-2.1920736,-2.0676612,-0.96328797,0,0,0,0,0,0,0,0,-0.51413275,-2.7761938,-4.2842952,-3.3570702,-1.374402,0,0,0,0,0,0,0,-0.6538818,-1.5035186,-2.0548537,-1.7829086,-0.55511301,0,0,0,0,0,0,0,0,0,-0.17202628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,-4.360339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.887977,-2.1753055,-2.0518448,-0.9559194,0,0,0,0,0,0,0,0,-0.51019994,-2.7549576,-4.2515229,-3.3313907,-1.3638887,0,0,0,0,0,0,0,-0.64887999,-1.4920176,-2.0391353,-1.7692704,-0.55086673,0,0,0,0,0,0,0,0,0,-0.17071038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,-4.326728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88113215,-2.1585375,-2.0360284,-0.94855082,0,0,0,0,0,0,0,0,-0.50626713,-2.7337214,-4.2187506,-3.3057111,-1.3533753,0,0,0,0,0,0,0,-0.64387819,-1.4805166,-2.0234169,-1.7556323,-0.54662045,0,0,0,0,0,0,0,0,0,-0.16939448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,-4.2931169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8742873,-2.1417694,-2.0202121,-0.94118225,0,0,0,0,0,0,0,0,-0.50233432,-2.7124851,-4.1859783,-3.2800315,-1.342862,0,0,0,0,0,0,0,-0.63887639,-1.4690156,-2.0076985,-1.7419941,-0.54237417,0,0,0,0,0,0,0,0,0,-0.16807858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,-4.2595058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86744245,-2.1250014,-2.0043957,-0.93381367,0,0,0,0,0,0,0,0,-0.49840152,-2.6912489,-4.153206,-3.2543519,-1.3323486,0,0,0,0,0,0,0,-0.63387458,-1.4575146,-1.9919801,-1.7283559,-0.53812789,0,0,0,0,0,0,0,0,0,-0.16676268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,-4.2258947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86059759,-2.1082333,-1.9885793,-0.9264451,0,0,0,0,0,0,0,0,-0.49446871,-2.6700127,-4.1204337,-3.2286724,-1.3218353,0,0,0,0,0,0,0,-0.62887278,-1.4460135,-1.9762617,-1.7147177,-0.53388161,0,0,0,0,0,0,0,0,0,-0.16544679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,-4.1922836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85375274,-2.0914653,-1.972763,-0.91907652,0,0,0,0,0,0,0,0,-0.4905359,-2.6487765,-4.0876614,-3.2029928,-1.3113219,0,0,0,0,0,0,0,-0.62387098,-1.4345125,-1.9605433,-1.7010795,-0.52963532,0,0,0,0,0,0,0,0,0,-0.16413089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,-4.1586725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84690789,-2.0746972,-1.9569466,-0.91170794,0,0,0,0,0,0,0,0,-0.4866031,-2.6275403,-4.0548892,-3.1773132,-1.3008086,0,0,0,0,0,0,0,-0.61886917,-1.4230115,-1.9448249,-1.6874414,-0.52538904,0,0,0,0,0,0,0,0,0,-0.16281499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,-4.1250615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84006304,-2.0579292,-1.9411302,-0.90433937,0,0,0,0,0,0,0,0,-0.48267029,-2.6063041,-4.0221169,-3.1516336,-1.2902952,0,0,0,0,0,0,0,-0.61386737,-1.4115105,-1.9291065,-1.6738032,-0.52114276,0,0,0,0,0,0,0,0,0,-0.16149909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,-4.0914504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83321819,-2.0411611,-1.9253139,-0.89697079,0,0,0,0,0,0,0,0,-0.47873748,-2.5850678,-3.9893446,-3.1259541,-1.2797819,0,0,0,0,0,0,0,-0.60886557,-1.4000095,-1.9133881,-1.660165,-0.51689648,0,0,0,0,0,0,0,0,0,-0.1601832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,-4.0578393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.82637334,-2.0243931,-1.9094975,-0.88960222,0,0,0,0,0,0,0,0,-0.47480468,-2.5638316,-3.9565723,-3.1002745,-1.2692685,0,0,0,0,0,0,0,-0.60386376,-1.3885085,-1.8976697,-1.6465268,-0.5126502,0,0,0,0,0,0,0,0,0,-0.1588673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,-4.0242282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.81952849,-2.007625,-1.8936811,-0.88223364,0,0,0,0,0,0,0,0,-0.47087187,-2.5425954,-3.9238,-3.0745949,-1.2587552,0,0,0,0,0,0,0,-0.59886196,-1.3770074,-1.8819513,-1.6328886,-0.50840392,0,0,0,0,0,0,0,0,0,-0.1575514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,-3.9906171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.81268364,-1.990857,-1.8778648,-0.87486507,0,0,0,0,0,0,0,0,-0.46693906,-2.5213592,-3.8910277,-3.0489153,-1.2482418,0,0,0,0,0,0,0,-0.59386016,-1.3655064,-1.8662329,-1.6192505,-0.50415763,0,0,0,0,0,0,0,0,0,-0.1562355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,-3.957006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.80583879,-1.9740889,-1.8620484,-0.86749649,0,0,0,0,0,0,0,0,-0.46300625,-2.500123,-3.8582554,-3.0232358,-1.2377284,0,0,0,0,0,0,0,-0.58885835,-1.3540054,-1.8505145,-1.6056123,-0.49991135,0,0,0,0,0,0,0,0,0,-0.1549196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,-3.923395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.79899394,-1.9573209,-1.846232,-0.86012792,0,0,0,0,0,0,0,0,-0.45907345,-2.4788868,-3.8254831,-2.9975562,-1.2272151,0,0,0,0,0,0,0,-0.58385655,-1.3425044,-1.8347961,-1.5919741,-0.49566507,0,0,0,0,0,0,0,0,0,-0.15360371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,-3.8897839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.79214909,-1.9405528,-1.8304157,-0.85275934,0,0,0,0,0,0,0,0,-0.45514064,-2.4576505,-3.7927109,-2.9718766,-1.2167017,0,0,0,0,0,0,0,-0.57885475,-1.3310034,-1.8190777,-1.5783359,-0.49141879,0,0,0,0,0,0,0,0,0,-0.15228781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,-3.8561728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.78530424,-1.9237848,-1.8145993,-0.84539077,0,0,0,0,0,0,0,0,-0.45120783,-2.4364143,-3.7599386,-2.946197,-1.2061884,0,0,0,0,0,0,0,-0.57385294,-1.3195024,-1.8033593,-1.5646977,-0.48717251,0,0,0,0,0,0,0,0,0,-0.15097191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,-3.8225617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.77845939,-1.9070167,-1.7987829,-0.83802219,0,0,0,0,0,0,0,0,-0.44727503,-2.4151781,-3.7271663,-2.9205175,-1.195675,0,0,0,0,0,0,0,-0.56885114,-1.3080014,-1.7876409,-1.5510595,-0.48292623,0,0,0,0,0,0,0,0,0,-0.14965601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,-3.7889506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.77161454,-1.8902487,-1.7829666,-0.83065362,0,0,0,0,0,0,0,0,-0.44334222,-2.3939419,-3.694394,-2.8948379,-1.1851617,0,0,0,0,0,0,0,-0.56384933,-1.2965003,-1.7719225,-1.5374214,-0.47867995,0,0,0,0,0,0,0,0,0,-0.14834011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,-3.7553396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.76476969,-1.8734806,-1.7671502,-0.82328504,0,0,0,0,0,0,0,0,-0.43940941,-2.3727057,-3.6616217,-2.8691583,-1.1746483,0,0,0,0,0,0,0,-0.55884753,-1.2849993,-1.7562041,-1.5237832,-0.47443366,0,0,0,0,0,0,0,0,0,-0.14702422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,-3.7217285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75792484,-1.8567126,-1.7513338,-0.81591647,0,0,0,0,0,0,0,0,-0.4354766,-2.3514695,-3.6288494,-2.8434788,-1.164135,0,0,0,0,0,0,0,-0.55384573,-1.2734983,-1.7404857,-1.510145,-0.47018738,0,0,0,0,0,0,0,0,0,-0.14570832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,-3.6881174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75107999,-1.8399446,-1.7355175,-0.80854789,0,0,0,0,0,0,0,0,-0.4315438,-2.3302332,-3.5960771,-2.8177992,-1.1536216,0,0,0,0,0,0,0,-0.54884392,-1.2619973,-1.7247673,-1.4965068,-0.4659411,0,0,0,0,0,0,0,0,0,-0.14439242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,-3.6545063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.74423514,-1.8231765,-1.7197011,-0.80117932,0,0,0,0,0,0,0,0,-0.42761099,-2.308997,-3.5633048,-2.7921196,-1.1431083,0,0,0,0,0,0,0,-0.54384212,-1.2504963,-1.7090489,-1.4828686,-0.46169482,0,0,0,0,0,0,0,0,0,-0.14307652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,-3.6208952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.73739029,-1.8064085,-1.7038847,-0.79381074,0,0,0,0,0,0,0,0,-0.42367818,-2.2877608,-3.5305325,-2.76644,-1.1325949,0,0,0,0,0,0,0,-0.53884032,-1.2389953,-1.6933305,-1.4692305,-0.45744854,0,0,0,0,0,0,0,0,0,-0.14176063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,-3.5872841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.73054544,-1.7896404,-1.6880683,-0.78644217,0,0,0,0,0,0,0,0,-0.41974538,-2.2665246,-3.4977603,-2.7407605,-1.1220816,0,0,0,0,0,0,0,-0.53383851,-1.2274942,-1.6776121,-1.4555923,-0.45320226,0,0,0,0,0,0,0,0,0,-0.14044473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
