Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa)
1281,288.93975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.886095,72.380981,92.952176,35.048441,5.9573238,0,0,0,0,0,0,0,0,16.038265,39.792783,294.26147,264.26245,75.310215,14.303897,0.4884786,0,0,0,0,0,0,7.2730894,49.606075,106.97128,94.688277,41.610599,6.8496132,0,0,0,0,0,0,0,0,0,0,9.8031511,6.4249556,1.2166559,0,0,0,0,0,3.6034877,0,0,0,0,0,0,0,0,0,0,0,3.7643952,0.28662004,0,0,0,0,0,0,0,0,0,0.2045925,3.0984539,0,0,0,0,0,0,0,0,0
1282,288.93744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.88596,72.380402,92.951431,35.04816,5.9572761,0,0,0,0,0,0,0,0,16.038136,39.792464,294.25911,264.26033,75.309611,14.303783,0.48847469,0,0,0,0,0,0,7.2730312,49.605677,106.97042,94.687518,41.610266,6.8495583,0,0,0,0,0,0,0,0,0,0,9.8030726,6.4249042,1.2166462,0,0,0,0,0,3.6034588,0,0,0,0,0,0,0,0,0,0,0,3.7643651,0.28661775,0,0,0,0,0,0,0,0,0,0.20459086,3.0984291,0,0,0,0,0,0,0,0,0
1283,288.93512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.885824,72.379822,92.950687,35.047879,5.9572284,0,0,0,0,0,0,0,0,16.038008,39.792146,294.25675,264.25822,75.309008,14.303668,0.48847078,0,0,0,0,0,0,7.2729729,49.60528,106.96957,94.68676,41.609933,6.8495035,0,0,0,0,0,0,0,0,0,0,9.8029941,6.4248527,1.2166364,0,0,0,0,0,3.60343,0,0,0,0,0,0,0,0,0,0,0,3.7643349,0.28661545,0,0,0,0,0,0,0,0,0,0.20458922,3.0984043,0,0,0,0,0,0,0,0,0
1284,288.93281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.885689,72.379242,92.949942,35.047599,5.9571807,0,0,0,0,0,0,0,0,16.037879,39.791827,294.25439,264.2561,75.308405,14.303554,0.48846686,0,0,0,0,0,0,7.2729146,49.604883,106.96871,94.686002,41.609599,6.8494486,0,0,0,0,0,0,0,0,0,0,9.8029156,6.4248013,1.2166267,0,0,0,0,0,3.6034011,0,0,0,0,0,0,0,0,0,0,0,3.7643048,0.28661316,0,0,0,0,0,0,0,0,0,0.20458759,3.0983794,0,0,0,0,0,0,0,0,0
1285,288.93049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.885554,72.378662,92.949198,35.047318,5.957133,0,0,0,0,0,0,0,0,16.037751,39.791508,294.25204,264.25398,75.307802,14.303439,0.48846295,0,0,0,0,0,0,7.2728564,49.604485,106.96785,94.685243,41.609266,6.8493937,0,0,0,0,0,0,0,0,0,0,9.8028371,6.4247498,1.2166169,0,0,0,0,0,3.6033723,0,0,0,0,0,0,0,0,0,0,0,3.7642746,0.28661086,0,0,0,0,0,0,0,0,0,0.20458595,3.0983546,0,0,0,0,0,0,0,0,0
1286,288.92818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.885419,72.378083,92.948453,35.047037,5.9570853,0,0,0,0,0,0,0,0,16.037623,39.791189,294.24968,264.25187,75.307199,14.303324,0.48845904,0,0,0,0,0,0,7.2727981,49.604088,106.967,94.684485,41.608933,6.8493389,0,0,0,0,0,0,0,0,0,0,9.8027585,6.4246983,1.2166072,0,0,0,0,0,3.6033434,0,0,0,0,0,0,0,0,0,0,0,3.7642445,0.28660857,0,0,0,0,0,0,0,0,0,0.20458431,3.0983298,0,0,0,0,0,0,0,0,0
1287,288.92587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.885283,72.377503,92.947709,35.046757,5.9570375,0,0,0,0,0,0,0,0,16.037494,39.790871,294.24732,264.24975,75.306595,14.30321,0.48845513,0,0,0,0,0,0,7.2727399,49.603691,106.96614,94.683726,41.608599,6.849284,0,0,0,0,0,0,0,0,0,0,9.80268,6.4246469,1.2165975,0,0,0,0,0,3.6033145,0,0,0,0,0,0,0,0,0,0,0,3.7642143,0.28660627,0,0,0,0,0,0,0,0,0,0.20458267,3.098305,0,0,0,0,0,0,0,0,0
1288,288.92355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.885148,72.376923,92.946964,35.046476,5.9569898,0,0,0,0,0,0,0,0,16.037366,39.790552,294.24497,264.24763,75.305992,14.303095,0.48845121,0,0,0,0,0,0,7.2726816,49.603293,106.96528,94.682968,41.608266,6.8492292,0,0,0,0,0,0,0,0,0,0,9.8026015,6.4245954,1.2165877,0,0,0,0,0,3.6032857,0,0,0,0,0,0,0,0,0,0,0,3.7641842,0.28660397,0,0,0,0,0,0,0,0,0,0.20458103,3.0982802,0,0,0,0,0,0,0,0,0
1289,288.92124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.885013,72.376343,92.94622,35.046195,5.9569421,0,0,0,0,0,0,0,0,16.037237,39.790233,294.24261,264.24552,75.305389,14.302981,0.4884473,0,0,0,0,0,0,7.2726234,49.602896,106.96443,94.68221,41.607933,6.8491743,0,0,0,0,0,0,0,0,0,0,9.802523,6.424544,1.216578,0,0,0,0,0,3.6032568,0,0,0,0,0,0,0,0,0,0,0,3.764154,0.28660168,0,0,0,0,0,0,0,0,0,0.20457939,3.0982554,0,0,0,0,0,0,0,0,0
1290,288.91892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.884878,72.375764,92.945475,35.045914,5.9568944,0,0,0,0,0,0,0,0,16.037109,39.789915,294.24025,264.2434,75.304786,14.302866,0.48844339,0,0,0,0,0,0,7.2725651,49.602499,106.96357,94.681451,41.6076,6.8491194,0,0,0,0,0,0,0,0,0,0,9.8024445,6.4244925,1.2165682,0,0,0,0,0,3.6032279,0,0,0,0,0,0,0,0,0,0,0,3.7641239,0.28659938,0,0,0,0,0,0,0,0,0,0.20457775,3.0982305,0,0,0,0,0,0,0,0,0
1291,288.91661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.884742,72.375184,92.944731,35.045634,5.9568467,0,0,0,0,0,0,0,0,16.03698,39.789596,294.2379,264.24128,75.304183,14.302752,0.48843948,0,0,0,0,0,0,7.2725069,49.602101,106.96271,94.680693,41.607266,6.8490646,0,0,0,0,0,0,0,0,0,0,9.802366,6.424441,1.2165585,0,0,0,0,0,3.6031991,0,0,0,0,0,0,0,0,0,0,0,3.7640937,0.28659709,0,0,0,0,0,0,0,0,0,0.20457612,3.0982057,0,0,0,0,0,0,0,0,0
1292,288.91429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.884607,72.374604,92.943986,35.045353,5.956799,0,0,0,0,0,0,0,0,16.036852,39.789277,294.23554,264.23917,75.303579,14.302637,0.48843556,0,0,0,0,0,0,7.2724486,49.601704,106.96186,94.679934,41.606933,6.8490097,0,0,0,0,0,0,0,0,0,0,9.8022874,6.4243896,1.2165487,0,0,0,0,0,3.6031702,0,0,0,0,0,0,0,0,0,0,0,3.7640636,0.28659479,0,0,0,0,0,0,0,0,0,0.20457448,3.0981809,0,0,0,0,0,0,0,0,0
1293,288.91198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.884472,72.374025,92.943242,35.045072,5.9567513,0,0,0,0,0,0,0,0,16.036723,39.788958,294.23318,264.23705,75.302976,14.302522,0.48843165,0,0,0,0,0,0,7.2723904,49.601307,106.961,94.679176,41.6066,6.8489549,0,0,0,0,0,0,0,0,0,0,9.8022089,6.4243381,1.216539,0,0,0,0,0,3.6031414,0,0,0,0,0,0,0,0,0,0,0,3.7640334,0.2865925,0,0,0,0,0,0,0,0,0,0.20457284,3.0981561,0,0,0,0,0,0,0,0,0
1294,288.90967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.884337,72.373445,92.942497,35.044792,5.9567035,0,0,0,0,0,0,0,0,16.036595,39.78864,294.23083,264.23493,75.302373,14.302408,0.48842774,0,0,0,0,0,0,7.2723321,49.600909,106.96014,94.678418,41.606267,6.8489,0,0,0,0,0,0,0,0,0,0,9.8021304,6.4242867,1.2165292,0,0,0,0,0,3.6031125,0,0,0,0,0,0,0,0,0,0,0,3.7640033,0.2865902,0,0,0,0,0,0,0,0,0,0.2045712,3.0981313,0,0,0,0,0,0,0,0,0
1295,288.90735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.884201,72.372865,92.941753,35.044511,5.9566558,0,0,0,0,0,0,0,0,16.036466,39.788321,294.22847,264.23282,75.30177,14.302293,0.48842383,0,0,0,0,0,0,7.2722739,49.600512,106.95929,94.677659,41.605933,6.8488451,0,0,0,0,0,0,0,0,0,0,9.8020519,6.4242352,1.2165195,0,0,0,0,0,3.6030836,0,0,0,0,0,0,0,0,0,0,0,3.7639731,0.28658791,0,0,0,0,0,0,0,0,0,0.20456956,3.0981065,0,0,0,0,0,0,0,0,0
1296,288.90504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.884066,72.372285,92.941008,35.04423,5.9566081,0,0,0,0,0,0,0,0,16.036338,39.788002,294.22611,264.2307,75.301167,14.302179,0.48841991,0,0,0,0,0,0,7.2722156,49.600115,106.95843,94.676901,41.6056,6.8487903,0,0,0,0,0,0,0,0,0,0,9.8019734,6.4241837,1.2165098,0,0,0,0,0,3.6030548,0,0,0,0,0,0,0,0,0,0,0,3.763943,0.28658561,0,0,0,0,0,0,0,0,0,0.20456792,3.0980816,0,0,0,0,0,0,0,0,0
1297,288.90272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.883931,72.371706,92.940264,35.043949,5.9565604,0,0,0,0,0,0,0,0,16.03621,39.787684,294.22376,264.22858,75.300564,14.302064,0.488416,0,0,0,0,0,0,7.2721574,49.599717,106.95757,94.676142,41.605267,6.8487354,0,0,0,0,0,0,0,0,0,0,9.8018948,6.4241323,1.2165,0,0,0,0,0,3.6030259,0,0,0,0,0,0,0,0,0,0,0,3.7639128,0.28658331,0,0,0,0,0,0,0,0,0,0.20456628,3.0980568,0,0,0,0,0,0,0,0,0
1298,288.90041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.883796,72.371126,92.939519,35.043669,5.9565127,0,0,0,0,0,0,0,0,16.036081,39.787365,294.2214,264.22647,75.29996,14.30195,0.48841209,0,0,0,0,0,0,7.2720991,49.59932,106.95672,94.675384,41.604933,6.8486805,0,0,0,0,0,0,0,0,0,0,9.8018163,6.4240808,1.2164903,0,0,0,0,0,3.6029971,0,0,0,0,0,0,0,0,0,0,0,3.7638827,0.28658102,0,0,0,0,0,0,0,0,0,0.20456464,3.098032,0,0,0,0,0,0,0,0,0
1299,288.89809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.88366,72.370546,92.938775,35.043388,5.956465,0,0,0,0,0,0,0,0,16.035953,39.787046,294.21904,264.22435,75.299357,14.301835,0.48840818,0,0,0,0,0,0,7.2720408,49.598923,106.95586,94.674626,41.6046,6.8486257,0,0,0,0,0,0,0,0,0,0,9.8017378,6.4240293,1.2164805,0,0,0,0,0,3.6029682,0,0,0,0,0,0,0,0,0,0,0,3.7638525,0.28657872,0,0,0,0,0,0,0,0,0,0.20456301,3.0980072,0,0,0,0,0,0,0,0,0
1300,288.89578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.883525,72.369966,92.93803,35.043107,5.9564172,0,0,0,0,0,0,0,0,16.035824,39.786727,294.21668,264.22223,75.298754,14.30172,0.48840426,0,0,0,0,0,0,7.2719826,49.598526,106.955,94.673867,41.604267,6.8485708,0,0,0,0,0,0,0,0,0,0,9.8016593,6.4239779,1.2164708,0,0,0,0,0,3.6029393,0,0,0,0,0,0,0,0,0,0,0,3.7638224,0.28657643,0,0,0,0,0,0,0,0,0,0.20456137,3.0979824,0,0,0,0,0,0,0,0,0
1301,288.89347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.88339,72.369387,92.937286,35.042827,5.9563695,0,0,0,0,0,0,0,0,16.035696,39.786409,294.21433,264.22012,75.298151,14.301606,0.48840035,0,0,0,0,0,0,7.2719243,49.598128,106.95415,94.673109,41.603934,6.848516,0,0,0,0,0,0,0,0,0,0,9.8015808,6.4239264,1.216461,0,0,0,0,0,3.6029105,0,0,0,0,0,0,0,0,0,0,0,3.7637922,0.28657413,0,0,0,0,0,0,0,0,0,0.20455973,3.0979576,0,0,0,0,0,0,0,0,0
1302,288.89115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.883255,72.368807,92.936541,35.042546,5.9563218,0,0,0,0,0,0,0,0,16.035567,39.78609,294.21197,264.218,75.297548,14.301491,0.48839644,0,0,0,0,0,0,7.2718661,49.597731,106.95329,94.67235,41.6036,6.8484611,0,0,0,0,0,0,0,0,0,0,9.8015023,6.423875,1.2164513,0,0,0,0,0,3.6028816,0,0,0,0,0,0,0,0,0,0,0,3.7637621,0.28657184,0,0,0,0,0,0,0,0,0,0.20455809,3.0979327,0,0,0,0,0,0,0,0,0
1303,288.88884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.883119,72.368227,92.935797,35.042265,5.9562741,0,0,0,0,0,0,0,0,16.035439,39.785771,294.20961,264.21588,75.296944,14.301377,0.48839253,0,0,0,0,0,0,7.2718078,49.597334,106.95243,94.671592,41.603267,6.8484062,0,0,0,0,0,0,0,0,0,0,9.8014237,6.4238235,1.2164415,0,0,0,0,0,3.6028527,0,0,0,0,0,0,0,0,0,0,0,3.7637319,0.28656954,0,0,0,0,0,0,0,0,0,0.20455645,3.0979079,0,0,0,0,0,0,0,0,0
1304,288.88652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.882984,72.367647,92.935052,35.041984,5.9562264,0,0,0,0,0,0,0,0,16.03531,39.785453,294.20726,264.21377,75.296341,14.301262,0.48838861,0,0,0,0,0,0,7.2717496,49.596936,106.95158,94.670834,41.602934,6.8483514,0,0,0,0,0,0,0,0,0,0,9.8013452,6.423772,1.2164318,0,0,0,0,0,3.6028239,0,0,0,0,0,0,0,0,0,0,0,3.7637018,0.28656724,0,0,0,0,0,0,0,0,0,0.20455481,3.0978831,0,0,0,0,0,0,0,0,0
1305,288.88421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.882849,72.367068,92.934308,35.041704,5.9561787,0,0,0,0,0,0,0,0,16.035182,39.785134,294.2049,264.21165,75.295738,14.301148,0.4883847,0,0,0,0,0,0,7.2716913,49.596539,106.95072,94.670075,41.6026,6.8482965,0,0,0,0,0,0,0,0,0,0,9.8012667,6.4237206,1.2164221,0,0,0,0,0,3.602795,0,0,0,0,0,0,0,0,0,0,0,3.7636716,0.28656495,0,0,0,0,0,0,0,0,0,0.20455317,3.0978583,0,0,0,0,0,0,0,0,0
1306,288.8819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.882714,72.366488,92.933563,35.041423,5.956131,0,0,0,0,0,0,0,0,16.035053,39.784815,294.20254,264.20953,75.295135,14.301033,0.48838079,0,0,0,0,0,0,7.2716331,49.596142,106.94986,94.669317,41.602267,6.8482417,0,0,0,0,0,0,0,0,0,0,9.8011882,6.4236691,1.2164123,0,0,0,0,0,3.6027662,0,0,0,0,0,0,0,0,0,0,0,3.7636415,0.28656265,0,0,0,0,0,0,0,0,0,0.20455154,3.0978335,0,0,0,0,0,0,0,0,0
1307,288.87958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.882578,72.365908,92.932819,35.041142,5.9560832,0,0,0,0,0,0,0,0,16.034925,39.784496,294.20019,264.20742,75.294532,14.300918,0.48837688,0,0,0,0,0,0,7.2715748,49.595744,106.94901,94.668558,41.601934,6.8481868,0,0,0,0,0,0,0,0,0,0,9.8011097,6.4236177,1.2164026,0,0,0,0,0,3.6027373,0,0,0,0,0,0,0,0,0,0,0,3.7636113,0.28656036,0,0,0,0,0,0,0,0,0,0.2045499,3.0978087,0,0,0,0,0,0,0,0,0
1308,288.87727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.882443,72.365329,92.932074,35.040862,5.9560355,0,0,0,0,0,0,0,0,16.034796,39.784178,294.19783,264.2053,75.293928,14.300804,0.48837296,0,0,0,0,0,0,7.2715166,49.595347,106.94815,94.6678,41.601601,6.8481319,0,0,0,0,0,0,0,0,0,0,9.8010312,6.4235662,1.2163928,0,0,0,0,0,3.6027084,0,0,0,0,0,0,0,0,0,0,0,3.7635812,0.28655806,0,0,0,0,0,0,0,0,0,0.20454826,3.0977838,0,0,0,0,0,0,0,0,0
1309,288.87495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.882308,72.364749,92.93133,35.040581,5.9559878,0,0,0,0,0,0,0,0,16.034668,39.783859,294.19547,264.20318,75.293325,14.300689,0.48836905,0,0,0,0,0,0,7.2714583,49.59495,106.94729,94.667042,41.601267,6.8480771,0,0,0,0,0,0,0,0,0,0,9.8009526,6.4235147,1.2163831,0,0,0,0,0,3.6026796,0,0,0,0,0,0,0,0,0,0,0,3.763551,0.28655577,0,0,0,0,0,0,0,0,0,0.20454662,3.097759,0,0,0,0,0,0,0,0,0
1310,288.87264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.882173,72.364169,92.930585,35.0403,5.9559401,0,0,0,0,0,0,0,0,16.03454,39.78354,294.19312,264.20107,75.292722,14.300575,0.48836514,0,0,0,0,0,0,7.2714001,49.594552,106.94643,94.666283,41.600934,6.8480222,0,0,0,0,0,0,0,0,0,0,9.8008741,6.4234633,1.2163733,0,0,0,0,0,3.6026507,0,0,0,0,0,0,0,0,0,0,0,3.7635209,0.28655347,0,0,0,0,0,0,0,0,0,0.20454498,3.0977342,0,0,0,0,0,0,0,0,0
1311,288.87032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.882037,72.363589,92.929841,35.040019,5.9558924,0,0,0,0,0,0,0,0,16.034411,39.783221,294.19076,264.19895,75.292119,14.30046,0.48836123,0,0,0,0,0,0,7.2713418,49.594155,106.94558,94.665525,41.600601,6.8479673,0,0,0,0,0,0,0,0,0,0,9.8007956,6.4234118,1.2163636,0,0,0,0,0,3.6026218,0,0,0,0,0,0,0,0,0,0,0,3.7634907,0.28655117,0,0,0,0,0,0,0,0,0,0.20454334,3.0977094,0,0,0,0,0,0,0,0,0
1312,288.86801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.881902,72.36301,92.929096,35.039739,5.9558447,0,0,0,0,0,0,0,0,16.034283,39.782903,294.1884,264.19683,75.291516,14.300346,0.48835731,0,0,0,0,0,0,7.2712836,49.593758,106.94472,94.664766,41.600268,6.8479125,0,0,0,0,0,0,0,0,0,0,9.8007171,6.4233604,1.2163538,0,0,0,0,0,3.602593,0,0,0,0,0,0,0,0,0,0,0,3.7634606,0.28654888,0,0,0,0,0,0,0,0,0,0.2045417,3.0976846,0,0,0,0,0,0,0,0,0
1313,288.8657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.881767,72.36243,92.928352,35.039458,5.955797,0,0,0,0,0,0,0,0,16.034154,39.782584,294.18605,264.19472,75.290912,14.300231,0.4883534,0,0,0,0,0,0,7.2712253,49.59336,106.94386,94.664008,41.599934,6.8478576,0,0,0,0,0,0,0,0,0,0,9.8006386,6.4233089,1.2163441,0,0,0,0,0,3.6025641,0,0,0,0,0,0,0,0,0,0,0,3.7634304,0.28654658,0,0,0,0,0,0,0,0,0,0.20454006,3.0976598,0,0,0,0,0,0,0,0,0
1314,288.86338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.881632,72.36185,92.927607,35.039177,5.9557492,0,0,0,0,0,0,0,0,16.034026,39.782265,294.18369,264.1926,75.290309,14.300117,0.48834949,0,0,0,0,0,0,7.271167,49.592963,106.94301,94.66325,41.599601,6.8478028,0,0,0,0,0,0,0,0,0,0,9.80056,6.4232574,1.2163344,0,0,0,0,0,3.6025353,0,0,0,0,0,0,0,0,0,0,0,3.7634003,0.28654429,0,0,0,0,0,0,0,0,0,0.20453843,3.0976349,0,0,0,0,0,0,0,0,0
1315,288.86107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.881496,72.36127,92.926863,35.038897,5.9557015,0,0,0,0,0,0,0,0,16.033897,39.781947,294.18133,264.19049,75.289706,14.300002,0.48834558,0,0,0,0,0,0,7.2711088,49.592566,106.94215,94.662491,41.599268,6.8477479,0,0,0,0,0,0,0,0,0,0,9.8004815,6.423206,1.2163246,0,0,0,0,0,3.6025064,0,0,0,0,0,0,0,0,0,0,0,3.7633701,0.28654199,0,0,0,0,0,0,0,0,0,0.20453679,3.0976101,0,0,0,0,0,0,0,0,0
1316,288.85875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.881361,72.360691,92.926118,35.038616,5.9556538,0,0,0,0,0,0,0,0,16.033769,39.781628,294.17897,264.18837,75.289103,14.299887,0.48834167,0,0,0,0,0,0,7.2710505,49.592168,106.94129,94.661733,41.598934,6.847693,0,0,0,0,0,0,0,0,0,0,9.800403,6.4231545,1.2163149,0,0,0,0,0,3.6024775,0,0,0,0,0,0,0,0,0,0,0,3.76334,0.2865397,0,0,0,0,0,0,0,0,0,0.20453515,3.0975853,0,0,0,0,0,0,0,0,0
1317,288.85644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.881226,72.360111,92.925374,35.038335,5.9556061,0,0,0,0,0,0,0,0,16.03364,39.781309,294.17662,264.18625,75.2885,14.299773,0.48833775,0,0,0,0,0,0,7.2709923,49.591771,106.94044,94.660974,41.598601,6.8476382,0,0,0,0,0,0,0,0,0,0,9.8003245,6.4231031,1.2163051,0,0,0,0,0,3.6024487,0,0,0,0,0,0,0,0,0,0,0,3.7633098,0.2865374,0,0,0,0,0,0,0,0,0,0.20453351,3.0975605,0,0,0,0,0,0,0,0,0
