Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa)
4485,86.361853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0471229,21.634114,27.782685,10.475707,1.7805979,0,0,0,0,0,0,0,0,4.7937131,11.893755,87.952472,78.985999,22.50964,4.275324,0.14600247,0,0,0,0,0,0,2.1738701,14.826871,31.972887,28.301592,12.437086,2.0472963,0,0,0,0,0,0,0,0,0,0,2.9300859,1.9203695,0.36364903,0,0,0,0,0,1.0770546,0,0,0,0,0,0,0,0,0,0,0,1.1251486,0.085668511,0,0,0,0,0,0,0,0,0,0.061151114,0.92610386,0,0,0,0,0,0,0,0,0
4486,85.827766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0159101,21.500323,27.610869,10.410923,1.7695862,0,0,0,0,0,0,0,0,4.7640674,11.8202,87.408548,78.497526,22.370433,4.2488842,0.14509955,0,0,0,0,0,0,2.1604262,14.735178,31.775158,28.126567,12.360171,2.0346352,0,0,0,0,0,0,0,0,0,0,2.9119654,1.9084933,0.36140012,0,0,0,0,0,1.0703937,0,0,0,0,0,0,0,0,0,0,0,1.1181903,0.085138712,0,0,0,0,0,0,0,0,0,0.060772937,0.92037657,0,0,0,0,0,0,0,0,0
4487,85.293679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9846972,21.366531,27.439053,10.346138,1.7585745,0,0,0,0,0,0,0,0,4.7344217,11.746646,86.864625,78.009054,22.231227,4.2224444,0.14419663,0,0,0,0,0,0,2.1469824,14.643484,31.577428,27.951542,12.283257,2.0219742,0,0,0,0,0,0,0,0,0,0,2.8938449,1.8966172,0.35915121,0,0,0,0,0,1.0637329,0,0,0,0,0,0,0,0,0,0,0,1.1112321,0.084608913,0,0,0,0,0,0,0,0,0,0.060394761,0.91464927,0,0,0,0,0,0,0,0,0
4488,84.759593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9534843,21.23274,27.267237,10.281353,1.7475627,0,0,0,0,0,0,0,0,4.704776,11.673091,86.320701,77.520582,22.092021,4.1960045,0.1432937,0,0,0,0,0,0,2.1335385,14.55179,31.379698,27.776517,12.206342,2.0093131,0,0,0,0,0,0,0,0,0,0,2.8757244,1.8847411,0.3569023,0,0,0,0,0,1.0570721,0,0,0,0,0,0,0,0,0,0,0,1.1042738,0.084079114,0,0,0,0,0,0,0,0,0,0.060016585,0.90892198,0,0,0,0,0,0,0,0,0
4489,84.225506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9222715,21.098948,27.09542,10.216568,1.736551,0,0,0,0,0,0,0,0,4.6751303,11.599537,85.776778,77.032109,21.952815,4.1695647,0.14239078,0,0,0,0,0,0,2.1200947,14.460097,31.181969,27.601491,12.129428,1.996652,0,0,0,0,0,0,0,0,0,0,2.8576039,1.872865,0.35465339,0,0,0,0,0,1.0504113,0,0,0,0,0,0,0,0,0,0,0,1.0973156,0.083549315,0,0,0,0,0,0,0,0,0,0.059638409,0.90319468,0,0,0,0,0,0,0,0,0
4490,83.691419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8910586,20.965156,26.923604,10.151783,1.7255393,0,0,0,0,0,0,0,0,4.6454845,11.525982,85.232854,76.543637,21.813609,4.1431248,0.14148786,0,0,0,0,0,0,2.1066509,14.368403,30.984239,27.426466,12.052513,1.9839909,0,0,0,0,0,0,0,0,0,0,2.8394834,1.8609889,0.35240448,0,0,0,0,0,1.0437505,0,0,0,0,0,0,0,0,0,0,0,1.0903573,0.083019516,0,0,0,0,0,0,0,0,0,0.059260233,0.89746739,0,0,0,0,0,0,0,0,0
4491,83.157333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8598457,20.831365,26.751788,10.086999,1.7145275,0,0,0,0,0,0,0,0,4.6158388,11.452428,84.688931,76.055165,21.674403,4.116685,0.14058494,0,0,0,0,0,0,2.093207,14.276709,30.78651,27.251441,11.975598,1.9713299,0,0,0,0,0,0,0,0,0,0,2.8213629,1.8491127,0.35015556,0,0,0,0,0,1.0370897,0,0,0,0,0,0,0,0,0,0,0,1.0833991,0.082489717,0,0,0,0,0,0,0,0,0,0.058882056,0.89174009,0,0,0,0,0,0,0,0,0
4492,82.623246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8286328,20.697573,26.579972,10.022214,1.7035158,0,0,0,0,0,0,0,0,4.5861931,11.378874,84.145007,75.566692,21.535197,4.0902451,0.13968202,0,0,0,0,0,0,2.0797632,14.185016,30.58878,27.076416,11.898684,1.9586688,0,0,0,0,0,0,0,0,0,0,2.8032424,1.8372366,0.34790665,0,0,0,0,0,1.0304288,0,0,0,0,0,0,0,0,0,0,0,1.0764409,0.081959918,0,0,0,0,0,0,0,0,0,0.05850388,0.8860128,0,0,0,0,0,0,0,0,0
4493,82.089159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79742,20.563781,26.408156,9.957429,1.6925041,0,0,0,0,0,0,0,0,4.5565474,11.305319,83.601083,75.07822,21.395991,4.0638053,0.1387791,0,0,0,0,0,0,2.0663193,14.093322,30.39105,26.90139,11.821769,1.9460077,0,0,0,0,0,0,0,0,0,0,2.7851219,1.8253605,0.34565774,0,0,0,0,0,1.023768,0,0,0,0,0,0,0,0,0,0,0,1.0694826,0.081430119,0,0,0,0,0,0,0,0,0,0.058125704,0.88028551,0,0,0,0,0,0,0,0,0
4494,81.555072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7662071,20.42999,26.23634,9.8926441,1.6814923,0,0,0,0,0,0,0,0,4.5269017,11.231765,83.05716,74.589748,21.256784,4.0373655,0.13787617,0,0,0,0,0,0,2.0528755,14.001628,30.193321,26.726365,11.744855,1.9333467,0,0,0,0,0,0,0,0,0,0,2.7670014,1.8134844,0.34340883,0,0,0,0,0,1.0171072,0,0,0,0,0,0,0,0,0,0,0,1.0625244,0.080900321,0,0,0,0,0,0,0,0,0,0.057747528,0.87455821,0,0,0,0,0,0,0,0,0
4495,81.020986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7349942,20.296198,26.064523,9.8278593,1.6704806,0,0,0,0,0,0,0,0,4.497256,11.15821,82.513236,74.101276,21.117578,4.0109256,0.13697325,0,0,0,0,0,0,2.0394316,13.909935,29.995591,26.55134,11.66794,1.9206856,0,0,0,0,0,0,0,0,0,0,2.7488809,1.8016082,0.34115992,0,0,0,0,0,1.0104464,0,0,0,0,0,0,0,0,0,0,0,1.0555661,0.080370522,0,0,0,0,0,0,0,0,0,0.057369352,0.86883092,0,0,0,0,0,0,0,0,0
4496,80.486899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7037814,20.162407,25.892707,9.7630745,1.6594689,0,0,0,0,0,0,0,0,4.4676103,11.084656,81.969313,73.612803,20.978372,3.9844858,0.13607033,0,0,0,0,0,0,2.0259878,13.818241,29.797862,26.376315,11.591026,1.9080245,0,0,0,0,0,0,0,0,0,0,2.7307604,1.7897321,0.33891101,0,0,0,0,0,1.0037856,0,0,0,0,0,0,0,0,0,0,0,1.0486079,0.079840723,0,0,0,0,0,0,0,0,0,0.056991175,0.86310362,0,0,0,0,0,0,0,0,0
4497,79.952812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6725685,20.028615,25.720891,9.6982897,1.6484571,0,0,0,0,0,0,0,0,4.4379646,11.011101,81.425389,73.124331,20.839166,3.9580459,0.13516741,0,0,0,0,0,0,2.012544,13.726547,29.600132,26.201289,11.514111,1.8953634,0,0,0,0,0,0,0,0,0,0,2.7126399,1.777856,0.3366621,0,0,0,0,0,0.99712475,0,0,0,0,0,0,0,0,0,0,0,1.0416496,0.079310924,0,0,0,0,0,0,0,0,0,0.056612999,0.85737633,0,0,0,0,0,0,0,0,0
4498,79.418726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6413556,19.894823,25.549075,9.6335049,1.6374454,0,0,0,0,0,0,0,0,4.4083189,10.937547,80.881466,72.635859,20.69996,3.9316061,0.13426449,0,0,0,0,0,0,1.9991001,13.634854,29.402402,26.026264,11.437197,1.8827024,0,0,0,0,0,0,0,0,0,0,2.6945194,1.7659799,0.33441319,0,0,0,0,0,0.99046393,0,0,0,0,0,0,0,0,0,0,0,1.0346914,0.078781125,0,0,0,0,0,0,0,0,0,0.056234823,0.85164903,0,0,0,0,0,0,0,0,0
4499,78.884639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6101428,19.761032,25.377259,9.5687201,1.6264337,0,0,0,0,0,0,0,0,4.3786731,10.863993,80.337542,72.147386,20.560754,3.9051663,0.13336157,0,0,0,0,0,0,1.9856563,13.54316,29.204673,25.851239,11.360282,1.8700413,0,0,0,0,0,0,0,0,0,0,2.6763989,1.7541038,0.33216428,0,0,0,0,0,0.98380311,0,0,0,0,0,0,0,0,0,0,0,1.0277331,0.078251326,0,0,0,0,0,0,0,0,0,0.055856647,0.84592174,0,0,0,0,0,0,0,0,0
4500,78.350552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5789299,19.62724,25.205443,9.5039353,1.6154219,0,0,0,0,0,0,0,0,4.3490274,10.790438,79.793619,71.658914,20.421548,3.8787264,0.13245865,0,0,0,0,0,0,1.9722124,13.451466,29.006943,25.676214,11.283368,1.8573802,0,0,0,0,0,0,0,0,0,0,2.6582784,1.7422276,0.32991537,0,0,0,0,0,0.97714229,0,0,0,0,0,0,0,0,0,0,0,1.0207749,0.077721527,0,0,0,0,0,0,0,0,0,0.055478471,0.84019444,0,0,0,0,0,0,0,0,0
4501,77.816465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.547717,19.493448,25.033626,9.4391505,1.6044102,0,0,0,0,0,0,0,0,4.3193817,10.716884,79.249695,71.170442,20.282342,3.8522866,0.13155572,0,0,0,0,0,0,1.9587686,13.359773,28.809214,25.501188,11.206453,1.8447191,0,0,0,0,0,0,0,0,0,0,2.6401579,1.7303515,0.32766646,0,0,0,0,0,0.97048148,0,0,0,0,0,0,0,0,0,0,0,1.0138167,0.077191728,0,0,0,0,0,0,0,0,0,0.055100294,0.83446715,0,0,0,0,0,0,0,0,0
4502,77.282379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5165041,19.359657,24.86181,9.3743657,1.5933985,0,0,0,0,0,0,0,0,4.289736,10.643329,78.705771,70.68197,20.143135,3.8258467,0.1306528,0,0,0,0,0,0,1.9453248,13.268079,28.611484,25.326163,11.129538,1.8320581,0,0,0,0,0,0,0,0,0,0,2.6220374,1.7184754,0.32541754,0,0,0,0,0,0.96382066,0,0,0,0,0,0,0,0,0,0,0,1.0068584,0.076661929,0,0,0,0,0,0,0,0,0,0.054722118,0.82873986,0,0,0,0,0,0,0,0,0
4503,76.748292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4852913,19.225865,24.689994,9.3095809,1.5823867,0,0,0,0,0,0,0,0,4.2600903,10.569775,78.161848,70.193497,20.003929,3.7994069,0.12974988,0,0,0,0,0,0,1.9318809,13.176385,28.413755,25.151138,11.052624,1.819397,0,0,0,0,0,0,0,0,0,0,2.6039169,1.7065993,0.32316863,0,0,0,0,0,0.95715984,0,0,0,0,0,0,0,0,0,0,0,0.99990016,0.076132131,0,0,0,0,0,0,0,0,0,0.054343942,0.82301256,0,0,0,0,0,0,0,0,0
4504,76.214205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4540784,19.092074,24.518178,9.2447961,1.571375,0,0,0,0,0,0,0,0,4.2304446,10.49622,77.617924,69.705025,19.864723,3.772967,0.12884696,0,0,0,0,0,0,1.9184371,13.084692,28.216025,24.976113,10.975709,1.8067359,0,0,0,0,0,0,0,0,0,0,2.5857964,1.6947232,0.32091972,0,0,0,0,0,0.95049902,0,0,0,0,0,0,0,0,0,0,0,0.99294192,0.075602332,0,0,0,0,0,0,0,0,0,0.053965766,0.81728527,0,0,0,0,0,0,0,0,0
4505,75.680119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4228655,18.958282,24.346362,9.1800112,1.5603633,0,0,0,0,0,0,0,0,4.2007989,10.422666,77.074001,69.216553,19.725517,3.7465272,0.12794404,0,0,0,0,0,0,1.9049932,12.992998,28.018295,24.801087,10.898795,1.7940748,0,0,0,0,0,0,0,0,0,0,2.5676759,1.682847,0.31867081,0,0,0,0,0,0.94383821,0,0,0,0,0,0,0,0,0,0,0,0.98598367,0.075072533,0,0,0,0,0,0,0,0,0,0.05358759,0.81155797,0,0,0,0,0,0,0,0,0
4506,75.146032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3916527,18.82449,24.174545,9.1152264,1.5493515,0,0,0,0,0,0,0,0,4.1711532,10.349112,76.530077,68.72808,19.586311,3.7200874,0.12704112,0,0,0,0,0,0,1.8915494,12.901304,27.820566,24.626062,10.82188,1.7814138,0,0,0,0,0,0,0,0,0,0,2.5495554,1.6709709,0.3164219,0,0,0,0,0,0.93717739,0,0,0,0,0,0,0,0,0,0,0,0.97902543,0.074542734,0,0,0,0,0,0,0,0,0,0.053209413,0.80583068,0,0,0,0,0,0,0,0,0
4507,74.611945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3604398,18.690699,24.002729,9.0504416,1.5383398,0,0,0,0,0,0,0,0,4.1415075,10.275557,75.986154,68.239608,19.447105,3.6936475,0.12613819,0,0,0,0,0,0,1.8781055,12.809611,27.622836,24.451037,10.744966,1.7687527,0,0,0,0,0,0,0,0,0,0,2.5314349,1.6590948,0.31417299,0,0,0,0,0,0.93051657,0,0,0,0,0,0,0,0,0,0,0,0.97206719,0.074012935,0,0,0,0,0,0,0,0,0,0.052831237,0.80010338,0,0,0,0,0,0,0,0,0
4508,74.077858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3292269,18.556907,23.830913,8.9856568,1.5273281,0,0,0,0,0,0,0,0,4.1118618,10.202003,75.44223,67.751136,19.307899,3.6672077,0.12523527,0,0,0,0,0,0,1.8646617,12.717917,27.425107,24.276012,10.668051,1.7560916,0,0,0,0,0,0,0,0,0,0,2.5133144,1.6472187,0.31192408,0,0,0,0,0,0.92385576,0,0,0,0,0,0,0,0,0,0,0,0.96510894,0.073483136,0,0,0,0,0,0,0,0,0,0.052453061,0.79437609,0,0,0,0,0,0,0,0,0
4509,73.543772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298014,18.423115,23.659097,8.920872,1.5163163,0,0,0,0,0,0,0,0,4.082216,10.128448,74.898306,67.262663,19.168692,3.6407678,0.12433235,0,0,0,0,0,0,1.8512179,12.626223,27.227377,24.100986,10.591137,1.7434305,0,0,0,0,0,0,0,0,0,0,2.4951939,1.6353426,0.30967517,0,0,0,0,0,0.91719494,0,0,0,0,0,0,0,0,0,0,0,0.9581507,0.072953337,0,0,0,0,0,0,0,0,0,0.052074885,0.78864879,0,0,0,0,0,0,0,0,0
4510,73.009685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2668012,18.289324,23.487281,8.8560872,1.5053046,0,0,0,0,0,0,0,0,4.0525703,10.054894,74.354383,66.774191,19.029486,3.614328,0.12342943,0,0,0,0,0,0,1.837774,12.53453,27.029647,23.925961,10.514222,1.7307695,0,0,0,0,0,0,0,0,0,0,2.4770734,1.6234664,0.30742626,0,0,0,0,0,0.91053412,0,0,0,0,0,0,0,0,0,0,0,0.95119245,0.072423538,0,0,0,0,0,0,0,0,0,0.051696709,0.7829215,0,0,0,0,0,0,0,0,0
4511,72.475598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2355883,18.155532,23.315465,8.7913024,1.4942929,0,0,0,0,0,0,0,0,4.0229246,9.9813395,73.810459,66.285719,18.89028,3.5878881,0.12252651,0,0,0,0,0,0,1.8243302,12.442836,26.831918,23.750936,10.437308,1.7181084,0,0,0,0,0,0,0,0,0,0,2.4589529,1.6115903,0.30517735,0,0,0,0,0,0.9038733,0,0,0,0,0,0,0,0,0,0,0,0.94423421,0.07189374,0,0,0,0,0,0,0,0,0,0.051318532,0.7771942,0,0,0,0,0,0,0,0,0
4512,71.941512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2043754,18.02174,23.143648,8.7265176,1.4832811,0,0,0,0,0,0,0,0,3.9932789,9.9077851,73.266536,65.797247,18.751074,3.5614483,0.12162359,0,0,0,0,0,0,1.8108863,12.351142,26.634188,23.575911,10.360393,1.7054473,0,0,0,0,0,0,0,0,0,0,2.4408324,1.5997142,0.30292843,0,0,0,0,0,0.89721249,0,0,0,0,0,0,0,0,0,0,0,0.93727596,0.071363941,0,0,0,0,0,0,0,0,0,0.050940356,0.77146691,0,0,0,0,0,0,0,0,0
4513,71.407425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1731626,17.887949,22.971832,8.6617328,1.4722694,0,0,0,0,0,0,0,0,3.9636332,9.8342307,72.722612,65.308774,18.611868,3.5350085,0.12072067,0,0,0,0,0,0,1.7974425,12.259449,26.436459,23.400885,10.283479,1.6927863,0,0,0,0,0,0,0,0,0,0,2.4227119,1.5878381,0.30067952,0,0,0,0,0,0.89055167,0,0,0,0,0,0,0,0,0,0,0,0.93031772,0.070834142,0,0,0,0,0,0,0,0,0,0.05056218,0.76573962,0,0,0,0,0,0,0,0,0
4514,70.873338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1419497,17.754157,22.800016,8.596948,1.4612577,0,0,0,0,0,0,0,0,3.9339875,9.7606763,72.178689,64.820302,18.472662,3.5085686,0.11981774,0,0,0,0,0,0,1.7839986,12.167755,26.238729,23.22586,10.206564,1.6801252,0,0,0,0,0,0,0,0,0,0,2.4045914,1.5759619,0.29843061,0,0,0,0,0,0.88389085,0,0,0,0,0,0,0,0,0,0,0,0.92335947,0.070304343,0,0,0,0,0,0,0,0,0,0.050184004,0.76001232,0,0,0,0,0,0,0,0,0
4515,70.339251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1107368,17.620366,22.6282,8.5321632,1.4502459,0,0,0,0,0,0,0,0,3.9043418,9.6871218,71.634765,64.33183,18.333456,3.4821288,0.11891482,0,0,0,0,0,0,1.7705548,12.076061,26.040999,23.050835,10.129649,1.6674641,0,0,0,0,0,0,0,0,0,0,2.3864709,1.5640858,0.2961817,0,0,0,0,0,0.87723003,0,0,0,0,0,0,0,0,0,0,0,0.91640123,0.069774544,0,0,0,0,0,0,0,0,0,0.049805828,0.75428503,0,0,0,0,0,0,0,0,0
4516,69.805165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.079524,17.486574,22.456384,8.4673783,1.4392342,0,0,0,0,0,0,0,0,3.8746961,9.6135674,71.090842,63.843357,18.19425,3.4556889,0.1180119,0,0,0,0,0,0,1.757111,11.984368,25.84327,22.87581,10.052735,1.654803,0,0,0,0,0,0,0,0,0,0,2.3683504,1.5522097,0.29393279,0,0,0,0,0,0.87056922,0,0,0,0,0,0,0,0,0,0,0,0.90944298,0.069244745,0,0,0,0,0,0,0,0,0,0.049427651,0.74855773,0,0,0,0,0,0,0,0,0
4517,69.271078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0483111,17.352782,22.284568,8.4025935,1.4282225,0,0,0,0,0,0,0,0,3.8450504,9.540013,70.546918,63.354885,18.055043,3.4292491,0.11710898,0,0,0,0,0,0,1.7436671,11.892674,25.64554,22.700784,9.9758204,1.642142,0,0,0,0,0,0,0,0,0,0,2.3502299,1.5403336,0.29168388,0,0,0,0,0,0.8639084,0,0,0,0,0,0,0,0,0,0,0,0.90248474,0.068714946,0,0,0,0,0,0,0,0,0,0.049049475,0.74283044,0,0,0,0,0,0,0,0,0
4518,68.736991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0170982,17.218991,22.112751,8.3378087,1.4172107,0,0,0,0,0,0,0,0,3.8154047,9.4664586,70.002994,62.866413,17.915837,3.4028093,0.11620606,0,0,0,0,0,0,1.7302233,11.80098,25.447811,22.525759,9.8989058,1.6294809,0,0,0,0,0,0,0,0,0,0,2.3321094,1.5284575,0.28943497,0,0,0,0,0,0.85724758,0,0,0,0,0,0,0,0,0,0,0,0.89552649,0.068185147,0,0,0,0,0,0,0,0,0,0.048671299,0.73710314,0,0,0,0,0,0,0,0,0
4519,68.202905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9858853,17.085199,21.940935,8.2730239,1.406199,0,0,0,0,0,0,0,0,3.7857589,9.3929041,69.459071,62.377941,17.776631,3.3763694,0.11530314,0,0,0,0,0,0,1.7167794,11.709287,25.250081,22.350734,9.8219913,1.6168198,0,0,0,0,0,0,0,0,0,0,2.3139889,1.5165813,0.28718606,0,0,0,0,0,0.85058676,0,0,0,0,0,0,0,0,0,0,0,0.88856825,0.067655348,0,0,0,0,0,0,0,0,0,0.048293123,0.73137585,0,0,0,0,0,0,0,0,0
4520,67.668818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9546725,16.951407,21.769119,8.2082391,1.3951873,0,0,0,0,0,0,0,0,3.7561132,9.3193497,68.915147,61.889468,17.637425,3.3499296,0.11440021,0,0,0,0,0,0,1.7033356,11.617593,25.052351,22.175709,9.7450768,1.6041587,0,0,0,0,0,0,0,0,0,0,2.2958684,1.5047052,0.28493715,0,0,0,0,0,0.84392595,0,0,0,0,0,0,0,0,0,0,0,0.88161,0.06712555,0,0,0,0,0,0,0,0,0,0.047914947,0.72564855,0,0,0,0,0,0,0,0,0
