Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa)
4124,102.78596,0,1.0430899,3.2866082,3.8152268,7.6127039,5.8491049,0,0,1.4177643,5.5892954,22.205975,35.840227,6.4887015,0,0,0.39316154,4.5662716,10.512307,14.293958,4.8232371,0,0,0,0,0.057165375,2.1437807,0.8243462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,102.69059,0,1.042122,3.2835586,3.8116867,7.6056402,5.8436777,0,0,1.4164488,5.5841092,22.185371,35.806972,6.4826808,0,0,0.39279674,4.5620347,10.502553,14.280695,4.8187617,0,0,0,0,0.057112333,2.1417916,0.82358131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,102.49452,0,1.0401323,3.2772892,3.8044089,7.5911185,5.8325201,0,0,1.4137443,5.5734473,22.143011,35.738604,6.4703032,0,0,0.39204676,4.5533242,10.4825,14.253428,4.8095611,0,0,0,0,0.057003286,2.1377022,0.82200882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,102.29845,0,1.0381425,3.2710198,3.7971311,7.5765968,5.8213626,0,0,1.4110398,5.5627854,22.100652,35.670237,6.4579256,0,0,0.39129678,4.5446138,10.462447,14.226162,4.8003605,0,0,0,0,0.05689424,2.1336128,0.82043633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,102.10238,0,1.0361528,3.2647504,3.7898534,7.5620751,5.8102051,0,0,1.4083353,5.5521234,22.058293,35.60187,6.445548,0,0,0.3905468,4.5359033,10.442394,14.198895,4.7911599,0,0,0,0,0.056785194,2.1295234,0.81886384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,101.90631,0,1.034163,3.258481,3.7825756,7.5475534,5.7990476,0,0,1.4056309,5.5414615,22.015934,35.533502,6.4331704,0,0,0.38979682,4.5271929,10.422341,14.171629,4.7819592,0,0,0,0,0.056676147,2.125434,0.81729135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,101.71023,0,1.0321732,3.2522116,3.7752978,7.5330317,5.7878901,0,0,1.4029264,5.5307996,21.973574,35.465135,6.4207928,0,0,0.38904684,4.5184825,10.402289,14.144362,4.7727586,0,0,0,0,0.056567101,2.1213446,0.81571886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,101.51416,0,1.0301835,3.2459422,3.76802,7.51851,5.7767325,0,0,1.4002219,5.5201377,21.931215,35.396767,6.4084152,0,0,0.38829686,4.509772,10.382236,14.117095,4.763558,0,0,0,0,0.056458054,2.1172552,0.81414637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,101.31809,0,1.0281937,3.2396728,3.7607422,7.5039883,5.765575,0,0,1.3975175,5.5094758,21.888856,35.3284,6.3960376,0,0,0.38754688,4.5010616,10.362183,14.089829,4.7543574,0,0,0,0,0.056349008,2.1131658,0.81257388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,101.12202,0,1.026204,3.2334034,3.7534645,7.4894666,5.7544175,0,0,1.394813,5.4988138,21.846497,35.260032,6.3836601,0,0,0.3867969,4.4923511,10.34213,14.062562,4.7451568,0,0,0,0,0.056239961,2.1090764,0.81100139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,100.92595,0,1.0242142,3.227134,3.7461867,7.4749449,5.74326,0,0,1.3921085,5.4881519,21.804137,35.191665,6.3712825,0,0,0.38604692,4.4836407,10.322077,14.035296,4.7359561,0,0,0,0,0.056130915,2.104987,0.8094289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,100.72988,0,1.0222245,3.2208646,3.7389089,7.4604232,5.7321024,0,0,1.389404,5.47749,21.761778,35.123298,6.3589049,0,0,0.38529694,4.4749302,10.302024,14.008029,4.7267555,0,0,0,0,0.056021869,2.1008976,0.8078564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,100.53381,0,1.0202347,3.2145952,3.7316311,7.4459016,5.7209449,0,0,1.3866996,5.4668281,21.719419,35.05493,6.3465273,0,0,0.38454696,4.4662198,10.281971,13.980762,4.7175549,0,0,0,0,0.055912822,2.0968082,0.80628391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,100.33774,0,1.0182449,3.2083258,3.7243534,7.4313799,5.7097874,0,0,1.3839951,5.4561661,21.67706,34.986563,6.3341497,0,0,0.38379698,4.4575094,10.261919,13.953496,4.7083543,0,0,0,0,0.055803776,2.0927188,0.80471142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,100.14167,0,1.0162552,3.2020564,3.7170756,7.4168582,5.6986299,0,0,1.3812906,5.4455042,21.6347,34.918195,6.3217721,0,0,0.383047,4.4487989,10.241866,13.926229,4.6991537,0,0,0,0,0.055694729,2.0886295,0.80313893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,99.945601,0,1.0142654,3.195787,3.7097978,7.4023365,5.6874723,0,0,1.3785862,5.4348423,21.592341,34.849828,6.3093945,0,0,0.38229702,4.4400885,10.221813,13.898963,4.6899531,0,0,0,0,0.055585683,2.0845401,0.80156644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,99.74953,0,1.0122757,3.1895176,3.70252,7.3878148,5.6763148,0,0,1.3758817,5.4241804,21.549982,34.781461,6.2970169,0,0,0.38154705,4.431378,10.20176,13.871696,4.6807524,0,0,0,0,0.055476636,2.0804507,0.79999395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,99.55346,0,1.0102859,3.1832482,3.6952422,7.3732931,5.6651573,0,0,1.3731772,5.4135185,21.507623,34.713093,6.2846393,0,0,0.38079707,4.4226676,10.181707,13.84443,4.6715518,0,0,0,0,0.05536759,2.0763613,0.79842146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,99.357389,0,1.0082962,3.1769788,3.6879645,7.3587714,5.6539998,0,0,1.3704727,5.4028565,21.465263,34.644726,6.2722617,0,0,0.38004709,4.4139572,10.161654,13.817163,4.6623512,0,0,0,0,0.055258544,2.0722719,0.79684897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,99.161319,0,1.0063064,3.1707093,3.6806867,7.3442497,5.6428422,0,0,1.3677683,5.3921946,21.422904,34.576358,6.2598841,0,0,0.37929711,4.4052467,10.141601,13.789896,4.6531506,0,0,0,0,0.055149497,2.0681825,0.79527648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,98.965248,0,1.0043166,3.1644399,3.6734089,7.329728,5.6316847,0,0,1.3650638,5.3815327,21.380545,34.507991,6.2475065,0,0,0.37854713,4.3965363,10.121548,13.76263,4.64395,0,0,0,0,0.055040451,2.0640931,0.79370399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,98.769178,0,1.0023269,3.1581705,3.6661311,7.3152063,5.6205272,0,0,1.3623593,5.3708708,21.338186,34.439623,6.2351289,0,0,0.37779715,4.3878258,10.101496,13.735363,4.6347493,0,0,0,0,0.054931404,2.0600037,0.7921315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,98.573107,0,1.0003371,3.1519011,3.6588534,7.3006846,5.6093697,0,0,1.3596549,5.3602089,21.295826,34.371256,6.2227513,0,0,0.37704717,4.3791154,10.081443,13.708097,4.6255487,0,0,0,0,0.054822358,2.0559143,0.79055901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,98.377037,0,0.99834736,3.1456317,3.6515756,7.2861629,5.5982121,0,0,1.3569504,5.3495469,21.253467,34.302889,6.2103738,0,0,0.37629719,4.370405,10.06139,13.68083,4.6163481,0,0,0,0,0.054713311,2.0518249,0.78898652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,98.180966,0,0.99635761,3.1393623,3.6442978,7.2716412,5.5870546,0,0,1.3542459,5.338885,21.211108,34.234521,6.1979962,0,0,0.37554721,4.3616945,10.041337,13.653563,4.6071475,0,0,0,0,0.054604265,2.0477355,0.78741403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,97.984896,0,0.99436785,3.1330929,3.63702,7.2571195,5.5758971,0,0,1.3515414,5.3282231,21.168749,34.166154,6.1856186,0,0,0.37479723,4.3529841,10.021284,13.626297,4.5979469,0,0,0,0,0.054495218,2.0436461,0.78584154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,97.788825,0,0.99237809,3.1268235,3.6297423,7.2425978,5.5647396,0,0,1.348837,5.3175612,21.126389,34.097786,6.173241,0,0,0.37404725,4.3442736,10.001231,13.59903,4.5887463,0,0,0,0,0.054386172,2.0395567,0.78426905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,97.592755,0,0.99038833,3.1205541,3.6224645,7.2280761,5.5535821,0,0,1.3461325,5.3068993,21.08403,34.029419,6.1608634,0,0,0.37329727,4.3355632,9.9811784,13.571764,4.5795456,0,0,0,0,0.054277126,2.0354674,0.78269656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,97.396684,0,0.98839858,3.1142847,3.6151867,7.2135544,5.5424245,0,0,1.343428,5.2962373,21.041671,33.961052,6.1484858,0,0,0.37254729,4.3268527,9.9611256,13.544497,4.570345,0,0,0,0,0.054168079,2.031378,0.78112407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,97.200614,0,0.98640882,3.1080153,3.6079089,7.1990327,5.531267,0,0,1.3407236,5.2855754,20.999312,33.892684,6.1361082,0,0,0.37179731,4.3181423,9.9410727,13.51723,4.5611444,0,0,0,0,0.054059033,2.0272886,0.77955157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,97.004543,0,0.98441906,3.1017459,3.6006311,7.184511,5.5201095,0,0,1.3380191,5.2749135,20.956952,33.824317,6.1237306,0,0,0.37104733,4.3094319,9.9210198,13.489964,4.5519438,0,0,0,0,0.053949986,2.0231992,0.77797908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,96.808473,0,0.9824293,3.0954765,3.5933534,7.1699893,5.508952,0,0,1.3353146,5.2642516,20.914593,33.755949,6.111353,0,0,0.37029735,4.3007214,9.900967,13.462697,4.5427432,0,0,0,0,0.05384094,2.0191098,0.77640659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,96.612403,0,0.98043955,3.0892071,3.5860756,7.1554676,5.4977944,0,0,1.3326101,5.2535896,20.872234,33.687582,6.0989754,0,0,0.36954737,4.292011,9.8809141,13.435431,4.5335425,0,0,0,0,0.053731893,2.0150204,0.7748341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,96.416332,0,0.97844979,3.0829377,3.5787978,7.1409459,5.4866369,0,0,1.3299057,5.2429277,20.829875,33.619215,6.0865978,0,0,0.36879739,4.2833005,9.8608612,13.408164,4.5243419,0,0,0,0,0.053622847,2.010931,0.77326161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,96.220262,0,0.97646003,3.0766683,3.57152,7.1264242,5.4754794,0,0,1.3272012,5.2322658,20.787515,33.550847,6.0742202,0,0,0.36804741,4.2745901,9.8408084,13.380897,4.5151413,0,0,0,0,0.053513801,2.0068416,0.77168912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,96.024191,0,0.97447027,3.0703989,3.5642423,7.1119025,5.4643219,0,0,1.3244967,5.2216039,20.745156,33.48248,6.0618426,0,0,0.36729743,4.2658797,9.8207555,13.353631,4.5059407,0,0,0,0,0.053404754,2.0027522,0.77011663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,95.828121,0,0.97248052,3.0641295,3.5569645,7.0973808,5.4531643,0,0,1.3217923,5.210942,20.702797,33.414112,6.049465,0,0,0.36654745,4.2571692,9.8007026,13.326364,4.4967401,0,0,0,0,0.053295708,1.9986628,0.76854414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,95.63205,0,0.97049076,3.0578601,3.5496867,7.0828592,5.4420068,0,0,1.3190878,5.20028,20.660438,33.345745,6.0370875,0,0,0.36579747,4.2484588,9.7806498,13.299098,4.4875395,0,0,0,0,0.053186661,1.9945734,0.76697165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,95.43598,0,0.968501,3.0515906,3.5424089,7.0683375,5.4308493,0,0,1.3163833,5.1896181,20.618078,33.277377,6.0247099,0,0,0.36504749,4.2397483,9.7605969,13.271831,4.4783388,0,0,0,0,0.053077615,1.990484,0.76539916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,95.239909,0,0.96651124,3.0453212,3.5351312,7.0538158,5.4196918,0,0,1.3136788,5.1789562,20.575719,33.20901,6.0123323,0,0,0.36429751,4.2310379,9.740544,13.244564,4.4691382,0,0,0,0,0.052968568,1.9863946,0.76382667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,95.043839,0,0.96452149,3.0390518,3.5278534,7.0392941,5.4085342,0,0,1.3109744,5.1682943,20.53336,33.140643,5.9999547,0,0,0.36354754,4.2223275,9.7204912,13.217298,4.4599376,0,0,0,0,0.052859522,1.9823053,0.76225418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,94.847768,0,0.96253173,3.0327824,3.5205756,7.0247724,5.3973767,0,0,1.3082699,5.1576324,20.491001,33.072275,5.9875771,0,0,0.36279756,4.213617,9.7004383,13.190031,4.450737,0,0,0,0,0.052750476,1.9782159,0.76068169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,94.651698,0,0.96054197,3.026513,3.5132978,7.0102507,5.3862192,0,0,1.3055654,5.1469704,20.448641,33.003908,5.9751995,0,0,0.36204758,4.2049066,9.6803854,13.162765,4.4415364,0,0,0,0,0.052641429,1.9741265,0.7591092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,94.455627,0,0.95855221,3.0202436,3.50602,6.995729,5.3750617,0,0,1.302861,5.1363085,20.406282,32.93554,5.9628219,0,0,0.3612976,4.1961961,9.6603326,13.135498,4.4323357,0,0,0,0,0.052532383,1.9700371,0.75753671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4168,94.259557,0,0.95656246,3.0139742,3.4987423,6.9812073,5.3639042,0,0,1.3001565,5.1256466,20.363923,32.867173,5.9504443,0,0,0.36054762,4.1874857,9.6402797,13.108231,4.4231351,0,0,0,0,0.052423336,1.9659477,0.75596422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,94.063486,0,0.9545727,3.0077048,3.4914645,6.9666856,5.3527466,0,0,1.297452,5.1149847,20.321564,32.798806,5.9380667,0,0,0.35979764,4.1787753,9.6202268,13.080965,4.4139345,0,0,0,0,0.05231429,1.9618583,0.75439173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,93.867416,0,0.95258294,3.0014354,3.4841867,6.9521639,5.3415891,0,0,1.2947475,5.1043228,20.279204,32.730438,5.9256891,0,0,0.35904766,4.1700648,9.600174,13.053698,4.4047339,0,0,0,0,0.052205243,1.9577689,0.75281924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171,93.671345,0,0.95059318,2.995166,3.4769089,6.9376422,5.3304316,0,0,1.2920431,5.0936608,20.236845,32.662071,5.9133115,0,0,0.35829768,4.1613544,9.5801211,13.026432,4.3955333,0,0,0,0,0.052096197,1.9536795,0.75124675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,93.475275,0,0.94860343,2.9888966,3.4696312,6.9231205,5.3192741,0,0,1.2893386,5.0829989,20.194486,32.593703,5.9009339,0,0,0.3575477,4.1526439,9.5600682,12.999165,4.3863326,0,0,0,0,0.051987151,1.9495901,0.74967425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,93.279204,0,0.94661367,2.9826272,3.4623534,6.9085988,5.3081165,0,0,1.2866341,5.072337,20.152127,32.525336,5.8885563,0,0,0.35679772,4.1439335,9.5400154,12.971898,4.377132,0,0,0,0,0.051878104,1.9455007,0.74810176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,93.083134,0,0.94462391,2.9763578,3.4550756,6.8940771,5.296959,0,0,1.2839296,5.0616751,20.109767,32.456968,5.8761787,0,0,0.35604774,4.135223,9.5199625,12.944632,4.3679314,0,0,0,0,0.051769058,1.9414113,0.74652927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,92.887064,0,0.94263415,2.9700884,3.4477978,6.8795554,5.2858015,0,0,1.2812252,5.0510131,20.067408,32.388601,5.8638011,0,0,0.35529776,4.1265126,9.4999096,12.917365,4.3587308,0,0,0,0,0.051660011,1.9373219,0.74495678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,92.690993,0,0.9406444,2.963819,3.44052,6.8650337,5.274644,0,0,1.2785207,5.0403512,20.025049,32.320234,5.8514236,0,0,0.35454778,4.1178022,9.4798568,12.890099,4.3495302,0,0,0,0,0.051550965,1.9332325,0.74338429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,92.494923,0,0.93865464,2.9575496,3.4332423,6.850512,5.2634864,0,0,1.2758162,5.0296893,19.98269,32.251866,5.839046,0,0,0.3537978,4.1090917,9.4598039,12.862832,4.3403296,0,0,0,0,0.051441918,1.9291432,0.7418118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4178,92.298852,0,0.93666488,2.9512802,3.4259645,6.8359903,5.2523289,0,0,1.2731118,5.0190274,19.94033,32.183499,5.8266684,0,0,0.35304782,4.1003813,9.439751,12.835565,4.3311289,0,0,0,0,0.051332872,1.9250538,0.74023931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,92.102782,0,0.93467513,2.9450108,3.4186867,6.8214686,5.2411714,0,0,1.2704073,5.0083655,19.897971,32.115131,5.8142908,0,0,0.35229784,4.0916708,9.4196982,12.808299,4.3219283,0,0,0,0,0.051223826,1.9209644,0.73866682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,91.906711,0,0.93268537,2.9387414,3.4114089,6.8069469,5.2300139,0,0,1.2677028,4.9977035,19.855612,32.046764,5.8019132,0,0,0.35154786,4.0829604,9.3996453,12.781032,4.3127277,0,0,0,0,0.051114779,1.916875,0.73709433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,91.710641,0,0.93069561,2.9324719,3.4041312,6.7924252,5.2188563,0,0,1.2649983,4.9870416,19.813253,31.978397,5.7895356,0,0,0.35079788,4.07425,9.3795925,12.753766,4.3035271,0,0,0,0,0.051005733,1.9127856,0.73552184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,91.51457,0,0.92870585,2.9262025,3.3968534,6.7779035,5.2076988,0,0,1.2622939,4.9763797,19.770893,31.910029,5.777158,0,0,0.3500479,4.0655395,9.3595396,12.726499,4.2943265,0,0,0,0,0.050896686,1.9086962,0.73394935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,91.3185,0,0.9267161,2.9199331,3.3895756,6.7633818,5.1965413,0,0,1.2595894,4.9657178,19.728534,31.841662,5.7647804,0,0,0.34929792,4.0568291,9.3394867,12.699233,4.2851258,0,0,0,0,0.05078764,1.9046068,0.73237686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,91.122429,0,0.92472634,2.9136637,3.3822978,6.7488601,5.1853838,0,0,1.2568849,4.9550559,19.686175,31.773294,5.7524028,0,0,0.34854794,4.0481186,9.3194339,12.671966,4.2759252,0,0,0,0,0.050678593,1.9005174,0.73080437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,90.926359,0,0.92273658,2.9073943,3.3750201,6.7343384,5.1742263,0,0,1.2541805,4.9443939,19.643816,31.704927,5.7400252,0,0,0.34779796,4.0394082,9.299381,12.644699,4.2667246,0,0,0,0,0.050569547,1.896428,0.72923188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,90.730288,0,0.92074682,2.9011249,3.3677423,6.7198168,5.1630687,0,0,1.251476,4.933732,19.601456,31.636559,5.7276476,0,0,0.34704798,4.0306978,9.2793281,12.617433,4.257524,0,0,0,0,0.0504605,1.8923386,0.72765939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,90.534218,0,0.91875707,2.8948555,3.3604645,6.7052951,5.1519112,0,0,1.2487715,4.9230701,19.559097,31.568192,5.71527,0,0,0.34629801,4.0219873,9.2592753,12.590166,4.2483234,0,0,0,0,0.050351454,1.8882492,0.7260869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,90.338147,0,0.91676731,2.8885861,3.3531867,6.6907734,5.1407537,0,0,1.246067,4.9124082,19.516738,31.499825,5.7028924,0,0,0.34554803,4.0132769,9.2392224,12.5629,4.2391228,0,0,0,0,0.050242408,1.8841598,0.72451441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,90.142077,0,0.91477755,2.8823167,3.3459089,6.6762517,5.1295962,0,0,1.2433626,4.9017463,19.474379,31.431457,5.6905148,0,0,0.34479805,4.0045664,9.2191695,12.535633,4.2299221,0,0,0,0,0.050133361,1.8800705,0.72294192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,89.946006,0,0.91278779,2.8760473,3.3386312,6.66173,5.1184386,0,0,1.2406581,4.8910843,19.432019,31.36309,5.6781373,0,0,0.34404807,3.995856,9.1991167,12.508366,4.2207215,0,0,0,0,0.050024315,1.8759811,0.72136942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,89.749936,0,0.91079804,2.8697779,3.3313534,6.6472083,5.1072811,0,0,1.2379536,4.8804224,19.38966,31.294722,5.6657597,0,0,0.34329809,3.9871456,9.1790638,12.4811,4.2115209,0,0,0,0,0.049915268,1.8718917,0.71979693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,89.553865,0,0.90880828,2.8635085,3.3240756,6.6326866,5.0961236,0,0,1.2352492,4.8697605,19.347301,31.226355,5.6533821,0,0,0.34254811,3.9784351,9.1590109,12.453833,4.2023203,0,0,0,0,0.049806222,1.8678023,0.71822444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,89.357795,0,0.90681852,2.8572391,3.3167978,6.6181649,5.0849661,0,0,1.2325447,4.8590986,19.304942,31.157988,5.6410045,0,0,0.34179813,3.9697247,9.1389581,12.426567,4.1931197,0,0,0,0,0.049697175,1.8637129,0.71665195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,89.161724,0,0.90482876,2.8509697,3.3095201,6.6036432,5.0738085,0,0,1.2298402,4.8484366,19.262582,31.08962,5.6286269,0,0,0.34104815,3.9610142,9.1189052,12.3993,4.183919,0,0,0,0,0.049588129,1.8596235,0.71507946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4195,88.965654,0,0.90283901,2.8447003,3.3022423,6.5891215,5.062651,0,0,1.2271357,4.8377747,19.220223,31.021253,5.6162493,0,0,0.34029817,3.9523038,9.0988523,12.372033,4.1747184,0,0,0,0,0.049479083,1.8555341,0.71350697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,88.769584,0,0.90084925,2.8384309,3.2949645,6.5745998,5.0514935,0,0,1.2244313,4.8271128,19.177864,30.952885,5.6038717,0,0,0.33954819,3.9435933,9.0787995,12.344767,4.1655178,0,0,0,0,0.049370036,1.8514447,0.71193448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,88.573513,0,0.89885949,2.8321615,3.2876867,6.5600781,5.040336,0,0,1.2217268,4.8164509,19.135505,30.884518,5.5914941,0,0,0.33879821,3.9348829,9.0587466,12.3175,4.1563172,0,0,0,0,0.04926099,1.8473553,0.71036199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,88.377443,0,0.89686973,2.8258921,3.2804089,6.5455564,5.0291784,0,0,1.2190223,4.805789,19.093145,30.816151,5.5791165,0,0,0.33804823,3.9261725,9.0386937,12.290234,4.1471166,0,0,0,0,0.049151943,1.8432659,0.7087895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,88.181372,0,0.89487998,2.8196227,3.2731312,6.5310347,5.0180209,0,0,1.2163179,4.795127,19.050786,30.747783,5.5667389,0,0,0.33729825,3.917462,9.0186409,12.262967,4.137916,0,0,0,0,0.049042897,1.8391765,0.70721701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,87.985302,0,0.89289022,2.8133533,3.2658534,6.516513,5.0068634,0,0,1.2136134,4.7844651,19.008427,30.679416,5.5543613,0,0,0.33654827,3.9087516,8.998588,12.2357,4.1287153,0,0,0,0,0.04893385,1.8350871,0.70564452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,87.789231,0,0.89090046,2.8070838,3.2585756,6.5019913,4.9957059,0,0,1.2109089,4.7738032,18.966068,30.611048,5.5419837,0,0,0.33579829,3.9000411,8.9785351,12.208434,4.1195147,0,0,0,0,0.048824804,1.8309977,0.70407203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,87.593161,0,0.8889107,2.8008144,3.2512978,6.4874696,4.9845483,0,0,1.2082044,4.7631413,18.923708,30.542681,5.5296061,0,0,0.33504831,3.8913307,8.9584823,12.181167,4.1103141,0,0,0,0,0.048715758,1.8269084,0.70249954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,87.39709,0,0.88692095,2.794545,3.2440201,6.4729479,4.9733908,0,0,1.2055,4.7524794,18.881349,30.474313,5.5172285,0,0,0.33429833,3.8826203,8.9384294,12.153901,4.1011135,0,0,0,0,0.048606711,1.822819,0.70092705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,87.20102,0,0.88493119,2.7882756,3.2367423,6.4584262,4.9622333,0,0,1.2027955,4.7418174,18.83899,30.405946,5.5048509,0,0,0.33354835,3.8739098,8.9183765,12.126634,4.0919129,0,0,0,0,0.048497665,1.8187296,0.69935456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,87.004949,0,0.88294143,2.7820062,3.2294645,6.4439045,4.9510758,0,0,1.200091,4.7311555,18.796631,30.337579,5.4924734,0,0,0.33279837,3.8651994,8.8983237,12.099367,4.0827122,0,0,0,0,0.048388618,1.8146402,0.69778207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,86.808879,0,0.88095167,2.7757368,3.2221867,6.4293828,4.9399183,0,0,1.1973866,4.7204936,18.754271,30.269211,5.4800958,0,0,0.33204839,3.8564889,8.8782708,12.072101,4.0735116,0,0,0,0,0.048279572,1.8105508,0.69620958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,86.612808,0,0.87896192,2.7694674,3.214909,6.4148611,4.9287607,0,0,1.1946821,4.7098317,18.711912,30.200844,5.4677182,0,0,0.33129841,3.8477785,8.8582179,12.044834,4.064311,0,0,0,0,0.048170525,1.8064614,0.69463709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,86.416738,0,0.87697216,2.763198,3.2076312,6.4003394,4.9176032,0,0,1.1919776,4.6991697,18.669553,30.132476,5.4553406,0,0,0.33054843,3.8390681,8.8381651,12.017568,4.0551104,0,0,0,0,0.048061479,1.802372,0.69306459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
