Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa)
4231,347.64451,0,0,0,0,0,0,0,0,6.7819189,73.965221,114.39322,19.001573,0,0,0,0,41.148315,275.04985,361.31881,30.628533,0,0,0,0,24.526009,112.47528,63.408982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,347.52196,0,0,0,0,0,0,0,0,6.7795281,73.939147,114.3529,18.994875,0,0,0,0,41.133809,274.95289,361.19144,30.617736,0,0,0,0,24.517363,112.43563,63.38663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,347.39941,0,0,0,0,0,0,0,0,6.7771374,73.913073,114.31257,18.988176,0,0,0,0,41.119304,274.85593,361.06406,30.606939,0,0,0,0,24.508717,112.39598,63.364277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,347.27686,0,0,0,0,0,0,0,0,6.7747466,73.886999,114.27225,18.981478,0,0,0,0,41.104798,274.75897,360.93669,30.596142,0,0,0,0,24.500071,112.35633,63.341924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,347.15431,0,0,0,0,0,0,0,0,6.7723559,73.860925,114.23192,18.974779,0,0,0,0,41.090293,274.66201,360.80932,30.585344,0,0,0,0,24.491425,112.31668,63.319571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,347.03176,0,0,0,0,0,0,0,0,6.7699651,73.834851,114.1916,18.968081,0,0,0,0,41.075787,274.56505,360.68195,30.574547,0,0,0,0,24.482779,112.27703,63.297218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,346.90921,0,0,0,0,0,0,0,0,6.7675744,73.808777,114.15127,18.961383,0,0,0,0,41.061282,274.46809,360.55458,30.56375,0,0,0,0,24.474134,112.23738,63.274866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,346.78666,0,0,0,0,0,0,0,0,6.7651837,73.782703,114.11095,18.954684,0,0,0,0,41.046776,274.37113,360.42721,30.552953,0,0,0,0,24.465488,112.19773,63.252513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,346.66411,0,0,0,0,0,0,0,0,6.7627929,73.756629,114.07062,18.947986,0,0,0,0,41.03227,274.27417,360.29984,30.542156,0,0,0,0,24.456842,112.15808,63.23016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,346.54156,0,0,0,0,0,0,0,0,6.7604022,73.730555,114.03029,18.941288,0,0,0,0,41.017765,274.17721,360.17246,30.531359,0,0,0,0,24.448196,112.11843,63.207807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,346.419,0,0,0,0,0,0,0,0,6.7580114,73.704481,113.98997,18.934589,0,0,0,0,41.003259,274.08025,360.04509,30.520562,0,0,0,0,24.43955,112.07878,63.185454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,346.29645,0,0,0,0,0,0,0,0,6.7556207,73.678407,113.94964,18.927891,0,0,0,0,40.988754,273.98329,359.91772,30.509765,0,0,0,0,24.430904,112.03913,63.163102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,346.1739,0,0,0,0,0,0,0,0,6.7532299,73.652333,113.90932,18.921192,0,0,0,0,40.974248,273.88633,359.79035,30.498968,0,0,0,0,24.422258,111.99948,63.140749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,346.05135,0,0,0,0,0,0,0,0,6.7508392,73.626258,113.86899,18.914494,0,0,0,0,40.959743,273.78937,359.66298,30.48817,0,0,0,0,24.413613,111.95983,63.118396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,345.9288,0,0,0,0,0,0,0,0,6.7484484,73.600184,113.82867,18.907796,0,0,0,0,40.945237,273.69241,359.53561,30.477373,0,0,0,0,24.404967,111.92018,63.096043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,345.80625,0,0,0,0,0,0,0,0,6.7460577,73.57411,113.78834,18.901097,0,0,0,0,40.930732,273.59545,359.40824,30.466576,0,0,0,0,24.396321,111.88053,63.07369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,345.6837,0,0,0,0,0,0,0,0,6.7436669,73.548036,113.74801,18.894399,0,0,0,0,40.916226,273.49849,359.28086,30.455779,0,0,0,0,24.387675,111.84088,63.051338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,345.56115,0,0,0,0,0,0,0,0,6.7412762,73.521962,113.70769,18.8877,0,0,0,0,40.901721,273.40153,359.15349,30.444982,0,0,0,0,24.379029,111.80123,63.028985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,345.4386,0,0,0,0,0,0,0,0,6.7388854,73.495888,113.66736,18.881002,0,0,0,0,40.887215,273.30457,359.02612,30.434185,0,0,0,0,24.370383,111.76158,63.006632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,345.31605,0,0,0,0,0,0,0,0,6.7364947,73.469814,113.62704,18.874304,0,0,0,0,40.87271,273.20761,358.89875,30.423388,0,0,0,0,24.361737,111.72193,62.984279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,345.054,0,0,0,0,0,0,0,0,6.7313826,73.41406,113.54081,18.859981,0,0,0,0,40.841693,273.00028,358.6264,30.400301,0,0,0,0,24.34325,111.63715,62.936483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,344.79195,0,0,0,0,0,0,0,0,6.7262705,73.358307,113.45458,18.845657,0,0,0,0,40.810676,272.79295,358.35404,30.377213,0,0,0,0,24.324763,111.55237,62.888686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,344.5299,0,0,0,0,0,0,0,0,6.7211584,73.302553,113.36835,18.831334,0,0,0,0,40.779659,272.58562,358.08168,30.354126,0,0,0,0,24.306276,111.46759,62.84089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,344.26785,0,0,0,0,0,0,0,0,6.7160463,73.2468,113.28213,18.817011,0,0,0,0,40.748642,272.3783,357.80933,30.331039,0,0,0,0,24.287788,111.38281,62.793093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,344.00581,0,0,0,0,0,0,0,0,6.7109342,73.191046,113.1959,18.802688,0,0,0,0,40.717626,272.17097,357.53697,30.307952,0,0,0,0,24.269301,111.29802,62.745297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,343.74376,0,0,0,0,0,0,0,0,6.7058222,73.135292,113.10967,18.788365,0,0,0,0,40.686609,271.96364,357.26462,30.284864,0,0,0,0,24.250814,111.21324,62.6975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,343.48171,0,0,0,0,0,0,0,0,6.7007101,73.079539,113.02344,18.774042,0,0,0,0,40.655592,271.75631,356.99226,30.261777,0,0,0,0,24.232327,111.12846,62.649703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,343.21966,0,0,0,0,0,0,0,0,6.695598,73.023785,112.93722,18.759719,0,0,0,0,40.624575,271.54899,356.71991,30.23869,0,0,0,0,24.213839,111.04368,62.601907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,342.95761,0,0,0,0,0,0,0,0,6.6904859,72.968031,112.85099,18.745396,0,0,0,0,40.593558,271.34166,356.44755,30.215603,0,0,0,0,24.195352,110.9589,62.55411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,342.69557,0,0,0,0,0,0,0,0,6.6853738,72.912278,112.76476,18.731073,0,0,0,0,40.562541,271.13433,356.1752,30.192516,0,0,0,0,24.176865,110.87412,62.506314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,342.43352,0,0,0,0,0,0,0,0,6.6802617,72.856524,112.67853,18.71675,0,0,0,0,40.531525,270.927,355.90284,30.169428,0,0,0,0,24.158378,110.78933,62.458517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,342.17147,0,0,0,0,0,0,0,0,6.6751496,72.800771,112.59231,18.702427,0,0,0,0,40.500508,270.71968,355.63048,30.146341,0,0,0,0,24.13989,110.70455,62.410721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4263,341.90942,0,0,0,0,0,0,0,0,6.6700376,72.745017,112.50608,18.688104,0,0,0,0,40.469491,270.51235,355.35813,30.123254,0,0,0,0,24.121403,110.61977,62.362924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4264,341.64737,0,0,0,0,0,0,0,0,6.6649255,72.689263,112.41985,18.673781,0,0,0,0,40.438474,270.30502,355.08577,30.100167,0,0,0,0,24.102916,110.53499,62.315128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4265,341.38533,0,0,0,0,0,0,0,0,6.6598134,72.63351,112.33362,18.659458,0,0,0,0,40.407457,270.09769,354.81342,30.077079,0,0,0,0,24.084429,110.45021,62.267331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,341.12328,0,0,0,0,0,0,0,0,6.6547013,72.577756,112.2474,18.645135,0,0,0,0,40.37644,269.89037,354.54106,30.053992,0,0,0,0,24.065941,110.36543,62.219535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267,340.86123,0,0,0,0,0,0,0,0,6.6495892,72.522002,112.16117,18.630812,0,0,0,0,40.345423,269.68304,354.26871,30.030905,0,0,0,0,24.047454,110.28064,62.171738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,340.59918,0,0,0,0,0,0,0,0,6.6444771,72.466249,112.07494,18.616489,0,0,0,0,40.314407,269.47571,353.99635,30.007818,0,0,0,0,24.028967,110.19586,62.123942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,340.33713,0,0,0,0,0,0,0,0,6.639365,72.410495,111.98871,18.602166,0,0,0,0,40.28339,269.26838,353.724,29.984731,0,0,0,0,24.01048,110.11108,62.076145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,340.07508,0,0,0,0,0,0,0,0,6.634253,72.354742,111.90249,18.587843,0,0,0,0,40.252373,269.06106,353.45164,29.961643,0,0,0,0,23.991992,110.0263,62.028349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,339.81304,0,0,0,0,0,0,0,0,6.6291409,72.298988,111.81626,18.57352,0,0,0,0,40.221356,268.85373,353.17929,29.938556,0,0,0,0,23.973505,109.94152,61.980552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,339.55099,0,0,0,0,0,0,0,0,6.6240288,72.243234,111.73003,18.559197,0,0,0,0,40.190339,268.6464,352.90693,29.915469,0,0,0,0,23.955018,109.85673,61.932756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,339.28894,0,0,0,0,0,0,0,0,6.6189167,72.187481,111.6438,18.544874,0,0,0,0,40.159322,268.43907,352.63457,29.892382,0,0,0,0,23.936531,109.77195,61.884959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,339.02689,0,0,0,0,0,0,0,0,6.6138046,72.131727,111.55758,18.530551,0,0,0,0,40.128306,268.23175,352.36222,29.869294,0,0,0,0,23.918043,109.68717,61.837163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,338.76484,0,0,0,0,0,0,0,0,6.6086925,72.075973,111.47135,18.516228,0,0,0,0,40.097289,268.02442,352.08986,29.846207,0,0,0,0,23.899556,109.60239,61.789366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,338.5028,0,0,0,0,0,0,0,0,6.6035804,72.02022,111.38512,18.501905,0,0,0,0,40.066272,267.81709,351.81751,29.82312,0,0,0,0,23.881069,109.51761,61.741569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,338.24075,0,0,0,0,0,0,0,0,6.5984684,71.964466,111.29889,18.487582,0,0,0,0,40.035255,267.60976,351.54515,29.800033,0,0,0,0,23.862582,109.43283,61.693773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,337.9787,0,0,0,0,0,0,0,0,6.5933563,71.908713,111.21267,18.473259,0,0,0,0,40.004238,267.40244,351.2728,29.776946,0,0,0,0,23.844094,109.34804,61.645976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4279,337.71665,0,0,0,0,0,0,0,0,6.5882442,71.852959,111.12644,18.458936,0,0,0,0,39.973221,267.19511,351.00044,29.753858,0,0,0,0,23.825607,109.26326,61.59818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,337.4546,0,0,0,0,0,0,0,0,6.5831321,71.797205,111.04021,18.444612,0,0,0,0,39.942204,266.98778,350.72809,29.730771,0,0,0,0,23.80712,109.17848,61.550383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,337.19256,0,0,0,0,0,0,0,0,6.57802,71.741452,110.95398,18.430289,0,0,0,0,39.911188,266.78045,350.45573,29.707684,0,0,0,0,23.788633,109.0937,61.502587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4282,336.93051,0,0,0,0,0,0,0,0,6.5729079,71.685698,110.86776,18.415966,0,0,0,0,39.880171,266.57313,350.18338,29.684597,0,0,0,0,23.770145,109.00892,61.45479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4283,336.66846,0,0,0,0,0,0,0,0,6.5677958,71.629944,110.78153,18.401643,0,0,0,0,39.849154,266.3658,349.91102,29.661509,0,0,0,0,23.751658,108.92413,61.406994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,336.40641,0,0,0,0,0,0,0,0,6.5626838,71.574191,110.6953,18.38732,0,0,0,0,39.818137,266.15847,349.63866,29.638422,0,0,0,0,23.733171,108.83935,61.359197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4285,336.14436,0,0,0,0,0,0,0,0,6.5575717,71.518437,110.60907,18.372997,0,0,0,0,39.78712,265.95114,349.36631,29.615335,0,0,0,0,23.714684,108.75457,61.311401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,335.88232,0,0,0,0,0,0,0,0,6.5524596,71.462684,110.52285,18.358674,0,0,0,0,39.756103,265.74382,349.09395,29.592248,0,0,0,0,23.696196,108.66979,61.263604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4287,335.62027,0,0,0,0,0,0,0,0,6.5473475,71.40693,110.43662,18.344351,0,0,0,0,39.725087,265.53649,348.8216,29.569161,0,0,0,0,23.677709,108.58501,61.215808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4288,335.35822,0,0,0,0,0,0,0,0,6.5422354,71.351176,110.35039,18.330028,0,0,0,0,39.69407,265.32916,348.54924,29.546073,0,0,0,0,23.659222,108.50023,61.168011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4289,335.09617,0,0,0,0,0,0,0,0,6.5371233,71.295423,110.26416,18.315705,0,0,0,0,39.663053,265.12183,348.27689,29.522986,0,0,0,0,23.640735,108.41544,61.120215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4290,334.83412,0,0,0,0,0,0,0,0,6.5320112,71.239669,110.17794,18.301382,0,0,0,0,39.632036,264.91451,348.00453,29.499899,0,0,0,0,23.622247,108.33066,61.072418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4291,334.57208,0,0,0,0,0,0,0,0,6.5268992,71.183915,110.09171,18.287059,0,0,0,0,39.601019,264.70718,347.73218,29.476812,0,0,0,0,23.60376,108.24588,61.024622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4292,334.31003,0,0,0,0,0,0,0,0,6.5217871,71.128162,110.00548,18.272736,0,0,0,0,39.570002,264.49985,347.45982,29.453724,0,0,0,0,23.585273,108.1611,60.976825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4293,334.04798,0,0,0,0,0,0,0,0,6.516675,71.072408,109.91925,18.258413,0,0,0,0,39.538985,264.29252,347.18746,29.430637,0,0,0,0,23.566786,108.07632,60.929029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,333.78593,0,0,0,0,0,0,0,0,6.5115629,71.016655,109.83303,18.24409,0,0,0,0,39.507969,264.0852,346.91511,29.40755,0,0,0,0,23.548298,107.99153,60.881232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4295,333.52388,0,0,0,0,0,0,0,0,6.5064508,70.960901,109.7468,18.229767,0,0,0,0,39.476952,263.87787,346.64275,29.384463,0,0,0,0,23.529811,107.90675,60.833435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4296,333.26184,0,0,0,0,0,0,0,0,6.5013387,70.905147,109.66057,18.215444,0,0,0,0,39.445935,263.67054,346.3704,29.361375,0,0,0,0,23.511324,107.82197,60.785639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,332.99979,0,0,0,0,0,0,0,0,6.4962266,70.849394,109.57434,18.201121,0,0,0,0,39.414918,263.46321,346.09804,29.338288,0,0,0,0,23.492836,107.73719,60.737842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4298,332.73774,0,0,0,0,0,0,0,0,6.4911146,70.79364,109.48812,18.186798,0,0,0,0,39.383901,263.25589,345.82569,29.315201,0,0,0,0,23.474349,107.65241,60.690046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4299,332.47569,0,0,0,0,0,0,0,0,6.4860025,70.737886,109.40189,18.172475,0,0,0,0,39.352884,263.04856,345.55333,29.292114,0,0,0,0,23.455862,107.56763,60.642249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,332.21364,0,0,0,0,0,0,0,0,6.4808904,70.682133,109.31566,18.158152,0,0,0,0,39.321868,262.84123,345.28098,29.269027,0,0,0,0,23.437375,107.48284,60.594453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,331.9516,0,0,0,0,0,0,0,0,6.4757783,70.626379,109.22943,18.143829,0,0,0,0,39.290851,262.6339,345.00862,29.245939,0,0,0,0,23.418887,107.39806,60.546656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,331.68955,0,0,0,0,0,0,0,0,6.4706662,70.570626,109.14321,18.129506,0,0,0,0,39.259834,262.42658,344.73627,29.222852,0,0,0,0,23.4004,107.31328,60.49886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,331.4275,0,0,0,0,0,0,0,0,6.4655541,70.514872,109.05698,18.115183,0,0,0,0,39.228817,262.21925,344.46391,29.199765,0,0,0,0,23.381913,107.2285,60.451063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,331.16545,0,0,0,0,0,0,0,0,6.460442,70.459118,108.97075,18.10086,0,0,0,0,39.1978,262.01192,344.19155,29.176678,0,0,0,0,23.363426,107.14372,60.403267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4305,330.9034,0,0,0,0,0,0,0,0,6.45533,70.403365,108.88452,18.086537,0,0,0,0,39.166783,261.80459,343.9192,29.15359,0,0,0,0,23.344938,107.05894,60.35547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,330.64136,0,0,0,0,0,0,0,0,6.4502179,70.347611,108.7983,18.072214,0,0,0,0,39.135767,261.59726,343.64684,29.130503,0,0,0,0,23.326451,106.97415,60.307674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,330.37931,0,0,0,0,0,0,0,0,6.4451058,70.291857,108.71207,18.05789,0,0,0,0,39.10475,261.38994,343.37449,29.107416,0,0,0,0,23.307964,106.88937,60.259877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308,330.11726,0,0,0,0,0,0,0,0,6.4399937,70.236104,108.62584,18.043567,0,0,0,0,39.073733,261.18261,343.10213,29.084329,0,0,0,0,23.289477,106.80459,60.212081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309,329.85521,0,0,0,0,0,0,0,0,6.4348816,70.18035,108.53961,18.029244,0,0,0,0,39.042716,260.97528,342.82978,29.061242,0,0,0,0,23.270989,106.71981,60.164284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,329.59316,0,0,0,0,0,0,0,0,6.4297695,70.124597,108.45339,18.014921,0,0,0,0,39.011699,260.76795,342.55742,29.038154,0,0,0,0,23.252502,106.63503,60.116488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,329.33111,0,0,0,0,0,0,0,0,6.4246574,70.068843,108.36716,18.000598,0,0,0,0,38.980682,260.56063,342.28507,29.015067,0,0,0,0,23.234015,106.55024,60.068691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,329.06907,0,0,0,0,0,0,0,0,6.4195453,70.013089,108.28093,17.986275,0,0,0,0,38.949665,260.3533,342.01271,28.99198,0,0,0,0,23.215528,106.46546,60.020894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,328.80702,0,0,0,0,0,0,0,0,6.4144333,69.957336,108.1947,17.971952,0,0,0,0,38.918649,260.14597,341.74036,28.968893,0,0,0,0,23.19704,106.38068,59.973098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314,328.54497,0,0,0,0,0,0,0,0,6.4093212,69.901582,108.10848,17.957629,0,0,0,0,38.887632,259.93864,341.468,28.945805,0,0,0,0,23.178553,106.2959,59.925301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,328.28292,0,0,0,0,0,0,0,0,6.4042091,69.845828,108.02225,17.943306,0,0,0,0,38.856615,259.73132,341.19564,28.922718,0,0,0,0,23.160066,106.21112,59.877505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316,328.02087,0,0,0,0,0,0,0,0,6.399097,69.790075,107.93602,17.928983,0,0,0,0,38.825598,259.52399,340.92329,28.899631,0,0,0,0,23.141579,106.12634,59.829708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,327.75883,0,0,0,0,0,0,0,0,6.3939849,69.734321,107.84979,17.91466,0,0,0,0,38.794581,259.31666,340.65093,28.876544,0,0,0,0,23.123091,106.04155,59.781912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318,327.49678,0,0,0,0,0,0,0,0,6.3888728,69.678568,107.76357,17.900337,0,0,0,0,38.763564,259.10933,340.37858,28.853457,0,0,0,0,23.104604,105.95677,59.734115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319,327.23473,0,0,0,0,0,0,0,0,6.3837607,69.622814,107.67734,17.886014,0,0,0,0,38.732548,258.90201,340.10622,28.830369,0,0,0,0,23.086117,105.87199,59.686319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320,326.97268,0,0,0,0,0,0,0,0,6.3786487,69.56706,107.59111,17.871691,0,0,0,0,38.701531,258.69468,339.83387,28.807282,0,0,0,0,23.06763,105.78721,59.638522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,326.71063,0,0,0,0,0,0,0,0,6.3735366,69.511307,107.50488,17.857368,0,0,0,0,38.670514,258.48735,339.56151,28.784195,0,0,0,0,23.049142,105.70243,59.590726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,326.44859,0,0,0,0,0,0,0,0,6.3684245,69.455553,107.41866,17.843045,0,0,0,0,38.639497,258.28002,339.28916,28.761108,0,0,0,0,23.030655,105.61764,59.542929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,326.18654,0,0,0,0,0,0,0,0,6.3633124,69.399799,107.33243,17.828722,0,0,0,0,38.60848,258.0727,339.0168,28.73802,0,0,0,0,23.012168,105.53286,59.495133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4324,325.92449,0,0,0,0,0,0,0,0,6.3582003,69.344046,107.2462,17.814399,0,0,0,0,38.577463,257.86537,338.74445,28.714933,0,0,0,0,22.993681,105.44808,59.447336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,325.66244,0,0,0,0,0,0,0,0,6.3530882,69.288292,107.15997,17.800076,0,0,0,0,38.546446,257.65804,338.47209,28.691846,0,0,0,0,22.975193,105.3633,59.39954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,325.40039,0,0,0,0,0,0,0,0,6.3479761,69.232539,107.07375,17.785753,0,0,0,0,38.51543,257.45071,338.19973,28.668759,0,0,0,0,22.956706,105.27852,59.351743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,325.13835,0,0,0,0,0,0,0,0,6.3428641,69.176785,106.98752,17.77143,0,0,0,0,38.484413,257.24339,337.92738,28.645671,0,0,0,0,22.938219,105.19374,59.303947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,324.8763,0,0,0,0,0,0,0,0,6.337752,69.121031,106.90129,17.757107,0,0,0,0,38.453396,257.03606,337.65502,28.622584,0,0,0,0,22.919732,105.10895,59.25615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,324.61425,0,0,0,0,0,0,0,0,6.3326399,69.065278,106.81506,17.742784,0,0,0,0,38.422379,256.82873,337.38267,28.599497,0,0,0,0,22.901244,105.02417,59.208354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,324.3522,0,0,0,0,0,0,0,0,6.3275278,69.009524,106.72884,17.728461,0,0,0,0,38.391362,256.6214,337.11031,28.57641,0,0,0,0,22.882757,104.93939,59.160557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,324.09015,0,0,0,0,0,0,0,0,6.3224157,68.95377,106.64261,17.714138,0,0,0,0,38.360345,256.41408,336.83796,28.553323,0,0,0,0,22.86427,104.85461,59.11276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
