Time (ms),Stress at 0.00 mm (kPa),Stress at 0.22 mm (kPa),Stress at 0.42 mm (kPa),Stress at 0.62 mm (kPa),Stress at 0.81 mm (kPa),Stress at 1.02 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.42 mm (kPa),Stress at 1.62 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.23 mm (kPa),Stress at 2.42 mm (kPa),Stress at 2.62 mm (kPa),Stress at 2.83 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.22 mm (kPa),Stress at 3.42 mm (kPa),Stress at 3.63 mm (kPa)
3556,281.19945,239.22312,199.32691,181.70837,147.14512,116.96259,87.877356,71.894431,50.392951,40.321199,24.420385,19.754207,10.455181,7.9947736,1.4291758,0,0,0,0
3557,281.19903,239.22276,199.32661,181.7081,147.1449,116.96242,87.877224,71.894323,50.392875,40.321139,24.420348,19.754177,10.455165,7.9947616,1.4291737,0,0,0,0
3558,281.1986,239.22239,199.32631,181.70782,147.14468,116.96224,87.877091,71.894214,50.392799,40.321078,24.420311,19.754147,10.45515,7.9947495,1.4291715,0,0,0,0
3559,281.19818,239.22203,199.32601,181.70755,147.14446,116.96206,87.876959,71.894106,50.392723,40.321017,24.420274,19.754118,10.455134,7.9947374,1.4291694,0,0,0,0
3560,281.19775,239.22167,199.32571,181.70728,147.14423,116.96189,87.876826,71.893997,50.392647,40.320956,24.420237,19.754088,10.455118,7.9947254,1.4291672,0,0,0,0
3561,281.19733,239.22131,199.32541,181.707,147.14401,116.96171,87.876694,71.893889,50.392571,40.320895,24.4202,19.754058,10.455102,7.9947133,1.4291651,0,0,0,0
3562,281.19691,239.22095,199.32511,181.70673,147.14379,116.96153,87.876561,71.893781,50.392495,40.320835,24.420164,19.754028,10.455086,7.9947013,1.4291629,0,0,0,0
3563,281.19648,239.22059,199.32481,181.70645,147.14357,116.96136,87.876428,71.893672,50.392419,40.320774,24.420127,19.753998,10.455071,7.9946892,1.4291608,0,0,0,0
3564,281.19606,239.22023,199.32451,181.70618,147.14335,116.96118,87.876296,71.893564,50.392343,40.320713,24.42009,19.753969,10.455055,7.9946772,1.4291586,0,0,0,0
3565,281.19563,239.21987,199.32421,181.70591,147.14312,116.96101,87.876163,71.893455,50.392267,40.320652,24.420053,19.753939,10.455039,7.9946651,1.4291564,0,0,0,0
3566,281.19521,239.21951,199.32391,181.70563,147.1429,116.96083,87.876031,71.893347,50.392191,40.320591,24.420016,19.753909,10.455023,7.994653,1.4291543,0,0,0,0
3567,281.19479,239.21915,199.32361,181.70536,147.14268,116.96065,87.875898,71.893238,50.392115,40.32053,24.419979,19.753879,10.455008,7.994641,1.4291521,0,0,0,0
3568,281.19436,239.21879,199.32331,181.70508,147.14246,116.96048,87.875766,71.89313,50.392039,40.32047,24.419943,19.753849,10.454992,7.9946289,1.42915,0,0,0,0
3569,281.19394,239.21843,199.32301,181.70481,147.14224,116.9603,87.875633,71.893021,50.391963,40.320409,24.419906,19.75382,10.454976,7.9946169,1.4291478,0,0,0,0
3570,281.19351,239.21806,199.32271,181.70454,147.14201,116.96012,87.875501,71.892913,50.391887,40.320348,24.419869,19.75379,10.45496,7.9946048,1.4291457,0,0,0,0
3571,281.19309,239.2177,199.3224,181.70426,147.14179,116.95995,87.875368,71.892805,50.391811,40.320287,24.419832,19.75376,10.454945,7.9945927,1.4291435,0,0,0,0
3572,281.19266,239.21734,199.3221,181.70399,147.14157,116.95977,87.875236,71.892696,50.391735,40.320226,24.419795,19.75373,10.454929,7.9945807,1.4291414,0,0,0,0
3573,281.19224,239.21698,199.3218,181.70371,147.14135,116.95959,87.875103,71.892588,50.391659,40.320166,24.419758,19.7537,10.454913,7.9945686,1.4291392,0,0,0,0
3574,281.19182,239.21662,199.3215,181.70344,147.14113,116.95942,87.87497,71.892479,50.391583,40.320105,24.419722,19.753671,10.454897,7.9945566,1.429137,0,0,0,0
3575,281.19139,239.21626,199.3212,181.70317,147.1409,116.95924,87.874838,71.892371,50.391507,40.320044,24.419685,19.753641,10.454881,7.9945445,1.4291349,0,0,0,0
3576,281.19097,239.2159,199.3209,181.70289,147.14068,116.95906,87.874705,71.892262,50.391431,40.319983,24.419648,19.753611,10.454866,7.9945324,1.4291327,0,0,0,0
3577,281.19054,239.21554,199.3206,181.70262,147.14046,116.95889,87.874573,71.892154,50.391355,40.319922,24.419611,19.753581,10.45485,7.9945204,1.4291306,0,0,0,0
3578,281.19012,239.21518,199.3203,181.70234,147.14024,116.95871,87.87444,71.892045,50.391279,40.319861,24.419574,19.753551,10.454834,7.9945083,1.4291284,0,0,0,0
3579,281.1897,239.21482,199.32,181.70207,147.14002,116.95854,87.874308,71.891937,50.391203,40.319801,24.419537,19.753522,10.454818,7.9944963,1.4291263,0,0,0,0
3580,281.18927,239.21446,199.3197,181.7018,147.13979,116.95836,87.874175,71.891829,50.391127,40.31974,24.419501,19.753492,10.454803,7.9944842,1.4291241,0,0,0,0
3581,281.18885,239.2141,199.3194,181.70152,147.13957,116.95818,87.874043,71.89172,50.391051,40.319679,24.419464,19.753462,10.454787,7.9944722,1.429122,0,0,0,0
3582,281.18842,239.21373,199.3191,181.70125,147.13935,116.95801,87.87391,71.891612,50.390975,40.319618,24.419427,19.753432,10.454771,7.9944601,1.4291198,0,0,0,0
3583,281.188,239.21337,199.3188,181.70097,147.13913,116.95783,87.873777,71.891503,50.390899,40.319557,24.41939,19.753403,10.454755,7.994448,1.4291176,0,0,0,0
3584,281.18757,239.21301,199.3185,181.7007,147.13891,116.95765,87.873645,71.891395,50.390823,40.319497,24.419353,19.753373,10.45474,7.994436,1.4291155,0,0,0,0
3585,281.18715,239.21265,199.3182,181.70042,147.13868,116.95748,87.873512,71.891286,50.390747,40.319436,24.419316,19.753343,10.454724,7.9944239,1.4291133,0,0,0,0
3586,281.18673,239.21229,199.31789,181.70015,147.13846,116.9573,87.87338,71.891178,50.390671,40.319375,24.41928,19.753313,10.454708,7.9944119,1.4291112,0,0,0,0
3587,281.1863,239.21193,199.31759,181.69988,147.13824,116.95712,87.873247,71.89107,50.390595,40.319314,24.419243,19.753283,10.454692,7.9943998,1.429109,0,0,0,0
3588,281.18588,239.21157,199.31729,181.6996,147.13802,116.95695,87.873115,71.890961,50.390519,40.319253,24.419206,19.753254,10.454676,7.9943877,1.4291069,0,0,0,0
3589,281.18545,239.21121,199.31699,181.69933,147.1378,116.95677,87.872982,71.890853,50.390443,40.319192,24.419169,19.753224,10.454661,7.9943757,1.4291047,0,0,0,0
3590,281.18503,239.21085,199.31669,181.69905,147.13757,116.95659,87.87285,71.890744,50.390367,40.319132,24.419132,19.753194,10.454645,7.9943636,1.4291026,0,0,0,0
3591,281.18461,239.21049,199.31639,181.69878,147.13735,116.95642,87.872717,71.890636,50.390291,40.319071,24.419095,19.753164,10.454629,7.9943516,1.4291004,0,0,0,0
3592,281.18418,239.21013,199.31609,181.69851,147.13713,116.95624,87.872585,71.890527,50.390215,40.31901,24.419059,19.753134,10.454613,7.9943395,1.4290982,0,0,0,0
3593,281.18376,239.20977,199.31579,181.69823,147.13691,116.95607,87.872452,71.890419,50.390139,40.318949,24.419022,19.753105,10.454598,7.9943274,1.4290961,0,0,0,0
3594,281.18333,239.2094,199.31549,181.69796,147.13669,116.95589,87.872319,71.89031,50.390063,40.318888,24.418985,19.753075,10.454582,7.9943154,1.4290939,0,0,0,0
3595,281.18291,239.20904,199.31519,181.69768,147.13647,116.95571,87.872187,71.890202,50.389987,40.318828,24.418948,19.753045,10.454566,7.9943033,1.4290918,0,0,0,0
3596,281.18248,239.20868,199.31489,181.69741,147.13624,116.95554,87.872054,71.890094,50.389911,40.318767,24.418911,19.753015,10.45455,7.9942913,1.4290896,0,0,0,0
3597,281.18206,239.20832,199.31459,181.69714,147.13602,116.95536,87.871922,71.889985,50.389835,40.318706,24.418874,19.752985,10.454535,7.9942792,1.4290875,0,0,0,0
3598,281.18164,239.20796,199.31429,181.69686,147.1358,116.95518,87.871789,71.889877,50.389759,40.318645,24.418838,19.752956,10.454519,7.9942672,1.4290853,0,0,0,0
3599,281.18121,239.2076,199.31399,181.69659,147.13558,116.95501,87.871657,71.889768,50.389683,40.318584,24.418801,19.752926,10.454503,7.9942551,1.4290832,0,0,0,0
3600,281.18079,239.20724,199.31369,181.69631,147.13536,116.95483,87.871524,71.88966,50.389607,40.318523,24.418764,19.752896,10.454487,7.994243,1.429081,0,0,0,0
3601,281.18036,239.20688,199.31339,181.69604,147.13513,116.95465,87.871392,71.889551,50.389531,40.318463,24.418727,19.752866,10.454471,7.994231,1.4290788,0,0,0,0
3602,281.17994,239.20652,199.31308,181.69577,147.13491,116.95448,87.871259,71.889443,50.389455,40.318402,24.41869,19.752836,10.454456,7.9942189,1.4290767,0,0,0,0
3603,281.17952,239.20616,199.31278,181.69549,147.13469,116.9543,87.871126,71.889334,50.389379,40.318341,24.418653,19.752807,10.45444,7.9942069,1.4290745,0,0,0,0
3604,281.17909,239.2058,199.31248,181.69522,147.13447,116.95412,87.870994,71.889226,50.389303,40.31828,24.418617,19.752777,10.454424,7.9941948,1.4290724,0,0,0,0
3605,281.17867,239.20544,199.31218,181.69494,147.13425,116.95395,87.870861,71.889118,50.389227,40.318219,24.41858,19.752747,10.454408,7.9941827,1.4290702,0,0,0,0
3606,281.17824,239.20507,199.31188,181.69467,147.13402,116.95377,87.870729,71.889009,50.389151,40.318159,24.418543,19.752717,10.454393,7.9941707,1.4290681,0,0,0,0
3607,281.17782,239.20471,199.31158,181.69439,147.1338,116.9536,87.870596,71.888901,50.389075,40.318098,24.418506,19.752687,10.454377,7.9941586,1.4290659,0,0,0,0
3608,281.1774,239.20435,199.31128,181.69412,147.13358,116.95342,87.870464,71.888792,50.388999,40.318037,24.418469,19.752658,10.454361,7.9941466,1.4290638,0,0,0,0
3609,281.17697,239.20399,199.31098,181.69385,147.13336,116.95324,87.870331,71.888684,50.388923,40.317976,24.418432,19.752628,10.454345,7.9941345,1.4290616,0,0,0,0
3610,281.17655,239.20363,199.31068,181.69357,147.13314,116.95307,87.870199,71.888575,50.388847,40.317915,24.418396,19.752598,10.45433,7.9941224,1.4290594,0,0,0,0
3611,281.17612,239.20327,199.31038,181.6933,147.13291,116.95289,87.870066,71.888467,50.388771,40.317854,24.418359,19.752568,10.454314,7.9941104,1.4290573,0,0,0,0
3612,281.1757,239.20291,199.31008,181.69302,147.13269,116.95271,87.869934,71.888358,50.388695,40.317794,24.418322,19.752538,10.454298,7.9940983,1.4290551,0,0,0,0
3613,281.17527,239.20255,199.30978,181.69275,147.13247,116.95254,87.869801,71.88825,50.388619,40.317733,24.418285,19.752509,10.454282,7.9940863,1.429053,0,0,0,0
3614,281.17485,239.20219,199.30948,181.69248,147.13225,116.95236,87.869668,71.888142,50.388543,40.317672,24.418248,19.752479,10.454266,7.9940742,1.4290508,0,0,0,0
3615,281.17443,239.20183,199.30918,181.6922,147.13203,116.95218,87.869536,71.888033,50.388467,40.317611,24.418211,19.752449,10.454251,7.9940622,1.4290487,0,0,0,0
3616,281.174,239.20147,199.30888,181.69193,147.1318,116.95201,87.869403,71.887925,50.388391,40.31755,24.418175,19.752419,10.454235,7.9940501,1.4290465,0,0,0,0
3617,281.17358,239.20111,199.30857,181.69165,147.13158,116.95183,87.869271,71.887816,50.388315,40.31749,24.418138,19.752389,10.454219,7.994038,1.4290443,0,0,0,0
3618,281.17315,239.20074,199.30827,181.69138,147.13136,116.95165,87.869138,71.887708,50.388239,40.317429,24.418101,19.75236,10.454203,7.994026,1.4290422,0,0,0,0
3619,281.17273,239.20038,199.30797,181.69111,147.13114,116.95148,87.869006,71.887599,50.388163,40.317368,24.418064,19.75233,10.454188,7.9940139,1.42904,0,0,0,0
3620,281.17231,239.20002,199.30767,181.69083,147.13092,116.9513,87.868873,71.887491,50.388087,40.317307,24.418027,19.7523,10.454172,7.9940019,1.4290379,0,0,0,0
3621,281.17188,239.19966,199.30737,181.69056,147.13069,116.95113,87.868741,71.887383,50.388011,40.317246,24.41799,19.75227,10.454156,7.9939898,1.4290357,0,0,0,0
3622,281.17146,239.1993,199.30707,181.69028,147.13047,116.95095,87.868608,71.887274,50.387935,40.317185,24.417954,19.75224,10.45414,7.9939777,1.4290336,0,0,0,0
3623,281.17103,239.19894,199.30677,181.69001,147.13025,116.95077,87.868476,71.887166,50.387859,40.317125,24.417917,19.752211,10.454125,7.9939657,1.4290314,0,0,0,0
3624,281.17061,239.19858,199.30647,181.68974,147.13003,116.9506,87.868343,71.887057,50.387782,40.317064,24.41788,19.752181,10.454109,7.9939536,1.4290293,0,0,0,0
3625,281.17018,239.19822,199.30617,181.68946,147.12981,116.95042,87.86821,71.886949,50.387706,40.317003,24.417843,19.752151,10.454093,7.9939416,1.4290271,0,0,0,0
3626,281.16994,239.19801,199.30599,181.6893,147.12968,116.95032,87.868132,71.886885,50.387662,40.316967,24.417821,19.752134,10.454084,7.9939345,1.4290258,0,0,0,0
3627,281.16969,239.19779,199.30582,181.68914,147.12955,116.95021,87.868055,71.886821,50.387617,40.316931,24.4178,19.752116,10.454074,7.9939274,1.4290246,0,0,0,0
3628,281.16944,239.19758,199.30564,181.68898,147.12942,116.95011,87.867977,71.886757,50.387572,40.316896,24.417778,19.752099,10.454065,7.9939203,1.4290233,0,0,0,0
3629,281.16919,239.19737,199.30546,181.68882,147.12928,116.95,87.867899,71.886694,50.387528,40.31686,24.417756,19.752081,10.454056,7.9939132,1.429022,0,0,0,0
3630,281.16894,239.19716,199.30529,181.68866,147.12915,116.9499,87.867821,71.88663,50.387483,40.316824,24.417735,19.752063,10.454047,7.9939061,1.4290208,0,0,0,0
3631,281.16869,239.19695,199.30511,181.68849,147.12902,116.9498,87.867743,71.886566,50.387438,40.316788,24.417713,19.752046,10.454037,7.993899,1.4290195,0,0,0,0
3632,281.16844,239.19673,199.30493,181.68833,147.12889,116.94969,87.867665,71.886502,50.387394,40.316753,24.417691,19.752028,10.454028,7.9938919,1.4290182,0,0,0,0
3633,281.16819,239.19652,199.30476,181.68817,147.12876,116.94959,87.867587,71.886439,50.387349,40.316717,24.41767,19.752011,10.454019,7.9938848,1.429017,0,0,0,0
3634,281.16794,239.19631,199.30458,181.68801,147.12863,116.94949,87.867509,71.886375,50.387304,40.316681,24.417648,19.751993,10.45401,7.9938777,1.4290157,0,0,0,0
3635,281.16769,239.1961,199.3044,181.68785,147.1285,116.94938,87.867431,71.886311,50.38726,40.316645,24.417626,19.751976,10.454,7.9938707,1.4290144,0,0,0,0
3636,281.16744,239.19588,199.30422,181.68769,147.12837,116.94928,87.867353,71.886247,50.387215,40.31661,24.417605,19.751958,10.453991,7.9938636,1.4290132,0,0,0,0
3637,281.16719,239.19567,199.30405,181.68753,147.12824,116.94918,87.867275,71.886184,50.38717,40.316574,24.417583,19.751941,10.453982,7.9938565,1.4290119,0,0,0,0
3638,281.16694,239.19546,199.30387,181.68737,147.12811,116.94907,87.867197,71.88612,50.387125,40.316538,24.417561,19.751923,10.453972,7.9938494,1.4290106,0,0,0,0
3639,281.16669,239.19525,199.30369,181.68721,147.12798,116.94897,87.867119,71.886056,50.387081,40.316502,24.41754,19.751906,10.453963,7.9938423,1.4290094,0,0,0,0
3640,281.16644,239.19504,199.30352,181.68704,147.12785,116.94886,87.867041,71.885992,50.387036,40.316467,24.417518,19.751888,10.453954,7.9938352,1.4290081,0,0,0,0
3641,281.16619,239.19482,199.30334,181.68688,147.12772,116.94876,87.866963,71.885928,50.386991,40.316431,24.417496,19.751871,10.453945,7.9938281,1.4290068,0,0,0,0
3642,281.16594,239.19461,199.30316,181.68672,147.12759,116.94866,87.866885,71.885865,50.386947,40.316395,24.417475,19.751853,10.453935,7.993821,1.4290056,0,0,0,0
3643,281.1657,239.1944,199.30299,181.68656,147.12746,116.94855,87.866807,71.885801,50.386902,40.316359,24.417453,19.751836,10.453926,7.9938139,1.4290043,0,0,0,0
3644,281.16545,239.19419,199.30281,181.6864,147.12733,116.94845,87.86673,71.885737,50.386857,40.316323,24.417432,19.751818,10.453917,7.9938068,1.429003,0,0,0,0
3645,281.1652,239.19398,199.30263,181.68624,147.1272,116.94835,87.866652,71.885673,50.386813,40.316288,24.41741,19.751801,10.453908,7.9937997,1.4290018,0,0,0,0
3646,281.16495,239.19376,199.30246,181.68608,147.12707,116.94824,87.866574,71.88561,50.386768,40.316252,24.417388,19.751783,10.453898,7.9937927,1.4290005,0,0,0,0
3647,281.1647,239.19355,199.30228,181.68592,147.12694,116.94814,87.866496,71.885546,50.386723,40.316216,24.417367,19.751766,10.453889,7.9937856,1.4289992,0,0,0,0
3648,281.16445,239.19334,199.3021,181.68575,147.12681,116.94803,87.866418,71.885482,50.386678,40.31618,24.417345,19.751748,10.45388,7.9937785,1.4289979,0,0,0,0
3649,281.1642,239.19313,199.30193,181.68559,147.12667,116.94793,87.86634,71.885418,50.386634,40.316145,24.417323,19.751731,10.45387,7.9937714,1.4289967,0,0,0,0
3650,281.16395,239.19291,199.30175,181.68543,147.12654,116.94783,87.866262,71.885355,50.386589,40.316109,24.417302,19.751713,10.453861,7.9937643,1.4289954,0,0,0,0
3651,281.1637,239.1927,199.30157,181.68527,147.12641,116.94772,87.866184,71.885291,50.386544,40.316073,24.41728,19.751696,10.453852,7.9937572,1.4289941,0,0,0,0
3652,281.16345,239.19249,199.3014,181.68511,147.12628,116.94762,87.866106,71.885227,50.3865,40.316037,24.417258,19.751678,10.453843,7.9937501,1.4289929,0,0,0,0
3653,281.1632,239.19228,199.30122,181.68495,147.12615,116.94752,87.866028,71.885163,50.386455,40.316002,24.417237,19.75166,10.453833,7.993743,1.4289916,0,0,0,0
3654,281.16295,239.19207,199.30104,181.68479,147.12602,116.94741,87.86595,71.8851,50.38641,40.315966,24.417215,19.751643,10.453824,7.9937359,1.4289903,0,0,0,0
3655,281.1627,239.19185,199.30087,181.68463,147.12589,116.94731,87.865872,71.885036,50.386366,40.31593,24.417193,19.751625,10.453815,7.9937288,1.4289891,0,0,0,0
3656,281.16245,239.19164,199.30069,181.68447,147.12576,116.9472,87.865794,71.884972,50.386321,40.315894,24.417172,19.751608,10.453806,7.9937217,1.4289878,0,0,0,0
3657,281.1622,239.19143,199.30051,181.6843,147.12563,116.9471,87.865716,71.884908,50.386276,40.315859,24.41715,19.75159,10.453796,7.9937147,1.4289865,0,0,0,0
3658,281.16195,239.19122,199.30034,181.68414,147.1255,116.947,87.865638,71.884844,50.386232,40.315823,24.417128,19.751573,10.453787,7.9937076,1.4289853,0,0,0,0
3659,281.1617,239.191,199.30016,181.68398,147.12537,116.94689,87.86556,71.884781,50.386187,40.315787,24.417107,19.751555,10.453778,7.9937005,1.428984,0,0,0,0
3660,281.16146,239.19079,199.29998,181.68382,147.12524,116.94679,87.865482,71.884717,50.386142,40.315751,24.417085,19.751538,10.453768,7.9936934,1.4289827,0,0,0,0
3661,281.16121,239.19058,199.2998,181.68366,147.12511,116.94669,87.865404,71.884653,50.386097,40.315716,24.417063,19.75152,10.453759,7.9936863,1.4289815,0,0,0,0
3662,281.16096,239.19037,199.29963,181.6835,147.12498,116.94658,87.865327,71.884589,50.386053,40.31568,24.417042,19.751503,10.45375,7.9936792,1.4289802,0,0,0,0
3663,281.16071,239.19016,199.29945,181.68334,147.12485,116.94648,87.865249,71.884526,50.386008,40.315644,24.41702,19.751485,10.453741,7.9936721,1.4289789,0,0,0,0
3664,281.16046,239.18994,199.29927,181.68318,147.12472,116.94637,87.865171,71.884462,50.385963,40.315608,24.416998,19.751468,10.453731,7.993665,1.4289777,0,0,0,0
3665,281.16021,239.18973,199.2991,181.68301,147.12459,116.94627,87.865093,71.884398,50.385919,40.315572,24.416977,19.75145,10.453722,7.9936579,1.4289764,0,0,0,0
3666,281.15996,239.18952,199.29892,181.68285,147.12446,116.94617,87.865015,71.884334,50.385874,40.315537,24.416955,19.751433,10.453713,7.9936508,1.4289751,0,0,0,0
3667,281.15971,239.18931,199.29874,181.68269,147.12433,116.94606,87.864937,71.884271,50.385829,40.315501,24.416933,19.751415,10.453704,7.9936437,1.4289739,0,0,0,0
3668,281.15946,239.18909,199.29857,181.68253,147.12419,116.94596,87.864859,71.884207,50.385785,40.315465,24.416912,19.751398,10.453694,7.9936367,1.4289726,0,0,0,0
3669,281.15921,239.18888,199.29839,181.68237,147.12406,116.94586,87.864781,71.884143,50.38574,40.315429,24.41689,19.75138,10.453685,7.9936296,1.4289713,0,0,0,0
3670,281.15896,239.18867,199.29821,181.68221,147.12393,116.94575,87.864703,71.884079,50.385695,40.315394,24.416868,19.751363,10.453676,7.9936225,1.4289701,0,0,0,0
3671,281.15871,239.18846,199.29804,181.68205,147.1238,116.94565,87.864625,71.884015,50.38565,40.315358,24.416847,19.751345,10.453666,7.9936154,1.4289688,0,0,0,0
3672,281.15846,239.18825,199.29786,181.68189,147.12367,116.94554,87.864547,71.883952,50.385606,40.315322,24.416825,19.751328,10.453657,7.9936083,1.4289675,0,0,0,0
3673,281.15821,239.18803,199.29768,181.68173,147.12354,116.94544,87.864469,71.883888,50.385561,40.315286,24.416803,19.75131,10.453648,7.9936012,1.4289663,0,0,0,0
3674,281.15796,239.18782,199.29751,181.68156,147.12341,116.94534,87.864391,71.883824,50.385516,40.315251,24.416782,19.751293,10.453639,7.9935941,1.428965,0,0,0,0
3675,281.15771,239.18761,199.29733,181.6814,147.12328,116.94523,87.864313,71.88376,50.385472,40.315215,24.41676,19.751275,10.453629,7.993587,1.4289637,0,0,0,0
3676,281.15746,239.1874,199.29715,181.68124,147.12315,116.94513,87.864235,71.883697,50.385427,40.315179,24.416738,19.751258,10.45362,7.9935799,1.4289625,0,0,0,0
3677,281.15722,239.18719,199.29698,181.68108,147.12302,116.94503,87.864157,71.883633,50.385382,40.315143,24.416717,19.75124,10.453611,7.9935728,1.4289612,0,0,0,0
3678,281.15697,239.18697,199.2968,181.68092,147.12289,116.94492,87.864079,71.883569,50.385338,40.315108,24.416695,19.751222,10.453601,7.9935657,1.4289599,0,0,0,0
3679,281.15672,239.18676,199.29662,181.68076,147.12276,116.94482,87.864002,71.883505,50.385293,40.315072,24.416673,19.751205,10.453592,7.9935587,1.4289587,0,0,0,0
3680,281.15647,239.18655,199.29645,181.6806,147.12263,116.94471,87.863924,71.883442,50.385248,40.315036,24.416652,19.751187,10.453583,7.9935516,1.4289574,0,0,0,0
3681,281.15622,239.18634,199.29627,181.68044,147.1225,116.94461,87.863846,71.883378,50.385204,40.315,24.41663,19.75117,10.453574,7.9935445,1.4289561,0,0,0,0
3682,281.15597,239.18612,199.29609,181.68028,147.12237,116.94451,87.863768,71.883314,50.385159,40.314965,24.416608,19.751152,10.453564,7.9935374,1.4289549,0,0,0,0
3683,281.15572,239.18591,199.29592,181.68011,147.12224,116.9444,87.86369,71.88325,50.385114,40.314929,24.416587,19.751135,10.453555,7.9935303,1.4289536,0,0,0,0
3684,281.15547,239.1857,199.29574,181.67995,147.12211,116.9443,87.863612,71.883187,50.385069,40.314893,24.416565,19.751117,10.453546,7.9935232,1.4289523,0,0,0,0
3685,281.15522,239.18549,199.29556,181.67979,147.12198,116.9442,87.863534,71.883123,50.385025,40.314857,24.416543,19.7511,10.453537,7.9935161,1.428951,0,0,0,0
3686,281.15497,239.18528,199.29539,181.67963,147.12185,116.94409,87.863456,71.883059,50.38498,40.314821,24.416522,19.751082,10.453527,7.993509,1.4289498,0,0,0,0
3687,281.15472,239.18506,199.29521,181.67947,147.12172,116.94399,87.863378,71.882995,50.384935,40.314786,24.4165,19.751065,10.453518,7.9935019,1.4289485,0,0,0,0
3688,281.15447,239.18485,199.29503,181.67931,147.12158,116.94388,87.8633,71.882931,50.384891,40.31475,24.416478,19.751047,10.453509,7.9934948,1.4289472,0,0,0,0
3689,281.15422,239.18464,199.29485,181.67915,147.12145,116.94378,87.863222,71.882868,50.384846,40.314714,24.416457,19.75103,10.453499,7.9934877,1.428946,0,0,0,0
3690,281.15397,239.18443,199.29468,181.67899,147.12132,116.94368,87.863144,71.882804,50.384801,40.314678,24.416435,19.751012,10.45349,7.9934807,1.4289447,0,0,0,0
3691,281.15372,239.18421,199.2945,181.67882,147.12119,116.94357,87.863066,71.88274,50.384757,40.314643,24.416414,19.750995,10.453481,7.9934736,1.4289434,0,0,0,0
3692,281.15347,239.184,199.29432,181.67866,147.12106,116.94347,87.862988,71.882676,50.384712,40.314607,24.416392,19.750977,10.453472,7.9934665,1.4289422,0,0,0,0
3693,281.15322,239.18379,199.29415,181.6785,147.12093,116.94337,87.86291,71.882613,50.384667,40.314571,24.41637,19.75096,10.453462,7.9934594,1.4289409,0,0,0,0
3694,281.15298,239.18358,199.29397,181.67834,147.1208,116.94326,87.862832,71.882549,50.384622,40.314535,24.416349,19.750942,10.453453,7.9934523,1.4289396,0,0,0,0
3695,281.15273,239.18337,199.29379,181.67818,147.12067,116.94316,87.862754,71.882485,50.384578,40.3145,24.416327,19.750925,10.453444,7.9934452,1.4289384,0,0,0,0
3696,281.15248,239.18315,199.29362,181.67802,147.12054,116.94305,87.862677,71.882421,50.384533,40.314464,24.416305,19.750907,10.453435,7.9934381,1.4289371,0,0,0,0
3697,281.15223,239.18294,199.29344,181.67786,147.12041,116.94295,87.862599,71.882358,50.384488,40.314428,24.416284,19.75089,10.453425,7.993431,1.4289358,0,0,0,0
3698,281.15198,239.18273,199.29326,181.6777,147.12028,116.94285,87.862521,71.882294,50.384444,40.314392,24.416262,19.750872,10.453416,7.9934239,1.4289346,0,0,0,0
3699,281.15173,239.18252,199.29309,181.67754,147.12015,116.94274,87.862443,71.88223,50.384399,40.314357,24.41624,19.750855,10.453407,7.9934168,1.4289333,0,0,0,0
3700,281.15148,239.18231,199.29291,181.67737,147.12002,116.94264,87.862365,71.882166,50.384354,40.314321,24.416219,19.750837,10.453397,7.9934097,1.428932,0,0,0,0
3701,281.15123,239.18209,199.29273,181.67721,147.11989,116.94254,87.862287,71.882103,50.38431,40.314285,24.416197,19.750819,10.453388,7.9934027,1.4289308,0,0,0,0
3702,281.15098,239.18188,199.29256,181.67705,147.11976,116.94243,87.862209,71.882039,50.384265,40.314249,24.416175,19.750802,10.453379,7.9933956,1.4289295,0,0,0,0
3703,281.15073,239.18167,199.29238,181.67689,147.11963,116.94233,87.862131,71.881975,50.38422,40.314213,24.416154,19.750784,10.45337,7.9933885,1.4289282,0,0,0,0
3704,281.15048,239.18146,199.2922,181.67673,147.1195,116.94222,87.862053,71.881911,50.384176,40.314178,24.416132,19.750767,10.45336,7.9933814,1.428927,0,0,0,0
3705,281.15023,239.18124,199.29203,181.67657,147.11937,116.94212,87.861975,71.881847,50.384131,40.314142,24.41611,19.750749,10.453351,7.9933743,1.4289257,0,0,0,0
3706,281.14998,239.18103,199.29185,181.67641,147.11924,116.94202,87.861897,71.881784,50.384086,40.314106,24.416089,19.750732,10.453342,7.9933672,1.4289244,0,0,0,0
3707,281.14973,239.18082,199.29167,181.67625,147.1191,116.94191,87.861819,71.88172,50.384041,40.31407,24.416067,19.750714,10.453333,7.9933601,1.4289232,0,0,0,0
3708,281.14948,239.18061,199.2915,181.67608,147.11897,116.94181,87.861741,71.881656,50.383997,40.314035,24.416045,19.750697,10.453323,7.993353,1.4289219,0,0,0,0
3709,281.14923,239.1804,199.29132,181.67592,147.11884,116.94171,87.861663,71.881592,50.383952,40.313999,24.416024,19.750679,10.453314,7.9933459,1.4289206,0,0,0,0
3710,281.14899,239.18018,199.29114,181.67576,147.11871,116.9416,87.861585,71.881529,50.383907,40.313963,24.416002,19.750662,10.453305,7.9933388,1.4289194,0,0,0,0
3711,281.14874,239.17997,199.29097,181.6756,147.11858,116.9415,87.861507,71.881465,50.383863,40.313927,24.41598,19.750644,10.453295,7.9933317,1.4289181,0,0,0,0
