Time (ms),Stress at 0.00 mm (kPa),Stress at 0.25 mm (kPa),Stress at 0.45 mm (kPa),Stress at 0.65 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.05 mm (kPa),Stress at 1.26 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.44 mm (kPa),Stress at 2.65 mm (kPa),Stress at 2.85 mm (kPa),Stress at 3.06 mm (kPa),Stress at 3.25 mm (kPa),Stress at 3.45 mm (kPa),Stress at 3.65 mm (kPa),Stress at 3.85 mm (kPa)
800,205.0244,195.08585,173.25527,144.23058,116.16325,89.245166,65.060507,50.621401,36.397343,23.564219,15.089133,8.267933,2.9944768,0,0,0,0,0,0,0
801,205.1587,195.21364,173.36877,144.32506,116.23935,89.303629,65.103127,50.654562,36.421186,23.579655,15.099017,8.2733492,2.9964384,0,0,0,0,0,0,0
802,205.29301,195.34144,173.48226,144.41955,116.31544,89.362091,65.145747,50.687723,36.445029,23.595092,15.108902,8.2787654,2.9984001,0,0,0,0,0,0,0
803,205.42732,195.46924,173.59576,144.51403,116.39154,89.420554,65.188367,50.720884,36.468872,23.610528,15.118786,8.2841815,3.0003617,0,0,0,0,0,0,0
804,205.56163,195.59704,173.70926,144.60851,116.46763,89.479017,65.230987,50.754045,36.492715,23.625964,15.128671,8.2895977,3.0023233,0,0,0,0,0,0,0
805,205.69593,195.72483,173.82275,144.70299,116.54373,89.53748,65.273607,50.787206,36.516559,23.641401,15.138556,8.2950139,3.0042849,0,0,0,0,0,0,0
806,205.83024,195.85263,173.93625,144.79748,116.61983,89.595943,65.316227,50.820367,36.540402,23.656837,15.14844,8.30043,3.0062466,0,0,0,0,0,0,0
807,205.96455,195.98043,174.04974,144.89196,116.69592,89.654406,65.358846,50.853528,36.564245,23.672274,15.158325,8.3058462,3.0082082,0,0,0,0,0,0,0
808,206.09886,196.10822,174.16324,144.98644,116.77202,89.712868,65.401466,50.88669,36.588088,23.68771,15.168209,8.3112624,3.0101698,0,0,0,0,0,0,0
809,206.23316,196.23602,174.27674,145.08093,116.84812,89.771331,65.444086,50.919851,36.611932,23.703147,15.178094,8.3166785,3.0121314,0,0,0,0,0,0,0
810,206.36747,196.36382,174.39023,145.17541,116.92421,89.829794,65.486706,50.953012,36.635775,23.718583,15.187979,8.3220947,3.0140931,0,0,0,0,0,0,0
811,206.50178,196.49161,174.50373,145.26989,117.00031,89.888257,65.529326,50.986173,36.659618,23.73402,15.197863,8.3275109,3.0160547,0,0,0,0,0,0,0
812,206.63609,196.61941,174.61723,145.36437,117.07641,89.94672,65.571946,51.019334,36.683461,23.749456,15.207748,8.332927,3.0180163,0,0,0,0,0,0,0
813,206.77039,196.74721,174.73072,145.45886,117.1525,90.005182,65.614566,51.052495,36.707304,23.764893,15.217632,8.3383432,3.0199779,0,0,0,0,0,0,0
814,206.9047,196.87501,174.84422,145.55334,117.2286,90.063645,65.657186,51.085656,36.731148,23.780329,15.227517,8.3437593,3.0219396,0,0,0,0,0,0,0
815,207.03901,197.0028,174.95771,145.64782,117.30469,90.122108,65.699806,51.118817,36.754991,23.795766,15.237402,8.3491755,3.0239012,0,0,0,0,0,0,0
816,207.17332,197.1306,175.07121,145.7423,117.38079,90.180571,65.742426,51.151979,36.778834,23.811202,15.247286,8.3545917,3.0258628,0,0,0,0,0,0,0
817,207.30762,197.2584,175.18471,145.83679,117.45689,90.239034,65.785045,51.18514,36.802677,23.826639,15.257171,8.3600078,3.0278244,0,0,0,0,0,0,0
818,207.44193,197.38619,175.2982,145.93127,117.53298,90.297496,65.827665,51.218301,36.82652,23.842075,15.267055,8.365424,3.0297861,0,0,0,0,0,0,0
819,207.57624,197.51399,175.4117,146.02575,117.60908,90.355959,65.870285,51.251462,36.850364,23.857512,15.27694,8.3708402,3.0317477,0,0,0,0,0,0,0
820,207.71055,197.64179,175.5252,146.12024,117.68518,90.414422,65.912905,51.284623,36.874207,23.872948,15.286825,8.3762563,3.0337093,0,0,0,0,0,0,0
821,207.84485,197.76958,175.63869,146.21472,117.76127,90.472885,65.955525,51.317784,36.89805,23.888384,15.296709,8.3816725,3.0356709,0,0,0,0,0,0,0
822,207.97916,197.89738,175.75219,146.3092,117.83737,90.531348,65.998145,51.350945,36.921893,23.903821,15.306594,8.3870887,3.0376326,0,0,0,0,0,0,0
823,208.11347,198.02518,175.86568,146.40368,117.91346,90.58981,66.040765,51.384106,36.945736,23.919257,15.316478,8.3925048,3.0395942,0,0,0,0,0,0,0
824,208.24778,198.15298,175.97918,146.49817,117.98956,90.648273,66.083385,51.417267,36.96958,23.934694,15.326363,8.397921,3.0415558,0,0,0,0,0,0,0
825,208.38209,198.28077,176.09268,146.59265,118.06566,90.706736,66.126005,51.450429,36.993423,23.95013,15.336248,8.4033372,3.0435174,0,0,0,0,0,0,0
826,208.51639,198.40857,176.20617,146.68713,118.14175,90.765199,66.168625,51.48359,37.017266,23.965567,15.346132,8.4087533,3.0454791,0,0,0,0,0,0,0
827,208.6507,198.53637,176.31967,146.78161,118.21785,90.823662,66.211244,51.516751,37.041109,23.981003,15.356017,8.4141695,3.0474407,0,0,0,0,0,0,0
828,208.78501,198.66416,176.43317,146.8761,118.29395,90.882124,66.253864,51.549912,37.064952,23.99644,15.365901,8.4195857,3.0494023,0,0,0,0,0,0,0
829,208.91932,198.79196,176.54666,146.97058,118.37004,90.940587,66.296484,51.583073,37.088796,24.011876,15.375786,8.4250018,3.0513639,0,0,0,0,0,0,0
830,209.05362,198.91976,176.66016,147.06506,118.44614,90.99905,66.339104,51.616234,37.112639,24.027313,15.385671,8.430418,3.0533256,0,0,0,0,0,0,0
831,209.18793,199.04756,176.77365,147.15954,118.52224,91.057513,66.381724,51.649395,37.136482,24.042749,15.395555,8.4358342,3.0552872,0,0,0,0,0,0,0
832,209.32224,199.17535,176.88715,147.25403,118.59833,91.115976,66.424344,51.682556,37.160325,24.058186,15.40544,8.4412503,3.0572488,0,0,0,0,0,0,0
833,209.45655,199.30315,177.00065,147.34851,118.67443,91.174439,66.466964,51.715717,37.184168,24.073622,15.415325,8.4466665,3.0592104,0,0,0,0,0,0,0
834,209.59085,199.43095,177.11414,147.44299,118.75052,91.232901,66.509584,51.748879,37.208012,24.089059,15.425209,8.4520827,3.0611721,0,0,0,0,0,0,0
835,209.72516,199.55874,177.22764,147.53748,118.82662,91.291364,66.552204,51.78204,37.231855,24.104495,15.435094,8.4574988,3.0631337,0,0,0,0,0,0,0
836,209.85947,199.68654,177.34114,147.63196,118.90272,91.349827,66.594824,51.815201,37.255698,24.119932,15.444978,8.462915,3.0650953,0,0,0,0,0,0,0
837,209.99378,199.81434,177.45463,147.72644,118.97881,91.40829,66.637443,51.848362,37.279541,24.135368,15.454863,8.4683312,3.0670569,0,0,0,0,0,0,0
838,210.12808,199.94213,177.56813,147.82092,119.05491,91.466753,66.680063,51.881523,37.303384,24.150804,15.464748,8.4737473,3.0690186,0,0,0,0,0,0,0
839,210.26239,200.06993,177.68162,147.91541,119.13101,91.525215,66.722683,51.914684,37.327228,24.166241,15.474632,8.4791635,3.0709802,0,0,0,0,0,0,0
840,210.3967,200.19773,177.79512,148.00989,119.2071,91.583678,66.765303,51.947845,37.351071,24.181677,15.484517,8.4845797,3.0729418,0,0,0,0,0,0,0
841,210.53101,200.32553,177.90862,148.10437,119.2832,91.642141,66.807923,51.981006,37.374914,24.197114,15.494401,8.4899958,3.0749034,0,0,0,0,0,0,0
842,210.66531,200.45332,178.02211,148.19885,119.3593,91.700604,66.850543,52.014167,37.398757,24.21255,15.504286,8.495412,3.0768651,0,0,0,0,0,0,0
843,210.79962,200.58112,178.13561,148.29334,119.43539,91.759067,66.893163,52.047329,37.422601,24.227987,15.514171,8.5008281,3.0788267,0,0,0,0,0,0,0
844,210.93391,200.7089,178.24909,148.38781,119.51148,91.817523,66.935778,52.080486,37.446441,24.243422,15.524054,8.5062437,3.0807881,0,0,0,0,0,0,0
845,210.95499,200.72895,178.2669,148.40263,119.52342,91.826695,66.942465,52.085689,37.450182,24.245843,15.525605,8.5070934,3.0810958,0,0,0,0,0,0,0
846,210.97606,200.749,178.28471,148.41746,119.53536,91.835868,66.949151,52.090891,37.453923,24.248265,15.527156,8.5079432,3.0814036,0,0,0,0,0,0,0
847,210.99713,200.76905,178.30251,148.43228,119.5473,91.84504,66.955838,52.096094,37.457664,24.250687,15.528707,8.508793,3.0817114,0,0,0,0,0,0,0
848,211.0182,200.7891,178.32032,148.4471,119.55924,91.854213,66.962525,52.101297,37.461404,24.253109,15.530257,8.5096427,3.0820191,0,0,0,0,0,0,0
849,211.03927,200.80915,178.33813,148.46193,119.57117,91.863385,66.969212,52.1065,37.465145,24.255531,15.531808,8.5104925,3.0823269,0,0,0,0,0,0,0
850,211.06035,200.82921,178.35593,148.47675,119.58311,91.872557,66.975899,52.111703,37.468886,24.257953,15.533359,8.5113423,3.0826347,0,0,0,0,0,0,0
851,211.08142,200.84926,178.37374,148.49158,119.59505,91.88173,66.982585,52.116905,37.472627,24.260375,15.53491,8.512192,3.0829424,0,0,0,0,0,0,0
852,211.10249,200.86931,178.39155,148.5064,119.60699,91.890902,66.989272,52.122108,37.476368,24.262797,15.536461,8.5130418,3.0832502,0,0,0,0,0,0,0
853,211.12356,200.88936,178.40935,148.52122,119.61893,91.900075,66.995959,52.127311,37.480109,24.265219,15.538012,8.5138916,3.083558,0,0,0,0,0,0,0
854,211.14463,200.90941,178.42716,148.53605,119.63087,91.909247,67.002646,52.132514,37.48385,24.26764,15.539562,8.5147413,3.0838657,0,0,0,0,0,0,0
855,211.16571,200.92946,178.44497,148.55087,119.64281,91.91842,67.009333,52.137716,37.48759,24.270062,15.541113,8.5155911,3.0841735,0,0,0,0,0,0,0
856,211.18678,200.94951,178.46277,148.56569,119.65475,91.927592,67.01602,52.142919,37.491331,24.272484,15.542664,8.5164409,3.0844813,0,0,0,0,0,0,0
857,211.20785,200.96956,178.48058,148.58052,119.66669,91.936765,67.022706,52.148122,37.495072,24.274906,15.544215,8.5172906,3.0847891,0,0,0,0,0,0,0
858,211.22892,200.98961,178.49839,148.59534,119.67863,91.945937,67.029393,52.153325,37.498813,24.277328,15.545766,8.5181404,3.0850968,0,0,0,0,0,0,0
859,211.24999,201.00966,178.5162,148.61017,119.69057,91.95511,67.03608,52.158528,37.502554,24.27975,15.547317,8.5189901,3.0854046,0,0,0,0,0,0,0
860,211.27107,201.02971,178.534,148.62499,119.7025,91.964282,67.042767,52.16373,37.506295,24.282172,15.548867,8.5198399,3.0857124,0,0,0,0,0,0,0
861,211.29214,201.04976,178.55181,148.63981,119.71444,91.973455,67.049454,52.168933,37.510036,24.284594,15.550418,8.5206897,3.0860201,0,0,0,0,0,0,0
862,211.31321,201.06981,178.56962,148.65464,119.72638,91.982627,67.05614,52.174136,37.513776,24.287016,15.551969,8.5215394,3.0863279,0,0,0,0,0,0,0
863,211.33428,201.08986,178.58742,148.66946,119.73832,91.991799,67.062827,52.179339,37.517517,24.289437,15.55352,8.5223892,3.0866357,0,0,0,0,0,0,0
864,211.35535,201.10991,178.60523,148.68428,119.75026,92.000972,67.069514,52.184542,37.521258,24.291859,15.555071,8.523239,3.0869434,0,0,0,0,0,0,0
865,211.37643,201.12996,178.62304,148.69911,119.7622,92.010144,67.076201,52.189744,37.524999,24.294281,15.556622,8.5240887,3.0872512,0,0,0,0,0,0,0
866,211.3975,201.15001,178.64084,148.71393,119.77414,92.019317,67.082888,52.194947,37.52874,24.296703,15.558172,8.5249385,3.087559,0,0,0,0,0,0,0
867,211.41857,201.17007,178.65865,148.72876,119.78608,92.028489,67.089574,52.20015,37.532481,24.299125,15.559723,8.5257883,3.0878667,0,0,0,0,0,0,0
868,211.43964,201.19012,178.67646,148.74358,119.79802,92.037662,67.096261,52.205353,37.536222,24.301547,15.561274,8.526638,3.0881745,0,0,0,0,0,0,0
869,211.46072,201.21017,178.69426,148.7584,119.80996,92.046834,67.102948,52.210555,37.539962,24.303969,15.562825,8.5274878,3.0884823,0,0,0,0,0,0,0
870,211.48179,201.23022,178.71207,148.77323,119.82189,92.056007,67.109635,52.215758,37.543703,24.306391,15.564376,8.5283376,3.08879,0,0,0,0,0,0,0
871,211.50286,201.25027,178.72988,148.78805,119.83383,92.065179,67.116322,52.220961,37.547444,24.308813,15.565927,8.5291873,3.0890978,0,0,0,0,0,0,0
872,211.52393,201.27032,178.74768,148.80287,119.84577,92.074352,67.123008,52.226164,37.551185,24.311234,15.567477,8.5300371,3.0894056,0,0,0,0,0,0,0
873,211.545,201.29037,178.76549,148.8177,119.85771,92.083524,67.129695,52.231367,37.554926,24.313656,15.569028,8.5308868,3.0897133,0,0,0,0,0,0,0
874,211.56608,201.31042,178.7833,148.83252,119.86965,92.092697,67.136382,52.236569,37.558667,24.316078,15.570579,8.5317366,3.0900211,0,0,0,0,0,0,0
875,211.58715,201.33047,178.80111,148.84735,119.88159,92.101869,67.143069,52.241772,37.562408,24.3185,15.57213,8.5325864,3.0903289,0,0,0,0,0,0,0
876,211.60822,201.35052,178.81891,148.86217,119.89353,92.111042,67.149756,52.246975,37.566148,24.320922,15.573681,8.5334361,3.0906366,0,0,0,0,0,0,0
877,211.62929,201.37057,178.83672,148.87699,119.90547,92.120214,67.156442,52.252178,37.569889,24.323344,15.575232,8.5342859,3.0909444,0,0,0,0,0,0,0
878,211.65036,201.39062,178.85453,148.89182,119.91741,92.129386,67.163129,52.25738,37.57363,24.325766,15.576782,8.5351357,3.0912522,0,0,0,0,0,0,0
879,211.67144,201.41067,178.87233,148.90664,119.92935,92.138559,67.169816,52.262583,37.577371,24.328188,15.578333,8.5359854,3.0915599,0,0,0,0,0,0,0
880,211.69251,201.43072,178.89014,148.92146,119.94129,92.147731,67.176503,52.267786,37.581112,24.33061,15.579884,8.5368352,3.0918677,0,0,0,0,0,0,0
881,211.71358,201.45077,178.90795,148.93629,119.95322,92.156904,67.18319,52.272989,37.584853,24.333031,15.581435,8.537685,3.0921755,0,0,0,0,0,0,0
882,211.73465,201.47082,178.92575,148.95111,119.96516,92.166076,67.189877,52.278192,37.588594,24.335453,15.582986,8.5385347,3.0924832,0,0,0,0,0,0,0
883,211.75572,201.49087,178.94356,148.96594,119.9771,92.175249,67.196563,52.283394,37.592334,24.337875,15.584537,8.5393845,3.092791,0,0,0,0,0,0,0
884,211.7768,201.51093,178.96137,148.98076,119.98904,92.184421,67.20325,52.288597,37.596075,24.340297,15.586087,8.5402342,3.0930988,0,0,0,0,0,0,0
885,211.79787,201.53098,178.97917,148.99558,120.00098,92.193594,67.209937,52.2938,37.599816,24.342719,15.587638,8.541084,3.0934065,0,0,0,0,0,0,0
886,211.81894,201.55103,178.99698,149.01041,120.01292,92.202766,67.216624,52.299003,37.603557,24.345141,15.589189,8.5419338,3.0937143,0,0,0,0,0,0,0
887,211.84001,201.57108,179.01479,149.02523,120.02486,92.211939,67.223311,52.304205,37.607298,24.347563,15.59074,8.5427835,3.0940221,0,0,0,0,0,0,0
888,211.86108,201.59113,179.0326,149.04006,120.0368,92.221111,67.229997,52.309408,37.611039,24.349985,15.592291,8.5436333,3.0943298,0,0,0,0,0,0,0
889,211.88216,201.61118,179.0504,149.05488,120.04874,92.230284,67.236684,52.314611,37.61478,24.352407,15.593842,8.5444831,3.0946376,0,0,0,0,0,0,0
890,211.90323,201.63123,179.06821,149.0697,120.06068,92.239456,67.243371,52.319814,37.61852,24.354828,15.595392,8.5453328,3.0949454,0,0,0,0,0,0,0
891,211.9243,201.65128,179.08602,149.08453,120.07261,92.248629,67.250058,52.325017,37.622261,24.35725,15.596943,8.5461826,3.0952531,0,0,0,0,0,0,0
892,211.94537,201.67133,179.10382,149.09935,120.08455,92.257801,67.256745,52.330219,37.626002,24.359672,15.598494,8.5470324,3.0955609,0,0,0,0,0,0,0
893,211.96644,201.69138,179.12163,149.11417,120.09649,92.266973,67.263431,52.335422,37.629743,24.362094,15.600045,8.5478821,3.0958687,0,0,0,0,0,0,0
894,211.98752,201.71143,179.13944,149.129,120.10843,92.276146,67.270118,52.340625,37.633484,24.364516,15.601596,8.5487319,3.0961764,0,0,0,0,0,0,0
895,212.00859,201.73148,179.15724,149.14382,120.12037,92.285318,67.276805,52.345828,37.637225,24.366938,15.603147,8.5495817,3.0964842,0,0,0,0,0,0,0
896,212.02966,201.75153,179.17505,149.15865,120.13231,92.294491,67.283492,52.351031,37.640966,24.36936,15.604697,8.5504314,3.096792,0,0,0,0,0,0,0
897,212.05073,201.77158,179.19286,149.17347,120.14425,92.303663,67.290179,52.356233,37.644706,24.371782,15.606248,8.5512812,3.0970997,0,0,0,0,0,0,0
898,212.0718,201.79163,179.21066,149.18829,120.15619,92.312836,67.296865,52.361436,37.648447,24.374204,15.607799,8.5521309,3.0974075,0,0,0,0,0,0,0
899,212.09288,201.81168,179.22847,149.20312,120.16813,92.322008,67.303552,52.366639,37.652188,24.376625,15.60935,8.5529807,3.0977153,0,0,0,0,0,0,0
900,212.11395,201.83173,179.24628,149.21794,120.18007,92.331181,67.310239,52.371842,37.655929,24.379047,15.610901,8.5538305,3.098023,0,0,0,0,0,0,0
901,212.13502,201.85179,179.26408,149.23276,120.19201,92.340353,67.316926,52.377044,37.65967,24.381469,15.612452,8.5546802,3.0983308,0,0,0,0,0,0,0
902,212.15609,201.87184,179.28189,149.24759,120.20394,92.349526,67.323613,52.382247,37.663411,24.383891,15.614002,8.55553,3.0986386,0,0,0,0,0,0,0
903,212.17717,201.89189,179.2997,149.26241,120.21588,92.358698,67.3303,52.38745,37.667152,24.386313,15.615553,8.5563798,3.0989463,0,0,0,0,0,0,0
904,212.19824,201.91194,179.31751,149.27724,120.22782,92.367871,67.336986,52.392653,37.670892,24.388735,15.617104,8.5572295,3.0992541,0,0,0,0,0,0,0
905,212.21931,201.93199,179.33531,149.29206,120.23976,92.377043,67.343673,52.397856,37.674633,24.391157,15.618655,8.5580793,3.0995619,0,0,0,0,0,0,0
906,212.24038,201.95204,179.35312,149.30688,120.2517,92.386216,67.35036,52.403058,37.678374,24.393579,15.620206,8.5589291,3.0998696,0,0,0,0,0,0,0
907,212.26145,201.97209,179.37093,149.32171,120.26364,92.395388,67.357047,52.408261,37.682115,24.396001,15.621757,8.5597788,3.1001774,0,0,0,0,0,0,0
908,212.28253,201.99214,179.38873,149.33653,120.27558,92.40456,67.363734,52.413464,37.685856,24.398423,15.623307,8.5606286,3.1004852,0,0,0,0,0,0,0
909,212.3036,202.01219,179.40654,149.35135,120.28752,92.413733,67.37042,52.418667,37.689597,24.400844,15.624858,8.5614784,3.1007929,0,0,0,0,0,0,0
910,212.32467,202.03224,179.42435,149.36618,120.29946,92.422905,67.377107,52.423869,37.693338,24.403266,15.626409,8.5623281,3.1011007,0,0,0,0,0,0,0
911,212.34574,202.05229,179.44215,149.381,120.3114,92.432078,67.383794,52.429072,37.697078,24.405688,15.62796,8.5631779,3.1014085,0,0,0,0,0,0,0
912,212.36681,202.07234,179.45996,149.39583,120.32334,92.44125,67.390481,52.434275,37.700819,24.40811,15.629511,8.5640276,3.1017162,0,0,0,0,0,0,0
913,212.38789,202.09239,179.47777,149.41065,120.33527,92.450423,67.397168,52.439478,37.70456,24.410532,15.631062,8.5648774,3.102024,0,0,0,0,0,0,0
914,212.40896,202.11244,179.49557,149.42547,120.34721,92.459595,67.403854,52.444681,37.708301,24.412954,15.632612,8.5657272,3.1023318,0,0,0,0,0,0,0
915,212.43003,202.13249,179.51338,149.4403,120.35915,92.468768,67.410541,52.449883,37.712042,24.415376,15.634163,8.5665769,3.1026396,0,0,0,0,0,0,0
916,212.4511,202.15254,179.53119,149.45512,120.37109,92.47794,67.417228,52.455086,37.715783,24.417798,15.635714,8.5674267,3.1029473,0,0,0,0,0,0,0
917,212.47217,202.17259,179.54899,149.46994,120.38303,92.487113,67.423915,52.460289,37.719524,24.42022,15.637265,8.5682765,3.1032551,0,0,0,0,0,0,0
918,212.49325,202.19265,179.5668,149.48477,120.39497,92.496285,67.430602,52.465492,37.723264,24.422641,15.638816,8.5691262,3.1035629,0,0,0,0,0,0,0
919,212.51432,202.2127,179.58461,149.49959,120.40691,92.505458,67.437288,52.470695,37.727005,24.425063,15.640367,8.569976,3.1038706,0,0,0,0,0,0,0
920,212.53539,202.23275,179.60242,149.51442,120.41885,92.51463,67.443975,52.475897,37.730746,24.427485,15.641917,8.5708258,3.1041784,0,0,0,0,0,0,0
921,212.55646,202.2528,179.62022,149.52924,120.43079,92.523803,67.450662,52.4811,37.734487,24.429907,15.643468,8.5716755,3.1044862,0,0,0,0,0,0,0
922,212.57753,202.27285,179.63803,149.54406,120.44273,92.532975,67.457349,52.486303,37.738228,24.432329,15.645019,8.5725253,3.1047939,0,0,0,0,0,0,0
923,212.59861,202.2929,179.65584,149.55889,120.45466,92.542147,67.464036,52.491506,37.741969,24.434751,15.64657,8.573375,3.1051017,0,0,0,0,0,0,0
924,212.61968,202.31295,179.67364,149.57371,120.4666,92.55132,67.470722,52.496708,37.74571,24.437173,15.648121,8.5742248,3.1054095,0,0,0,0,0,0,0
925,212.64075,202.333,179.69145,149.58853,120.47854,92.560492,67.477409,52.501911,37.74945,24.439595,15.649672,8.5750746,3.1057172,0,0,0,0,0,0,0
926,212.66182,202.35305,179.70926,149.60336,120.49048,92.569665,67.484096,52.507114,37.753191,24.442017,15.651223,8.5759243,3.106025,0,0,0,0,0,0,0
927,212.68289,202.3731,179.72706,149.61818,120.50242,92.578837,67.490783,52.512317,37.756932,24.444438,15.652773,8.5767741,3.1063328,0,0,0,0,0,0,0
928,212.70397,202.39315,179.74487,149.63301,120.51436,92.58801,67.49747,52.51752,37.760673,24.44686,15.654324,8.5776239,3.1066405,0,0,0,0,0,0,0
929,212.72504,202.4132,179.76268,149.64783,120.5263,92.597182,67.504157,52.522722,37.764414,24.449282,15.655875,8.5784736,3.1069483,0,0,0,0,0,0,0
930,212.74611,202.43325,179.78048,149.66265,120.53824,92.606355,67.510843,52.527925,37.768155,24.451704,15.657426,8.5793234,3.1072561,0,0,0,0,0,0,0
931,212.76718,202.4533,179.79829,149.67748,120.55018,92.615527,67.51753,52.533128,37.771896,24.454126,15.658977,8.5801732,3.1075638,0,0,0,0,0,0,0
932,212.78825,202.47335,179.8161,149.6923,120.56212,92.6247,67.524217,52.538331,37.775636,24.456548,15.660528,8.5810229,3.1078716,0,0,0,0,0,0,0
933,212.80933,202.4934,179.8339,149.70712,120.57406,92.633872,67.530904,52.543533,37.779377,24.45897,15.662078,8.5818727,3.1081794,0,0,0,0,0,0,0
934,212.8304,202.51345,179.85171,149.72195,120.58599,92.643045,67.537591,52.548736,37.783118,24.461392,15.663629,8.5827225,3.1084871,0,0,0,0,0,0,0
935,212.85147,202.53351,179.86952,149.73677,120.59793,92.652217,67.544277,52.553939,37.786859,24.463814,15.66518,8.5835722,3.1087949,0,0,0,0,0,0,0
936,212.87254,202.55356,179.88733,149.7516,120.60987,92.66139,67.550964,52.559142,37.7906,24.466235,15.666731,8.584422,3.1091027,0,0,0,0,0,0,0
937,212.89362,202.57361,179.90513,149.76642,120.62181,92.670562,67.557651,52.564345,37.794341,24.468657,15.668282,8.5852717,3.1094104,0,0,0,0,0,0,0
938,212.91469,202.59366,179.92294,149.78124,120.63375,92.679734,67.564338,52.569547,37.798082,24.471079,15.669833,8.5861215,3.1097182,0,0,0,0,0,0,0
939,212.93576,202.61371,179.94075,149.79607,120.64569,92.688907,67.571025,52.57475,37.801822,24.473501,15.671383,8.5869713,3.110026,0,0,0,0,0,0,0
940,212.95683,202.63376,179.95855,149.81089,120.65763,92.698079,67.577711,52.579953,37.805563,24.475923,15.672934,8.587821,3.1103337,0,0,0,0,0,0,0
941,212.9779,202.65381,179.97636,149.82572,120.66957,92.707252,67.584398,52.585156,37.809304,24.478345,15.674485,8.5886708,3.1106415,0,0,0,0,0,0,0
942,212.99898,202.67386,179.99417,149.84054,120.68151,92.716424,67.591085,52.590358,37.813045,24.480767,15.676036,8.5895206,3.1109493,0,0,0,0,0,0,0
943,213.02005,202.69391,180.01197,149.85536,120.69345,92.725597,67.597772,52.595561,37.816786,24.483189,15.677587,8.5903703,3.111257,0,0,0,0,0,0,0
944,213.04112,202.71396,180.02978,149.87019,120.70539,92.734769,67.604459,52.600764,37.820527,24.485611,15.679138,8.5912201,3.1115648,0,0,0,0,0,0,0
945,213.06219,202.73401,180.04759,149.88501,120.71732,92.743942,67.611145,52.605967,37.824268,24.488032,15.680688,8.5920699,3.1118726,0,0,0,0,0,0,0
946,213.08326,202.75406,180.06539,149.89983,120.72926,92.753114,67.617832,52.61117,37.828008,24.490454,15.682239,8.5929196,3.1121803,0,0,0,0,0,0,0
947,213.10434,202.77411,180.0832,149.91466,120.7412,92.762287,67.624519,52.616372,37.831749,24.492876,15.68379,8.5937694,3.1124881,0,0,0,0,0,0,0
948,213.12541,202.79416,180.10101,149.92948,120.75314,92.771459,67.631206,52.621575,37.83549,24.495298,15.685341,8.5946192,3.1127959,0,0,0,0,0,0,0
949,213.14648,202.81421,180.11881,149.94431,120.76508,92.780632,67.637893,52.626778,37.839231,24.49772,15.686892,8.5954689,3.1131036,0,0,0,0,0,0,0
950,213.16755,202.83426,180.13662,149.95913,120.77702,92.789804,67.644579,52.631981,37.842972,24.500142,15.688443,8.5963187,3.1134114,0,0,0,0,0,0,0
951,213.18862,202.85431,180.15443,149.97395,120.78896,92.798977,67.651266,52.637184,37.846713,24.502564,15.689993,8.5971684,3.1137192,0,0,0,0,0,0,0
952,213.2097,202.87437,180.17224,149.98878,120.8009,92.808149,67.657953,52.642386,37.850454,24.504986,15.691544,8.5980182,3.1140269,0,0,0,0,0,0,0
953,213.23077,202.89442,180.19004,150.0036,120.81284,92.817321,67.66464,52.647589,37.854194,24.507408,15.693095,8.598868,3.1143347,0,0,0,0,0,0,0
954,213.25184,202.91447,180.20785,150.01842,120.82478,92.826494,67.671327,52.652792,37.857935,24.509829,15.694646,8.5997177,3.1146425,0,0,0,0,0,0,0
955,213.27291,202.93452,180.22566,150.03325,120.83671,92.835666,67.678014,52.657995,37.861676,24.512251,15.696197,8.6005675,3.1149502,0,0,0,0,0,0,0
956,213.29398,202.95457,180.24346,150.04807,120.84865,92.844839,67.6847,52.663197,37.865417,24.514673,15.697748,8.6014173,3.115258,0,0,0,0,0,0,0
957,213.31506,202.97462,180.26127,150.0629,120.86059,92.854011,67.691387,52.6684,37.869158,24.517095,15.699298,8.602267,3.1155658,0,0,0,0,0,0,0
958,213.33613,202.99467,180.27908,150.07772,120.87253,92.863184,67.698074,52.673603,37.872899,24.519517,15.700849,8.6031168,3.1158735,0,0,0,0,0,0,0
959,213.3572,203.01472,180.29688,150.09254,120.88447,92.872356,67.704761,52.678806,37.87664,24.521939,15.7024,8.6039666,3.1161813,0,0,0,0,0,0,0
960,213.37827,203.03477,180.31469,150.10737,120.89641,92.881529,67.711448,52.684009,37.88038,24.524361,15.703951,8.6048163,3.1164891,0,0,0,0,0,0,0
961,213.39934,203.05482,180.3325,150.12219,120.90835,92.890701,67.718134,52.689211,37.884121,24.526783,15.705502,8.6056661,3.1167968,0,0,0,0,0,0,0
962,213.42042,203.07487,180.3503,150.13701,120.92029,92.899874,67.724821,52.694414,37.887862,24.529205,15.707053,8.6065159,3.1171046,0,0,0,0,0,0,0
963,213.44149,203.09492,180.36811,150.15184,120.93223,92.909046,67.731508,52.699617,37.891603,24.531626,15.708603,8.6073656,3.1174124,0,0,0,0,0,0,0
964,213.46256,203.11497,180.38592,150.16666,120.94417,92.918219,67.738195,52.70482,37.895344,24.534048,15.710154,8.6082154,3.1177201,0,0,0,0,0,0,0
