Time (ms),Stress at 0.00 mm (kPa),Stress at 0.25 mm (kPa),Stress at 0.46 mm (kPa),Stress at 0.64 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.06 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.46 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa)
161,-6.0371563,-5.1664289,-4.6821566,-4.1582267,-3.4683557,-2.8112015,-2.286315,-1.7385075,-1.2847259,-0.8728434,-0.58619699,-0.4108354
162,-6.0504162,-5.1777763,-4.6924404,-4.1673597,-3.4759735,-2.8173759,-2.2913366,-1.7423259,-1.2875476,-0.87476049,-0.58748449,-0.41173775
163,-6.063676,-5.1891237,-4.7027241,-4.1764927,-3.4835913,-2.8235504,-2.2963582,-1.7461443,-1.2903693,-0.87667758,-0.588772,-0.4126401
164,-6.0769358,-5.2004711,-4.7130079,-4.1856257,-3.4912091,-2.8297248,-2.3013798,-1.7499627,-1.2931911,-0.87859466,-0.59005951,-0.41354244
165,-6.0901957,-5.2118184,-4.7232916,-4.1947587,-3.4988269,-2.8358992,-2.3064014,-1.7537811,-1.2960128,-0.88051175,-0.59134701,-0.41444479
166,-6.1034555,-5.2231658,-4.7335754,-4.2038917,-3.5064447,-2.8420737,-2.311423,-1.7575995,-1.2988345,-0.88242884,-0.59263452,-0.41534713
167,-6.1167153,-5.2345132,-4.7438591,-4.2130247,-3.5140624,-2.8482481,-2.3164446,-1.7614179,-1.3016563,-0.88434592,-0.59392202,-0.41624948
168,-6.1299751,-5.2458606,-4.7541429,-4.2221577,-3.5216802,-2.8544226,-2.3214662,-1.7652363,-1.304478,-0.88626301,-0.59520953,-0.41715183
169,-6.143235,-5.257208,-4.7644266,-4.2312907,-3.529298,-2.860597,-2.3264878,-1.7690547,-1.3072997,-0.8881801,-0.59649703,-0.41805417
170,-6.1564948,-5.2685554,-4.7747104,-4.2404237,-3.5369158,-2.8667714,-2.3315094,-1.7728731,-1.3101215,-0.89009718,-0.59778454,-0.41895652
171,-6.1697546,-5.2799028,-4.7849941,-4.2495567,-3.5445336,-2.8729459,-2.3365309,-1.7766915,-1.3129432,-0.89201427,-0.59907204,-0.41985887
172,-6.1830145,-5.2912502,-4.7952779,-4.2586897,-3.5521514,-2.8791203,-2.3415525,-1.7805099,-1.3157649,-0.89393136,-0.60035955,-0.42076121
173,-6.1962743,-5.3025976,-4.8055616,-4.2678227,-3.5597692,-2.8852947,-2.3465741,-1.7843283,-1.3185867,-0.89584844,-0.60164705,-0.42166356
174,-6.2095341,-5.3139449,-4.8158454,-4.2769557,-3.567387,-2.8914692,-2.3515957,-1.7881467,-1.3214084,-0.89776553,-0.60293456,-0.42256591
175,-6.2227939,-5.3252923,-4.8261291,-4.2860887,-3.5750048,-2.8976436,-2.3566173,-1.7919651,-1.3242301,-0.89968262,-0.60422206,-0.42346825
176,-6.2360538,-5.3366397,-4.8364128,-4.2952217,-3.5826226,-2.9038181,-2.3616389,-1.7957836,-1.3270519,-0.90159971,-0.60550957,-0.4243706
177,-6.2493136,-5.3479871,-4.8466966,-4.3043547,-3.5902404,-2.9099925,-2.3666605,-1.799602,-1.3298736,-0.90351679,-0.60679708,-0.42527295
178,-6.2625734,-5.3593345,-4.8569803,-4.3134877,-3.5978582,-2.9161669,-2.3716821,-1.8034204,-1.3326953,-0.90543388,-0.60808458,-0.42617529
179,-6.2758332,-5.3706819,-4.8672641,-4.3226207,-3.6054759,-2.9223414,-2.3767037,-1.8072388,-1.3355171,-0.90735097,-0.60937209,-0.42707764
180,-6.2890931,-5.3820293,-4.8775478,-4.3317537,-3.6130937,-2.9285158,-2.3817253,-1.8110572,-1.3383388,-0.90926805,-0.61065959,-0.42797999
181,-6.3023529,-5.3933767,-4.8878316,-4.3408867,-3.6207115,-2.9346903,-2.3867469,-1.8148756,-1.3411605,-0.91118514,-0.6119471,-0.42888233
182,-6.3156127,-5.4047241,-4.8981153,-4.3500197,-3.6283293,-2.9408647,-2.3917685,-1.818694,-1.3439823,-0.91310223,-0.6132346,-0.42978468
183,-6.3288726,-5.4160714,-4.9083991,-4.3591527,-3.6359471,-2.9470391,-2.3967901,-1.8225124,-1.346804,-0.91501931,-0.61452211,-0.43068703
184,-6.3421324,-5.4274188,-4.9186828,-4.3682858,-3.6435649,-2.9532136,-2.4018117,-1.8263308,-1.3496257,-0.9169364,-0.61580961,-0.43158937
185,-6.3553922,-5.4387662,-4.9289666,-4.3774188,-3.6511827,-2.959388,-2.4068333,-1.8301492,-1.3524475,-0.91885349,-0.61709712,-0.43249172
186,-6.368652,-5.4501136,-4.9392503,-4.3865518,-3.6588005,-2.9655624,-2.4118548,-1.8339676,-1.3552692,-0.92077058,-0.61838462,-0.43339407
187,-6.3819119,-5.461461,-4.9495341,-4.3956848,-3.6664183,-2.9717369,-2.4168764,-1.837786,-1.3580909,-0.92268766,-0.61967213,-0.43429641
188,-6.3951717,-5.4728084,-4.9598178,-4.4048178,-3.6740361,-2.9779113,-2.421898,-1.8416044,-1.3609127,-0.92460475,-0.62095964,-0.43519876
189,-6.4084315,-5.4841558,-4.9701016,-4.4139508,-3.6816539,-2.9840858,-2.4269196,-1.8454228,-1.3637344,-0.92652184,-0.62224714,-0.4361011
190,-6.4216914,-5.4955032,-4.9803853,-4.4230838,-3.6892717,-2.9902602,-2.4319412,-1.8492412,-1.3665561,-0.92843892,-0.62353465,-0.43700345
191,-6.4349512,-5.5068506,-4.9906691,-4.4322168,-3.6968895,-2.9964346,-2.4369628,-1.8530596,-1.3693779,-0.93035601,-0.62482215,-0.4379058
192,-6.448211,-5.5181979,-5.0009528,-4.4413498,-3.7045072,-3.0026091,-2.4419844,-1.856878,-1.3721996,-0.9322731,-0.62610966,-0.43880814
193,-6.4614708,-5.5295453,-5.0112366,-4.4504828,-3.712125,-3.0087835,-2.447006,-1.8606964,-1.3750213,-0.93419018,-0.62739716,-0.43971049
194,-6.4747307,-5.5408927,-5.0215203,-4.4596158,-3.7197428,-3.014958,-2.4520276,-1.8645148,-1.3778431,-0.93610727,-0.62868467,-0.44061284
195,-6.4879905,-5.5522401,-5.0318041,-4.4687488,-3.7273606,-3.0211324,-2.4570492,-1.8683333,-1.3806648,-0.93802436,-0.62997217,-0.44151518
196,-6.5012503,-5.5635875,-5.0420878,-4.4778818,-3.7349784,-3.0273068,-2.4620708,-1.8721517,-1.3834865,-0.93994145,-0.63125968,-0.44241753
197,-6.5145102,-5.5749349,-5.0523716,-4.4870148,-3.7425962,-3.0334813,-2.4670924,-1.8759701,-1.3863083,-0.94185853,-0.63254718,-0.44331988
198,-6.52777,-5.5862823,-5.0626553,-4.4961478,-3.750214,-3.0396557,-2.472114,-1.8797885,-1.38913,-0.94377562,-0.63383469,-0.44422222
199,-6.5410298,-5.5976297,-5.072939,-4.5052808,-3.7578318,-3.0458301,-2.4771356,-1.8836069,-1.3919517,-0.94569271,-0.63512219,-0.44512457
200,-6.5542896,-5.608977,-5.0832228,-4.5144138,-3.7654496,-3.0520046,-2.4821572,-1.8874253,-1.3947735,-0.94760979,-0.6364097,-0.44602692
201,-6.5675495,-5.6203244,-5.0935065,-4.5235468,-3.7730674,-3.058179,-2.4871787,-1.8912437,-1.3975952,-0.94952688,-0.63769721,-0.44692926
202,-6.5808093,-5.6316718,-5.1037903,-4.5326798,-3.7806852,-3.0643535,-2.4922003,-1.8950621,-1.4004169,-0.95144397,-0.63898471,-0.44783161
203,-6.5940691,-5.6430192,-5.114074,-4.5418128,-3.788303,-3.0705279,-2.4972219,-1.8988805,-1.4032387,-0.95336105,-0.64027222,-0.44873396
204,-6.607329,-5.6543666,-5.1243578,-4.5509458,-3.7959207,-3.0767023,-2.5022435,-1.9026989,-1.4060604,-0.95527814,-0.64155972,-0.4496363
205,-6.6205888,-5.665714,-5.1346415,-4.5600788,-3.8035385,-3.0828768,-2.5072651,-1.9065173,-1.4088821,-0.95719523,-0.64284723,-0.45053865
206,-6.6338486,-5.6770614,-5.1449253,-4.5692118,-3.8111563,-3.0890512,-2.5122867,-1.9103357,-1.4117039,-0.95911231,-0.64413473,-0.451441
207,-6.6471084,-5.6884088,-5.155209,-4.5783448,-3.8187741,-3.0952257,-2.5173083,-1.9141541,-1.4145256,-0.9610294,-0.64542224,-0.45234334
208,-6.6603683,-5.6997562,-5.1654928,-4.5874778,-3.8263919,-3.1014001,-2.5223299,-1.9179725,-1.4173473,-0.96294649,-0.64670974,-0.45324569
209,-6.6736281,-5.7111035,-5.1757765,-4.5966108,-3.8340097,-3.1075745,-2.5273515,-1.9217909,-1.4201691,-0.96486358,-0.64799725,-0.45414803
210,-6.6868879,-5.7224509,-5.1860603,-4.6057439,-3.8416275,-3.113749,-2.5323731,-1.9256093,-1.4229908,-0.96678066,-0.64928475,-0.45505038
211,-6.7001478,-5.7337983,-5.196344,-4.6148769,-3.8492453,-3.1199234,-2.5373947,-1.9294277,-1.4258125,-0.96869775,-0.65057226,-0.45595273
212,-6.7134076,-5.7451457,-5.2066278,-4.6240099,-3.8568631,-3.1260978,-2.5424163,-1.9332461,-1.4286343,-0.97061484,-0.65185977,-0.45685507
213,-6.7266674,-5.7564931,-5.2169115,-4.6331429,-3.8644809,-3.1322723,-2.5474379,-1.9370646,-1.431456,-0.97253192,-0.65314727,-0.45775742
214,-6.7399272,-5.7678405,-5.2271953,-4.6422759,-3.8720987,-3.1384467,-2.5524595,-1.940883,-1.4342777,-0.97444901,-0.65443478,-0.45865977
215,-6.7531871,-5.7791879,-5.237479,-4.6514089,-3.8797165,-3.1446212,-2.5574811,-1.9447014,-1.4370995,-0.9763661,-0.65572228,-0.45956211
216,-6.7664469,-5.7905353,-5.2477628,-4.6605419,-3.8873343,-3.1507956,-2.5625026,-1.9485198,-1.4399212,-0.97828318,-0.65700979,-0.46046446
217,-6.7797067,-5.8018827,-5.2580465,-4.6696749,-3.894952,-3.15697,-2.5675242,-1.9523382,-1.4427429,-0.98020027,-0.65829729,-0.46136681
218,-6.7929666,-5.81323,-5.2683303,-4.6788079,-3.9025698,-3.1631445,-2.5725458,-1.9561566,-1.4455647,-0.98211736,-0.6595848,-0.46226915
219,-6.8062264,-5.8245774,-5.278614,-4.6879409,-3.9101876,-3.1693189,-2.5775674,-1.959975,-1.4483864,-0.98403445,-0.6608723,-0.4631715
220,-6.8194862,-5.8359248,-5.2888978,-4.6970739,-3.9178054,-3.1754933,-2.582589,-1.9637934,-1.4512081,-0.98595153,-0.66215981,-0.46407385
221,-6.832746,-5.8472722,-5.2991815,-4.7062069,-3.9254232,-3.1816678,-2.5876106,-1.9676118,-1.4540299,-0.98786862,-0.66344731,-0.46497619
222,-6.8460059,-5.8586196,-5.3094652,-4.7153399,-3.933041,-3.1878422,-2.5926322,-1.9714302,-1.4568516,-0.98978571,-0.66473482,-0.46587854
223,-6.8592657,-5.869967,-5.319749,-4.7244729,-3.9406588,-3.1940167,-2.5976538,-1.9752486,-1.4596733,-0.99170279,-0.66602232,-0.46678089
224,-6.8725255,-5.8813144,-5.3300327,-4.7336059,-3.9482766,-3.2001911,-2.6026754,-1.979067,-1.4624951,-0.99361988,-0.66730983,-0.46768323
225,-6.8857854,-5.8926618,-5.3403165,-4.7427389,-3.9558944,-3.2063655,-2.607697,-1.9828854,-1.4653168,-0.99553697,-0.66859734,-0.46858558
226,-6.8990452,-5.9040092,-5.3506002,-4.7518719,-3.9635122,-3.21254,-2.6127186,-1.9867038,-1.4681385,-0.99745405,-0.66988484,-0.46948793
227,-6.912305,-5.9153565,-5.360884,-4.7610049,-3.97113,-3.2187144,-2.6177402,-1.9905222,-1.4709603,-0.99937114,-0.67117235,-0.47039027
228,-6.9255648,-5.9267039,-5.3711677,-4.7701379,-3.9787478,-3.2248889,-2.6227618,-1.9943406,-1.473782,-1.0012882,-0.67245985,-0.47129262
229,-6.9388247,-5.9380513,-5.3814515,-4.7792709,-3.9863655,-3.2310633,-2.6277834,-1.998159,-1.4766037,-1.0032053,-0.67374736,-0.47219496
230,-6.9520845,-5.9493987,-5.3917352,-4.7884039,-3.9939833,-3.2372377,-2.632805,-2.0019774,-1.4794255,-1.0051224,-0.67503486,-0.47309731
231,-6.9653443,-5.9607461,-5.402019,-4.7975369,-4.0016011,-3.2434122,-2.6378265,-2.0057959,-1.4822472,-1.0070395,-0.67632237,-0.47399966
232,-6.9786042,-5.9720935,-5.4123027,-4.8066699,-4.0092189,-3.2495866,-2.6428481,-2.0096143,-1.4850689,-1.0089566,-0.67760987,-0.474902
233,-6.991864,-5.9834409,-5.4225865,-4.8158029,-4.0168367,-3.255761,-2.6478697,-2.0134327,-1.4878907,-1.0108737,-0.67889738,-0.47580435
234,-7.0051238,-5.9947883,-5.4328702,-4.8249359,-4.0244545,-3.2619355,-2.6528913,-2.0172511,-1.4907124,-1.0127907,-0.68018488,-0.4767067
235,-7.0183836,-6.0061357,-5.443154,-4.8340689,-4.0320723,-3.2681099,-2.6579129,-2.0210695,-1.4935341,-1.0147078,-0.68147239,-0.47760904
236,-7.0316435,-6.017483,-5.4534377,-4.843202,-4.0396901,-3.2742844,-2.6629345,-2.0248879,-1.4963559,-1.0166249,-0.6827599,-0.47851139
237,-7.0449033,-6.0288304,-5.4637215,-4.852335,-4.0473079,-3.2804588,-2.6679561,-2.0287063,-1.4991776,-1.018542,-0.6840474,-0.47941374
238,-7.0581631,-6.0401778,-5.4740052,-4.861468,-4.0549257,-3.2866332,-2.6729777,-2.0325247,-1.5019993,-1.0204591,-0.68533491,-0.48031608
239,-7.071423,-6.0515252,-5.484289,-4.870601,-4.0625435,-3.2928077,-2.6779993,-2.0363431,-1.5048211,-1.0223762,-0.68662241,-0.48121843
240,-7.0846828,-6.0628726,-5.4945727,-4.879734,-4.0701613,-3.2989821,-2.6830209,-2.0401615,-1.5076428,-1.0242933,-0.68790992,-0.48212078
241,-7.0979426,-6.07422,-5.5048565,-4.888867,-4.0777791,-3.3051566,-2.6880425,-2.0439799,-1.5104645,-1.0262104,-0.68919742,-0.48302312
242,-7.1112024,-6.0855674,-5.5151402,-4.898,-4.0853968,-3.311331,-2.6930641,-2.0477983,-1.5132863,-1.0281274,-0.69048493,-0.48392547
243,-7.1244623,-6.0969148,-5.525424,-4.907133,-4.0930146,-3.3175054,-2.6980857,-2.0516167,-1.516108,-1.0300445,-0.69177243,-0.48482782
244,-7.1377221,-6.1082622,-5.5357077,-4.916266,-4.1006324,-3.3236799,-2.7031073,-2.0554351,-1.5189297,-1.0319616,-0.69305994,-0.48573016
245,-7.1509819,-6.1196095,-5.5459914,-4.925399,-4.1082502,-3.3298543,-2.7081289,-2.0592535,-1.5217515,-1.0338787,-0.69434744,-0.48663251
246,-7.1642418,-6.1309569,-5.5562752,-4.934532,-4.115868,-3.3360287,-2.7131505,-2.0630719,-1.5245732,-1.0357958,-0.69563495,-0.48753486
247,-7.1775016,-6.1423043,-5.5665589,-4.943665,-4.1234858,-3.3422032,-2.718172,-2.0668903,-1.5273949,-1.0377129,-0.69692245,-0.4884372
248,-7.1907614,-6.1536517,-5.5768427,-4.952798,-4.1311036,-3.3483776,-2.7231936,-2.0707087,-1.5302167,-1.03963,-0.69820996,-0.48933955
249,-7.2040212,-6.1649991,-5.5871264,-4.961931,-4.1387214,-3.3545521,-2.7282152,-2.0745271,-1.5330384,-1.0415471,-0.69949747,-0.49024189
250,-7.2172811,-6.1763465,-5.5974102,-4.971064,-4.1463392,-3.3607265,-2.7332368,-2.0783456,-1.5358601,-1.0434641,-0.70078497,-0.49114424
251,-7.18367,-6.1475831,-5.5713429,-4.9479136,-4.1270296,-3.3450755,-2.7205081,-2.0686666,-1.5287076,-1.0386047,-0.6975214,-0.48885697
252,-7.1500589,-6.1188196,-5.5452756,-4.9247632,-4.1077199,-3.3294245,-2.7077793,-2.0589877,-1.5215551,-1.0337453,-0.69425782,-0.4865697
253,-7.1164478,-6.0900562,-5.5192083,-4.9016128,-4.0884103,-3.3137735,-2.6950505,-2.0493088,-1.5144025,-1.0288858,-0.69099424,-0.48428242
254,-7.0828367,-6.0612928,-5.493141,-4.8784625,-4.0691007,-3.2981225,-2.6823218,-2.0396299,-1.50725,-1.0240264,-0.68773067,-0.48199515
255,-7.0492257,-6.0325294,-5.4670737,-4.8553121,-4.0497911,-3.2824715,-2.669593,-2.029951,-1.5000974,-1.0191669,-0.68446709,-0.47970788
256,-7.0156146,-6.003766,-5.4410064,-4.8321617,-4.0304815,-3.2668205,-2.6568643,-2.0202721,-1.4929449,-1.0143075,-0.68120352,-0.47742061
257,-6.9820035,-5.9750025,-5.4149391,-4.8090113,-4.0111718,-3.2511695,-2.6441355,-2.0105932,-1.4857923,-1.009448,-0.67793994,-0.47513333
258,-6.9483924,-5.9462391,-5.3888718,-4.7858609,-3.9918622,-3.2355185,-2.6314067,-2.0009142,-1.4786398,-1.0045886,-0.67467637,-0.47284606
259,-6.9147813,-5.9174757,-5.3628045,-4.7627105,-3.9725526,-3.2198675,-2.618678,-1.9912353,-1.4714872,-0.99972916,-0.67141279,-0.47055879
260,-6.8811702,-5.8887123,-5.3367372,-4.7395601,-3.953243,-3.2042165,-2.6059492,-1.9815564,-1.4643347,-0.99486972,-0.66814922,-0.46827151
261,-6.8475592,-5.8599489,-5.3106699,-4.7164098,-3.9339334,-3.1885655,-2.5932204,-1.9718775,-1.4571822,-0.99001028,-0.66488564,-0.46598424
262,-6.8139481,-5.8311854,-5.2846026,-4.6932594,-3.9146238,-3.1729145,-2.5804917,-1.9621986,-1.4500296,-0.98515084,-0.66162207,-0.46369697
263,-6.780337,-5.802422,-5.2585353,-4.670109,-3.8953141,-3.1572635,-2.5677629,-1.9525197,-1.4428771,-0.98029139,-0.65835849,-0.4614097
264,-6.7467259,-5.7736586,-5.232468,-4.6469586,-3.8760045,-3.1416125,-2.5550342,-1.9428408,-1.4357245,-0.97543195,-0.65509491,-0.45912242
265,-6.7131148,-5.7448952,-5.2064007,-4.6238082,-3.8566949,-3.1259615,-2.5423054,-1.9331618,-1.428572,-0.97057251,-0.65183134,-0.45683515
266,-6.6795037,-5.7161318,-5.1803334,-4.6006578,-3.8373853,-3.1103105,-2.5295766,-1.9234829,-1.4214194,-0.96571307,-0.64856776,-0.45454788
267,-6.6458927,-5.6873683,-5.1542661,-4.5775074,-3.8180757,-3.0946595,-2.5168479,-1.913804,-1.4142669,-0.96085363,-0.64530419,-0.45226061
268,-6.6122816,-5.6586049,-5.1281988,-4.5543571,-3.798766,-3.0790085,-2.5041191,-1.9041251,-1.4071143,-0.95599418,-0.64204061,-0.44997333
269,-6.5786705,-5.6298415,-5.1021315,-4.5312067,-3.7794564,-3.0633575,-2.4913904,-1.8944462,-1.3999618,-0.95113474,-0.63877704,-0.44768606
270,-6.5450594,-5.6010781,-5.0760642,-4.5080563,-3.7601468,-3.0477065,-2.4786616,-1.8847673,-1.3928093,-0.9462753,-0.63551346,-0.44539879
271,-6.5114483,-5.5723147,-5.0499969,-4.4849059,-3.7408372,-3.0320555,-2.4659328,-1.8750884,-1.3856567,-0.94141586,-0.63224989,-0.44311152
272,-6.4778372,-5.5435512,-5.0239296,-4.4617555,-3.7215276,-3.0164045,-2.4532041,-1.8654094,-1.3785042,-0.93655641,-0.62898631,-0.44082424
273,-6.4442262,-5.5147878,-4.9978623,-4.4386051,-3.7022179,-3.0007535,-2.4404753,-1.8557305,-1.3713516,-0.93169697,-0.62572273,-0.43853697
274,-6.4106151,-5.4860244,-4.971795,-4.4154547,-3.6829083,-2.9851025,-2.4277466,-1.8460516,-1.3641991,-0.92683753,-0.62245916,-0.4362497
275,-6.377004,-5.457261,-4.9457277,-4.3923044,-3.6635987,-2.9694515,-2.4150178,-1.8363727,-1.3570465,-0.92197809,-0.61919558,-0.43396242
276,-6.3433929,-5.4284975,-4.9196604,-4.369154,-3.6442891,-2.9538005,-2.402289,-1.8266938,-1.349894,-0.91711865,-0.61593201,-0.43167515
277,-6.3097818,-5.3997341,-4.8935931,-4.3460036,-3.6249795,-2.9381495,-2.3895603,-1.8170149,-1.3427414,-0.9122592,-0.61266843,-0.42938788
278,-6.2761707,-5.3709707,-4.8675258,-4.3228532,-3.6056698,-2.9224985,-2.3768315,-1.807336,-1.3355889,-0.90739976,-0.60940486,-0.42710061
279,-6.2425597,-5.3422073,-4.8414585,-4.2997028,-3.5863602,-2.9068475,-2.3641027,-1.797657,-1.3284364,-0.90254032,-0.60614128,-0.42481333
280,-6.2089486,-5.3134439,-4.8153912,-4.2765524,-3.5670506,-2.8911965,-2.351374,-1.7879781,-1.3212838,-0.89768088,-0.60287771,-0.42252606
281,-6.1753375,-5.2846804,-4.7893239,-4.253402,-3.547741,-2.8755455,-2.3386452,-1.7782992,-1.3141313,-0.89282144,-0.59961413,-0.42023879
282,-6.1417264,-5.255917,-4.7632566,-4.2302517,-3.5284314,-2.8598945,-2.3259165,-1.7686203,-1.3069787,-0.88796199,-0.59635056,-0.41795152
283,-6.1081153,-5.2271536,-4.7371894,-4.2071013,-3.5091217,-2.8442435,-2.3131877,-1.7589414,-1.2998262,-0.88310255,-0.59308698,-0.41566424
284,-6.0745043,-5.1983902,-4.7111221,-4.1839509,-3.4898121,-2.8285925,-2.3004589,-1.7492625,-1.2926736,-0.87824311,-0.5898234,-0.41337697
285,-6.0408932,-5.1696268,-4.6850548,-4.1608005,-3.4705025,-2.8129415,-2.2877302,-1.7395836,-1.2855211,-0.87338367,-0.58655983,-0.4110897
286,-6.0072821,-5.1408633,-4.6589875,-4.1376501,-3.4511929,-2.7972905,-2.2750014,-1.7299046,-1.2783685,-0.86852423,-0.58329625,-0.40880243
287,-5.973671,-5.1120999,-4.6329202,-4.1144997,-3.4318833,-2.7816395,-2.2622727,-1.7202257,-1.271216,-0.86366478,-0.58003268,-0.40651515
288,-5.9400599,-5.0833365,-4.6068529,-4.0913493,-3.4125737,-2.7659885,-2.2495439,-1.7105468,-1.2640635,-0.85880534,-0.5767691,-0.40422788
289,-5.9064488,-5.0545731,-4.5807856,-4.0681989,-3.393264,-2.7503376,-2.2368151,-1.7008679,-1.2569109,-0.8539459,-0.57350553,-0.40194061
290,-5.8728378,-5.0258097,-4.5547183,-4.0450486,-3.3739544,-2.7346866,-2.2240864,-1.691189,-1.2497584,-0.84908646,-0.57024195,-0.39965333
291,-5.8392267,-4.9970462,-4.528651,-4.0218982,-3.3546448,-2.7190356,-2.2113576,-1.6815101,-1.2426058,-0.84422701,-0.56697838,-0.39736606
292,-5.8056156,-4.9682828,-4.5025837,-3.9987478,-3.3353352,-2.7033846,-2.1986288,-1.6718312,-1.2354533,-0.83936757,-0.5637148,-0.39507879
293,-5.7720045,-4.9395194,-4.4765164,-3.9755974,-3.3160256,-2.6877336,-2.1859001,-1.6621522,-1.2283007,-0.83450813,-0.56045122,-0.39279152
294,-5.7383934,-4.910756,-4.4504491,-3.952447,-3.2967159,-2.6720826,-2.1731713,-1.6524733,-1.2211482,-0.82964869,-0.55718765,-0.39050424
295,-5.7047823,-4.8819926,-4.4243818,-3.9292966,-3.2774063,-2.6564316,-2.1604426,-1.6427944,-1.2139956,-0.82478925,-0.55392407,-0.38821697
296,-5.6711713,-4.8532291,-4.3983145,-3.9061462,-3.2580967,-2.6407806,-2.1477138,-1.6331155,-1.2068431,-0.8199298,-0.5506605,-0.3859297
297,-5.6375602,-4.8244657,-4.3722472,-3.8829959,-3.2387871,-2.6251296,-2.134985,-1.6234366,-1.1996906,-0.81507036,-0.54739692,-0.38364243
298,-5.6039491,-4.7957023,-4.3461799,-3.8598455,-3.2194775,-2.6094786,-2.1222563,-1.6137577,-1.192538,-0.81021092,-0.54413335,-0.38135515
299,-5.570338,-4.7669389,-4.3201126,-3.8366951,-3.2001678,-2.5938276,-2.1095275,-1.6040788,-1.1853855,-0.80535148,-0.54086977,-0.37906788
300,-5.5367269,-4.7381755,-4.2940453,-3.8135447,-3.1808582,-2.5781766,-2.0967988,-1.5943998,-1.1782329,-0.80049204,-0.5376062,-0.37678061
301,-5.5031158,-4.709412,-4.267978,-3.7903943,-3.1615486,-2.5625256,-2.08407,-1.5847209,-1.1710804,-0.79563259,-0.53434262,-0.37449334
302,-5.4695048,-4.6806486,-4.2419107,-3.7672439,-3.142239,-2.5468746,-2.0713412,-1.575042,-1.1639278,-0.79077315,-0.53107905,-0.37220606
303,-5.4358937,-4.6518852,-4.2158434,-3.7440935,-3.1229294,-2.5312236,-2.0586125,-1.5653631,-1.1567753,-0.78591371,-0.52781547,-0.36991879
304,-5.4022826,-4.6231218,-4.1897761,-3.7209432,-3.1036197,-2.5155726,-2.0458837,-1.5556842,-1.1496228,-0.78105427,-0.52455189,-0.36763152
305,-5.3686715,-4.5943583,-4.1637088,-3.6977928,-3.0843101,-2.4999216,-2.0331549,-1.5460053,-1.1424702,-0.77619483,-0.52128832,-0.36534424
306,-5.3350604,-4.5655949,-4.1376415,-3.6746424,-3.0650005,-2.4842706,-2.0204262,-1.5363264,-1.1353177,-0.77133538,-0.51802474,-0.36305697
307,-5.3014494,-4.5368315,-4.1115742,-3.651492,-3.0456909,-2.4686196,-2.0076974,-1.5266474,-1.1281651,-0.76647594,-0.51476117,-0.3607697
308,-5.2678383,-4.5080681,-4.0855069,-3.6283416,-3.0263813,-2.4529686,-1.9949687,-1.5169685,-1.1210126,-0.7616165,-0.51149759,-0.35848243
309,-5.2342272,-4.4793047,-4.0594396,-3.6051912,-3.0070716,-2.4373176,-1.9822399,-1.5072896,-1.11386,-0.75675706,-0.50823402,-0.35619515
310,-5.2006161,-4.4505412,-4.0333723,-3.5820408,-2.987762,-2.4216666,-1.9695111,-1.4976107,-1.1067075,-0.75189761,-0.50497044,-0.35390788
311,-5.167005,-4.4217778,-4.007305,-3.5588905,-2.9684524,-2.4060156,-1.9567824,-1.4879318,-1.0995549,-0.74703817,-0.50170687,-0.35162061
312,-5.1333939,-4.3930144,-3.9812377,-3.5357401,-2.9491428,-2.3903646,-1.9440536,-1.4782529,-1.0924024,-0.74217873,-0.49844329,-0.34933334
313,-5.0997829,-4.364251,-3.9551704,-3.5125897,-2.9298332,-2.3747136,-1.9313249,-1.468574,-1.0852499,-0.73731929,-0.49517972,-0.34704606
314,-5.0661718,-4.3354876,-3.9291031,-3.4894393,-2.9105236,-2.3590626,-1.9185961,-1.458895,-1.0780973,-0.73245985,-0.49191614,-0.34475879
315,-5.0325607,-4.3067241,-3.9030358,-3.4662889,-2.8912139,-2.3434116,-1.9058673,-1.4492161,-1.0709448,-0.7276004,-0.48865256,-0.34247152
316,-4.9989496,-4.2779607,-3.8769685,-3.4431385,-2.8719043,-2.3277606,-1.8931386,-1.4395372,-1.0637922,-0.72274096,-0.48538899,-0.34018425
317,-4.9653385,-4.2491973,-3.8509012,-3.4199881,-2.8525947,-2.3121096,-1.8804098,-1.4298583,-1.0566397,-0.71788152,-0.48212541,-0.33789697
318,-4.9317274,-4.2204339,-3.8248339,-3.3968378,-2.8332851,-2.2964586,-1.867681,-1.4201794,-1.0494871,-0.71302208,-0.47886184,-0.3356097
319,-4.8981164,-4.1916705,-3.7987666,-3.3736874,-2.8139755,-2.2808076,-1.8549523,-1.4105005,-1.0423346,-0.70816264,-0.47559826,-0.33332243
320,-4.8645053,-4.162907,-3.7726993,-3.350537,-2.7946658,-2.2651566,-1.8422235,-1.4008216,-1.035182,-0.70330319,-0.47233469,-0.33103515
321,-4.8308942,-4.1341436,-3.746632,-3.3273866,-2.7753562,-2.2495056,-1.8294948,-1.3911426,-1.0280295,-0.69844375,-0.46907111,-0.32874788
322,-4.7972831,-4.1053802,-3.7205647,-3.3042362,-2.7560466,-2.2338546,-1.816766,-1.3814637,-1.020877,-0.69358431,-0.46580754,-0.32646061
