Time (ms),Stress at 0.00 mm (kPa),Stress at 0.25 mm (kPa),Stress at 0.46 mm (kPa),Stress at 0.64 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.06 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.46 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa)
4809,-6.517363,-5.5773763,-5.0545841,-4.4889798,-3.7442352,-3.0348097,-2.4681728,-1.8767916,-1.3869154,-0.94227099,-0.63282419,-0.44351402
4810,-6.5275331,-5.5860795,-5.0624715,-4.4959846,-3.7500779,-3.0395454,-2.4720242,-1.8797202,-1.3890796,-0.94374136,-0.63381168,-0.4442061
4811,-6.5377031,-5.5947828,-5.070359,-4.5029895,-3.7559206,-3.0442811,-2.4758757,-1.8826489,-1.3912438,-0.94521173,-0.63479918,-0.44489818
4812,-6.5478732,-5.603486,-5.0782464,-4.5099943,-3.7617633,-3.0490167,-2.4797272,-1.8855775,-1.393408,-0.94668211,-0.63578667,-0.44559027
4813,-6.5580432,-5.6121892,-5.0861339,-4.5169992,-3.767606,-3.0537524,-2.4835787,-1.8885062,-1.3955722,-0.94815248,-0.63677416,-0.44628235
4814,-6.5682132,-5.6208925,-5.0940213,-4.524004,-3.7734487,-3.0584881,-2.4874301,-1.8914348,-1.3977365,-0.94962285,-0.63776166,-0.44697443
4815,-6.5783833,-5.6295957,-5.1019088,-4.5310088,-3.7792914,-3.0632238,-2.4912816,-1.8943635,-1.3999007,-0.95109322,-0.63874915,-0.44766652
4816,-6.5885533,-5.638299,-5.1097962,-4.5380137,-3.7851341,-3.0679595,-2.4951331,-1.8972921,-1.4020649,-0.95256359,-0.63973664,-0.4483586
4817,-6.5987234,-5.6470022,-5.1176837,-4.5450185,-3.7909768,-3.0726951,-2.4989845,-1.9002208,-1.4042291,-0.95403396,-0.64072414,-0.44905068
4818,-6.6088934,-5.6557054,-5.1255711,-4.5520234,-3.7968195,-3.0774308,-2.502836,-1.9031494,-1.4063933,-0.95550433,-0.64171163,-0.44974277
4819,-6.6190635,-5.6644087,-5.1334586,-4.5590282,-3.8026622,-3.0821665,-2.5066875,-1.9060781,-1.4085576,-0.9569747,-0.64269912,-0.45043485
4820,-6.6292335,-5.6731119,-5.141346,-4.5660331,-3.808505,-3.0869022,-2.5105389,-1.9090067,-1.4107218,-0.95844507,-0.64368661,-0.45112693
4821,-6.6394036,-5.6818151,-5.1492335,-4.5730379,-3.8143477,-3.0916379,-2.5143904,-1.9119354,-1.412886,-0.95991544,-0.64467411,-0.45181902
4822,-6.6495736,-5.6905184,-5.1571209,-4.5800428,-3.8201904,-3.0963736,-2.5182419,-1.914864,-1.4150502,-0.96138581,-0.6456616,-0.4525111
4823,-6.6597437,-5.6992216,-5.1650083,-4.5870476,-3.8260331,-3.1011092,-2.5220934,-1.9177927,-1.4172144,-0.96285618,-0.64664909,-0.45320318
4824,-6.6699137,-5.7079249,-5.1728958,-4.5940525,-3.8318758,-3.1058449,-2.5259448,-1.9207213,-1.4193786,-0.96432655,-0.64763659,-0.45389527
4825,-6.6800837,-5.7166281,-5.1807832,-4.6010573,-3.8377185,-3.1105806,-2.5297963,-1.9236499,-1.4215429,-0.96579692,-0.64862408,-0.45458735
4826,-6.6902538,-5.7253313,-5.1886707,-4.6080622,-3.8435612,-3.1153163,-2.5336478,-1.9265786,-1.4237071,-0.96726729,-0.64961157,-0.45527943
4827,-6.7004238,-5.7340346,-5.1965581,-4.615067,-3.8494039,-3.120052,-2.5374992,-1.9295072,-1.4258713,-0.96873766,-0.65059907,-0.45597151
4828,-6.7105939,-5.7427378,-5.2044456,-4.6220719,-3.8552466,-3.1247876,-2.5413507,-1.9324359,-1.4280355,-0.97020803,-0.65158656,-0.4566636
4829,-6.7207639,-5.7514411,-5.212333,-4.6290767,-3.8610893,-3.1295233,-2.5452022,-1.9353645,-1.4301997,-0.97167841,-0.65257405,-0.45735568
4830,-6.730934,-5.7601443,-5.2202205,-4.6360815,-3.866932,-3.134259,-2.5490536,-1.9382932,-1.4323639,-0.97314878,-0.65356155,-0.45804776
4831,-6.741104,-5.7688475,-5.2281079,-4.6430864,-3.8727747,-3.1389947,-2.5529051,-1.9412218,-1.4345282,-0.97461915,-0.65454904,-0.45873985
4832,-6.7512741,-5.7775508,-5.2359954,-4.6500912,-3.8786174,-3.1437304,-2.5567566,-1.9441505,-1.4366924,-0.97608952,-0.65553653,-0.45943193
4833,-6.7614441,-5.786254,-5.2438828,-4.6570961,-3.8844601,-3.148466,-2.5606081,-1.9470791,-1.4388566,-0.97755989,-0.65652402,-0.46012401
4834,-6.7716141,-5.7949573,-5.2517703,-4.6641009,-3.8903028,-3.1532017,-2.5644595,-1.9500078,-1.4410208,-0.97903026,-0.65751152,-0.4608161
4835,-6.7817842,-5.8036605,-5.2596577,-4.6711058,-3.8961456,-3.1579374,-2.568311,-1.9529364,-1.443185,-0.98050063,-0.65849901,-0.46150818
4836,-6.7919542,-5.8123637,-5.2675451,-4.6781106,-3.9019883,-3.1626731,-2.5721625,-1.9558651,-1.4453493,-0.981971,-0.6594865,-0.46220026
4837,-6.8021243,-5.821067,-5.2754326,-4.6851155,-3.907831,-3.1674088,-2.5760139,-1.9587937,-1.4475135,-0.98344137,-0.660474,-0.46289235
4838,-6.8122943,-5.8297702,-5.28332,-4.6921203,-3.9136737,-3.1721444,-2.5798654,-1.9617224,-1.4496777,-0.98491174,-0.66146149,-0.46358443
4839,-6.8224644,-5.8384735,-5.2912075,-4.6991252,-3.9195164,-3.1768801,-2.5837169,-1.964651,-1.4518419,-0.98638211,-0.66244898,-0.46427651
4840,-6.8326344,-5.8471767,-5.2990949,-4.70613,-3.9253591,-3.1816158,-2.5875683,-1.9675797,-1.4540061,-0.98785248,-0.66343648,-0.4649686
4841,-6.8428045,-5.8558799,-5.3069824,-4.7131349,-3.9312018,-3.1863515,-2.5914198,-1.9705083,-1.4561703,-0.98932285,-0.66442397,-0.46566068
4842,-6.8529745,-5.8645832,-5.3148698,-4.7201397,-3.9370445,-3.1910872,-2.5952713,-1.9734369,-1.4583346,-0.99079322,-0.66541146,-0.46635276
4843,-6.8631446,-5.8732864,-5.3227573,-4.7271446,-3.9428872,-3.1958229,-2.5991228,-1.9763656,-1.4604988,-0.99226359,-0.66639896,-0.46704485
4844,-6.8733146,-5.8819897,-5.3306447,-4.7341494,-3.9487299,-3.2005585,-2.6029742,-1.9792942,-1.462663,-0.99373396,-0.66738645,-0.46773693
4845,-6.8834846,-5.8906929,-5.3385322,-4.7411542,-3.9545726,-3.2052942,-2.6068257,-1.9822229,-1.4648272,-0.99520433,-0.66837394,-0.46842901
4846,-6.8936547,-5.8993961,-5.3464196,-4.7481591,-3.9604153,-3.2100299,-2.6106772,-1.9851515,-1.4669914,-0.9966747,-0.66936143,-0.4691211
4847,-6.9038247,-5.9080994,-5.3543071,-4.7551639,-3.966258,-3.2147656,-2.6145286,-1.9880802,-1.4691556,-0.99814508,-0.67034893,-0.46981318
4848,-6.9139948,-5.9168026,-5.3621945,-4.7621688,-3.9721007,-3.2195013,-2.6183801,-1.9910088,-1.4713199,-0.99961545,-0.67133642,-0.47050526
4849,-6.9241648,-5.9255058,-5.3700819,-4.7691736,-3.9779434,-3.2242369,-2.6222316,-1.9939375,-1.4734841,-1.0010858,-0.67232391,-0.47119735
4850,-6.9343349,-5.9342091,-5.3779694,-4.7761785,-3.9837862,-3.2289726,-2.626083,-1.9968661,-1.4756483,-1.0025562,-0.67331141,-0.47188943
4851,-6.9445049,-5.9429123,-5.3858568,-4.7831833,-3.9896289,-3.2337083,-2.6299345,-1.9997948,-1.4778125,-1.0040266,-0.6742989,-0.47258151
4852,-6.954675,-5.9516156,-5.3937443,-4.7901882,-3.9954716,-3.238444,-2.633786,-2.0027234,-1.4799767,-1.0054969,-0.67528639,-0.4732736
4853,-6.964845,-5.9603188,-5.4016317,-4.797193,-4.0013143,-3.2431797,-2.6376375,-2.0056521,-1.482141,-1.0069673,-0.67627389,-0.47396568
4854,-6.9750151,-5.969022,-5.4095192,-4.8041979,-4.007157,-3.2479153,-2.6414889,-2.0085807,-1.4843052,-1.0084377,-0.67726138,-0.47465776
4855,-6.9851851,-5.9777253,-5.4174066,-4.8112027,-4.0129997,-3.252651,-2.6453404,-2.0115094,-1.4864694,-1.009908,-0.67824887,-0.47534985
4856,-6.9953551,-5.9864285,-5.4252941,-4.8182076,-4.0188424,-3.2573867,-2.6491919,-2.014438,-1.4886336,-1.0113784,-0.67923636,-0.47604193
4857,-7.0055252,-5.9951318,-5.4331815,-4.8252124,-4.0246851,-3.2621224,-2.6530433,-2.0173667,-1.4907978,-1.0128488,-0.68022386,-0.47673401
4858,-7.0156952,-6.003835,-5.441069,-4.8322173,-4.0305278,-3.2668581,-2.6568948,-2.0202953,-1.492962,-1.0143192,-0.68121135,-0.4774261
4859,-7.0258653,-6.0125382,-5.4489564,-4.8392221,-4.0363705,-3.2715938,-2.6607463,-2.0232239,-1.4951263,-1.0157895,-0.68219884,-0.47811818
4860,-7.0360353,-6.0212415,-5.4568439,-4.8462269,-4.0422132,-3.2763294,-2.6645977,-2.0261526,-1.4972905,-1.0172599,-0.68318634,-0.47881026
4861,-7.0462054,-6.0299447,-5.4647313,-4.8532318,-4.0480559,-3.2810651,-2.6684492,-2.0290812,-1.4994547,-1.0187303,-0.68417383,-0.47950234
4862,-7.0563754,-6.038648,-5.4726187,-4.8602366,-4.0538986,-3.2858008,-2.6723007,-2.0320099,-1.5016189,-1.0202006,-0.68516132,-0.48019443
4863,-7.0665455,-6.0473512,-5.4805062,-4.8672415,-4.0597413,-3.2905365,-2.6761522,-2.0349385,-1.5037831,-1.021671,-0.68614882,-0.48088651
4864,-7.0767155,-6.0560544,-5.4883936,-4.8742463,-4.0655841,-3.2952722,-2.6800036,-2.0378672,-1.5059473,-1.0231414,-0.68713631,-0.48157859
4865,-7.0868856,-6.0647577,-5.4962811,-4.8812512,-4.0714268,-3.3000078,-2.6838551,-2.0407958,-1.5081116,-1.0246117,-0.6881238,-0.48227068
4866,-7.0970556,-6.0734609,-5.5041685,-4.888256,-4.0772695,-3.3047435,-2.6877066,-2.0437245,-1.5102758,-1.0260821,-0.6891113,-0.48296276
4867,-7.1072256,-6.0821642,-5.512056,-4.8952609,-4.0831122,-3.3094792,-2.691558,-2.0466531,-1.51244,-1.0275525,-0.69009879,-0.48365484
4868,-7.1173957,-6.0908674,-5.5199434,-4.9022657,-4.0889549,-3.3142149,-2.6954095,-2.0495818,-1.5146042,-1.0290229,-0.69108628,-0.48434693
4869,-7.1275657,-6.0995706,-5.5278309,-4.9092706,-4.0947976,-3.3189506,-2.699261,-2.0525104,-1.5167684,-1.0304932,-0.69207377,-0.48503901
4870,-7.1377358,-6.1082739,-5.5357183,-4.9162754,-4.1006403,-3.3236862,-2.7031124,-2.0554391,-1.5189327,-1.0319636,-0.69306127,-0.48573109
4871,-7.1479058,-6.1169771,-5.5436058,-4.9232803,-4.106483,-3.3284219,-2.7069639,-2.0583677,-1.5210969,-1.033434,-0.69404876,-0.48642318
4872,-7.1580759,-6.1256803,-5.5514932,-4.9302851,-4.1123257,-3.3331576,-2.7108154,-2.0612964,-1.5232611,-1.0349043,-0.69503625,-0.48711526
4873,-7.1682459,-6.1343836,-5.5593807,-4.9372899,-4.1181684,-3.3378933,-2.7146669,-2.064225,-1.5254253,-1.0363747,-0.69602375,-0.48780734
4874,-7.178416,-6.1430868,-5.5672681,-4.9442948,-4.1240111,-3.342629,-2.7185183,-2.0671537,-1.5275895,-1.0378451,-0.69701124,-0.48849943
4875,-7.188586,-6.1517901,-5.5751555,-4.9512996,-4.1298538,-3.3473646,-2.7223698,-2.0700823,-1.5297537,-1.0393155,-0.69799873,-0.48919151
4876,-7.1987561,-6.1604933,-5.583043,-4.9583045,-4.1356965,-3.3521003,-2.7262213,-2.0730109,-1.531918,-1.0407858,-0.69898623,-0.48988359
4877,-7.2089261,-6.1691965,-5.5909304,-4.9653093,-4.1415392,-3.356836,-2.7300727,-2.0759396,-1.5340822,-1.0422562,-0.69997372,-0.49057568
4878,-7.2190961,-6.1778998,-5.5988179,-4.9723142,-4.1473819,-3.3615717,-2.7339242,-2.0788682,-1.5362464,-1.0437266,-0.70096121,-0.49126776
4879,-7.2292662,-6.186603,-5.6067053,-4.979319,-4.1532247,-3.3663074,-2.7377757,-2.0817969,-1.5384106,-1.0451969,-0.7019487,-0.49195984
4880,-7.2394362,-6.1953063,-5.6145928,-4.9863239,-4.1590674,-3.3710431,-2.7416271,-2.0847255,-1.5405748,-1.0466673,-0.7029362,-0.49265193
4881,-7.2496063,-6.2040095,-5.6224802,-4.9933287,-4.1649101,-3.3757787,-2.7454786,-2.0876542,-1.542739,-1.0481377,-0.70392369,-0.49334401
4882,-7.2597763,-6.2127127,-5.6303677,-5.0003336,-4.1707528,-3.3805144,-2.7493301,-2.0905828,-1.5449033,-1.049608,-0.70491118,-0.49403609
4883,-7.2699464,-6.221416,-5.6382551,-5.0073384,-4.1765955,-3.3852501,-2.7531816,-2.0935115,-1.5470675,-1.0510784,-0.70589868,-0.49472818
4884,-7.2801164,-6.2301192,-5.6461426,-5.0143433,-4.1824382,-3.3899858,-2.757033,-2.0964401,-1.5492317,-1.0525488,-0.70688617,-0.49542026
4885,-7.2902865,-6.2388225,-5.65403,-5.0213481,-4.1882809,-3.3947215,-2.7608845,-2.0993688,-1.5513959,-1.0540192,-0.70787366,-0.49611234
4886,-7.3004565,-6.2475257,-5.6619175,-5.028353,-4.1941236,-3.3994571,-2.764736,-2.1022974,-1.5535601,-1.0554895,-0.70886116,-0.49680443
4887,-7.3106266,-6.2562289,-5.6698049,-5.0353578,-4.1999663,-3.4041928,-2.7685874,-2.1052261,-1.5557244,-1.0569599,-0.70984865,-0.49749651
4888,-7.3207966,-6.2649322,-5.6776923,-5.0423626,-4.205809,-3.4089285,-2.7724389,-2.1081547,-1.5578886,-1.0584303,-0.71083614,-0.49818859
4889,-7.3309666,-6.2736354,-5.6855798,-5.0493675,-4.2116517,-3.4136642,-2.7762904,-2.1110834,-1.5600528,-1.0599006,-0.71182364,-0.49888068
4890,-7.3411367,-6.2823387,-5.6934672,-5.0563723,-4.2174944,-3.4183999,-2.7801419,-2.114012,-1.562217,-1.061371,-0.71281113,-0.49957276
4891,-7.3513067,-6.2910419,-5.7013547,-5.0633772,-4.2233371,-3.4231355,-2.7839933,-2.1169407,-1.5643812,-1.0628414,-0.71379862,-0.50026484
4892,-7.3614768,-6.2997451,-5.7092421,-5.070382,-4.2291798,-3.4278712,-2.7878448,-2.1198693,-1.5665454,-1.0643118,-0.71478611,-0.50095692
4893,-7.3716468,-6.3084484,-5.7171296,-5.0773869,-4.2350225,-3.4326069,-2.7916963,-2.1227979,-1.5687097,-1.0657821,-0.71577361,-0.50164901
4894,-7.3818169,-6.3171516,-5.725017,-5.0843917,-4.2408653,-3.4373426,-2.7955477,-2.1257266,-1.5708739,-1.0672525,-0.7167611,-0.50234109
4895,-7.3919869,-6.3258549,-5.7329045,-5.0913966,-4.246708,-3.4420783,-2.7993992,-2.1286552,-1.5730381,-1.0687229,-0.71774859,-0.50303317
4896,-7.402157,-6.3345581,-5.7407919,-5.0984014,-4.2525507,-3.4468139,-2.8032507,-2.1315839,-1.5752023,-1.0701932,-0.71873609,-0.50372526
4897,-7.412327,-6.3432613,-5.7486794,-5.1054063,-4.2583934,-3.4515496,-2.8071021,-2.1345125,-1.5773665,-1.0716636,-0.71972358,-0.50441734
4898,-7.422497,-6.3519646,-5.7565668,-5.1124111,-4.2642361,-3.4562853,-2.8109536,-2.1374412,-1.5795307,-1.073134,-0.72071107,-0.50510942
4899,-7.4326671,-6.3606678,-5.7644543,-5.119416,-4.2700788,-3.461021,-2.8148051,-2.1403698,-1.581695,-1.0746043,-0.72169857,-0.50580151
4900,-7.4428371,-6.369371,-5.7723417,-5.1264208,-4.2759215,-3.4657567,-2.8186566,-2.1432985,-1.5838592,-1.0760747,-0.72268606,-0.50649359
4901,-7.4530072,-6.3780743,-5.7802291,-5.1334257,-4.2817642,-3.4704924,-2.822508,-2.1462271,-1.5860234,-1.0775451,-0.72367355,-0.50718567
4902,-7.4631772,-6.3867775,-5.7881166,-5.1404305,-4.2876069,-3.475228,-2.8263595,-2.1491558,-1.5881876,-1.0790155,-0.72466105,-0.50787776
4903,-7.4733473,-6.3954808,-5.796004,-5.1474353,-4.2934496,-3.4799637,-2.830211,-2.1520844,-1.5903518,-1.0804858,-0.72564854,-0.50856984
4904,-7.4835173,-6.404184,-5.8038915,-5.1544402,-4.2992923,-3.4846994,-2.8340624,-2.1550131,-1.5925161,-1.0819562,-0.72663603,-0.50926192
4905,-7.4936874,-6.4128872,-5.8117789,-5.161445,-4.305135,-3.4894351,-2.8379139,-2.1579417,-1.5946803,-1.0834266,-0.72762352,-0.50995401
4906,-7.5038574,-6.4215905,-5.8196664,-5.1684499,-4.3109777,-3.4941708,-2.8417654,-2.1608704,-1.5968445,-1.0848969,-0.72861102,-0.51064609
4907,-7.5035501,-6.4213275,-5.8194281,-5.1682382,-4.3108012,-3.4940277,-2.841649,-2.1607819,-1.5967791,-1.0848525,-0.72858118,-0.51062518
4908,-7.5032414,-6.4210634,-5.8191887,-5.1680256,-4.3106239,-3.4938839,-2.8415321,-2.160693,-1.5967134,-1.0848079,-0.72855121,-0.51060417
4909,-7.5029327,-6.4207992,-5.8189492,-5.167813,-4.3104465,-3.4937402,-2.8414152,-2.1606041,-1.5966477,-1.0847632,-0.72852123,-0.51058316
4910,-7.502624,-6.420535,-5.8187098,-5.1676004,-4.3102692,-3.4935964,-2.8412983,-2.1605152,-1.596582,-1.0847186,-0.72849126,-0.51056216
4911,-7.5023153,-6.4202708,-5.8184704,-5.1673877,-4.3100918,-3.4934527,-2.8411814,-2.1604263,-1.5965163,-1.084674,-0.72846128,-0.51054115
4912,-7.5020066,-6.4200066,-5.818231,-5.1671751,-4.3099145,-3.4933089,-2.8410645,-2.1603374,-1.5964506,-1.0846294,-0.72843131,-0.51052014
4913,-7.5016979,-6.4197424,-5.8179916,-5.1669625,-4.3097371,-3.4931652,-2.8409476,-2.1602485,-1.5963849,-1.0845847,-0.72840133,-0.51049913
4914,-7.5013892,-6.4194783,-5.8177521,-5.1667499,-4.3095597,-3.4930214,-2.8408306,-2.1601596,-1.5963192,-1.0845401,-0.72837136,-0.51047813
4915,-7.5010805,-6.4192141,-5.8175127,-5.1665372,-4.3093824,-3.4928777,-2.8407137,-2.1600707,-1.5962536,-1.0844955,-0.72834138,-0.51045712
4916,-7.5007718,-6.4189499,-5.8172733,-5.1663246,-4.309205,-3.4927339,-2.8405968,-2.1599818,-1.5961879,-1.0844508,-0.72831141,-0.51043611
4917,-7.5004631,-6.4186857,-5.8170339,-5.166112,-4.3090277,-3.4925902,-2.8404799,-2.1598929,-1.5961222,-1.0844062,-0.72828143,-0.5104151
4918,-7.5001544,-6.4184215,-5.8167945,-5.1658993,-4.3088503,-3.4924464,-2.840363,-2.159804,-1.5960565,-1.0843616,-0.72825146,-0.51039409
4919,-7.4998457,-6.4181574,-5.816555,-5.1656867,-4.308673,-3.4923027,-2.8402461,-2.1597151,-1.5959908,-1.0843169,-0.72822149,-0.51037309
4920,-7.499537,-6.4178932,-5.8163156,-5.1654741,-4.3084956,-3.4921589,-2.8401292,-2.1596262,-1.5959251,-1.0842723,-0.72819151,-0.51035208
4921,-7.4992283,-6.417629,-5.8160762,-5.1652615,-4.3083183,-3.4920152,-2.8400123,-2.1595373,-1.5958594,-1.0842277,-0.72816154,-0.51033107
4922,-7.4989196,-6.4173648,-5.8158368,-5.1650488,-4.3081409,-3.4918714,-2.8398954,-2.1594484,-1.5957937,-1.084183,-0.72813156,-0.51031006
4923,-7.4986109,-6.4171006,-5.8155974,-5.1648362,-4.3079636,-3.4917277,-2.8397785,-2.1593595,-1.595728,-1.0841384,-0.72810159,-0.51028906
4924,-7.4983021,-6.4168364,-5.815358,-5.1646236,-4.3077862,-3.4915839,-2.8396616,-2.1592706,-1.5956623,-1.0840938,-0.72807161,-0.51026805
4925,-7.4979934,-6.4165723,-5.8151185,-5.1644109,-4.3076089,-3.4914402,-2.8395446,-2.1591817,-1.5955966,-1.0840491,-0.72804164,-0.51024704
4926,-7.4976847,-6.4163081,-5.8148791,-5.1641983,-4.3074315,-3.4912965,-2.8394277,-2.1590928,-1.5955309,-1.0840045,-0.72801166,-0.51022603
4927,-7.497376,-6.4160439,-5.8146397,-5.1639857,-4.3072542,-3.4911527,-2.8393108,-2.1590039,-1.5954652,-1.0839599,-0.72798169,-0.51020502
4928,-7.4970673,-6.4157797,-5.8144003,-5.1637731,-4.3070768,-3.491009,-2.8391939,-2.158915,-1.5953995,-1.0839152,-0.72795171,-0.51018402
4929,-7.4967586,-6.4155155,-5.8141609,-5.1635604,-4.3068995,-3.4908652,-2.839077,-2.1588261,-1.5953338,-1.0838706,-0.72792174,-0.51016301
4930,-7.4964499,-6.4152514,-5.8139214,-5.1633478,-4.3067221,-3.4907215,-2.8389601,-2.1587372,-1.5952681,-1.083826,-0.72789176,-0.510142
4931,-7.4961412,-6.4149872,-5.813682,-5.1631352,-4.3065448,-3.4905777,-2.8388432,-2.1586483,-1.5952025,-1.0837813,-0.72786179,-0.51012099
4932,-7.4958325,-6.414723,-5.8134426,-5.1629225,-4.3063674,-3.490434,-2.8387263,-2.1585594,-1.5951368,-1.0837367,-0.72783181,-0.51009999
4933,-7.4955238,-6.4144588,-5.8132032,-5.1627099,-4.3061901,-3.4902902,-2.8386094,-2.1584705,-1.5950711,-1.0836921,-0.72780184,-0.51007898
4934,-7.4952151,-6.4141946,-5.8129638,-5.1624973,-4.3060127,-3.4901465,-2.8384925,-2.1583816,-1.5950054,-1.0836474,-0.72777186,-0.51005797
4935,-7.4949064,-6.4139304,-5.8127243,-5.1622847,-4.3058354,-3.4900027,-2.8383756,-2.1582927,-1.5949397,-1.0836028,-0.72774189,-0.51003696
4936,-7.4945977,-6.4136663,-5.8124849,-5.162072,-4.305658,-3.489859,-2.8382586,-2.1582038,-1.594874,-1.0835582,-0.72771191,-0.51001595
4937,-7.494289,-6.4134021,-5.8122455,-5.1618594,-4.3054807,-3.4897152,-2.8381417,-2.158115,-1.5948083,-1.0835135,-0.72768194,-0.50999495
4938,-7.4939803,-6.4131379,-5.8120061,-5.1616468,-4.3053033,-3.4895715,-2.8380248,-2.1580261,-1.5947426,-1.0834689,-0.72765196,-0.50997394
4939,-7.4936716,-6.4128737,-5.8117667,-5.1614342,-4.305126,-3.4894277,-2.8379079,-2.1579372,-1.5946769,-1.0834243,-0.72762199,-0.50995293
4940,-7.4933629,-6.4126095,-5.8115272,-5.1612215,-4.3049486,-3.489284,-2.837791,-2.1578483,-1.5946112,-1.0833797,-0.72759201,-0.50993192
4941,-7.4930541,-6.4123454,-5.8112878,-5.1610089,-4.3047712,-3.4891402,-2.8376741,-2.1577594,-1.5945455,-1.083335,-0.72756204,-0.50991092
4942,-7.4927454,-6.4120812,-5.8110484,-5.1607963,-4.3045939,-3.4889965,-2.8375572,-2.1576705,-1.5944798,-1.0832904,-0.72753207,-0.50988991
4943,-7.4924367,-6.411817,-5.810809,-5.1605836,-4.3044165,-3.4888527,-2.8374403,-2.1575816,-1.5944141,-1.0832458,-0.72750209,-0.5098689
4944,-7.492128,-6.4115528,-5.8105696,-5.160371,-4.3042392,-3.488709,-2.8373234,-2.1574927,-1.5943484,-1.0832011,-0.72747212,-0.50984789
4945,-7.4918193,-6.4112886,-5.8103302,-5.1601584,-4.3040618,-3.4885652,-2.8372065,-2.1574038,-1.5942827,-1.0831565,-0.72744214,-0.50982688
4946,-7.4915106,-6.4110244,-5.8100907,-5.1599458,-4.3038845,-3.4884215,-2.8370896,-2.1573149,-1.5942171,-1.0831119,-0.72741217,-0.50980588
4947,-7.4912019,-6.4107603,-5.8098513,-5.1597331,-4.3037071,-3.4882777,-2.8369726,-2.157226,-1.5941514,-1.0830672,-0.72738219,-0.50978487
4948,-7.4908932,-6.4104961,-5.8096119,-5.1595205,-4.3035298,-3.488134,-2.8368557,-2.1571371,-1.5940857,-1.0830226,-0.72735222,-0.50976386
4949,-7.4905845,-6.4102319,-5.8093725,-5.1593079,-4.3033524,-3.4879902,-2.8367388,-2.1570482,-1.59402,-1.082978,-0.72732224,-0.50974285
4950,-7.4902758,-6.4099677,-5.8091331,-5.1590952,-4.3031751,-3.4878465,-2.8366219,-2.1569593,-1.5939543,-1.0829333,-0.72729227,-0.50972185
4951,-7.4899671,-6.4097035,-5.8088936,-5.1588826,-4.3029977,-3.4877027,-2.836505,-2.1568704,-1.5938886,-1.0828887,-0.72726229,-0.50970084
4952,-7.4896584,-6.4094394,-5.8086542,-5.15867,-4.3028204,-3.487559,-2.8363881,-2.1567815,-1.5938229,-1.0828441,-0.72723232,-0.50967983
4953,-7.4893497,-6.4091752,-5.8084148,-5.1584574,-4.302643,-3.4874152,-2.8362712,-2.1566926,-1.5937572,-1.0827994,-0.72720234,-0.50965882
4954,-7.489041,-6.408911,-5.8081754,-5.1582447,-4.3024657,-3.4872715,-2.8361543,-2.1566037,-1.5936915,-1.0827548,-0.72717237,-0.50963781
4955,-7.4887323,-6.4086468,-5.807936,-5.1580321,-4.3022883,-3.4871277,-2.8360374,-2.1565148,-1.5936258,-1.0827102,-0.72714239,-0.50961681
4956,-7.4884236,-6.4083826,-5.8076965,-5.1578195,-4.302111,-3.486984,-2.8359205,-2.1564259,-1.5935601,-1.0826655,-0.72711242,-0.5095958
4957,-7.4881149,-6.4081184,-5.8074571,-5.1576068,-4.3019336,-3.4868402,-2.8358036,-2.156337,-1.5934944,-1.0826209,-0.72708244,-0.50957479
4958,-7.4878061,-6.4078543,-5.8072177,-5.1573942,-4.3017563,-3.4866965,-2.8356866,-2.1562481,-1.5934287,-1.0825763,-0.72705247,-0.50955378
4959,-7.4874974,-6.4075901,-5.8069783,-5.1571816,-4.3015789,-3.4865527,-2.8355697,-2.1561592,-1.593363,-1.0825316,-0.72702249,-0.50953278
4960,-7.4871887,-6.4073259,-5.8067389,-5.156969,-4.3014016,-3.486409,-2.8354528,-2.1560703,-1.5932973,-1.082487,-0.72699252,-0.50951177
4961,-7.48688,-6.4070617,-5.8064995,-5.1567563,-4.3012242,-3.4862652,-2.8353359,-2.1559814,-1.5932316,-1.0824424,-0.72696254,-0.50949076
4962,-7.4865713,-6.4067975,-5.80626,-5.1565437,-4.3010469,-3.4861215,-2.835219,-2.1558925,-1.593166,-1.0823977,-0.72693257,-0.50946975
4963,-7.4862626,-6.4065334,-5.8060206,-5.1563311,-4.3008695,-3.4859777,-2.8351021,-2.1558036,-1.5931003,-1.0823531,-0.72690259,-0.50944874
4964,-7.4859539,-6.4062692,-5.8057812,-5.1561184,-4.3006922,-3.485834,-2.8349852,-2.1557147,-1.5930346,-1.0823085,-0.72687262,-0.50942774
