Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa)
804,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,277.31891,0,0,0,0,0,53.737732,4.3940189,0,0,0,0,475.0186,84.209272,0,0,10.442975,85.469707,136.85592,28.286546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,277.30134,0,0,0,0,0,53.734326,4.3937404,0,0,0,0,474.9885,84.203936,0,0,10.442314,85.46429,136.84725,28.284753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,277.28376,0,0,0,0,0,53.730921,4.393462,0,0,0,0,474.95839,84.198599,0,0,10.441652,85.458874,136.83858,28.282961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,277.26619,0,0,0,0,0,53.727515,4.3931835,0,0,0,0,474.92829,84.193263,0,0,10.44099,85.453457,136.8299,28.281168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,277.24861,0,0,0,0,0,53.724109,4.392905,0,0,0,0,474.89819,84.187926,0,0,10.440328,85.448041,136.82123,28.279375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,277.23104,0,0,0,0,0,53.720704,4.3926266,0,0,0,0,474.86808,84.182589,0,0,10.439666,85.442624,136.81256,28.277583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,277.21346,0,0,0,0,0,53.717298,4.3923481,0,0,0,0,474.83798,84.177253,0,0,10.439005,85.437207,136.80388,28.27579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,277.19589,0,0,0,0,0,53.713893,4.3920696,0,0,0,0,474.80787,84.171916,0,0,10.438343,85.431791,136.79521,28.273997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,277.17831,0,0,0,0,0,53.710487,4.3917912,0,0,0,0,474.77777,84.166579,0,0,10.437681,85.426374,136.78654,28.272205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,277.16074,0,0,0,0,0,53.707081,4.3915127,0,0,0,0,474.74767,84.161242,0,0,10.437019,85.420958,136.77786,28.270412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,277.14316,0,0,0,0,0,53.703676,4.3912342,0,0,0,0,474.71756,84.155906,0,0,10.436357,85.415541,136.76919,28.268619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,277.12559,0,0,0,0,0,53.70027,4.3909558,0,0,0,0,474.68746,84.150569,0,0,10.435695,85.410124,136.76052,28.266827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,277.10801,0,0,0,0,0,53.696865,4.3906773,0,0,0,0,474.65735,84.145232,0,0,10.435034,85.404708,136.75184,28.265034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,277.09044,0,0,0,0,0,53.693459,4.3903988,0,0,0,0,474.62725,84.139896,0,0,10.434372,85.399291,136.74317,28.263242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,277.07286,0,0,0,0,0,53.690053,4.3901204,0,0,0,0,474.59715,84.134559,0,0,10.43371,85.393875,136.7345,28.261449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,277.05529,0,0,0,0,0,53.686648,4.3898419,0,0,0,0,474.56704,84.129222,0,0,10.433048,85.388458,136.72583,28.259656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,277.03771,0,0,0,0,0,53.683242,4.3895634,0,0,0,0,474.53694,84.123885,0,0,10.432386,85.383041,136.71715,28.257864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,277.02014,0,0,0,0,0,53.679837,4.389285,0,0,0,0,474.50683,84.118549,0,0,10.431725,85.377625,136.70848,28.256071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,277.00256,0,0,0,0,0,53.676431,4.3890065,0,0,0,0,474.47673,84.113212,0,0,10.431063,85.372208,136.69981,28.254278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,276.98499,0,0,0,0,0,53.673025,4.388728,0,0,0,0,474.44663,84.107875,0,0,10.430401,85.366792,136.69113,28.252486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,276.96741,0,0,0,0,0,53.66962,4.3884496,0,0,0,0,474.41652,84.102539,0,0,10.429739,85.361375,136.68246,28.250693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,276.94984,0,0,0,0,0,53.666214,4.3881711,0,0,0,0,474.38642,84.097202,0,0,10.429077,85.355958,136.67379,28.2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,276.93226,0,0,0,0,0,53.662809,4.3878926,0,0,0,0,474.35631,84.091865,0,0,10.428415,85.350542,136.66511,28.247108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,276.91469,0,0,0,0,0,53.659403,4.3876141,0,0,0,0,474.32621,84.086528,0,0,10.427754,85.345125,136.65644,28.245315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,276.89711,0,0,0,0,0,53.655997,4.3873357,0,0,0,0,474.29611,84.081192,0,0,10.427092,85.339709,136.64777,28.243522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,276.87954,0,0,0,0,0,53.652592,4.3870572,0,0,0,0,474.266,84.075855,0,0,10.42643,85.334292,136.63909,28.24173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,276.86196,0,0,0,0,0,53.649186,4.3867787,0,0,0,0,474.2359,84.070518,0,0,10.425768,85.328876,136.63042,28.239937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,276.84439,0,0,0,0,0,53.645781,4.3865003,0,0,0,0,474.20579,84.065182,0,0,10.425106,85.323459,136.62175,28.238145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,276.82681,0,0,0,0,0,53.642375,4.3862218,0,0,0,0,474.17569,84.059845,0,0,10.424445,85.318042,136.61307,28.236352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,276.80924,0,0,0,0,0,53.638969,4.3859433,0,0,0,0,474.14559,84.054508,0,0,10.423783,85.312626,136.6044,28.234559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,276.79166,0,0,0,0,0,53.635564,4.3856649,0,0,0,0,474.11548,84.049171,0,0,10.423121,85.307209,136.59573,28.232767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,276.77409,0,0,0,0,0,53.632158,4.3853864,0,0,0,0,474.08538,84.043835,0,0,10.422459,85.301793,136.58705,28.230974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,276.75651,0,0,0,0,0,53.628753,4.3851079,0,0,0,0,474.05527,84.038498,0,0,10.421797,85.296376,136.57838,28.229181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,276.73894,0,0,0,0,0,53.625347,4.3848295,0,0,0,0,474.02517,84.033161,0,0,10.421135,85.290959,136.56971,28.227389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,276.72136,0,0,0,0,0,53.621942,4.384551,0,0,0,0,473.99507,84.027825,0,0,10.420474,85.285543,136.56104,28.225596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,276.70379,0,0,0,0,0,53.618536,4.3842725,0,0,0,0,473.96496,84.022488,0,0,10.419812,85.280126,136.55236,28.223803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,276.68621,0,0,0,0,0,53.61513,4.3839941,0,0,0,0,473.93486,84.017151,0,0,10.41915,85.27471,136.54369,28.222011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,276.66864,0,0,0,0,0,53.611725,4.3837156,0,0,0,0,473.90475,84.011814,0,0,10.418488,85.269293,136.53502,28.220218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,276.65106,0,0,0,0,0,53.608319,4.3834371,0,0,0,0,473.87465,84.006478,0,0,10.417826,85.263876,136.52634,28.218425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,276.63349,0,0,0,0,0,53.604914,4.3831587,0,0,0,0,473.84455,84.001141,0,0,10.417165,85.25846,136.51767,28.216633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,276.61591,0,0,0,0,0,53.601508,4.3828802,0,0,0,0,473.81444,83.995804,0,0,10.416503,85.253043,136.509,28.21484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,276.59834,0,0,0,0,0,53.598102,4.3826017,0,0,0,0,473.78434,83.990468,0,0,10.415841,85.247627,136.50032,28.213048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,276.58077,0,0,0,0,0,53.594697,4.3823232,0,0,0,0,473.75423,83.985131,0,0,10.415179,85.24221,136.49165,28.211255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,276.56319,0,0,0,0,0,53.591291,4.3820448,0,0,0,0,473.72413,83.979794,0,0,10.414517,85.236793,136.48298,28.209462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,276.54562,0,0,0,0,0,53.587886,4.3817663,0,0,0,0,473.69403,83.974457,0,0,10.413855,85.231377,136.4743,28.20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,276.52804,0,0,0,0,0,53.58448,4.3814878,0,0,0,0,473.66392,83.969121,0,0,10.413194,85.22596,136.46563,28.205877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,276.51047,0,0,0,0,0,53.581074,4.3812094,0,0,0,0,473.63382,83.963784,0,0,10.412532,85.220544,136.45696,28.204084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,276.49289,0,0,0,0,0,53.577669,4.3809309,0,0,0,0,473.60371,83.958447,0,0,10.41187,85.215127,136.44828,28.202292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,276.47532,0,0,0,0,0,53.574263,4.3806524,0,0,0,0,473.57361,83.953111,0,0,10.411208,85.209711,136.43961,28.200499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,276.45774,0,0,0,0,0,53.570858,4.380374,0,0,0,0,473.54351,83.947774,0,0,10.410546,85.204294,136.43094,28.198706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,276.44017,0,0,0,0,0,53.567452,4.3800955,0,0,0,0,473.5134,83.942437,0,0,10.409885,85.198877,136.42226,28.196914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,276.42259,0,0,0,0,0,53.564046,4.379817,0,0,0,0,473.4833,83.937101,0,0,10.409223,85.193461,136.41359,28.195121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,276.40502,0,0,0,0,0,53.560641,4.3795386,0,0,0,0,473.45319,83.931764,0,0,10.408561,85.188044,136.40492,28.193328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,276.38744,0,0,0,0,0,53.557235,4.3792601,0,0,0,0,473.42309,83.926427,0,0,10.407899,85.182628,136.39625,28.191536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,276.36987,0,0,0,0,0,53.55383,4.3789816,0,0,0,0,473.39299,83.92109,0,0,10.407237,85.177211,136.38757,28.189743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,276.35229,0,0,0,0,0,53.550424,4.3787032,0,0,0,0,473.36288,83.915754,0,0,10.406575,85.171794,136.3789,28.187951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,276.33472,0,0,0,0,0,53.547018,4.3784247,0,0,0,0,473.33278,83.910417,0,0,10.405914,85.166378,136.37023,28.186158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,276.31714,0,0,0,0,0,53.543613,4.3781462,0,0,0,0,473.30267,83.90508,0,0,10.405252,85.160961,136.36155,28.184365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,276.29957,0,0,0,0,0,53.540207,4.3778678,0,0,0,0,473.27257,83.899744,0,0,10.40459,85.155545,136.35288,28.182573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,276.28199,0,0,0,0,0,53.536802,4.3775893,0,0,0,0,473.24247,83.894407,0,0,10.403928,85.150128,136.34421,28.18078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,276.26442,0,0,0,0,0,53.533396,4.3773108,0,0,0,0,473.21236,83.88907,0,0,10.403266,85.144711,136.33553,28.178987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,276.24684,0,0,0,0,0,53.52999,4.3770324,0,0,0,0,473.18226,83.883733,0,0,10.402605,85.139295,136.32686,28.177195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,276.22927,0,0,0,0,0,53.526585,4.3767539,0,0,0,0,473.15215,83.878397,0,0,10.401943,85.133878,136.31819,28.175402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,276.21169,0,0,0,0,0,53.523179,4.3764754,0,0,0,0,473.12205,83.87306,0,0,10.401281,85.128462,136.30951,28.173609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,276.19412,0,0,0,0,0,53.519774,4.3761969,0,0,0,0,473.09195,83.867723,0,0,10.400619,85.123045,136.30084,28.171817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,276.17654,0,0,0,0,0,53.516368,4.3759185,0,0,0,0,473.06184,83.862387,0,0,10.399957,85.117628,136.29217,28.170024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,276.15897,0,0,0,0,0,53.512962,4.37564,0,0,0,0,473.03174,83.85705,0,0,10.399295,85.112212,136.28349,28.168231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,276.14139,0,0,0,0,0,53.509557,4.3753615,0,0,0,0,473.00163,83.851713,0,0,10.398634,85.106795,136.27482,28.166439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,276.12382,0,0,0,0,0,53.506151,4.3750831,0,0,0,0,472.97153,83.846376,0,0,10.397972,85.101379,136.26615,28.164646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,276.10624,0,0,0,0,0,53.502746,4.3748046,0,0,0,0,472.94143,83.84104,0,0,10.39731,85.095962,136.25747,28.162854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,276.08867,0,0,0,0,0,53.49934,4.3745261,0,0,0,0,472.91132,83.835703,0,0,10.396648,85.090546,136.2488,28.161061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,276.07109,0,0,0,0,0,53.495934,4.3742477,0,0,0,0,472.88122,83.830366,0,0,10.395986,85.085129,136.24013,28.159268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,276.05352,0,0,0,0,0,53.492529,4.3739692,0,0,0,0,472.85111,83.82503,0,0,10.395325,85.079712,136.23146,28.157476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,276.03594,0,0,0,0,0,53.489123,4.3736907,0,0,0,0,472.82101,83.819693,0,0,10.394663,85.074296,136.22278,28.155683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,276.01837,0,0,0,0,0,53.485718,4.3734123,0,0,0,0,472.79091,83.814356,0,0,10.394001,85.068879,136.21411,28.15389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,276.00079,0,0,0,0,0,53.482312,4.3731338,0,0,0,0,472.7608,83.809019,0,0,10.393339,85.063463,136.20544,28.152098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,275.98322,0,0,0,0,0,53.478906,4.3728553,0,0,0,0,472.7307,83.803683,0,0,10.392677,85.058046,136.19676,28.150305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,275.96564,0,0,0,0,0,53.475501,4.3725769,0,0,0,0,472.70059,83.798346,0,0,10.392015,85.052629,136.18809,28.148512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,275.94807,0,0,0,0,0,53.472095,4.3722984,0,0,0,0,472.67049,83.793009,0,0,10.391354,85.047213,136.17942,28.14672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,275.93049,0,0,0,0,0,53.46869,4.3720199,0,0,0,0,472.64039,83.787673,0,0,10.390692,85.041796,136.17074,28.144927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,275.91292,0,0,0,0,0,53.465284,4.3717415,0,0,0,0,472.61028,83.782336,0,0,10.39003,85.03638,136.16207,28.143134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,275.89534,0,0,0,0,0,53.461878,4.371463,0,0,0,0,472.58018,83.776999,0,0,10.389368,85.030963,136.1534,28.141342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,275.87777,0,0,0,0,0,53.458473,4.3711845,0,0,0,0,472.55007,83.771662,0,0,10.388706,85.025546,136.14472,28.139549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,275.86019,0,0,0,0,0,53.455067,4.370906,0,0,0,0,472.51997,83.766326,0,0,10.388045,85.02013,136.13605,28.137757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,275.84262,0,0,0,0,0,53.451662,4.3706276,0,0,0,0,472.48987,83.760989,0,0,10.387383,85.014713,136.12738,28.135964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,275.82504,0,0,0,0,0,53.448256,4.3703491,0,0,0,0,472.45976,83.755652,0,0,10.386721,85.009297,136.1187,28.134171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,275.80747,0,0,0,0,0,53.444851,4.3700706,0,0,0,0,472.42966,83.750316,0,0,10.386059,85.00388,136.11003,28.132379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,275.78989,0,0,0,0,0,53.441445,4.3697922,0,0,0,0,472.39955,83.744979,0,0,10.385397,84.998463,136.10136,28.130586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,275.77232,0,0,0,0,0,53.438039,4.3695137,0,0,0,0,472.36945,83.739642,0,0,10.384736,84.993047,136.09268,28.128793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,275.75474,0,0,0,0,0,53.434634,4.3692352,0,0,0,0,472.33935,83.734305,0,0,10.384074,84.98763,136.08401,28.127001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,275.73717,0,0,0,0,0,53.431228,4.3689568,0,0,0,0,472.30924,83.728969,0,0,10.383412,84.982214,136.07534,28.125208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,275.71959,0,0,0,0,0,53.427823,4.3686783,0,0,0,0,472.27914,83.723632,0,0,10.38275,84.976797,136.06667,28.123415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,275.70202,0,0,0,0,0,53.424417,4.3683998,0,0,0,0,472.24903,83.718295,0,0,10.382088,84.971381,136.05799,28.121623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,275.68444,0,0,0,0,0,53.421011,4.3681214,0,0,0,0,472.21893,83.712959,0,0,10.381426,84.965964,136.04932,28.11983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,275.66687,0,0,0,0,0,53.417606,4.3678429,0,0,0,0,472.18883,83.707622,0,0,10.380765,84.960547,136.04065,28.118037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,275.64929,0,0,0,0,0,53.4142,4.3675644,0,0,0,0,472.15872,83.702285,0,0,10.380103,84.955131,136.03197,28.116245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,275.63172,0,0,0,0,0,53.410795,4.367286,0,0,0,0,472.12862,83.696948,0,0,10.379441,84.949714,136.0233,28.114452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,275.61414,0,0,0,0,0,53.407389,4.3670075,0,0,0,0,472.09851,83.691612,0,0,10.378779,84.944298,136.01463,28.11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,275.59657,0,0,0,0,0,53.403983,4.366729,0,0,0,0,472.06841,83.686275,0,0,10.378117,84.938881,136.00595,28.110867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,275.57899,0,0,0,0,0,53.400578,4.3664506,0,0,0,0,472.03831,83.680938,0,0,10.377456,84.933464,135.99728,28.109074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,275.56142,0,0,0,0,0,53.397172,4.3661721,0,0,0,0,472.0082,83.675602,0,0,10.376794,84.928048,135.98861,28.107282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,275.54384,0,0,0,0,0,53.393767,4.3658936,0,0,0,0,471.9781,83.670265,0,0,10.376132,84.922631,135.97993,28.105489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,275.52627,0,0,0,0,0,53.390361,4.3656152,0,0,0,0,471.94799,83.664928,0,0,10.37547,84.917215,135.97126,28.103696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,275.5087,0,0,0,0,0,53.386955,4.3653367,0,0,0,0,471.91789,83.659592,0,0,10.374808,84.911798,135.96259,28.101904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,275.49112,0,0,0,0,0,53.38355,4.3650582,0,0,0,0,471.88779,83.654255,0,0,10.374146,84.906381,135.95391,28.100111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
