Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa)
4056,261.52785,0,0,0,0,0,50.677804,4.1438152,0,0,0,0,447.97015,79.414238,0,0,9.8483327,80.602901,129.06309,26.675857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,261.53664,0,0,0,0,0,50.679507,4.1439544,0,0,0,0,447.9852,79.416907,0,0,9.8486637,80.605609,129.06743,26.676753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,261.54543,0,0,0,0,0,50.68121,4.1440937,0,0,0,0,448.00025,79.419575,0,0,9.8489946,80.608318,129.07176,26.677649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,261.55421,0,0,0,0,0,50.682913,4.1442329,0,0,0,0,448.01531,79.422243,0,0,9.8493255,80.611026,129.0761,26.678546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,261.563,0,0,0,0,0,50.684615,4.1443721,0,0,0,0,448.03036,79.424912,0,0,9.8496564,80.613734,129.08044,26.679442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,261.57179,0,0,0,0,0,50.686318,4.1445114,0,0,0,0,448.04541,79.42758,0,0,9.8499873,80.616442,129.08477,26.680338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,261.58058,0,0,0,0,0,50.688021,4.1446506,0,0,0,0,448.06046,79.430248,0,0,9.8503182,80.619151,129.08911,26.681235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,261.58936,0,0,0,0,0,50.689724,4.1447898,0,0,0,0,448.07551,79.432917,0,0,9.8506491,80.621859,129.09345,26.682131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,261.59815,0,0,0,0,0,50.691427,4.1449291,0,0,0,0,448.09057,79.435585,0,0,9.85098,80.624567,129.09778,26.683027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,261.60694,0,0,0,0,0,50.693129,4.1450683,0,0,0,0,448.10562,79.438253,0,0,9.8513109,80.627276,129.10212,26.683924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,261.61573,0,0,0,0,0,50.694832,4.1452075,0,0,0,0,448.12067,79.440922,0,0,9.8516418,80.629984,129.10645,26.68482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,261.62451,0,0,0,0,0,50.696535,4.1453468,0,0,0,0,448.13572,79.44359,0,0,9.8519727,80.632692,129.11079,26.685716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,261.6333,0,0,0,0,0,50.698238,4.145486,0,0,0,0,448.15077,79.446259,0,0,9.8523036,80.6354,129.11513,26.686613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,261.64209,0,0,0,0,0,50.699941,4.1456253,0,0,0,0,448.16583,79.448927,0,0,9.8526345,80.638109,129.11946,26.687509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,261.65087,0,0,0,0,0,50.701643,4.1457645,0,0,0,0,448.18088,79.451595,0,0,9.8529655,80.640817,129.1238,26.688405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,261.65966,0,0,0,0,0,50.703346,4.1459037,0,0,0,0,448.19593,79.454264,0,0,9.8532964,80.643525,129.12814,26.689301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,261.66845,0,0,0,0,0,50.705049,4.146043,0,0,0,0,448.21098,79.456932,0,0,9.8536273,80.646234,129.13247,26.690198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,261.67724,0,0,0,0,0,50.706752,4.1461822,0,0,0,0,448.22603,79.4596,0,0,9.8539582,80.648942,129.13681,26.691094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,261.68602,0,0,0,0,0,50.708454,4.1463214,0,0,0,0,448.24109,79.462269,0,0,9.8542891,80.65165,129.14115,26.69199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,261.69481,0,0,0,0,0,50.710157,4.1464607,0,0,0,0,448.25614,79.464937,0,0,9.85462,80.654358,129.14548,26.692887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,261.7036,0,0,0,0,0,50.71186,4.1465999,0,0,0,0,448.27119,79.467605,0,0,9.8549509,80.657067,129.14982,26.693783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,261.71239,0,0,0,0,0,50.713563,4.1467391,0,0,0,0,448.28624,79.470274,0,0,9.8552818,80.659775,129.15416,26.694679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,261.72117,0,0,0,0,0,50.715266,4.1468784,0,0,0,0,448.30129,79.472942,0,0,9.8556127,80.662483,129.15849,26.695576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,261.72996,0,0,0,0,0,50.716968,4.1470176,0,0,0,0,448.31635,79.47561,0,0,9.8559436,80.665192,129.16283,26.696472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,261.73875,0,0,0,0,0,50.718671,4.1471568,0,0,0,0,448.3314,79.478279,0,0,9.8562745,80.6679,129.16717,26.697368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,261.74754,0,0,0,0,0,50.720374,4.1472961,0,0,0,0,448.34645,79.480947,0,0,9.8566054,80.670608,129.1715,26.698265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,261.75632,0,0,0,0,0,50.722077,4.1474353,0,0,0,0,448.3615,79.483615,0,0,9.8569363,80.673316,129.17584,26.699161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,261.76511,0,0,0,0,0,50.72378,4.1475745,0,0,0,0,448.37655,79.486284,0,0,9.8572673,80.676025,129.18018,26.700057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,261.7739,0,0,0,0,0,50.725482,4.1477138,0,0,0,0,448.39161,79.488952,0,0,9.8575982,80.678733,129.18451,26.700954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,261.78269,0,0,0,0,0,50.727185,4.147853,0,0,0,0,448.40666,79.49162,0,0,9.8579291,80.681441,129.18885,26.70185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,261.79147,0,0,0,0,0,50.728888,4.1479922,0,0,0,0,448.42171,79.494289,0,0,9.85826,80.68415,129.19319,26.702746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,261.80026,0,0,0,0,0,50.730591,4.1481315,0,0,0,0,448.43676,79.496957,0,0,9.8585909,80.686858,129.19752,26.703643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4088,261.80905,0,0,0,0,0,50.732294,4.1482707,0,0,0,0,448.45181,79.499626,0,0,9.8589218,80.689566,129.20186,26.704539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089,261.81784,0,0,0,0,0,50.733996,4.1484099,0,0,0,0,448.46686,79.502294,0,0,9.8592527,80.692274,129.2062,26.705435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,261.82662,0,0,0,0,0,50.735699,4.1485492,0,0,0,0,448.48192,79.504962,0,0,9.8595836,80.694983,129.21053,26.706332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4091,261.83541,0,0,0,0,0,50.737402,4.1486884,0,0,0,0,448.49697,79.507631,0,0,9.8599145,80.697691,129.21487,26.707228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,261.8442,0,0,0,0,0,50.739105,4.1488276,0,0,0,0,448.51202,79.510299,0,0,9.8602454,80.700399,129.21921,26.708124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,261.85299,0,0,0,0,0,50.740808,4.1489669,0,0,0,0,448.52707,79.512967,0,0,9.8605763,80.703108,129.22354,26.709021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,261.86177,0,0,0,0,0,50.74251,4.1491061,0,0,0,0,448.54212,79.515636,0,0,9.8609072,80.705816,129.22788,26.709917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,261.87056,0,0,0,0,0,50.744213,4.1492453,0,0,0,0,448.55718,79.518304,0,0,9.8612382,80.708524,129.23222,26.710813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,261.87935,0,0,0,0,0,50.745916,4.1493846,0,0,0,0,448.57223,79.520972,0,0,9.8615691,80.711233,129.23655,26.711709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,261.88814,0,0,0,0,0,50.747619,4.1495238,0,0,0,0,448.58728,79.523641,0,0,9.8619,80.713941,129.24089,26.712606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,261.89692,0,0,0,0,0,50.749322,4.149663,0,0,0,0,448.60233,79.526309,0,0,9.8622309,80.716649,129.24523,26.713502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,261.90571,0,0,0,0,0,50.751024,4.1498023,0,0,0,0,448.61738,79.528977,0,0,9.8625618,80.719357,129.24956,26.714398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,261.9145,0,0,0,0,0,50.752727,4.1499415,0,0,0,0,448.63244,79.531646,0,0,9.8628927,80.722066,129.2539,26.715295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,261.92329,0,0,0,0,0,50.75443,4.1500807,0,0,0,0,448.64749,79.534314,0,0,9.8632236,80.724774,129.25823,26.716191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,261.93207,0,0,0,0,0,50.756133,4.15022,0,0,0,0,448.66254,79.536982,0,0,9.8635545,80.727482,129.26257,26.717087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,261.94086,0,0,0,0,0,50.757836,4.1503592,0,0,0,0,448.67759,79.539651,0,0,9.8638854,80.730191,129.26691,26.717984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,261.94965,0,0,0,0,0,50.759538,4.1504984,0,0,0,0,448.69264,79.542319,0,0,9.8642163,80.732899,129.27124,26.71888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,261.95844,0,0,0,0,0,50.761241,4.1506377,0,0,0,0,448.7077,79.544987,0,0,9.8645472,80.735607,129.27558,26.719776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,261.96722,0,0,0,0,0,50.762944,4.1507769,0,0,0,0,448.72275,79.547656,0,0,9.8648781,80.738315,129.27992,26.720673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,261.97601,0,0,0,0,0,50.764647,4.1509161,0,0,0,0,448.7378,79.550324,0,0,9.865209,80.741024,129.28425,26.721569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,261.9848,0,0,0,0,0,50.76635,4.1510554,0,0,0,0,448.75285,79.552993,0,0,9.86554,80.743732,129.28859,26.722465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,261.99359,0,0,0,0,0,50.768052,4.1511946,0,0,0,0,448.7679,79.555661,0,0,9.8658709,80.74644,129.29293,26.723362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,261.96747,0,0,0,0,0,50.762992,4.1507808,0,0,0,0,448.72317,79.547731,0,0,9.8648874,80.738391,129.28004,26.720698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,261.94135,0,0,0,0,0,50.75793,4.1503669,0,0,0,0,448.67843,79.539798,0,0,9.8639037,80.73034,129.26715,26.718033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,261.91522,0,0,0,0,0,50.752868,4.149953,0,0,0,0,448.63368,79.531866,0,0,9.86292,80.722289,129.25426,26.715369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,261.8891,0,0,0,0,0,50.747806,4.1495391,0,0,0,0,448.58893,79.523934,0,0,9.8619363,80.714238,129.24136,26.712704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114,261.86298,0,0,0,0,0,50.742744,4.1491252,0,0,0,0,448.54419,79.516002,0,0,9.8609526,80.706187,129.22847,26.71004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,261.83686,0,0,0,0,0,50.737682,4.1487113,0,0,0,0,448.49944,79.508069,0,0,9.8599689,80.698136,129.21558,26.707375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,261.81073,0,0,0,0,0,50.73262,4.1482974,0,0,0,0,448.4547,79.500137,0,0,9.8589852,80.690085,129.20269,26.704711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,261.78461,0,0,0,0,0,50.727558,4.1478835,0,0,0,0,448.40995,79.492205,0,0,9.8580015,80.682034,129.1898,26.702046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,261.75849,0,0,0,0,0,50.722496,4.1474696,0,0,0,0,448.36521,79.484272,0,0,9.8570178,80.673983,129.17691,26.699382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,261.73236,0,0,0,0,0,50.717434,4.1470557,0,0,0,0,448.32046,79.47634,0,0,9.8560341,80.665932,129.16402,26.696717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,261.70624,0,0,0,0,0,50.712372,4.1466418,0,0,0,0,448.27572,79.468408,0,0,9.8550504,80.657881,129.15112,26.694053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,261.68012,0,0,0,0,0,50.70731,4.1462279,0,0,0,0,448.23097,79.460475,0,0,9.8540667,80.64983,129.13823,26.691388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,261.654,0,0,0,0,0,50.702248,4.1458139,0,0,0,0,448.18622,79.452543,0,0,9.853083,80.641779,129.12534,26.688724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,261.62787,0,0,0,0,0,50.697186,4.1454,0,0,0,0,448.14148,79.444611,0,0,9.8520993,80.633728,129.11245,26.686059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,261.60175,0,0,0,0,0,50.692124,4.1449861,0,0,0,0,448.09673,79.436679,0,0,9.8511156,80.625677,129.09956,26.683395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,261.57563,0,0,0,0,0,50.687062,4.1445722,0,0,0,0,448.05199,79.428746,0,0,9.8501319,80.617626,129.08667,26.68073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,261.54951,0,0,0,0,0,50.682,4.1441583,0,0,0,0,448.00724,79.420814,0,0,9.8491482,80.609575,129.07378,26.678066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,261.52338,0,0,0,0,0,50.676938,4.1437444,0,0,0,0,447.9625,79.412882,0,0,9.8481645,80.601524,129.06088,26.675401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,261.49726,0,0,0,0,0,50.671877,4.1433305,0,0,0,0,447.91775,79.404949,0,0,9.8471808,80.593473,129.04799,26.672736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,261.47114,0,0,0,0,0,50.666815,4.1429166,0,0,0,0,447.87301,79.397017,0,0,9.8461971,80.585422,129.0351,26.670072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,261.44501,0,0,0,0,0,50.661753,4.1425027,0,0,0,0,447.82826,79.389085,0,0,9.8452134,80.577371,129.02221,26.667407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,261.41889,0,0,0,0,0,50.656691,4.1420888,0,0,0,0,447.78351,79.381152,0,0,9.8442297,80.56932,129.00932,26.664743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,261.39277,0,0,0,0,0,50.651629,4.1416749,0,0,0,0,447.73877,79.37322,0,0,9.843246,80.561269,128.99643,26.662078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,261.36665,0,0,0,0,0,50.646567,4.141261,0,0,0,0,447.69402,79.365288,0,0,9.8422623,80.553218,128.98354,26.659414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,261.34052,0,0,0,0,0,50.641505,4.1408471,0,0,0,0,447.64928,79.357356,0,0,9.8412786,80.545167,128.97064,26.656749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,261.3144,0,0,0,0,0,50.636443,4.1404332,0,0,0,0,447.60453,79.349423,0,0,9.8402949,80.537116,128.95775,26.654085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,261.28828,0,0,0,0,0,50.631381,4.1400193,0,0,0,0,447.55979,79.341491,0,0,9.8393112,80.529065,128.94486,26.65142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,261.26216,0,0,0,0,0,50.626319,4.1396054,0,0,0,0,447.51504,79.333559,0,0,9.8383275,80.521014,128.93197,26.648756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,261.23603,0,0,0,0,0,50.621257,4.1391915,0,0,0,0,447.4703,79.325626,0,0,9.8373438,80.512963,128.91908,26.646091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,261.20991,0,0,0,0,0,50.616195,4.1387776,0,0,0,0,447.42555,79.317694,0,0,9.8363601,80.504912,128.90619,26.643427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,261.18379,0,0,0,0,0,50.611133,4.1383637,0,0,0,0,447.3808,79.309762,0,0,9.8353764,80.496861,128.89329,26.640762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,261.15766,0,0,0,0,0,50.606071,4.1379497,0,0,0,0,447.33606,79.301829,0,0,9.8343927,80.48881,128.8804,26.638098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,261.13154,0,0,0,0,0,50.601009,4.1375358,0,0,0,0,447.29131,79.293897,0,0,9.833409,80.480759,128.86751,26.635433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,261.10542,0,0,0,0,0,50.595947,4.1371219,0,0,0,0,447.24657,79.285965,0,0,9.8324253,80.472708,128.85462,26.632769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,261.0793,0,0,0,0,0,50.590885,4.136708,0,0,0,0,447.20182,79.278033,0,0,9.8314416,80.464656,128.84173,26.630104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,261.05317,0,0,0,0,0,50.585823,4.1362941,0,0,0,0,447.15708,79.2701,0,0,9.8304579,80.456605,128.82884,26.62744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,261.02705,0,0,0,0,0,50.580761,4.1358802,0,0,0,0,447.11233,79.262168,0,0,9.8294742,80.448554,128.81595,26.624775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,261.00093,0,0,0,0,0,50.575699,4.1354663,0,0,0,0,447.06759,79.254236,0,0,9.8284905,80.440503,128.80305,26.622111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,260.97481,0,0,0,0,0,50.570637,4.1350524,0,0,0,0,447.02284,79.246303,0,0,9.8275068,80.432452,128.79016,26.619446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,260.94868,0,0,0,0,0,50.565575,4.1346385,0,0,0,0,446.97809,79.238371,0,0,9.8265231,80.424401,128.77727,26.616782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,260.92256,0,0,0,0,0,50.560513,4.1342246,0,0,0,0,446.93335,79.230439,0,0,9.8255394,80.41635,128.76438,26.614117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,260.89644,0,0,0,0,0,50.555451,4.1338107,0,0,0,0,446.8886,79.222507,0,0,9.8245557,80.408299,128.75149,26.611453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,260.87031,0,0,0,0,0,50.55039,4.1333968,0,0,0,0,446.84386,79.214574,0,0,9.823572,80.400248,128.7386,26.608788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,260.84419,0,0,0,0,0,50.545328,4.1329829,0,0,0,0,446.79911,79.206642,0,0,9.8225883,80.392197,128.72571,26.606123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,260.81807,0,0,0,0,0,50.540266,4.132569,0,0,0,0,446.75437,79.19871,0,0,9.8216046,80.384146,128.71281,26.603459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,260.79195,0,0,0,0,0,50.535204,4.1321551,0,0,0,0,446.70962,79.190777,0,0,9.8206209,80.376095,128.69992,26.600794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,260.76582,0,0,0,0,0,50.530142,4.1317412,0,0,0,0,446.66488,79.182845,0,0,9.8196372,80.368044,128.68703,26.59813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,260.7397,0,0,0,0,0,50.52508,4.1313273,0,0,0,0,446.62013,79.174913,0,0,9.8186535,80.359993,128.67414,26.595465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,260.71358,0,0,0,0,0,50.520018,4.1309134,0,0,0,0,446.57539,79.16698,0,0,9.8176697,80.351942,128.66125,26.592801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,260.68746,0,0,0,0,0,50.514956,4.1304994,0,0,0,0,446.53064,79.159048,0,0,9.816686,80.343891,128.64836,26.590136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,260.66133,0,0,0,0,0,50.509894,4.1300855,0,0,0,0,446.48589,79.151116,0,0,9.8157023,80.33584,128.63547,26.587472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,260.63521,0,0,0,0,0,50.504832,4.1296716,0,0,0,0,446.44115,79.143184,0,0,9.8147186,80.327789,128.62257,26.584807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,260.60909,0,0,0,0,0,50.49977,4.1292577,0,0,0,0,446.3964,79.135251,0,0,9.8137349,80.319738,128.60968,26.582143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,260.58296,0,0,0,0,0,50.494708,4.1288438,0,0,0,0,446.35166,79.127319,0,0,9.8127512,80.311687,128.59679,26.579478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,260.55684,0,0,0,0,0,50.489646,4.1284299,0,0,0,0,446.30691,79.119387,0,0,9.8117675,80.303636,128.5839,26.576814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,260.53072,0,0,0,0,0,50.484584,4.128016,0,0,0,0,446.26217,79.111454,0,0,9.8107838,80.295585,128.57101,26.574149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,260.5046,0,0,0,0,0,50.479522,4.1276021,0,0,0,0,446.21742,79.103522,0,0,9.8098001,80.287534,128.55812,26.571485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,260.47847,0,0,0,0,0,50.47446,4.1271882,0,0,0,0,446.17268,79.09559,0,0,9.8088164,80.279483,128.54523,26.56882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4168,260.45235,0,0,0,0,0,50.469398,4.1267743,0,0,0,0,446.12793,79.087657,0,0,9.8078327,80.271432,128.53233,26.566156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,260.42623,0,0,0,0,0,50.464336,4.1263604,0,0,0,0,446.08318,79.079725,0,0,9.806849,80.263381,128.51944,26.563491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,260.40011,0,0,0,0,0,50.459274,4.1259465,0,0,0,0,446.03844,79.071793,0,0,9.8058653,80.25533,128.50655,26.560827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171,260.37398,0,0,0,0,0,50.454212,4.1255326,0,0,0,0,445.99369,79.063861,0,0,9.8048816,80.247279,128.49366,26.558162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,260.34786,0,0,0,0,0,50.44915,4.1251187,0,0,0,0,445.94895,79.055928,0,0,9.8038979,80.239228,128.48077,26.555498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,260.32174,0,0,0,0,0,50.444088,4.1247048,0,0,0,0,445.9042,79.047996,0,0,9.8029142,80.231177,128.46788,26.552833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,260.29561,0,0,0,0,0,50.439026,4.1242909,0,0,0,0,445.85946,79.040064,0,0,9.8019305,80.223126,128.45498,26.550169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,260.26949,0,0,0,0,0,50.433964,4.123877,0,0,0,0,445.81471,79.032131,0,0,9.8009468,80.215075,128.44209,26.547504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,260.24337,0,0,0,0,0,50.428903,4.1234631,0,0,0,0,445.76997,79.024199,0,0,9.7999631,80.207024,128.4292,26.544839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,260.21725,0,0,0,0,0,50.423841,4.1230492,0,0,0,0,445.72522,79.016267,0,0,9.7989794,80.198973,128.41631,26.542175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4178,260.19112,0,0,0,0,0,50.418779,4.1226352,0,0,0,0,445.68047,79.008334,0,0,9.7979957,80.190921,128.40342,26.53951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,260.165,0,0,0,0,0,50.413717,4.1222213,0,0,0,0,445.63573,79.000402,0,0,9.797012,80.18287,128.39053,26.536846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,260.13888,0,0,0,0,0,50.408655,4.1218074,0,0,0,0,445.59098,78.99247,0,0,9.7960283,80.174819,128.37764,26.534181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,260.11276,0,0,0,0,0,50.403593,4.1213935,0,0,0,0,445.54624,78.984538,0,0,9.7950446,80.166768,128.36474,26.531517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,260.08663,0,0,0,0,0,50.398531,4.1209796,0,0,0,0,445.50149,78.976605,0,0,9.7940609,80.158717,128.35185,26.528852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
