Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa)
656,253.54293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.812697,28.542722,13.132067,2.9097851,0,0,0,0,0,0,0,53.053525,163.88878,145.31081,20.42515,4.2475427,0,0,0,0,0,0,56.67613,156.47721,120.68401,17.199824,3.2742815,0,0,0,0,0,0,0,9.4161355,23.202386,11.246819,3.3653265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,253.82341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.827977,28.574297,13.146594,2.913004,0,0,0,0,0,0,0,53.112214,164.07008,145.47156,20.447745,4.2522414,0,0,0,0,0,0,56.738827,156.65031,120.81751,17.218851,3.2779036,0,0,0,0,0,0,0,9.4265519,23.228053,11.25926,3.3690493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,254.10389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.843257,28.605872,13.161121,2.9162229,0,0,0,0,0,0,0,53.170903,164.25137,145.6323,20.47034,4.2569401,0,0,0,0,0,0,56.801523,156.8234,120.95102,17.237878,3.2815257,0,0,0,0,0,0,0,9.4369682,23.25372,11.271702,3.3727721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,254.38436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.858537,28.637446,13.175648,2.9194418,0,0,0,0,0,0,0,53.229593,164.43267,145.79305,20.492934,4.2616389,0,0,0,0,0,0,56.86422,156.9965,121.08452,17.256905,3.2851478,0,0,0,0,0,0,0,9.4473846,23.279387,11.284143,3.3764949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,254.66484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.873817,28.669021,13.190175,2.9226606,0,0,0,0,0,0,0,53.288282,164.61397,145.9538,20.515529,4.2663376,0,0,0,0,0,0,56.926916,157.1696,121.21802,17.275932,3.2887699,0,0,0,0,0,0,0,9.457801,23.305054,11.296585,3.3802177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,254.94531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889097,28.700596,13.204702,2.9258795,0,0,0,0,0,0,0,53.346971,164.79527,146.11454,20.538124,4.2710364,0,0,0,0,0,0,56.989613,157.3427,121.35153,17.294959,3.2923919,0,0,0,0,0,0,0,9.4682173,23.330721,11.309026,3.3839405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,255.22579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.904377,28.73217,13.219229,2.9290984,0,0,0,0,0,0,0,53.40566,164.97657,146.27529,20.560719,4.2757351,0,0,0,0,0,0,57.052309,157.5158,121.48503,17.313986,3.296014,0,0,0,0,0,0,0,9.4786337,23.356388,11.321468,3.3876633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,255.50626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.919657,28.763745,13.233756,2.9323173,0,0,0,0,0,0,0,53.464349,165.15786,146.43604,20.583314,4.2804338,0,0,0,0,0,0,57.115006,157.6889,121.61853,17.333013,3.2996361,0,0,0,0,0,0,0,9.4890501,23.382055,11.333909,3.3913861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,255.78674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.934937,28.79532,13.248283,2.9355361,0,0,0,0,0,0,0,53.523038,165.33916,146.59678,20.605908,4.2851326,0,0,0,0,0,0,57.177702,157.862,121.75204,17.352039,3.3032582,0,0,0,0,0,0,0,9.4994664,23.407722,11.346351,3.3951089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,256.06721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.950216,28.826894,13.26281,2.938755,0,0,0,0,0,0,0,53.581727,165.52046,146.75753,20.628503,4.2898313,0,0,0,0,0,0,57.240399,158.0351,121.88554,17.371066,3.3068803,0,0,0,0,0,0,0,9.5098828,23.433389,11.358792,3.3988318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,256.34769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.965496,28.858469,13.277337,2.9419739,0,0,0,0,0,0,0,53.640417,165.70176,146.91827,20.651098,4.29453,0,0,0,0,0,0,57.303096,158.2082,122.01905,17.390093,3.3105024,0,0,0,0,0,0,0,9.5202991,23.459056,11.371234,3.4025546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,256.62817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.980776,28.890044,13.291864,2.9451928,0,0,0,0,0,0,0,53.699106,165.88306,147.07902,20.673693,4.2992288,0,0,0,0,0,0,57.365792,158.3813,122.15255,17.40912,3.3141245,0,0,0,0,0,0,0,9.5307155,23.484723,11.383675,3.4062774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,256.90864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.996056,28.921619,13.306391,2.9484117,0,0,0,0,0,0,0,53.757795,166.06435,147.23977,20.696288,4.3039275,0,0,0,0,0,0,57.428489,158.55439,122.28605,17.428147,3.3177466,0,0,0,0,0,0,0,9.5411319,23.51039,11.396117,3.4100002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,257.18912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.011336,28.953193,13.320918,2.9516305,0,0,0,0,0,0,0,53.816484,166.24565,147.40051,20.718883,4.3086263,0,0,0,0,0,0,57.491185,158.72749,122.41956,17.447174,3.3213687,0,0,0,0,0,0,0,9.5515482,23.536058,11.408558,3.413723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,257.46959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.026616,28.984768,13.335445,2.9548494,0,0,0,0,0,0,0,53.875173,166.42695,147.56126,20.741477,4.313325,0,0,0,0,0,0,57.553882,158.90059,122.55306,17.466201,3.3249908,0,0,0,0,0,0,0,9.5619646,23.561725,11.421,3.4174458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,257.75007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.041896,29.016343,13.349972,2.9580683,0,0,0,0,0,0,0,53.933862,166.60825,147.72201,20.764072,4.3180237,0,0,0,0,0,0,57.616578,159.07369,122.68656,17.485228,3.3286129,0,0,0,0,0,0,0,9.572381,23.587392,11.433441,3.4211686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,258.03054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.057176,29.047917,13.364499,2.9612872,0,0,0,0,0,0,0,53.992551,166.78955,147.88275,20.786667,4.3227225,0,0,0,0,0,0,57.679275,159.24679,122.82007,17.504254,3.332235,0,0,0,0,0,0,0,9.5827973,23.613059,11.445883,3.4248914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,258.31102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.072456,29.079492,13.379026,2.964506,0,0,0,0,0,0,0,54.05124,166.97084,148.0435,20.809262,4.3274212,0,0,0,0,0,0,57.741971,159.41989,122.95357,17.523281,3.3358571,0,0,0,0,0,0,0,9.5932137,23.638726,11.458324,3.4286142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,258.59149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.087736,29.111067,13.393553,2.9677249,0,0,0,0,0,0,0,54.10993,167.15214,148.20425,20.831857,4.33212,0,0,0,0,0,0,57.804668,159.59299,123.08707,17.542308,3.3394791,0,0,0,0,0,0,0,9.6036301,23.664393,11.470766,3.432337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,258.87197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.103016,29.142641,13.40808,2.9709438,0,0,0,0,0,0,0,54.168619,167.33344,148.36499,20.854451,4.3368187,0,0,0,0,0,0,57.867365,159.76609,123.22058,17.561335,3.3431012,0,0,0,0,0,0,0,9.6140464,23.69006,11.483207,3.4360598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,259.15245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.118296,29.174216,13.422607,2.9741627,0,0,0,0,0,0,0,54.227308,167.51474,148.52574,20.877046,4.3415174,0,0,0,0,0,0,57.930061,159.93919,123.35408,17.580362,3.3467233,0,0,0,0,0,0,0,9.6244628,23.715727,11.495649,3.4397826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,259.43292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.133576,29.205791,13.437134,2.9773816,0,0,0,0,0,0,0,54.285997,167.69603,148.68649,20.899641,4.3462162,0,0,0,0,0,0,57.992758,160.11229,123.48759,17.599389,3.3503454,0,0,0,0,0,0,0,9.6348792,23.741394,11.50809,3.4435055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,259.7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.148856,29.237365,13.451661,2.9806004,0,0,0,0,0,0,0,54.344686,167.87733,148.84723,20.922236,4.3509149,0,0,0,0,0,0,58.055454,160.28538,123.62109,17.618416,3.3539675,0,0,0,0,0,0,0,9.6452955,23.767061,11.520532,3.4472283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,259.99387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.164136,29.26894,13.466188,2.9838193,0,0,0,0,0,0,0,54.403375,168.05863,149.00798,20.944831,4.3556136,0,0,0,0,0,0,58.118151,160.45848,123.75459,17.637443,3.3575896,0,0,0,0,0,0,0,9.6557119,23.792728,11.532973,3.4509511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,260.27435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.179416,29.300515,13.480715,2.9870382,0,0,0,0,0,0,0,54.462064,168.23993,149.16873,20.967426,4.3603124,0,0,0,0,0,0,58.180847,160.63158,123.8881,17.656469,3.3612117,0,0,0,0,0,0,0,9.6661283,23.818395,11.545415,3.4546739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,260.55482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.194696,29.332089,13.495242,2.9902571,0,0,0,0,0,0,0,54.520754,168.42123,149.32947,20.99002,4.3650111,0,0,0,0,0,0,58.243544,160.80468,124.0216,17.675496,3.3648338,0,0,0,0,0,0,0,9.6765446,23.844062,11.557856,3.4583967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,260.8353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.209976,29.363664,13.509769,2.9934759,0,0,0,0,0,0,0,54.579443,168.60252,149.49022,21.012615,4.3697099,0,0,0,0,0,0,58.30624,160.97778,124.1551,17.694523,3.3684559,0,0,0,0,0,0,0,9.686961,23.869729,11.570298,3.4621195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,261.11577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.225256,29.395239,13.524296,2.9966948,0,0,0,0,0,0,0,54.638132,168.78382,149.65096,21.03521,4.3744086,0,0,0,0,0,0,58.368937,161.15088,124.28861,17.71355,3.372078,0,0,0,0,0,0,0,9.6973774,23.895396,11.582739,3.4658423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,261.39625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.240536,29.426813,13.538823,2.9999137,0,0,0,0,0,0,0,54.696821,168.96512,149.81171,21.057805,4.3791073,0,0,0,0,0,0,58.431634,161.32398,124.42211,17.732577,3.3757001,0,0,0,0,0,0,0,9.7077937,23.921063,11.595181,3.4695651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,261.67673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.255816,29.458388,13.55335,3.0031326,0,0,0,0,0,0,0,54.75551,169.14642,149.97246,21.0804,4.3838061,0,0,0,0,0,0,58.49433,161.49708,124.55561,17.751604,3.3793222,0,0,0,0,0,0,0,9.7182101,23.946731,11.607622,3.4732879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,261.9572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.271095,29.489963,13.567877,3.0063514,0,0,0,0,0,0,0,54.814199,169.32772,150.1332,21.102994,4.3885048,0,0,0,0,0,0,58.557027,161.67018,124.68912,17.770631,3.3829443,0,0,0,0,0,0,0,9.7286265,23.972398,11.620064,3.4770107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,262.23768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286375,29.521537,13.582404,3.0095703,0,0,0,0,0,0,0,54.872888,169.50901,150.29395,21.125589,4.3932036,0,0,0,0,0,0,58.619723,161.84328,124.82262,17.789658,3.3865663,0,0,0,0,0,0,0,9.7390428,23.998065,11.632505,3.4807335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,262.51815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.301655,29.553112,13.596931,3.0127892,0,0,0,0,0,0,0,54.931578,169.69031,150.4547,21.148184,4.3979023,0,0,0,0,0,0,58.68242,162.01637,124.95613,17.808684,3.3901884,0,0,0,0,0,0,0,9.7494592,24.023732,11.644947,3.4844564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,262.79863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.316935,29.584687,13.611458,3.0160081,0,0,0,0,0,0,0,54.990267,169.87161,150.61544,21.170779,4.402601,0,0,0,0,0,0,58.745116,162.18947,125.08963,17.827711,3.3938105,0,0,0,0,0,0,0,9.7598756,24.049399,11.657388,3.4881792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,263.0791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.332215,29.616261,13.625985,3.019227,0,0,0,0,0,0,0,55.048956,170.05291,150.77619,21.193374,4.4072998,0,0,0,0,0,0,58.807813,162.36257,125.22313,17.846738,3.3974326,0,0,0,0,0,0,0,9.7702919,24.075066,11.66983,3.491902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,263.35958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.347495,29.647836,13.640512,3.0224458,0,0,0,0,0,0,0,55.107645,170.2342,150.93694,21.215968,4.4119985,0,0,0,0,0,0,58.870509,162.53567,125.35664,17.865765,3.4010547,0,0,0,0,0,0,0,9.7807083,24.100733,11.682271,3.4956248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,263.64005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.362775,29.679411,13.655039,3.0256647,0,0,0,0,0,0,0,55.166334,170.4155,151.09768,21.238563,4.4166972,0,0,0,0,0,0,58.933206,162.70877,125.49014,17.884792,3.4046768,0,0,0,0,0,0,0,9.7911246,24.1264,11.694713,3.4993476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,263.92053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.378055,29.710985,13.669566,3.0288836,0,0,0,0,0,0,0,55.225023,170.5968,151.25843,21.261158,4.421396,0,0,0,0,0,0,58.995903,162.88187,125.62364,17.903819,3.4082989,0,0,0,0,0,0,0,9.801541,24.152067,11.707155,3.5030704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,264.20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.393335,29.74256,13.684094,3.0321025,0,0,0,0,0,0,0,55.283712,170.7781,151.41918,21.283753,4.4260947,0,0,0,0,0,0,59.058599,163.05497,125.75715,17.922846,3.411921,0,0,0,0,0,0,0,9.8119574,24.177734,11.719596,3.5067932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,264.48148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.408615,29.774135,13.698621,3.0353213,0,0,0,0,0,0,0,55.342402,170.9594,151.57992,21.306348,4.4307935,0,0,0,0,0,0,59.121296,163.22807,125.89065,17.941873,3.4155431,0,0,0,0,0,0,0,9.8223737,24.203401,11.732038,3.510516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,264.76196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.423895,29.805709,13.713148,3.0385402,0,0,0,0,0,0,0,55.401091,171.14069,151.74067,21.328943,4.4354922,0,0,0,0,0,0,59.183992,163.40117,126.02416,17.960899,3.4191652,0,0,0,0,0,0,0,9.8327901,24.229068,11.744479,3.5142388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,265.04243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.439175,29.837284,13.727675,3.0417591,0,0,0,0,0,0,0,55.45978,171.32199,151.90141,21.351537,4.4401909,0,0,0,0,0,0,59.246689,163.57427,126.15766,17.979926,3.4227873,0,0,0,0,0,0,0,9.8432065,24.254735,11.756921,3.5179616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,265.32291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.454455,29.868859,13.742202,3.044978,0,0,0,0,0,0,0,55.518469,171.50329,152.06216,21.374132,4.4448897,0,0,0,0,0,0,59.309385,163.74737,126.29116,17.998953,3.4264094,0,0,0,0,0,0,0,9.8536228,24.280402,11.769362,3.5216844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,265.60338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.469735,29.900433,13.756729,3.0481969,0,0,0,0,0,0,0,55.577158,171.68459,152.22291,21.396727,4.4495884,0,0,0,0,0,0,59.372082,163.92046,126.42467,18.01798,3.4300315,0,0,0,0,0,0,0,9.8640392,24.306069,11.781804,3.5254072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,265.88386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.485015,29.932008,13.771256,3.0514157,0,0,0,0,0,0,0,55.635847,171.86589,152.38365,21.419322,4.4542871,0,0,0,0,0,0,59.434778,164.09356,126.55817,18.037007,3.4336535,0,0,0,0,0,0,0,9.8744556,24.331736,11.794245,3.5291301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,266.16433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.500295,29.963583,13.785783,3.0546346,0,0,0,0,0,0,0,55.694536,172.04718,152.5444,21.441917,4.4589859,0,0,0,0,0,0,59.497475,164.26666,126.69167,18.056034,3.4372756,0,0,0,0,0,0,0,9.8848719,24.357403,11.806687,3.5328529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,266.44481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.515575,29.995157,13.80031,3.0578535,0,0,0,0,0,0,0,55.753226,172.22848,152.70515,21.464511,4.4636846,0,0,0,0,0,0,59.560172,164.43976,126.82518,18.075061,3.4408977,0,0,0,0,0,0,0,9.8952883,24.383071,11.819128,3.5365757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,266.72529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.530855,30.026732,13.814837,3.0610724,0,0,0,0,0,0,0,55.811915,172.40978,152.86589,21.487106,4.4683834,0,0,0,0,0,0,59.622868,164.61286,126.95868,18.094088,3.4445198,0,0,0,0,0,0,0,9.9057047,24.408738,11.83157,3.5402985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,266.82383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.536223,30.037825,13.819941,3.0622033,0,0,0,0,0,0,0,55.832534,172.47348,152.92237,21.495044,4.4700342,0,0,0,0,0,0,59.644895,164.67368,127.00559,18.100772,3.4457924,0,0,0,0,0,0,0,9.9093643,24.417755,11.835941,3.5416064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,266.92235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.541591,30.048917,13.825044,3.063334,0,0,0,0,0,0,0,55.853151,172.53716,152.97884,21.502982,4.4716848,0,0,0,0,0,0,59.66692,164.73448,127.05248,18.107456,3.4470648,0,0,0,0,0,0,0,9.9130234,24.426772,11.840311,3.5429142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,267.02088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.546958,30.060009,13.830147,3.0644648,0,0,0,0,0,0,0,55.873767,172.60085,153.03531,21.510919,4.4733354,0,0,0,0,0,0,59.688944,164.79529,127.09938,18.11414,3.4483372,0,0,0,0,0,0,0,9.9166825,24.435788,11.844682,3.544222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
