Time (ms),Stress at 0.00 mm (kPa),Stress at 0.24 mm (kPa),Stress at 0.45 mm (kPa),Stress at 0.65 mm (kPa),Stress at 0.86 mm (kPa),Stress at 1.05 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.66 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa)
168,-93.009842,-78.532759,-69.52513,-54.374653,-43.747996,-32.021366,-23.33396,-16.009123,-9.5274338,-6.0665635,-2.8811206,-0.69442368,0,0
169,-92.943387,-78.476648,-69.475455,-54.335803,-43.716738,-31.998487,-23.317288,-15.997685,-9.5206265,-6.062229,-2.8790621,-0.69392752,0,0
170,-92.876932,-78.420537,-69.42578,-54.296953,-43.68548,-31.975608,-23.300616,-15.986246,-9.5138192,-6.0578944,-2.8770035,-0.69343136,0,0
171,-92.810477,-78.364425,-69.376105,-54.258102,-43.654223,-31.952729,-23.283944,-15.974808,-9.5070119,-6.0535599,-2.874945,-0.69293519,0,0
172,-92.744022,-78.308314,-69.326429,-54.219252,-43.622965,-31.92985,-23.267272,-15.96337,-9.5002046,-6.0492254,-2.8728864,-0.69243903,0,0
173,-92.677567,-78.252203,-69.276754,-54.180402,-43.591707,-31.906971,-23.2506,-15.951931,-9.4933973,-6.0448909,-2.8708279,-0.69194287,0,0
174,-92.611112,-78.196092,-69.227079,-54.141551,-43.56045,-31.884092,-23.233928,-15.940493,-9.48659,-6.0405564,-2.8687694,-0.69144671,0,0
175,-92.544657,-78.139981,-69.177404,-54.102701,-43.529192,-31.861213,-23.217256,-15.929054,-9.4797827,-6.0362218,-2.8667108,-0.69095055,0,0
176,-92.478202,-78.08387,-69.127728,-54.063851,-43.497934,-31.838334,-23.200584,-15.917616,-9.4729754,-6.0318873,-2.8646523,-0.69045439,0,0
177,-92.411747,-78.027758,-69.078053,-54.025,-43.466677,-31.815454,-23.183912,-15.906178,-9.4661682,-6.0275528,-2.8625937,-0.68995823,0,0
178,-92.345292,-77.971647,-69.028378,-53.98615,-43.435419,-31.792575,-23.16724,-15.894739,-9.4593609,-6.0232183,-2.8605352,-0.68946207,0,0
179,-92.278837,-77.915536,-68.978702,-53.9473,-43.404161,-31.769696,-23.150568,-15.883301,-9.4525536,-6.0188837,-2.8584766,-0.6889659,0,0
180,-92.212382,-77.859425,-68.929027,-53.908449,-43.372904,-31.746817,-23.133896,-15.871862,-9.4457463,-6.0145492,-2.8564181,-0.68846974,0,0
181,-92.145928,-77.803314,-68.879352,-53.869599,-43.341646,-31.723938,-23.117224,-15.860424,-9.438939,-6.0102147,-2.8543596,-0.68797358,0,0
182,-92.079473,-77.747203,-68.829677,-53.830749,-43.310388,-31.701059,-23.100552,-15.848985,-9.4321317,-6.0058802,-2.852301,-0.68747742,0,0
183,-92.013018,-77.691092,-68.780001,-53.791898,-43.279131,-31.67818,-23.08388,-15.837547,-9.4253244,-6.0015457,-2.8502425,-0.68698126,0,0
184,-91.946563,-77.63498,-68.730326,-53.753048,-43.247873,-31.655301,-23.067208,-15.826109,-9.4185171,-5.9972111,-2.8481839,-0.6864851,0,0
185,-91.880108,-77.578869,-68.680651,-53.714198,-43.216615,-31.632422,-23.050536,-15.81467,-9.4117098,-5.9928766,-2.8461254,-0.68598894,0,0
186,-91.813653,-77.522758,-68.630976,-53.675347,-43.185358,-31.609543,-23.033864,-15.803232,-9.4049025,-5.9885421,-2.8440668,-0.68549277,0,0
187,-91.747198,-77.466647,-68.5813,-53.636497,-43.1541,-31.586664,-23.017193,-15.791793,-9.3980952,-5.9842076,-2.8420083,-0.68499661,0,0
188,-91.680743,-77.410536,-68.531625,-53.597646,-43.122842,-31.563785,-23.000521,-15.780355,-9.3912879,-5.9798731,-2.8399498,-0.68450045,0,0
189,-91.614288,-77.354425,-68.48195,-53.558796,-43.091585,-31.540906,-22.983849,-15.768916,-9.3844807,-5.9755385,-2.8378912,-0.68400429,0,0
190,-91.547833,-77.298313,-68.432274,-53.519946,-43.060327,-31.518027,-22.967177,-15.757478,-9.3776734,-5.971204,-2.8358327,-0.68350813,0,0
191,-91.481378,-77.242202,-68.382599,-53.481095,-43.029069,-31.495148,-22.950505,-15.74604,-9.3708661,-5.9668695,-2.8337741,-0.68301197,0,0
192,-91.414923,-77.186091,-68.332924,-53.442245,-42.997812,-31.472268,-22.933833,-15.734601,-9.3640588,-5.962535,-2.8317156,-0.68251581,0,0
193,-91.348468,-77.12998,-68.283249,-53.403395,-42.966554,-31.449389,-22.917161,-15.723163,-9.3572515,-5.9582004,-2.8296571,-0.68201964,0,0
194,-91.282013,-77.073869,-68.233573,-53.364544,-42.935296,-31.42651,-22.900489,-15.711724,-9.3504442,-5.9538659,-2.8275985,-0.68152348,0,0
195,-91.215558,-77.017758,-68.183898,-53.325694,-42.904039,-31.403631,-22.883817,-15.700286,-9.3436369,-5.9495314,-2.82554,-0.68102732,0,0
196,-91.149103,-76.961646,-68.134223,-53.286844,-42.872781,-31.380752,-22.867145,-15.688848,-9.3368296,-5.9451969,-2.8234814,-0.68053116,0,0
197,-91.082648,-76.905535,-68.084548,-53.247993,-42.841523,-31.357873,-22.850473,-15.677409,-9.3300223,-5.9408624,-2.8214229,-0.680035,0,0
198,-91.016193,-76.849424,-68.034872,-53.209143,-42.810266,-31.334994,-22.833801,-15.665971,-9.323215,-5.9365278,-2.8193643,-0.67953884,0,0
199,-90.949738,-76.793313,-67.985197,-53.170293,-42.779008,-31.312115,-22.817129,-15.654532,-9.3164077,-5.9321933,-2.8173058,-0.67904268,0,0
200,-90.883284,-76.737202,-67.935522,-53.131442,-42.74775,-31.289236,-22.800457,-15.643094,-9.3096005,-5.9278588,-2.8152473,-0.67854652,0,0
201,-90.816829,-76.681091,-67.885847,-53.092592,-42.716493,-31.266357,-22.783785,-15.631655,-9.3027932,-5.9235243,-2.8131887,-0.67805035,0,0
202,-90.750374,-76.624979,-67.836171,-53.053742,-42.685235,-31.243478,-22.767113,-15.620217,-9.2959859,-5.9191898,-2.8111302,-0.67755419,0,0
203,-90.683919,-76.568868,-67.786496,-53.014891,-42.653977,-31.220599,-22.750441,-15.608779,-9.2891786,-5.9148552,-2.8090716,-0.67705803,0,0
204,-90.617464,-76.512757,-67.736821,-52.976041,-42.62272,-31.19772,-22.733769,-15.59734,-9.2823713,-5.9105207,-2.8070131,-0.67656187,0,0
205,-90.551009,-76.456646,-67.687145,-52.937191,-42.591462,-31.174841,-22.717097,-15.585902,-9.275564,-5.9061862,-2.8049545,-0.67606571,0,0
206,-90.484554,-76.400535,-67.63747,-52.89834,-42.560204,-31.151962,-22.700425,-15.574463,-9.2687567,-5.9018517,-2.802896,-0.67556955,0,0
207,-90.418099,-76.344424,-67.587795,-52.85949,-42.528947,-31.129083,-22.683753,-15.563025,-9.2619494,-5.8975172,-2.8008375,-0.67507339,0,0
208,-90.351644,-76.288312,-67.53812,-52.82064,-42.497689,-31.106203,-22.667081,-15.551587,-9.2551421,-5.8931826,-2.7987789,-0.67457722,0,0
209,-90.285189,-76.232201,-67.488444,-52.781789,-42.466431,-31.083324,-22.650409,-15.540148,-9.2483348,-5.8888481,-2.7967204,-0.67408106,0,0
210,-90.218734,-76.17609,-67.438769,-52.742939,-42.435174,-31.060445,-22.633737,-15.52871,-9.2415275,-5.8845136,-2.7946618,-0.6735849,0,0
211,-90.152279,-76.119979,-67.389094,-52.704089,-42.403916,-31.037566,-22.617065,-15.517271,-9.2347202,-5.8801791,-2.7926033,-0.67308874,0,0
212,-90.085824,-76.063868,-67.339419,-52.665238,-42.372658,-31.014687,-22.600393,-15.505833,-9.227913,-5.8758445,-2.7905447,-0.67259258,0,0
213,-90.019369,-76.007757,-67.289743,-52.626388,-42.341401,-30.991808,-22.583721,-15.494394,-9.2211057,-5.87151,-2.7884862,-0.67209642,0,0
214,-89.952914,-75.951646,-67.240068,-52.587537,-42.310143,-30.968929,-22.567049,-15.482956,-9.2142984,-5.8671755,-2.7864277,-0.67160026,0,0
215,-89.886459,-75.895534,-67.190393,-52.548687,-42.278885,-30.94605,-22.550377,-15.471518,-9.2074911,-5.862841,-2.7843691,-0.6711041,0,0
216,-89.820004,-75.839423,-67.140718,-52.509837,-42.247628,-30.923171,-22.533705,-15.460079,-9.2006838,-5.8585065,-2.7823106,-0.67060793,0,0
217,-89.753549,-75.783312,-67.091042,-52.470986,-42.21637,-30.900292,-22.517034,-15.448641,-9.1938765,-5.8541719,-2.780252,-0.67011177,0,0
218,-89.687095,-75.727201,-67.041367,-52.432136,-42.185112,-30.877413,-22.500362,-15.437202,-9.1870692,-5.8498374,-2.7781935,-0.66961561,0,0
219,-89.62064,-75.67109,-66.991692,-52.393286,-42.153855,-30.854534,-22.48369,-15.425764,-9.1802619,-5.8455029,-2.7761349,-0.66911945,0,0
220,-89.554185,-75.614979,-66.942016,-52.354435,-42.122597,-30.831655,-22.467018,-15.414326,-9.1734546,-5.8411684,-2.7740764,-0.66862329,0,0
221,-89.48773,-75.558867,-66.892341,-52.315585,-42.091339,-30.808776,-22.450346,-15.402887,-9.1666473,-5.8368339,-2.7720179,-0.66812713,0,0
222,-89.421275,-75.502756,-66.842666,-52.276735,-42.060082,-30.785897,-22.433674,-15.391449,-9.15984,-5.8324993,-2.7699593,-0.66763097,0,0
223,-89.35482,-75.446645,-66.792991,-52.237884,-42.028824,-30.763018,-22.417002,-15.38001,-9.1530328,-5.8281648,-2.7679008,-0.6671348,0,0
224,-89.288365,-75.390534,-66.743315,-52.199034,-41.997566,-30.740138,-22.40033,-15.368572,-9.1462255,-5.8238303,-2.7658422,-0.66663864,0,0
225,-89.22191,-75.334423,-66.69364,-52.160184,-41.966309,-30.717259,-22.383658,-15.357133,-9.1394182,-5.8194958,-2.7637837,-0.66614248,0,0
226,-89.155455,-75.278312,-66.643965,-52.121333,-41.935051,-30.69438,-22.366986,-15.345695,-9.1326109,-5.8151612,-2.7617251,-0.66564632,0,0
227,-89.089,-75.2222,-66.59429,-52.082483,-41.903793,-30.671501,-22.350314,-15.334257,-9.1258036,-5.8108267,-2.7596666,-0.66515016,0,0
228,-89.022545,-75.166089,-66.544614,-52.043633,-41.872536,-30.648622,-22.333642,-15.322818,-9.1189963,-5.8064922,-2.7576081,-0.664654,0,0
229,-88.95609,-75.109978,-66.494939,-52.004782,-41.841278,-30.625743,-22.31697,-15.31138,-9.112189,-5.8021577,-2.7555495,-0.66415784,0,0
230,-88.889635,-75.053867,-66.445264,-51.965932,-41.81002,-30.602864,-22.300298,-15.299941,-9.1053817,-5.7978232,-2.753491,-0.66366168,0,0
231,-88.82318,-74.997756,-66.395589,-51.927082,-41.778763,-30.579985,-22.283626,-15.288503,-9.0985744,-5.7934886,-2.7514324,-0.66316551,0,0
232,-88.756725,-74.941645,-66.345913,-51.888231,-41.747505,-30.557106,-22.266954,-15.277065,-9.0917671,-5.7891541,-2.7493739,-0.66266935,0,0
233,-88.69027,-74.885533,-66.296238,-51.849381,-41.716247,-30.534227,-22.250282,-15.265626,-9.0849598,-5.7848196,-2.7473154,-0.66217319,0,0
234,-88.623815,-74.829422,-66.246563,-51.810531,-41.68499,-30.511348,-22.23361,-15.254188,-9.0781525,-5.7804851,-2.7452568,-0.66167703,0,0
235,-88.55736,-74.773311,-66.196887,-51.77168,-41.653732,-30.488469,-22.216938,-15.242749,-9.0713453,-5.7761506,-2.7431983,-0.66118087,0,0
236,-88.490906,-74.7172,-66.147212,-51.73283,-41.622474,-30.46559,-22.200266,-15.231311,-9.064538,-5.771816,-2.7411397,-0.66068471,0,0
237,-88.424451,-74.661089,-66.097537,-51.693979,-41.591217,-30.442711,-22.183594,-15.219872,-9.0577307,-5.7674815,-2.7390812,-0.66018855,0,0
238,-88.357996,-74.604978,-66.047862,-51.655129,-41.559959,-30.419832,-22.166922,-15.208434,-9.0509234,-5.763147,-2.7370226,-0.65969238,0,0
239,-88.291541,-74.548866,-65.998186,-51.616279,-41.528701,-30.396952,-22.15025,-15.196996,-9.0441161,-5.7588125,-2.7349641,-0.65919622,0,0
240,-88.225086,-74.492755,-65.948511,-51.577428,-41.497444,-30.374073,-22.133578,-15.185557,-9.0373088,-5.7544779,-2.7329056,-0.65870006,0,0
241,-88.158631,-74.436644,-65.898836,-51.538578,-41.466186,-30.351194,-22.116906,-15.174119,-9.0305015,-5.7501434,-2.730847,-0.6582039,0,0
242,-88.092176,-74.380533,-65.849161,-51.499728,-41.434928,-30.328315,-22.100234,-15.16268,-9.0236942,-5.7458089,-2.7287885,-0.65770774,0,0
243,-88.025721,-74.324422,-65.799485,-51.460877,-41.403671,-30.305436,-22.083562,-15.151242,-9.0168869,-5.7414744,-2.7267299,-0.65721158,0,0
244,-87.959266,-74.268311,-65.74981,-51.422027,-41.372413,-30.282557,-22.06689,-15.139804,-9.0100796,-5.7371399,-2.7246714,-0.65671542,0,0
245,-87.892811,-74.2122,-65.700135,-51.383177,-41.341155,-30.259678,-22.050218,-15.128365,-9.0032723,-5.7328053,-2.7226128,-0.65621926,0,0
246,-87.826356,-74.156088,-65.65046,-51.344326,-41.309898,-30.236799,-22.033546,-15.116927,-8.9964651,-5.7284708,-2.7205543,-0.65572309,0,0
247,-87.759901,-74.099977,-65.600784,-51.305476,-41.27864,-30.21392,-22.016874,-15.105488,-8.9896578,-5.7241363,-2.7184958,-0.65522693,0,0
248,-87.693446,-74.043866,-65.551109,-51.266626,-41.247382,-30.191041,-22.000203,-15.09405,-8.9828505,-5.7198018,-2.7164372,-0.65473077,0,0
249,-87.626991,-73.987755,-65.501434,-51.227775,-41.216125,-30.168162,-21.983531,-15.082611,-8.9760432,-5.7154673,-2.7143787,-0.65423461,0,0
250,-87.560536,-73.931644,-65.451758,-51.188925,-41.184867,-30.145283,-21.966859,-15.071173,-8.9692359,-5.7111327,-2.7123201,-0.65373845,0,0
251,-87.394833,-73.791733,-65.327895,-51.092053,-41.106927,-30.088235,-21.925288,-15.042652,-8.9522622,-5.7003248,-2.7071872,-0.65250129,0,0
252,-87.22913,-73.651822,-65.204032,-50.995181,-41.028987,-30.031187,-21.883717,-15.01413,-8.9352884,-5.6895168,-2.7020543,-0.65126413,0,0
253,-87.063427,-73.51191,-65.080168,-50.898309,-40.951047,-29.974138,-21.842146,-14.985609,-8.9183147,-5.6787088,-2.6969214,-0.65002697,0,0
254,-86.897724,-73.371999,-64.956305,-50.801437,-40.873108,-29.91709,-21.800575,-14.957088,-8.901341,-5.6679009,-2.6917885,-0.64878981,0,0
255,-86.732022,-73.232088,-64.832441,-50.704565,-40.795168,-29.860042,-21.759004,-14.928567,-8.8843672,-5.6570929,-2.6866556,-0.64755265,0,0
256,-86.566319,-73.092177,-64.708578,-50.607694,-40.717228,-29.802994,-21.717433,-14.900045,-8.8673935,-5.6462849,-2.6815227,-0.64631549,0,0
257,-86.400616,-72.952266,-64.584714,-50.510822,-40.639288,-29.745946,-21.675862,-14.871524,-8.8504198,-5.635477,-2.6763898,-0.64507833,0,0
258,-86.234913,-72.812355,-64.460851,-50.41395,-40.561348,-29.688898,-21.634291,-14.843003,-8.8334461,-5.624669,-2.6712569,-0.64384117,0,0
259,-86.06921,-72.672444,-64.336988,-50.317078,-40.483408,-29.63185,-21.59272,-14.814482,-8.8164723,-5.613861,-2.666124,-0.64260401,0,0
260,-85.903507,-72.532533,-64.213124,-50.220206,-40.405469,-29.574802,-21.551149,-14.78596,-8.7994986,-5.603053,-2.6609911,-0.64136685,0,0
261,-85.737804,-72.392622,-64.089261,-50.123334,-40.327529,-29.517754,-21.509578,-14.757439,-8.7825249,-5.5922451,-2.6558582,-0.64012969,0,0
262,-85.572101,-72.25271,-63.965397,-50.026462,-40.249589,-29.460706,-21.468007,-14.728918,-8.7655511,-5.5814371,-2.6507253,-0.63889253,0,0
263,-85.406398,-72.112799,-63.841534,-49.92959,-40.171649,-29.403657,-21.426436,-14.700397,-8.7485774,-5.5706291,-2.6455924,-0.63765537,0,0
264,-85.240695,-71.972888,-63.71767,-49.832718,-40.093709,-29.346609,-21.384866,-14.671875,-8.7316037,-5.5598212,-2.6404595,-0.63641821,0,0
265,-85.074992,-71.832977,-63.593807,-49.735846,-40.015769,-29.289561,-21.343295,-14.643354,-8.71463,-5.5490132,-2.6353266,-0.63518105,0,0
266,-84.909289,-71.693066,-63.469943,-49.638975,-39.93783,-29.232513,-21.301724,-14.614833,-8.6976562,-5.5382052,-2.6301937,-0.63394389,0,0
267,-84.743586,-71.553155,-63.34608,-49.542103,-39.85989,-29.175465,-21.260153,-14.586311,-8.6806825,-5.5273973,-2.6250608,-0.63270673,0,0
268,-84.577883,-71.413244,-63.222217,-49.445231,-39.78195,-29.118417,-21.218582,-14.55779,-8.6637088,-5.5165893,-2.6199279,-0.63146957,0,0
269,-84.41218,-71.273333,-63.098353,-49.348359,-39.70401,-29.061369,-21.177011,-14.529269,-8.646735,-5.5057813,-2.614795,-0.63023241,0,0
270,-84.246477,-71.133422,-62.97449,-49.251487,-39.62607,-29.004321,-21.13544,-14.500748,-8.6297613,-5.4949734,-2.6096621,-0.62899525,0,0
271,-84.080774,-70.993511,-62.850626,-49.154615,-39.54813,-28.947273,-21.093869,-14.472226,-8.6127876,-5.4841654,-2.6045292,-0.62775809,0,0
272,-83.915071,-70.853599,-62.726763,-49.057743,-39.470191,-28.890225,-21.052298,-14.443705,-8.5958139,-5.4733574,-2.5993963,-0.62652093,0,0
273,-83.749369,-70.713688,-62.602899,-48.960871,-39.392251,-28.833177,-21.010727,-14.415184,-8.5788401,-5.4625495,-2.5942634,-0.62528377,0,0
274,-83.583666,-70.573777,-62.479036,-48.863999,-39.314311,-28.776128,-20.969156,-14.386663,-8.5618664,-5.4517415,-2.5891305,-0.62404661,0,0
275,-83.417963,-70.433866,-62.355172,-48.767127,-39.236371,-28.71908,-20.927585,-14.358141,-8.5448927,-5.4409335,-2.5839976,-0.62280945,0,0
276,-83.25226,-70.293955,-62.231309,-48.670256,-39.158431,-28.662032,-20.886014,-14.32962,-8.5279189,-5.4301256,-2.5788647,-0.62157229,0,0
277,-83.086557,-70.154044,-62.107446,-48.573384,-39.080491,-28.604984,-20.844443,-14.301099,-8.5109452,-5.4193176,-2.5737318,-0.62033513,0,0
278,-82.920854,-70.014133,-61.983582,-48.476512,-39.002552,-28.547936,-20.802872,-14.272577,-8.4939715,-5.4085096,-2.5685989,-0.61909797,0,0
279,-82.755151,-69.874222,-61.859719,-48.37964,-38.924612,-28.490888,-20.761302,-14.244056,-8.4769977,-5.3977016,-2.563466,-0.61786081,0,0
280,-82.589448,-69.734311,-61.735855,-48.282768,-38.846672,-28.43384,-20.719731,-14.215535,-8.460024,-5.3868937,-2.5583331,-0.61662365,0,0
281,-82.423745,-69.5944,-61.611992,-48.185896,-38.768732,-28.376792,-20.67816,-14.187014,-8.4430503,-5.3760857,-2.5532002,-0.61538649,0,0
282,-82.258042,-69.454488,-61.488128,-48.089024,-38.690792,-28.319744,-20.636589,-14.158492,-8.4260766,-5.3652777,-2.5480673,-0.61414933,0,0
283,-82.092339,-69.314577,-61.364265,-47.992152,-38.612852,-28.262696,-20.595018,-14.129971,-8.4091028,-5.3544698,-2.5429344,-0.61291217,0,0
284,-81.926636,-69.174666,-61.240402,-47.89528,-38.534913,-28.205647,-20.553447,-14.10145,-8.3921291,-5.3436618,-2.5378015,-0.61167501,0,0
285,-81.760933,-69.034755,-61.116538,-47.798408,-38.456973,-28.148599,-20.511876,-14.072929,-8.3751554,-5.3328538,-2.5326686,-0.61043785,0,0
286,-81.59523,-68.894844,-60.992675,-47.701537,-38.379033,-28.091551,-20.470305,-14.044407,-8.3581816,-5.3220459,-2.5275357,-0.60920069,0,0
287,-81.429527,-68.754933,-60.868811,-47.604665,-38.301093,-28.034503,-20.428734,-14.015886,-8.3412079,-5.3112379,-2.5224028,-0.60796353,0,0
288,-81.263824,-68.615022,-60.744948,-47.507793,-38.223153,-27.977455,-20.387163,-13.987365,-8.3242342,-5.3004299,-2.5172699,-0.60672637,0,0
289,-81.098121,-68.475111,-60.621084,-47.410921,-38.145213,-27.920407,-20.345592,-13.958843,-8.3072605,-5.289622,-2.512137,-0.60548921,0,0
290,-80.932418,-68.3352,-60.497221,-47.314049,-38.067274,-27.863359,-20.304021,-13.930322,-8.2902867,-5.278814,-2.5070041,-0.60425205,0,0
291,-80.766716,-68.195289,-60.373357,-47.217177,-37.989334,-27.806311,-20.26245,-13.901801,-8.273313,-5.268006,-2.5018712,-0.60301489,0,0
292,-80.601013,-68.055377,-60.249494,-47.120305,-37.911394,-27.749263,-20.220879,-13.87328,-8.2563393,-5.2571981,-2.4967384,-0.60177773,0,0
293,-80.43531,-67.915466,-60.125631,-47.023433,-37.833454,-27.692215,-20.179308,-13.844758,-8.2393655,-5.2463901,-2.4916055,-0.60054057,0,0
294,-80.269607,-67.775555,-60.001767,-46.926561,-37.755514,-27.635166,-20.137738,-13.816237,-8.2223918,-5.2355821,-2.4864726,-0.59930341,0,0
295,-80.103904,-67.635644,-59.877904,-46.829689,-37.677574,-27.578118,-20.096167,-13.787716,-8.2054181,-5.2247742,-2.4813397,-0.59806625,0,0
296,-79.938201,-67.495733,-59.75404,-46.732818,-37.599634,-27.52107,-20.054596,-13.759195,-8.1884444,-5.2139662,-2.4762068,-0.59682909,0,0
297,-79.772498,-67.355822,-59.630177,-46.635946,-37.521695,-27.464022,-20.013025,-13.730673,-8.1714706,-5.2031582,-2.4710739,-0.59559193,0,0
298,-79.606795,-67.215911,-59.506313,-46.539074,-37.443755,-27.406974,-19.971454,-13.702152,-8.1544969,-5.1923502,-2.465941,-0.59435477,0,0
299,-79.441092,-67.076,-59.38245,-46.442202,-37.365815,-27.349926,-19.929883,-13.673631,-8.1375232,-5.1815423,-2.4608081,-0.59311761,0,0
300,-79.275389,-66.936089,-59.258587,-46.34533,-37.287875,-27.292878,-19.888312,-13.645109,-8.1205494,-5.1707343,-2.4556752,-0.59188045,0,0
301,-79.109686,-66.796178,-59.134723,-46.248458,-37.209935,-27.23583,-19.846741,-13.616588,-8.1035757,-5.1599263,-2.4505423,-0.59064329,0,0
302,-78.943983,-66.656266,-59.01086,-46.151586,-37.131995,-27.178782,-19.80517,-13.588067,-8.086602,-5.1491184,-2.4454094,-0.58940613,0,0
303,-78.77828,-66.516355,-58.886996,-46.054714,-37.054056,-27.121734,-19.763599,-13.559546,-8.0696283,-5.1383104,-2.4402765,-0.58816897,0,0
304,-78.612577,-66.376444,-58.763133,-45.957842,-36.976116,-27.064685,-19.722028,-13.531024,-8.0526545,-5.1275024,-2.4351436,-0.58693181,0,0
305,-78.446874,-66.236533,-58.639269,-45.86097,-36.898176,-27.007637,-19.680457,-13.502503,-8.0356808,-5.1166945,-2.4300107,-0.58569465,0,0
306,-78.281171,-66.096622,-58.515406,-45.764099,-36.820236,-26.950589,-19.638886,-13.473982,-8.0187071,-5.1058865,-2.4248778,-0.58445749,0,0
307,-78.115468,-65.956711,-58.391542,-45.667227,-36.742296,-26.893541,-19.597315,-13.445461,-8.0017333,-5.0950785,-2.4197449,-0.58322033,0,0
308,-77.949765,-65.8168,-58.267679,-45.570355,-36.664356,-26.836493,-19.555745,-13.416939,-7.9847596,-5.0842706,-2.414612,-0.58198317,0,0
309,-77.784063,-65.676889,-58.143816,-45.473483,-36.586417,-26.779445,-19.514174,-13.388418,-7.9677859,-5.0734626,-2.4094791,-0.58074601,0,0
310,-77.61836,-65.536978,-58.019952,-45.376611,-36.508477,-26.722397,-19.472603,-13.359897,-7.9508122,-5.0626546,-2.4043462,-0.57950885,0,0
311,-77.452657,-65.397067,-57.896089,-45.279739,-36.430537,-26.665349,-19.431032,-13.331376,-7.9338384,-5.0518467,-2.3992133,-0.57827169,0,0
312,-77.286954,-65.257155,-57.772225,-45.182867,-36.352597,-26.608301,-19.389461,-13.302854,-7.9168647,-5.0410387,-2.3940804,-0.57703453,0,0
313,-77.121251,-65.117244,-57.648362,-45.085995,-36.274657,-26.551253,-19.34789,-13.274333,-7.899891,-5.0302307,-2.3889475,-0.57579737,0,0
314,-76.955548,-64.977333,-57.524498,-44.989123,-36.196717,-26.494204,-19.306319,-13.245812,-7.8829172,-5.0194228,-2.3838146,-0.57456021,0,0
315,-76.789845,-64.837422,-57.400635,-44.892251,-36.118778,-26.437156,-19.264748,-13.21729,-7.8659435,-5.0086148,-2.3786817,-0.57332305,0,0
316,-76.624142,-64.697511,-57.276772,-44.79538,-36.040838,-26.380108,-19.223177,-13.188769,-7.8489698,-4.9978068,-2.3735488,-0.57208589,0,0
317,-76.458439,-64.5576,-57.152908,-44.698508,-35.962898,-26.32306,-19.181606,-13.160248,-7.8319961,-4.9869988,-2.3684159,-0.57084873,0,0
318,-76.292736,-64.417689,-57.029045,-44.601636,-35.884958,-26.266012,-19.140035,-13.131727,-7.8150223,-4.9761909,-2.363283,-0.56961157,0,0
