Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa)
77.999899,6.4910679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54584556,1.8316616,0.62408353,0,0,0,0,0,0.27259617,2.3702718,5.1828055,1.3465182,0,0,0,0,0,0,0.12730912,0.29420496,0,0,0,0,0,0,0,0,0,0,0
78.999899,6.6051278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55543707,1.8638472,0.63504982,0,0,0,0,0,0.27738619,2.4119219,5.2738768,1.3701789,0,0,0,0,0,0,0.12954618,0.29937468,0,0,0,0,0,0,0,0,0,0,0
79.999899,6.7191877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56502857,1.8960329,0.64601611,0,0,0,0,0,0.2821762,2.4535719,5.3649482,1.3938397,0,0,0,0,0,0,0.13178323,0.3045444,0,0,0,0,0,0,0,0,0,0,0
80.999899,6.8332477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57462008,1.9282185,0.6569824,0,0,0,0,0,0.28696621,2.4952219,5.4560196,1.4175005,0,0,0,0,0,0,0.13402029,0.30971412,0,0,0,0,0,0,0,0,0,0,0
81.999899,6.9473076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58421158,1.9604042,0.66794868,0,0,0,0,0,0.29175623,2.5368719,5.5470909,1.4411613,0,0,0,0,0,0,0.13625734,0.31488384,0,0,0,0,0,0,0,0,0,0,0
82.999899,7.0613675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59380308,1.9925898,0.67891497,0,0,0,0,0,0.29654624,2.5785219,5.6381623,1.4648221,0,0,0,0,0,0,0.13849439,0.32005356,0,0,0,0,0,0,0,0,0,0,0
83.999899,7.1754275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60339459,2.0247755,0.68988126,0,0,0,0,0,0.30133625,2.6201719,5.7292337,1.4884829,0,0,0,0,0,0,0.14073145,0.32522328,0,0,0,0,0,0,0,0,0,0,0
84.999899,7.2894874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61298609,2.0569611,0.70084755,0,0,0,0,0,0.30612627,2.6618219,5.820305,1.5121437,0,0,0,0,0,0,0.1429685,0.330393,0,0,0,0,0,0,0,0,0,0,0
85.999899,7.4035473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6225776,2.0891467,0.71181384,0,0,0,0,0,0.31091628,2.7034719,5.9113764,1.5358044,0,0,0,0,0,0,0.14520556,0.33556272,0,0,0,0,0,0,0,0,0,0,0
86.999899,7.5176073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6321691,2.1213324,0.72278013,0,0,0,0,0,0.31570629,2.7451219,6.0024478,1.5594652,0,0,0,0,0,0,0.14744261,0.34073244,0,0,0,0,0,0,0,0,0,0,0
