Time (ms),Avg stress (kPa),Upper (kPa),Lower (kPa)
443.08862,55.144286,72.470682,37.81789
444.08882,55.452354,72.812551,38.092157
445.08902,55.760422,73.154468,38.366377
446.08922,56.06849,73.496432,38.640549
447.08942,56.376559,73.838443,38.914674
448.08962,56.684627,74.180501,39.188752
449.08982,56.992695,74.522606,39.462784
450.09002,57.300763,74.864757,39.736769
451.09022,57.608831,75.206955,40.010707
452.09042,57.916899,75.549198,40.2846
453.09062,58.224967,75.891487,40.558448
454.09082,58.533036,76.233821,40.83225
455.09102,58.841104,76.576201,41.106006
456.09122,59.149172,76.918625,41.379719
457.09142,59.45724,77.261094,41.653386
458.09162,59.765308,77.603607,41.927009
459.09182,60.073376,77.946164,42.200588
460.09202,60.381444,78.288765,42.474124
461.09222,60.689512,78.631409,42.747616
462.09242,60.997581,78.974097,43.021064
463.09262,61.305649,79.316828,43.29447
464.09282,61.613717,79.659601,43.567832
465.09302,61.921785,80.002417,43.841153
466.09322,62.229853,80.345276,44.11443
467.09342,62.537921,80.688176,44.387666
468.09362,62.846934,81.034782,44.659086
469.09382,63.165086,81.416914,44.913259
470.09402,63.483239,81.79916,45.167317
471.09422,63.801391,82.181519,45.421263
472.09442,64.119543,82.563989,45.675097
473.09462,64.437696,82.94657,45.928821
474.09482,64.755848,83.32926,46.182436
475.09502,65.074,83.712058,46.435943
476.09522,65.392153,84.094962,46.689343
477.09542,65.710305,84.477973,46.942637
478.09562,66.028457,84.861088,47.195827
479.09582,66.34661,85.244307,47.448912
480.09602,66.664762,85.627629,47.701895
481.09622,66.982914,86.011052,47.954777
482.09642,67.301067,86.394576,48.207558
483.09662,67.619219,86.778199,48.46024
484.09682,67.939084,87.160416,48.717753
485.09702,68.274923,87.528728,49.021119
486.09722,68.610762,87.897186,49.324338
487.09742,68.946601,88.265791,49.627412
488.09762,69.28244,88.63454,49.930341
489.09782,69.618279,89.003433,50.233126
490.09802,69.954118,89.37247,50.535767
491.09822,70.289958,89.741649,50.838266
492.09842,70.625797,90.110971,51.140623
493.09862,70.961636,90.480433,51.442838
494.09882,71.297475,90.850036,51.744913
495.09902,71.633314,91.219779,52.046848
496.09922,71.969153,91.589661,52.348644
497.09942,72.304992,91.959682,52.650302
498.09962,72.640831,92.32984,52.951822
499.09982,72.97667,92.700135,53.253205
500.10002,73.312509,93.070566,53.554452
501.10022,73.648348,93.441132,53.855564
502.10042,73.984187,93.811834,54.156541
503.10062,74.320026,94.182669,54.457383
504.10082,74.655865,94.553638,54.758093
505.10102,74.991704,94.924739,55.058669
506.10122,75.327543,95.295972,55.359114
507.10142,75.663382,95.667337,55.659428
508.10162,75.999221,96.038832,55.959611
509.10182,76.33506,96.410457,56.259664
510.10202,76.670899,96.782211,56.559588
511.10222,77.006738,97.154094,56.859383
512.10242,77.342578,97.526104,57.159051
513.10262,77.678417,97.898241,57.458592
514.10282,78.014256,98.270505,57.758006
515.10302,78.350095,98.642895,58.057295
516.10322,78.685934,99.015409,58.356458
517.10342,79.021773,99.388048,58.655497
518.10362,79.357612,99.760811,58.954413
519.10382,79.693451,100.1337,59.253205
520.10402,80.02929,100.5067,59.551875
521.10422,80.365129,100.87983,59.850424
522.10442,80.700968,101.25308,60.148851
523.10462,81.036807,101.62646,60.447158
524.10482,81.372646,101.99995,60.745345
525.10502,81.708485,102.37356,61.043413
526.10522,82.044324,102.74729,61.341363
527.10542,82.380163,103.12113,61.639195
528.10562,82.716002,103.49509,61.93691
529.10582,83.051841,103.86917,62.234509
530.10602,83.38768,104.24337,62.531991
531.10622,83.723519,104.61768,62.829359
532.10642,84.059358,104.99211,63.126612
533.10662,84.395198,105.36664,63.42375
534.10682,84.731037,105.7413,63.720776
535.10702,85.066876,106.11606,64.017689
536.10722,85.402715,106.49094,64.31449
537.10742,85.738554,106.86593,64.61118
538.10762,86.074393,107.24103,64.907758
539.10782,86.410232,107.61624,65.204227
540.10802,86.746071,107.99156,65.500586
541.10822,87.08191,108.36698,65.796836
542.10842,87.417749,108.74252,66.092977
543.10862,87.753588,109.11816,66.389011
544.10882,88.089427,109.49392,66.684938
545.10902,88.425266,109.86977,66.980758
546.10922,88.761105,110.24574,67.276472
547.10942,89.096944,110.62181,67.572081
548.10962,89.432783,110.99798,67.867585
549.10982,89.768622,111.37426,68.162985
550.11002,90.104461,111.75064,68.458281
551.11022,90.4403,112.12713,68.753474
552.11042,90.776139,112.50371,69.048565
553.11062,91.111978,112.8804,69.343554
554.11082,91.447818,113.25719,69.638442
555.11102,91.783657,113.63408,69.933229
556.11122,92.119496,114.01108,70.227915
557.11142,92.455335,114.38817,70.522502
558.11162,92.791174,114.76536,70.81699
559.11182,93.127013,115.14265,71.11138
560.11202,93.462852,115.52003,71.405672
561.11222,93.798691,115.89752,71.699866
562.11242,94.13453,116.2751,71.993963
563.11262,94.470369,116.65277,72.287965
564.11282,94.806208,117.03055,72.58187
565.11302,95.142047,117.40841,72.87568
566.11322,95.477886,117.78638,73.169396
567.11342,95.813725,118.16443,73.463017
568.11362,96.149564,118.54258,73.756545
569.11382,96.485403,118.92083,74.04998
570.11402,96.821242,119.29916,74.343322
571.11422,97.157081,119.67759,74.636573
572.11442,97.49292,120.05611,74.929731
573.11462,97.828759,120.43472,75.222799
574.11482,98.164598,120.81342,75.515777
575.11502,98.500438,121.19221,75.808664
576.11522,98.836277,121.57109,76.101462
577.11542,99.172116,121.95006,76.394171
578.11562,99.506307,122.32469,76.68792
579.11582,99.827883,122.66552,76.990242
580.11602,100.14946,123.00639,77.292524
581.11622,100.47104,123.34731,77.594765
582.11642,100.79261,123.68826,77.896965
583.11662,101.11419,124.02925,78.199125
584.11682,101.43576,124.37028,78.501245
585.11702,101.75734,124.71135,78.803325
586.11722,102.07892,125.05247,79.105365
587.11742,102.40049,125.39362,79.407364
588.11762,102.72207,125.73481,79.709324
589.11782,103.04364,126.07604,80.011244
590.11802,103.36522,126.41731,80.313125
591.11822,103.6868,126.75863,80.614966
592.11842,104.00837,127.09998,80.916767
593.11862,104.32995,127.44137,81.21853
594.11882,104.65152,127.7828,81.520252
595.11902,104.9731,128.12426,81.821936
596.11922,105.29468,128.46577,82.123581
597.11942,105.61625,128.80732,82.425187
598.11962,105.93783,129.1489,82.726754
599.11982,106.2594,129.49053,83.028282
600.12002,106.58098,129.83219,83.329771
601.12022,106.90256,130.17389,83.631222
602.12042,107.22413,130.51563,83.932635
603.12062,107.54571,130.85741,84.234009
604.12082,107.86729,131.19923,84.535345
605.12102,108.18886,131.54108,84.836643
606.12122,108.51044,131.88297,85.137903
607.12142,108.83201,132.2249,85.439124
608.12162,109.15359,132.56687,85.740308
609.12182,109.47341,132.90896,86.037869
610.12202,109.7806,133.25165,86.309545
611.12222,110.08778,133.59439,86.581178
612.12242,110.39497,133.93717,86.85277
613.12262,110.70215,134.27999,87.124319
614.12282,111.00934,134.62285,87.395827
615.12302,111.31653,134.96576,87.667293
616.12322,111.62371,135.3087,87.938718
617.12342,111.9309,135.65169,88.210102
618.12362,112.23808,135.99472,88.481445
619.12382,112.54527,136.33779,88.752747
620.12402,112.85245,136.6809,89.024009
621.12422,113.15964,137.02405,89.29523
622.12442,113.46682,137.36724,89.566411
623.12462,113.77401,137.71047,89.837552
624.12482,114.0812,138.05374,90.108653
625.12503,114.38838,138.39705,90.379714
626.12523,114.69557,138.7404,90.650736
627.12543,115.00275,139.08379,90.921719
628.12563,115.30994,139.42721,91.192662
629.12583,115.61712,139.77068,91.463567
630.12603,115.92431,140.11419,91.734432
631.12623,116.23149,140.45773,92.005259
632.12643,116.53868,140.80131,92.276048
633.12663,116.84587,141.14493,92.546798
634.12683,117.15305,141.48859,92.817511
635.12703,117.46024,141.83229,93.088185
636.12723,117.76742,142.17602,93.358822
637.12743,118.07461,142.5198,93.629421
638.12763,118.38179,142.86361,93.899982
639.12783,118.68898,143.20745,94.170507
640.12803,118.99616,143.55134,94.440994
641.12823,119.30335,143.89526,94.711444
642.12843,119.61054,144.23921,94.981858
643.12863,119.91772,144.58321,95.252235
644.12883,120.22491,144.92724,95.522576
645.12903,120.53209,145.27131,95.79288
646.12923,120.83928,145.61541,96.063148
647.12943,121.14646,145.95955,96.333381
648.12963,121.45365,146.30372,96.603577
649.12983,121.76084,146.64793,96.873738
650.13003,122.06802,146.99218,97.143864
651.13023,122.37521,147.33646,97.413954
652.13043,122.68239,147.68077,97.684009
653.13063,122.98958,148.02513,97.954029
654.13083,123.29676,148.36951,98.224014
655.13103,123.60395,148.71393,98.493965
656.13123,123.91113,149.05839,98.763881
657.13143,124.21832,149.40288,99.033762
658.13163,124.52551,149.7474,99.30361
