Time (ms),Stress at 0.00 mm (kPa),Stress at 0.27 mm (kPa),Stress at 0.46 mm (kPa),Stress at NaN mm (kPa),Stress at 0.80 mm (kPa),Stress at 1.06 mm (kPa),Stress at NaN mm (kPa),Stress at 1.44 mm (kPa),Stress at 1.66 mm (kPa),Stress at 1.84 mm (kPa),Stress at 2.03 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.46 mm (kPa),Stress at 2.66 mm (kPa),Stress at 2.85 mm (kPa)
3584,266.38845,236.1071,227.47258,,159.33256,144.49918,,68.028938,94.881992,56.936869,38.874782,19.723322,24.200356,16.096578,9.9100701
3585,266.3797,236.09935,227.4651,,159.32733,144.49443,,68.026703,94.878875,56.934998,38.873505,19.722674,24.199561,16.096049,9.9097445
3586,266.37095,236.09159,227.45763,,159.32209,144.48969,,68.024469,94.875759,56.933128,38.872228,19.722026,24.198766,16.09552,9.909419
3587,266.3622,236.08384,227.45016,,159.31686,144.48494,,68.022234,94.872642,56.931258,38.870951,19.721378,24.197971,16.094992,9.9090935
3588,266.35345,236.07608,227.44269,,159.31162,144.48019,,68.02,94.869525,56.929387,38.869674,19.72073,24.197176,16.094463,9.908768
3589,266.3447,236.06833,227.43522,,159.30639,144.47545,,68.017765,94.866409,56.927517,38.868397,19.720082,24.196382,16.093934,9.9084424
3590,266.33595,236.06057,227.42774,,159.30116,144.4707,,68.01553,94.863292,56.925647,38.86712,19.719434,24.195587,16.093405,9.9081169
3591,266.3272,236.05281,227.42027,,159.29592,144.46595,,68.013296,94.860175,56.923777,38.865843,19.718787,24.194792,16.092877,9.9077914
3592,266.31845,236.04506,227.4128,,159.29069,144.46121,,68.011061,94.857058,56.921906,38.864566,19.718139,24.193997,16.092348,9.9074658
3593,266.3097,236.0373,227.40533,,159.28546,144.45646,,68.008826,94.853942,56.920036,38.863289,19.717491,24.193202,16.091819,9.9071403
3594,266.30095,236.02955,227.39786,,159.28022,144.45171,,68.006592,94.850825,56.918166,38.862012,19.716843,24.192407,16.09129,9.9068148
3595,266.2922,236.02179,227.39038,,159.27499,144.44697,,68.004357,94.847708,56.916296,38.860735,19.716195,24.191612,16.090762,9.9064893
3596,266.28345,236.01404,227.38291,,159.26975,144.44222,,68.002123,94.844592,56.914425,38.859458,19.715547,24.190817,16.090233,9.9061637
3597,266.2747,236.00628,227.37544,,159.26452,144.43747,,67.999888,94.841475,56.912555,38.858182,19.714899,24.190022,16.089704,9.9058382
3598,266.26595,235.99852,227.36797,,159.25929,144.43273,,67.997653,94.838358,56.910685,38.856905,19.714251,24.189227,16.089175,9.9055127
3599,266.2572,235.99077,227.36049,,159.25405,144.42798,,67.995419,94.835241,56.908814,38.855628,19.713604,24.188432,16.088647,9.9051871
3600,266.24845,235.98301,227.35302,,159.24882,144.42323,,67.993184,94.832125,56.906944,38.854351,19.712956,24.187637,16.088118,9.9048616
3601,266.2397,235.97526,227.34555,,159.24359,144.41849,,67.990949,94.829008,56.905074,38.853074,19.712308,24.186842,16.087589,9.9045361
3602,266.23095,235.9675,227.33808,,159.23835,144.41374,,67.988715,94.825891,56.903204,38.851797,19.71166,24.186047,16.08706,9.9042106
3603,266.2222,235.95975,227.33061,,159.23312,144.409,,67.98648,94.822775,56.901333,38.85052,19.711012,24.185252,16.086532,9.903885
3604,266.21345,235.95199,227.32313,,159.22788,144.40425,,67.984245,94.819658,56.899463,38.849243,19.710364,24.184457,16.086003,9.9035595
3605,266.2047,235.94423,227.31566,,159.22265,144.3995,,67.982011,94.816541,56.897593,38.847966,19.709716,24.183663,16.085474,9.903234
3606,266.19594,235.93648,227.30819,,159.21742,144.39476,,67.979776,94.813425,56.895723,38.846689,19.709068,24.182868,16.084945,9.9029085
3607,266.18719,235.92872,227.30072,,159.21218,144.39001,,67.977542,94.810308,56.893852,38.845412,19.708421,24.182073,16.084417,9.9025829
3608,266.17844,235.92097,227.29325,,159.20695,144.38526,,67.975307,94.807191,56.891982,38.844135,19.707773,24.181278,16.083888,9.9022574
3609,266.16969,235.91321,227.28577,,159.20171,144.38052,,67.973072,94.804074,56.890112,38.842858,19.707125,24.180483,16.083359,9.9019319
3610,266.16094,235.90546,227.2783,,159.19648,144.37577,,67.970838,94.800958,56.888241,38.841581,19.706477,24.179688,16.08283,9.9016063
3611,266.15219,235.8977,227.27083,,159.19125,144.37102,,67.968603,94.797841,56.886371,38.840304,19.705829,24.178893,16.082302,9.9012808
3612,266.14344,235.88994,227.26336,,159.18601,144.36628,,67.966368,94.794724,56.884501,38.839027,19.705181,24.178098,16.081773,9.9009553
3613,266.13469,235.88219,227.25589,,159.18078,144.36153,,67.964134,94.791608,56.882631,38.83775,19.704533,24.177303,16.081244,9.9006298
3614,266.12594,235.87443,227.24841,,159.17555,144.35678,,67.961899,94.788491,56.88076,38.836473,19.703885,24.176508,16.080716,9.9003042
3615,266.11719,235.86668,227.24094,,159.17031,144.35204,,67.959665,94.785374,56.87889,38.835196,19.703238,24.175713,16.080187,9.8999787
3616,266.10844,235.85892,227.23347,,159.16508,144.34729,,67.95743,94.782258,56.87702,38.833919,19.70259,24.174918,16.079658,9.8996532
3617,266.09969,235.85117,227.226,,159.15984,144.34254,,67.955195,94.779141,56.87515,38.832642,19.701942,24.174123,16.079129,9.8993276
3618,266.09094,235.84341,227.21853,,159.15461,144.3378,,67.952961,94.776024,56.873279,38.831365,19.701294,24.173328,16.078601,9.8990021
3619,266.08219,235.83565,227.21105,,159.14938,144.33305,,67.950726,94.772907,56.871409,38.830088,19.700646,24.172533,16.078072,9.8986766
3620,266.07344,235.8279,227.20358,,159.14414,144.3283,,67.948491,94.769791,56.869539,38.828811,19.699998,24.171738,16.077543,9.8983511
3621,266.06469,235.82014,227.19611,,159.13891,144.32356,,67.946257,94.766674,56.867668,38.827534,19.69935,24.170944,16.077014,9.8980255
3622,266.05594,235.81239,227.18864,,159.13368,144.31881,,67.944022,94.763557,56.865798,38.826257,19.698702,24.170149,16.076486,9.8977
3623,266.04719,235.80463,227.18117,,159.12844,144.31406,,67.941788,94.760441,56.863928,38.82498,19.698055,24.169354,16.075957,9.8973745
3624,266.03844,235.79688,227.17369,,159.12321,144.30932,,67.939553,94.757324,56.862058,38.823703,19.697407,24.168559,16.075428,9.8970489
3625,266.02969,235.78912,227.16622,,159.11797,144.30457,,67.937318,94.754207,56.860187,38.822426,19.696759,24.167764,16.074899,9.8967234
3626,266.02094,235.78136,227.15875,,159.11274,144.29982,,67.935084,94.75109,56.858317,38.821149,19.696111,24.166969,16.074371,9.8963979
3627,266.01219,235.77361,227.15128,,159.10751,144.29508,,67.932849,94.747974,56.856447,38.819873,19.695463,24.166174,16.073842,9.8960724
3628,266.00344,235.76585,227.1438,,159.10227,144.29033,,67.930614,94.744857,56.854576,38.818596,19.694815,24.165379,16.073313,9.8957468
3629,265.99469,235.7581,227.13633,,159.09704,144.28559,,67.92838,94.74174,56.852706,38.817319,19.694167,24.164584,16.072784,9.8954213
3630,265.98594,235.75034,227.12886,,159.09181,144.28084,,67.926145,94.738624,56.850836,38.816042,19.693519,24.163789,16.072256,9.8950958
3631,265.97719,235.74259,227.12139,,159.08657,144.27609,,67.923911,94.735507,56.848966,38.814765,19.692872,24.162994,16.071727,9.8947703
3632,265.96843,235.73483,227.11392,,159.08134,144.27135,,67.921676,94.73239,56.847095,38.813488,19.692224,24.162199,16.071198,9.8944447
3633,265.95968,235.72707,227.10644,,159.0761,144.2666,,67.919441,94.729274,56.845225,38.812211,19.691576,24.161404,16.070669,9.8941192
3634,265.95093,235.71932,227.09897,,159.07087,144.26185,,67.917207,94.726157,56.843355,38.810934,19.690928,24.160609,16.070141,9.8937937
3635,265.94218,235.71156,227.0915,,159.06564,144.25711,,67.914972,94.72304,56.841485,38.809657,19.69028,24.159814,16.069612,9.8934681
3636,265.93343,235.70381,227.08403,,159.0604,144.25236,,67.912737,94.719923,56.839614,38.80838,19.689632,24.159019,16.069083,9.8931426
3637,265.92468,235.69605,227.07656,,159.05517,144.24761,,67.910503,94.716807,56.837744,38.807103,19.688984,24.158225,16.068554,9.8928171
3638,265.91593,235.6883,227.06908,,159.04994,144.24287,,67.908268,94.71369,56.835874,38.805826,19.688336,24.15743,16.068026,9.8924916
3639,265.90718,235.68054,227.06161,,159.0447,144.23812,,67.906033,94.710573,56.834003,38.804549,19.687689,24.156635,16.067497,9.892166
3640,265.89843,235.67278,227.05414,,159.03947,144.23337,,67.903799,94.707457,56.832133,38.803272,19.687041,24.15584,16.066968,9.8918405
3641,265.88968,235.66503,227.04667,,159.03423,144.22863,,67.901564,94.70434,56.830263,38.801995,19.686393,24.155045,16.066439,9.891515
3642,265.88093,235.65727,227.0392,,159.029,144.22388,,67.89933,94.701223,56.828393,38.800718,19.685745,24.15425,16.065911,9.8911894
3643,265.87218,235.64952,227.03172,,159.02377,144.21913,,67.897095,94.698107,56.826522,38.799441,19.685097,24.153455,16.065382,9.8908639
3644,265.86343,235.64176,227.02425,,159.01853,144.21439,,67.89486,94.69499,56.824652,38.798164,19.684449,24.15266,16.064853,9.8905384
3645,265.85468,235.63401,227.01678,,159.0133,144.20964,,67.892626,94.691873,56.822782,38.796887,19.683801,24.151865,16.064324,9.8902129
3646,265.84593,235.62625,227.00931,,159.00806,144.20489,,67.890391,94.688756,56.820912,38.79561,19.683153,24.15107,16.063796,9.8898873
3647,265.83718,235.61849,227.00184,,159.00283,144.20015,,67.888156,94.68564,56.819041,38.794333,19.682506,24.150275,16.063267,9.8895618
3648,265.82843,235.61074,226.99436,,158.9976,144.1954,,67.885922,94.682523,56.817171,38.793056,19.681858,24.14948,16.062738,9.8892363
3649,265.81968,235.60298,226.98689,,158.99236,144.19065,,67.883687,94.679406,56.815301,38.791779,19.68121,24.148685,16.062209,9.8889107
3650,265.81093,235.59523,226.97942,,158.98713,144.18591,,67.881453,94.67629,56.81343,38.790502,19.680562,24.14789,16.061681,9.8885852
3651,265.80218,235.58747,226.97195,,158.9819,144.18116,,67.879218,94.673173,56.81156,38.789225,19.679914,24.147095,16.061152,9.8882597
3652,265.79343,235.57972,226.96448,,158.97666,144.17641,,67.876983,94.670056,56.80969,38.787948,19.679266,24.1463,16.060623,9.8879342
3653,265.78468,235.57196,226.957,,158.97143,144.17167,,67.874749,94.666939,56.80782,38.786671,19.678618,24.145505,16.060095,9.8876086
3654,265.77593,235.5642,226.94953,,158.96619,144.16692,,67.872514,94.663823,56.805949,38.785394,19.67797,24.144711,16.059566,9.8872831
3655,265.76718,235.55645,226.94206,,158.96096,144.16218,,67.870279,94.660706,56.804079,38.784117,19.677323,24.143916,16.059037,9.8869576
3656,265.75843,235.54869,226.93459,,158.95573,144.15743,,67.868045,94.657589,56.802209,38.78284,19.676675,24.143121,16.058508,9.8866321
3657,265.74626,235.53791,226.9242,,158.94845,144.15083,,67.864939,94.653257,56.799609,38.781066,19.675774,24.142016,16.057773,9.8861796
3658,265.7341,235.52713,226.91382,,158.94118,144.14423,,67.861833,94.648925,56.79701,38.779291,19.674874,24.140911,16.057038,9.8857271
3659,265.72194,235.51635,226.90343,,158.9339,144.13764,,67.858727,94.644593,56.79441,38.777516,19.673973,24.139806,16.056304,9.8852747
3660,265.70978,235.50557,226.89304,,158.92663,144.13104,,67.855621,94.640261,56.791811,38.775741,19.673073,24.138701,16.055569,9.8848222
3661,265.69761,235.49479,226.88266,,158.91935,144.12444,,67.852515,94.635929,56.789211,38.773966,19.672172,24.137596,16.054834,9.8843697
3662,265.68545,235.48401,226.87227,,158.91208,144.11784,,67.849409,94.631597,56.786611,38.772191,19.671272,24.136491,16.054099,9.8839173
3663,265.67329,235.47323,226.86189,,158.9048,144.11125,,67.846303,94.627265,56.784012,38.770416,19.670371,24.135386,16.053364,9.8834648
3664,265.66113,235.46245,226.8515,,158.89753,144.10465,,67.843197,94.622933,56.781412,38.768641,19.669471,24.134281,16.052629,9.8830123
3665,265.64896,235.45167,226.84111,,158.89025,144.09805,,67.840091,94.618601,56.778813,38.766866,19.66857,24.133176,16.051894,9.8825598
3666,265.6368,235.44089,226.83073,,158.88298,144.09145,,67.836985,94.614269,56.776213,38.765091,19.66767,24.132071,16.051159,9.8821074
3667,265.62464,235.43011,226.82034,,158.87571,144.08486,,67.833879,94.609937,56.773613,38.763316,19.666769,24.130967,16.050424,9.8816549
3668,265.61247,235.41933,226.80996,,158.86843,144.07826,,67.830773,94.605605,56.771014,38.761541,19.665868,24.129862,16.049689,9.8812024
3669,265.60031,235.40855,226.79957,,158.86116,144.07166,,67.827666,94.601273,56.768414,38.759767,19.664968,24.128757,16.048954,9.88075
3670,265.58815,235.39777,226.78919,,158.85388,144.06506,,67.82456,94.59694,56.765815,38.757992,19.664067,24.127652,16.048219,9.8802975
3671,265.57599,235.38699,226.7788,,158.84661,144.05847,,67.821454,94.592608,56.763215,38.756217,19.663167,24.126547,16.047484,9.879845
3672,265.56382,235.37621,226.76841,,158.83933,144.05187,,67.818348,94.588276,56.760615,38.754442,19.662266,24.125442,16.046749,9.8793926
3673,265.55166,235.36543,226.75803,,158.83206,144.04527,,67.815242,94.583944,56.758016,38.752667,19.661366,24.124337,16.046015,9.8789401
3674,265.5395,235.35465,226.74764,,158.82478,144.03867,,67.812136,94.579612,56.755416,38.750892,19.660465,24.123232,16.04528,9.8784876
3675,265.52734,235.34387,226.73726,,158.81751,144.03208,,67.80903,94.57528,56.752817,38.749117,19.659565,24.122127,16.044545,9.8780352
3676,265.51517,235.33309,226.72687,,158.81023,144.02548,,67.805924,94.570948,56.750217,38.747342,19.658664,24.121022,16.04381,9.8775827
3677,265.50301,235.32231,226.71648,,158.80296,144.01888,,67.802818,94.566616,56.747617,38.745567,19.657764,24.119917,16.043075,9.8771302
3678,265.49085,235.31153,226.7061,,158.79568,144.01228,,67.799712,94.562284,56.745018,38.743792,19.656863,24.118812,16.04234,9.8766777
3679,265.47869,235.30075,226.69571,,158.78841,144.00569,,67.796606,94.557952,56.742418,38.742017,19.655963,24.117707,16.041605,9.8762253
3680,265.46652,235.28997,226.68533,,158.78113,143.99909,,67.7935,94.55362,56.739819,38.740242,19.655062,24.116602,16.04087,9.8757728
3681,265.45436,235.27919,226.67494,,158.77386,143.99249,,67.790394,94.549288,56.737219,38.738467,19.654162,24.115498,16.040135,9.8753203
3682,265.4422,235.26841,226.66456,,158.76658,143.98589,,67.787288,94.544956,56.734619,38.736692,19.653261,24.114393,16.0394,9.8748679
3683,265.43004,235.25763,226.65417,,158.75931,143.9793,,67.784182,94.540624,56.73202,38.734918,19.652361,24.113288,16.038665,9.8744154
3684,265.41787,235.24685,226.64378,,158.75203,143.9727,,67.781076,94.536291,56.72942,38.733143,19.65146,24.112183,16.03793,9.8739629
3685,265.40571,235.23607,226.6334,,158.74476,143.9661,,67.77797,94.531959,56.726821,38.731368,19.65056,24.111078,16.037195,9.8735105
3686,265.39355,235.22529,226.62301,,158.73749,143.9595,,67.774864,94.527627,56.724221,38.729593,19.649659,24.109973,16.03646,9.873058
3687,265.38138,235.21451,226.61263,,158.73021,143.95291,,67.771758,94.523295,56.721621,38.727818,19.648759,24.108868,16.035725,9.8726055
3688,265.36922,235.20373,226.60224,,158.72294,143.94631,,67.768652,94.518963,56.719022,38.726043,19.647858,24.107763,16.034991,9.8721531
3689,265.35706,235.19295,226.59185,,158.71566,143.93971,,67.765546,94.514631,56.716422,38.724268,19.646958,24.106658,16.034256,9.8717006
3690,265.3449,235.18217,226.58147,,158.70839,143.93311,,67.76244,94.510299,56.713823,38.722493,19.646057,24.105553,16.033521,9.8712481
3691,265.33273,235.17139,226.57108,,158.70111,143.92652,,67.759334,94.505967,56.711223,38.720718,19.645157,24.104448,16.032786,9.8707956
3692,265.32057,235.16061,226.5607,,158.69384,143.91992,,67.756228,94.501635,56.708623,38.718943,19.644256,24.103343,16.032051,9.8703432
3693,265.30841,235.14983,226.55031,,158.68656,143.91332,,67.753122,94.497303,56.706024,38.717168,19.643356,24.102238,16.031316,9.8698907
3694,265.29625,235.13905,226.53993,,158.67929,143.90672,,67.750016,94.492971,56.703424,38.715393,19.642455,24.101133,16.030581,9.8694382
3695,265.28408,235.12827,226.52954,,158.67201,143.90013,,67.74691,94.488639,56.700825,38.713618,19.641554,24.100029,16.029846,9.8689858
3696,265.27192,235.11749,226.51915,,158.66474,143.89353,,67.743804,94.484307,56.698225,38.711844,19.640654,24.098924,16.029111,9.8685333
3697,265.25976,235.10671,226.50877,,158.65746,143.88693,,67.740698,94.479974,56.695626,38.710069,19.639753,24.097819,16.028376,9.8680808
3698,265.2476,235.09593,226.49838,,158.65019,143.88033,,67.737592,94.475642,56.693026,38.708294,19.638853,24.096714,16.027641,9.8676284
3699,265.23543,235.08515,226.488,,158.64291,143.87374,,67.734486,94.47131,56.690426,38.706519,19.637952,24.095609,16.026906,9.8671759
3700,265.22327,235.07437,226.47761,,158.63564,143.86714,,67.73138,94.466978,56.687827,38.704744,19.637052,24.094504,16.026171,9.8667234
3701,265.21111,235.06359,226.46723,,158.62836,143.86054,,67.728273,94.462646,56.685227,38.702969,19.636151,24.093399,16.025436,9.866271
3702,265.19894,235.05281,226.45684,,158.62109,143.85395,,67.725167,94.458314,56.682628,38.701194,19.635251,24.092294,16.024702,9.8658185
3703,265.18678,235.04203,226.44645,,158.61381,143.84735,,67.722061,94.453982,56.680028,38.699419,19.63435,24.091189,16.023967,9.865366
3704,265.17462,235.03125,226.43607,,158.60654,143.84075,,67.718955,94.44965,56.677428,38.697644,19.63345,24.090084,16.023232,9.8649136
3705,265.16246,235.02047,226.42568,,158.59927,143.83415,,67.715849,94.445318,56.674829,38.695869,19.632549,24.088979,16.022497,9.8644611
3706,265.15029,235.00969,226.4153,,158.59199,143.82756,,67.712743,94.440986,56.672229,38.694094,19.631649,24.087874,16.021762,9.8640086
3707,265.13813,234.99891,226.40491,,158.58472,143.82096,,67.709637,94.436654,56.66963,38.692319,19.630748,24.086769,16.021027,9.8635561
3708,265.12597,234.98813,226.39452,,158.57744,143.81436,,67.706531,94.432322,56.66703,38.690544,19.629848,24.085664,16.020292,9.8631037
3709,265.11381,234.97735,226.38414,,158.57017,143.80776,,67.703425,94.42799,56.66443,38.688769,19.628947,24.08456,16.019557,9.8626512
3710,265.10164,234.96657,226.37375,,158.56289,143.80117,,67.700319,94.423657,56.661831,38.686995,19.628047,24.083455,16.018822,9.8621987
3711,265.08948,234.95579,226.36337,,158.55562,143.79457,,67.697213,94.419325,56.659231,38.68522,19.627146,24.08235,16.018087,9.8617463
3712,265.07732,234.94501,226.35298,,158.54834,143.78797,,67.694107,94.414993,56.656632,38.683445,19.626246,24.081245,16.017352,9.8612938
3713,265.06516,234.93423,226.3426,,158.54107,143.78137,,67.691001,94.410661,56.654032,38.68167,19.625345,24.08014,16.016617,9.8608413
3714,265.05299,234.92345,226.33221,,158.53379,143.77478,,67.687895,94.406329,56.651432,38.679895,19.624445,24.079035,16.015882,9.8603889
3715,265.04083,234.91267,226.32182,,158.52652,143.76818,,67.684789,94.401997,56.648833,38.67812,19.623544,24.07793,16.015147,9.8599364
3716,265.02867,234.90189,226.31144,,158.51924,143.76158,,67.681683,94.397665,56.646233,38.676345,19.622644,24.076825,16.014413,9.8594839
3717,265.01651,234.89111,226.30105,,158.51197,143.75498,,67.678577,94.393333,56.643634,38.67457,19.621743,24.07572,16.013678,9.8590315
3718,265.00434,234.88033,226.29067,,158.50469,143.74839,,67.675471,94.389001,56.641034,38.672795,19.620843,24.074615,16.012943,9.858579
3719,264.99218,234.86955,226.28028,,158.49742,143.74179,,67.672365,94.384669,56.638434,38.67102,19.619942,24.07351,16.012208,9.8581265
3720,264.98002,234.85877,226.26989,,158.49014,143.73519,,67.669259,94.380337,56.635835,38.669245,19.619042,24.072405,16.011473,9.857674
3721,264.96785,234.84799,226.25951,,158.48287,143.72859,,67.666153,94.376005,56.633235,38.66747,19.618141,24.0713,16.010738,9.8572216
3722,264.95569,234.83721,226.24912,,158.4756,143.722,,67.663047,94.371673,56.630636,38.665695,19.617241,24.070195,16.010003,9.8567691
3723,264.94353,234.82643,226.23874,,158.46832,143.7154,,67.659941,94.36734,56.628036,38.663921,19.61634,24.069091,16.009268,9.8563166
3724,264.93137,234.81565,226.22835,,158.46105,143.7088,,67.656835,94.363008,56.625436,38.662146,19.615439,24.067986,16.008533,9.8558642
3725,264.9192,234.80487,226.21797,,158.45377,143.7022,,67.653729,94.358676,56.622837,38.660371,19.614539,24.066881,16.007798,9.8554117
3726,264.90704,234.79409,226.20758,,158.4465,143.69561,,67.650623,94.354344,56.620237,38.658596,19.613638,24.065776,16.007063,9.8549592
3727,264.89488,234.78331,226.19719,,158.43922,143.68901,,67.647517,94.350012,56.617638,38.656821,19.612738,24.064671,16.006328,9.8545068
3728,264.88272,234.77253,226.18681,,158.43195,143.68241,,67.644411,94.34568,56.615038,38.655046,19.611837,24.063566,16.005593,9.8540543
3729,264.87055,234.76175,226.17642,,158.42467,143.67581,,67.641305,94.341348,56.612438,38.653271,19.610937,24.062461,16.004858,9.8536018
3730,264.85839,234.75097,226.16604,,158.4174,143.66922,,67.638199,94.337016,56.609839,38.651496,19.610036,24.061356,16.004124,9.8531494
3731,264.84623,234.74019,226.15565,,158.41012,143.66262,,67.635093,94.332684,56.607239,38.649721,19.609136,24.060251,16.003389,9.8526969
3732,264.83407,234.72941,226.14526,,158.40285,143.65602,,67.631986,94.328352,56.60464,38.647946,19.608235,24.059146,16.002654,9.8522444
3733,264.8219,234.71863,226.13488,,158.39557,143.64942,,67.62888,94.32402,56.60204,38.646171,19.607335,24.058041,16.001919,9.8517919
3734,264.80974,234.70785,226.12449,,158.3883,143.64283,,67.625774,94.319688,56.59944,38.644396,19.606434,24.056936,16.001184,9.8513395
3735,264.79758,234.69707,226.11411,,158.38102,143.63623,,67.622668,94.315356,56.596841,38.642621,19.605534,24.055831,16.000449,9.850887
3736,264.78542,234.68629,226.10372,,158.37375,143.62963,,67.619562,94.311024,56.594241,38.640846,19.604633,24.054726,15.999714,9.8504345
3737,264.77325,234.67551,226.09334,,158.36647,143.62303,,67.616456,94.306691,56.591642,38.639072,19.603733,24.053622,15.998979,9.8499821
3738,264.76109,234.66473,226.08295,,158.3592,143.61644,,67.61335,94.302359,56.589042,38.637297,19.602832,24.052517,15.998244,9.8495296
3739,264.74893,234.65395,226.07256,,158.35192,143.60984,,67.610244,94.298027,56.586442,38.635522,19.601932,24.051412,15.997509,9.8490771
3740,264.73676,234.64317,226.06218,,158.34465,143.60324,,67.607138,94.293695,56.583843,38.633747,19.601031,24.050307,15.996774,9.8486247
3741,264.7246,234.63239,226.05179,,158.33738,143.59664,,67.604032,94.289363,56.581243,38.631972,19.600131,24.049202,15.996039,9.8481722
3742,264.71244,234.62161,226.04141,,158.3301,143.59005,,67.600926,94.285031,56.578644,38.630197,19.59923,24.048097,15.995304,9.8477197
3743,264.70028,234.61083,226.03102,,158.32283,143.58345,,67.59782,94.280699,56.576044,38.628422,19.59833,24.046992,15.994569,9.8472673
3744,264.68811,234.60005,226.02063,,158.31555,143.57685,,67.594714,94.276367,56.573445,38.626647,19.597429,24.045887,15.993834,9.8468148
3745,264.67595,234.58927,226.01025,,158.30828,143.57025,,67.591608,94.272035,56.570845,38.624872,19.596529,24.044782,15.9931,9.8463623
3746,264.66379,234.57849,225.99986,,158.301,143.56366,,67.588502,94.267703,56.568245,38.623097,19.595628,24.043677,15.992365,9.8459098
3747,264.65163,234.56771,225.98948,,158.29373,143.55706,,67.585396,94.263371,56.565646,38.621322,19.594728,24.042572,15.99163,9.8454574
3748,264.63946,234.55693,225.97909,,158.28645,143.55046,,67.58229,94.259039,56.563046,38.619547,19.593827,24.041467,15.990895,9.8450049
3749,264.6273,234.54615,225.96871,,158.27918,143.54386,,67.579184,94.254707,56.560447,38.617772,19.592927,24.040362,15.99016,9.8445524
3750,264.61514,234.53537,225.95832,,158.2719,143.53727,,67.576078,94.250374,56.557847,38.615998,19.592026,24.039257,15.989425,9.8441
3751,264.60298,234.52459,225.94793,,158.26463,143.53067,,67.572972,94.246042,56.555247,38.614223,19.591125,24.038153,15.98869,9.8436475
3752,264.59081,234.51381,225.93755,,158.25735,143.52407,,67.569866,94.24171,56.552648,38.612448,19.590225,24.037048,15.987955,9.843195
3753,264.57865,234.50303,225.92716,,158.25008,143.51747,,67.56676,94.237378,56.550048,38.610673,19.589324,24.035943,15.98722,9.8427426
3754,264.56649,234.49225,225.91678,,158.2428,143.51088,,67.563654,94.233046,56.547449,38.608898,19.588424,24.034838,15.986485,9.8422901
3755,264.55433,234.48147,225.90639,,158.23553,143.50428,,67.560548,94.228714,56.544849,38.607123,19.587523,24.033733,15.98575,9.8418376
3756,264.54216,234.47069,225.896,,158.22825,143.49768,,67.557442,94.224382,56.542249,38.605348,19.586623,24.032628,15.985015,9.8413852
3757,264.53,234.45991,225.88562,,158.22098,143.49108,,67.554336,94.22005,56.53965,38.603573,19.585722,24.031523,15.98428,9.8409327
3758,264.51784,234.44913,225.87523,,158.2137,143.48449,,67.55123,94.215718,56.53705,38.601798,19.584822,24.030418,15.983545,9.8404802
3759,264.50567,234.43835,225.86485,,158.20643,143.47789,,67.548124,94.211386,56.534451,38.600023,19.583921,24.029313,15.982811,9.8400277
3760,264.49351,234.42757,225.85446,,158.19916,143.47129,,67.545018,94.207054,56.531851,38.598248,19.583021,24.028208,15.982076,9.8395753
3761,264.48135,234.41679,225.84408,,158.19188,143.46469,,67.541912,94.202722,56.529251,38.596473,19.58212,24.027103,15.981341,9.8391228
3762,264.46919,234.40601,225.83369,,158.18461,143.4581,,67.538806,94.19839,56.526652,38.594698,19.58122,24.025998,15.980606,9.8386703
3763,264.45702,234.39523,225.8233,,158.17733,143.4515,,67.535699,94.194057,56.524052,38.592924,19.580319,24.024893,15.979871,9.8382179
3764,264.44486,234.38445,225.81292,,158.17006,143.4449,,67.532593,94.189725,56.521453,38.591149,19.579419,24.023789,15.979136,9.8377654
3765,264.4327,234.37367,225.80253,,158.16278,143.4383,,67.529487,94.185393,56.518853,38.589374,19.578518,24.022684,15.978401,9.8373129
3766,264.42054,234.36289,225.79215,,158.15551,143.43171,,67.526381,94.181061,56.516253,38.587599,19.577618,24.021579,15.977666,9.8368605
3767,264.40837,234.35211,225.78176,,158.14823,143.42511,,67.523275,94.176729,56.513654,38.585824,19.576717,24.020474,15.976931,9.836408
3768,264.39621,234.34133,225.77137,,158.14096,143.41851,,67.520169,94.172397,56.511054,38.584049,19.575817,24.019369,15.976196,9.8359555
3769,264.38405,234.33055,225.76099,,158.13368,143.41191,,67.517063,94.168065,56.508455,38.582274,19.574916,24.018264,15.975461,9.8355031
3770,264.37189,234.31977,225.7506,,158.12641,143.40532,,67.513957,94.163733,56.505855,38.580499,19.574016,24.017159,15.974726,9.8350506
3771,264.35972,234.30899,225.74022,,158.11913,143.39872,,67.510851,94.159401,56.503255,38.578724,19.573115,24.016054,15.973991,9.8345981
3772,264.34756,234.29821,225.72983,,158.11186,143.39212,,67.507745,94.155069,56.500656,38.576949,19.572215,24.014949,15.973256,9.8341457
3773,264.3354,234.28743,225.71945,,158.10458,143.38552,,67.504639,94.150737,56.498056,38.575174,19.571314,24.013844,15.972522,9.8336932
3774,264.32324,234.27665,225.70906,,158.09731,143.37893,,67.501533,94.146405,56.495457,38.573399,19.570414,24.012739,15.971787,9.8332407
3775,264.31107,234.26587,225.69867,,158.09003,143.37233,,67.498427,94.142073,56.492857,38.571624,19.569513,24.011634,15.971052,9.8327882
3776,264.29891,234.25509,225.68829,,158.08276,143.36573,,67.495321,94.137741,56.490257,38.569849,19.568613,24.010529,15.970317,9.8323358
3777,264.28675,234.24431,225.6779,,158.07549,143.35913,,67.492215,94.133408,56.487658,38.568075,19.567712,24.009424,15.969582,9.8318833
