Time (ms),Stress at 0.00 mm (kPa),Stress at 0.22 mm (kPa),Stress at 0.43 mm (kPa),Stress at 0.62 mm (kPa),Stress at 0.82 mm (kPa),Stress at 1.02 mm (kPa),Stress at 1.22 mm (kPa),Stress at 1.43 mm (kPa),Stress at 1.63 mm (kPa),Stress at 1.83 mm (kPa),Stress at 2.03 mm (kPa),Stress at 2.23 mm (kPa),Stress at 2.42 mm (kPa),Stress at 2.63 mm (kPa)
614,110.15633,99.623199,89.256823,73.663049,57.72223,46.231701,32.995629,22.399368,13.392745,9.3291501,5.1267137,1.4243697,0,0
615,110.4303,99.870967,89.478809,73.846252,57.865788,46.346681,33.077691,22.455076,13.426053,9.3523521,5.139464,1.4279121,0,0
616,110.70426,100.11873,89.700796,74.029456,58.009346,46.461662,33.159753,22.510785,13.459362,9.3755542,5.1522144,1.4314546,0,0
617,110.97823,100.3665,89.922782,74.21266,58.152904,46.576642,33.241814,22.566493,13.49267,9.3987562,5.1649648,1.4349971,0,0
618,111.25219,100.61427,90.144768,74.395863,58.296462,46.691623,33.323876,22.622201,13.525979,9.4219583,5.1777152,1.4385396,0,0
619,111.52616,100.86204,90.366754,74.579067,58.44002,46.806603,33.405938,22.677909,13.559287,9.4451603,5.1904656,1.442082,0,0
620,111.80012,101.10981,90.58874,74.762271,58.583578,46.921584,33.488,22.733618,13.592595,9.4683624,5.203216,1.4456245,0,0
621,112.07408,101.35757,90.810726,74.945474,58.727136,47.036564,33.570061,22.789326,13.625904,9.4915644,5.2159664,1.449167,0,0
622,112.34805,101.60534,91.032712,75.128678,58.870694,47.151545,33.652123,22.845034,13.659212,9.5147665,5.2287168,1.4527095,0,0
623,112.62201,101.85311,91.254698,75.311881,59.014252,47.266525,33.734185,22.900743,13.692521,9.5379685,5.2414671,1.4562519,0,0
624,112.89598,102.10088,91.476684,75.495085,59.15781,47.381506,33.816247,22.956451,13.725829,9.5611706,5.2542175,1.4597944,0,0
625,113.16994,102.34864,91.69867,75.678289,59.301368,47.496486,33.898308,23.012159,13.759137,9.5843727,5.2669679,1.4633369,0,0
626,113.4439,102.59641,91.920657,75.861492,59.444926,47.611467,33.98037,23.067868,13.792446,9.6075747,5.2797183,1.4668794,0,0
627,113.71787,102.84418,92.142643,76.044696,59.588484,47.726447,34.062432,23.123576,13.825754,9.6307768,5.2924687,1.4704219,0,0
628,113.99183,103.09195,92.364629,76.227899,59.732042,47.841428,34.144494,23.179284,13.859063,9.6539788,5.3052191,1.4739643,0,0
629,114.2658,103.33972,92.586615,76.411103,59.8756,47.956408,34.226555,23.234993,13.892371,9.6771809,5.3179695,1.4775068,0,0
630,114.53976,103.58748,92.808601,76.594307,60.019158,48.071389,34.308617,23.290701,13.925679,9.7003829,5.3307199,1.4810493,0,0
631,114.81373,103.83525,93.030587,76.77751,60.162716,48.186369,34.390679,23.346409,13.958988,9.723585,5.3434703,1.4845918,0,0
632,115.08769,104.08302,93.252573,76.960714,60.306274,48.30135,34.472741,23.402118,13.992296,9.746787,5.3562206,1.4881342,0,0
633,115.36165,104.33079,93.474559,77.143918,60.449832,48.41633,34.554802,23.457826,14.025605,9.7699891,5.368971,1.4916767,0,0
634,115.63562,104.57855,93.696545,77.327121,60.59339,48.531311,34.636864,23.513534,14.058913,9.7931911,5.3817214,1.4952192,0,0
635,115.90958,104.82632,93.918531,77.510325,60.736948,48.646291,34.718926,23.569243,14.092222,9.8163932,5.3944718,1.4987617,0,0
636,116.18355,105.07409,94.140517,77.693528,60.880506,48.761272,34.800988,23.624951,14.12553,9.8395952,5.4072222,1.5023041,0,0
637,116.45751,105.32186,94.362504,77.876732,61.024064,48.876252,34.883049,23.680659,14.158838,9.8627973,5.4199726,1.5058466,0,0
638,116.73148,105.56963,94.58449,78.059936,61.167622,48.991233,34.965111,23.736368,14.192147,9.8859993,5.432723,1.5093891,0,0
639,117.00544,105.81739,94.806476,78.243139,61.31118,49.106213,35.047173,23.792076,14.225455,9.9092014,5.4454734,1.5129316,0,0
640,117.2794,106.06516,95.028462,78.426343,61.454738,49.221194,35.129235,23.847784,14.258764,9.9324035,5.4582237,1.5164741,0,0
641,117.55337,106.31293,95.250448,78.609546,61.598296,49.336174,35.211296,23.903493,14.292072,9.9556055,5.4709741,1.5200165,0,0
642,117.82733,106.5607,95.472434,78.79275,61.741855,49.451155,35.293358,23.959201,14.32538,9.9788076,5.4837245,1.523559,0,0
643,118.1013,106.80846,95.69442,78.975954,61.885413,49.566135,35.37542,24.014909,14.358689,10.00201,5.4964749,1.5271015,0,0
644,118.37526,107.05623,95.916406,79.159157,62.028971,49.681116,35.457482,24.070618,14.391997,10.025212,5.5092253,1.530644,0,0
645,118.64922,107.304,96.138392,79.342361,62.172529,49.796096,35.539543,24.126326,14.425306,10.048414,5.5219757,1.5341864,0,0
646,118.92319,107.55177,96.360378,79.525564,62.316087,49.911077,35.621605,24.182034,14.458614,10.071616,5.5347261,1.5377289,0,0
647,119.19715,107.79954,96.582364,79.708768,62.459645,50.026057,35.703667,24.237743,14.491923,10.094818,5.5474765,1.5412714,0,0
648,119.47112,108.0473,96.804351,79.891972,62.603203,50.141038,35.785729,24.293451,14.525231,10.11802,5.5602269,1.5448139,0,0
649,119.74508,108.29507,97.026337,80.075175,62.746761,50.256018,35.86779,24.349159,14.558539,10.141222,5.5729772,1.5483564,0,0
650,120.01905,108.54284,97.248323,80.258379,62.890319,50.370999,35.949852,24.404868,14.591848,10.164424,5.5857276,1.5518988,0,0
651,120.29301,108.79061,97.470309,80.441583,63.033877,50.485979,36.031914,24.460576,14.625156,10.187626,5.598478,1.5554413,0,0
652,120.56697,109.03837,97.692295,80.624786,63.177435,50.60096,36.113976,24.516284,14.658465,10.210828,5.6112284,1.5589838,0,0
653,120.84094,109.28614,97.914281,80.80799,63.320993,50.71594,36.196037,24.571993,14.691773,10.23403,5.6239788,1.5625263,0,0
654,121.1149,109.53391,98.136267,80.991193,63.464551,50.830921,36.278099,24.627701,14.725081,10.257232,5.6367292,1.5660687,0,0
655,121.38887,109.78168,98.358253,81.174397,63.608109,50.945901,36.360161,24.683409,14.75839,10.280434,5.6494796,1.5696112,0,0
656,121.66283,110.02945,98.580239,81.357601,63.751667,51.060882,36.442223,24.739118,14.791698,10.303636,5.66223,1.5731537,0,0
657,121.93679,110.27721,98.802225,81.540804,63.895225,51.175862,36.524284,24.794826,14.825007,10.326838,5.6749803,1.5766962,0,0
658,122.21076,110.52498,99.024212,81.724008,64.038783,51.290843,36.606346,24.850534,14.858315,10.35004,5.6877307,1.5802386,0,0
659,122.48472,110.77275,99.246198,81.907211,64.182341,51.405823,36.688408,24.906243,14.891623,10.373242,5.7004811,1.5837811,0,0
660,122.75869,111.02052,99.468184,82.090415,64.325899,51.520804,36.77047,24.961951,14.924932,10.396445,5.7132315,1.5873236,0,0
661,123.03265,111.26828,99.69017,82.273619,64.469457,51.635784,36.852531,25.017659,14.95824,10.419647,5.7259819,1.5908661,0,0
662,123.30662,111.51605,99.912156,82.456822,64.613015,51.750765,36.934593,25.073367,14.991549,10.442849,5.7387323,1.5944086,0,0
663,123.58058,111.76382,100.13414,82.640026,64.756573,51.865745,37.016655,25.129076,15.024857,10.466051,5.7514827,1.597951,0,0
664,123.85454,112.01159,100.35613,82.82323,64.900131,51.980726,37.098717,25.184784,15.058166,10.489253,5.7642331,1.6014935,0,0
665,124.12851,112.25936,100.57811,83.006433,65.043689,52.095706,37.180778,25.240492,15.091474,10.512455,5.7769834,1.605036,0,0
666,124.40247,112.50712,100.8001,83.189637,65.187247,52.210687,37.26284,25.296201,15.124782,10.535657,5.7897338,1.6085785,0,0
667,124.67644,112.75489,101.02209,83.37284,65.330805,52.325667,37.344902,25.351909,15.158091,10.558859,5.8024842,1.6121209,0,0
668,124.9504,113.00266,101.24407,83.556044,65.474363,52.440648,37.426964,25.407617,15.191399,10.582061,5.8152346,1.6156634,0,0
669,125.22437,113.25043,101.46606,83.739248,65.617921,52.555628,37.509025,25.463326,15.224708,10.605263,5.827985,1.6192059,0,0
670,125.49833,113.49819,101.68804,83.922451,65.761479,52.670609,37.591087,25.519034,15.258016,10.628465,5.8407354,1.6227484,0,0
671,125.77229,113.74596,101.91003,84.105655,65.905037,52.785589,37.673149,25.574742,15.291324,10.651667,5.8534858,1.6262908,0,0
672,126.04626,113.99373,102.13202,84.288858,66.048595,52.90057,37.755211,25.630451,15.324633,10.674869,5.8662362,1.6298333,0,0
673,126.32022,114.2415,102.354,84.472062,66.192153,53.01555,37.837272,25.686159,15.357941,10.698071,5.8789866,1.6333758,0,0
674,126.59419,114.48927,102.57599,84.655266,66.335711,53.130531,37.919334,25.741867,15.39125,10.721273,5.8917369,1.6369183,0,0
675,126.86815,114.73703,102.79798,84.838469,66.479269,53.245511,38.001396,25.797576,15.424558,10.744475,5.9044873,1.6404608,0,0
676,127.14211,114.9848,103.01996,85.021673,66.622827,53.360492,38.083457,25.853284,15.457866,10.767677,5.9172377,1.6440032,0,0
677,127.41608,115.23257,103.24195,85.204876,66.766385,53.475472,38.165519,25.908992,15.491175,10.790879,5.9299881,1.6475457,0,0
678,127.69004,115.48034,103.46393,85.38808,66.909943,53.590453,38.247581,25.964701,15.524483,10.814081,5.9427385,1.6510882,0,0
679,127.96401,115.72811,103.68592,85.571284,67.053501,53.705433,38.329643,26.020409,15.557792,10.837284,5.9554889,1.6546307,0,0
680,128.23797,115.97587,103.90791,85.754487,67.197059,53.820414,38.411704,26.076117,15.5911,10.860486,5.9682393,1.6581731,0,0
681,128.51194,116.22364,104.12989,85.937691,67.340617,53.935394,38.493766,26.131826,15.624409,10.883688,5.9809897,1.6617156,0,0
682,128.7859,116.47141,104.35188,86.120895,67.484175,54.050375,38.575828,26.187534,15.657717,10.90689,5.99374,1.6652581,0,0
683,129.05986,116.71918,104.57386,86.304098,67.627733,54.165355,38.65789,26.243242,15.691025,10.930092,6.0064904,1.6688006,0,0
684,129.33383,116.96694,104.79585,86.487302,67.771291,54.280336,38.739951,26.298951,15.724334,10.953294,6.0192408,1.6723431,0,0
685,129.60779,117.21471,105.01784,86.670505,67.914849,54.395316,38.822013,26.354659,15.757642,10.976496,6.0319912,1.6758855,0,0
686,129.88176,117.46248,105.23982,86.853709,68.058407,54.510297,38.904075,26.410367,15.790951,10.999698,6.0447416,1.679428,0,0
687,130.15572,117.71025,105.46181,87.036913,68.201965,54.625277,38.986137,26.466076,15.824259,11.0229,6.057492,1.6829705,0,0
688,130.42969,117.95802,105.68379,87.220116,68.345523,54.740258,39.068198,26.521784,15.857567,11.046102,6.0702424,1.686513,0,0
689,130.70365,118.20578,105.90578,87.40332,68.489081,54.855238,39.15026,26.577492,15.890876,11.069304,6.0829928,1.6900554,0,0
690,130.97761,118.45355,106.12777,87.586523,68.632639,54.970219,39.232322,26.633201,15.924184,11.092506,6.0957432,1.6935979,0,0
691,131.25158,118.70132,106.34975,87.769727,68.776197,55.085199,39.314384,26.688909,15.957493,11.115708,6.1084935,1.6971404,0,0
692,131.52554,118.94909,106.57174,87.952931,68.919755,55.20018,39.396445,26.744617,15.990801,11.13891,6.1212439,1.7006829,0,0
693,131.79951,119.19685,106.79372,88.136134,69.063313,55.31516,39.478507,26.800326,16.02411,11.162112,6.1339943,1.7042253,0,0
694,132.07347,119.44462,107.01571,88.319338,69.206871,55.430141,39.560569,26.856034,16.057418,11.185314,6.1467447,1.7077678,0,0
695,132.34743,119.69239,107.2377,88.502542,69.350429,55.545121,39.642631,26.911742,16.090726,11.208516,6.1594951,1.7113103,0,0
696,132.6214,119.94016,107.45968,88.685745,69.493987,55.660102,39.724692,26.967451,16.124035,11.231718,6.1722455,1.7148528,0,0
697,132.89536,120.18793,107.68167,88.868949,69.637545,55.775082,39.806754,27.023159,16.157343,11.25492,6.1849959,1.7183953,0,0
698,133.16933,120.43569,107.90366,89.052152,69.781103,55.890063,39.888816,27.078867,16.190652,11.278123,6.1977463,1.7219377,0,0
699,133.44329,120.68346,108.12564,89.235356,69.924661,56.005043,39.970878,27.134576,16.22396,11.301325,6.2104966,1.7254802,0,0
700,133.71726,120.93123,108.34763,89.41856,70.068219,56.120024,40.052939,27.190284,16.257268,11.324527,6.223247,1.7290227,0,0
701,133.99122,121.179,108.56961,89.601763,70.211777,56.235004,40.135001,27.245992,16.290577,11.347729,6.2359974,1.7325652,0,0
702,134.26518,121.42676,108.7916,89.784967,70.355335,56.349985,40.217063,27.301701,16.323885,11.370931,6.2487478,1.7361076,0,0
703,134.53915,121.67453,109.01359,89.96817,70.498893,56.464965,40.299125,27.357409,16.357194,11.394133,6.2614982,1.7396501,0,0
704,134.81311,121.9223,109.23557,90.151374,70.642451,56.579946,40.381186,27.413117,16.390502,11.417335,6.2742486,1.7431926,0,0
705,135.08708,122.17007,109.45756,90.334578,70.786009,56.694926,40.463248,27.468825,16.42381,11.440537,6.286999,1.7467351,0,0
706,135.36104,122.41784,109.67954,90.517781,70.929567,56.809907,40.54531,27.524534,16.457119,11.463739,6.2997494,1.7502775,0,0
707,135.63501,122.6656,109.90153,90.700985,71.073125,56.924887,40.627372,27.580242,16.490427,11.486941,6.3124998,1.75382,0,0
708,135.90897,122.91337,110.12352,90.884188,71.216684,57.039868,40.709433,27.63595,16.523736,11.510143,6.3252501,1.7573625,0,0
709,136.18293,123.16114,110.3455,91.067392,71.360242,57.154848,40.791495,27.691659,16.557044,11.533345,6.3380005,1.760905,0,0
710,136.4569,123.40891,110.56749,91.250596,71.5038,57.269829,40.873557,27.747367,16.590353,11.556547,6.3507509,1.7644475,0,0
711,136.73086,123.65667,110.78947,91.433799,71.647358,57.38481,40.955619,27.803075,16.623661,11.579749,6.3635013,1.7679899,0,0
712,137.00483,123.90444,111.01146,91.617003,71.790916,57.49979,41.03768,27.858784,16.656969,11.602951,6.3762517,1.7715324,0,0
713,137.27879,124.15221,111.23345,91.800207,71.934474,57.614771,41.119742,27.914492,16.690278,11.626153,6.3890021,1.7750749,0,0
714,137.55275,124.39998,111.45543,91.98341,72.078032,57.729751,41.201804,27.9702,16.723586,11.649355,6.4017525,1.7786174,0,0
715,137.82672,124.64775,111.67742,92.166614,72.22159,57.844732,41.283866,28.025909,16.756895,11.672557,6.4145029,1.7821598,0,0
716,138.10068,124.89551,111.8994,92.349817,72.365148,57.959712,41.365927,28.081617,16.790203,11.69576,6.4272532,1.7857023,0,0
717,138.37465,125.14328,112.12139,92.533021,72.508706,58.074693,41.447989,28.137325,16.823511,11.718962,6.4400036,1.7892448,0,0
718,138.6486,125.39104,112.34337,92.716218,72.652258,58.189669,41.530048,28.193032,16.856819,11.742163,6.4527535,1.7927871,0,0
719,138.76319,125.49467,112.43622,92.792846,72.712304,58.237761,41.564372,28.216333,16.87075,11.751867,6.4580866,1.7942688,0,0
720,138.87778,125.59831,112.52907,92.869474,72.772349,58.285854,41.598695,28.239634,16.884682,11.761572,6.4634197,1.7957505,0,0
721,138.99237,125.70194,112.62192,92.946102,72.832395,58.333946,41.633019,28.262935,16.898614,11.771277,6.4687527,1.7972322,0,0
722,139.10696,125.80557,112.71477,93.02273,72.892441,58.382039,41.667343,28.286235,16.912546,11.780981,6.4740858,1.7987139,0,0
723,139.22155,125.9092,112.80762,93.099358,72.952486,58.430132,41.701666,28.309536,16.926478,11.790686,6.4794189,1.8001956,0,0
724,139.33614,126.01284,112.90047,93.175986,73.012532,58.478224,41.73599,28.332837,16.940409,11.800391,6.4847519,1.8016774,0,0
725,139.45073,126.11647,112.99332,93.252614,73.072577,58.526317,41.770314,28.356138,16.954341,11.810095,6.490085,1.8031591,0,0
726,139.56532,126.2201,113.08616,93.329242,73.132623,58.574409,41.804638,28.379439,16.968273,11.8198,6.4954181,1.8046408,0,0
727,139.67991,126.32374,113.17901,93.40587,73.192669,58.622502,41.838961,28.40274,16.982205,11.829505,6.5007512,1.8061225,0,0
728,139.7945,126.42737,113.27186,93.482498,73.252714,58.670594,41.873285,28.426041,16.996137,11.839209,6.5060842,1.8076042,0,0
729,139.90909,126.531,113.36471,93.559126,73.31276,58.718687,41.907609,28.449342,17.010069,11.848914,6.5114173,1.8090859,0,0
730,140.02368,126.63464,113.45756,93.635754,73.372805,58.766779,41.941933,28.472643,17.024,11.858619,6.5167504,1.8105676,0,0
731,140.13827,126.73827,113.55041,93.712382,73.432851,58.814872,41.976256,28.495944,17.037932,11.868323,6.5220834,1.8120493,0,0
732,140.25286,126.8419,113.64326,93.78901,73.492897,58.862965,42.01058,28.519245,17.051864,11.878028,6.5274165,1.813531,0,0
733,140.36745,126.94554,113.73611,93.865638,73.552942,58.911057,42.044904,28.542546,17.065796,11.887733,6.5327496,1.8150127,0,0
734,140.48204,127.04917,113.82896,93.942266,73.612988,58.95915,42.079227,28.565847,17.079728,11.897437,6.5380826,1.8164944,0,0
735,140.59663,127.1528,113.92181,94.018895,73.673033,59.007242,42.113551,28.589148,17.093659,11.907142,6.5434157,1.8179761,0,0
736,140.71122,127.25644,114.01466,94.095523,73.733079,59.055335,42.147875,28.612449,17.107591,11.916847,6.5487488,1.8194578,0,0
737,140.82582,127.36007,114.10751,94.172151,73.793125,59.103427,42.182199,28.63575,17.121523,11.926551,6.5540818,1.8209395,0,0
738,140.94041,127.4637,114.20036,94.248779,73.85317,59.15152,42.216522,28.659051,17.135455,11.936256,6.5594149,1.8224212,0,0
739,141.055,127.56733,114.29321,94.325407,73.913216,59.199613,42.250846,28.682352,17.149387,11.945961,6.564748,1.8239029,0,0
740,141.16959,127.67097,114.38606,94.402035,73.973261,59.247705,42.28517,28.705653,17.163318,11.955665,6.570081,1.8253846,0,0
741,141.28418,127.7746,114.47891,94.478663,74.033307,59.295798,42.319494,28.728954,17.17725,11.96537,6.5754141,1.8268663,0,0
742,141.39877,127.87823,114.57176,94.555291,74.093353,59.34389,42.353817,28.752255,17.191182,11.975074,6.5807472,1.828348,0,0
743,141.51336,127.98187,114.66461,94.631919,74.153398,59.391983,42.388141,28.775556,17.205114,11.984779,6.5860802,1.8298297,0,0
744,141.62795,128.0855,114.75746,94.708547,74.213444,59.440075,42.422465,28.798857,17.219046,11.994484,6.5914133,1.8313114,0,0
745,141.74254,128.18913,114.8503,94.785175,74.273489,59.488168,42.456789,28.822158,17.232978,12.004188,6.5967464,1.8327931,0,0
746,141.85713,128.29277,114.94315,94.861803,74.333535,59.536261,42.491112,28.845459,17.246909,12.013893,6.6020795,1.8342748,0,0
747,141.97172,128.3964,115.036,94.938431,74.393581,59.584353,42.525436,28.86876,17.260841,12.023598,6.6074125,1.8357565,0,0
748,142.08631,128.50003,115.12885,95.015059,74.453626,59.632446,42.55976,28.89206,17.274773,12.033302,6.6127456,1.8372382,0,0
749,142.2009,128.60367,115.2217,95.091687,74.513672,59.680538,42.594083,28.915361,17.288705,12.043007,6.6180787,1.8387199,0,0
750,142.31549,128.7073,115.31455,95.168315,74.573717,59.728631,42.628407,28.938662,17.302637,12.052712,6.6234117,1.8402016,0,0
751,142.43008,128.81093,115.4074,95.244943,74.633763,59.776723,42.662731,28.961963,17.316568,12.062416,6.6287448,1.8416833,0,0
752,142.54467,128.91457,115.50025,95.321571,74.693809,59.824816,42.697055,28.985264,17.3305,12.072121,6.6340779,1.843165,0,0
753,142.65926,129.0182,115.5931,95.398199,74.753854,59.872909,42.731378,29.008565,17.344432,12.081826,6.6394109,1.8446467,0,0
754,142.77385,129.12183,115.68595,95.474827,74.8139,59.921001,42.765702,29.031866,17.358364,12.09153,6.644744,1.8461284,0,0
755,142.88844,129.22546,115.7788,95.551456,74.873945,59.969094,42.800026,29.055167,17.372296,12.101235,6.6500771,1.8476101,0,0
756,143.00303,129.3291,115.87165,95.628084,74.933991,60.017186,42.83435,29.078468,17.386228,12.11094,6.6554101,1.8490918,0,0
757,143.11762,129.43273,115.9645,95.704712,74.994037,60.065279,42.868673,29.101769,17.400159,12.120644,6.6607432,1.8505735,0,0
758,143.23221,129.53636,116.05735,95.78134,75.054082,60.113371,42.902997,29.12507,17.414091,12.130349,6.6660763,1.8520552,0,0
759,143.3468,129.64,116.1502,95.857968,75.114128,60.161464,42.937321,29.148371,17.428023,12.140054,6.6714093,1.8535369,0,0
760,143.46139,129.74363,116.24305,95.934596,75.174173,60.209556,42.971644,29.171672,17.441955,12.149758,6.6767424,1.8550186,0,0
761,143.57598,129.84726,116.3359,96.011224,75.234219,60.257649,43.005968,29.194973,17.455887,12.159463,6.6820755,1.8565003,0,0
762,143.69057,129.9509,116.42875,96.087852,75.294265,60.305742,43.040292,29.218274,17.469818,12.169168,6.6874085,1.857982,0,0
763,143.80516,130.05453,116.5216,96.16448,75.35431,60.353834,43.074616,29.241575,17.48375,12.178872,6.6927416,1.8594637,0,0
764,143.91975,130.15816,116.61445,96.241108,75.414356,60.401927,43.108939,29.264876,17.497682,12.188577,6.6980747,1.8609454,0,0
765,144.03434,130.2618,116.70729,96.317736,75.474401,60.450019,43.143263,29.288177,17.511614,12.198282,6.7034077,1.8624271,0,0
766,144.14893,130.36543,116.80014,96.394364,75.534447,60.498112,43.177587,29.311478,17.525546,12.207986,6.7087408,1.8639088,0,0
767,144.26352,130.46906,116.89299,96.470992,75.594493,60.546204,43.211911,29.334779,17.539477,12.217691,6.7140739,1.8653905,0,0
768,144.37811,130.57269,116.98584,96.54762,75.654538,60.594297,43.246234,29.35808,17.553409,12.227396,6.719407,1.8668722,0,0
769,144.4927,130.67633,117.07869,96.624248,75.714584,60.64239,43.280558,29.381381,17.567341,12.2371,6.72474,1.8683539,0,0
770,144.60729,130.77996,117.17154,96.700876,75.774629,60.690482,43.314882,29.404682,17.581273,12.246805,6.7300731,1.8698356,0,0
771,144.72188,130.88359,117.26439,96.777504,75.834675,60.738575,43.349206,29.427983,17.595205,12.25651,6.7354062,1.8713173,0,0
772,144.83647,130.98723,117.35724,96.854132,75.894721,60.786667,43.383529,29.451284,17.609137,12.266214,6.7407392,1.872799,0,0
773,144.95106,131.09086,117.45009,96.93076,75.954766,60.83476,43.417853,29.474585,17.623068,12.275919,6.7460723,1.8742807,0,0
774,145.06565,131.19449,117.54294,97.007388,76.014812,60.882852,43.452177,29.497885,17.637,12.285624,6.7514054,1.8757624,0,0
775,145.18024,131.29813,117.63579,97.084017,76.074857,60.930945,43.4865,29.521186,17.650932,12.295328,6.7567384,1.8772441,0,0
776,145.29483,131.40176,117.72864,97.160645,76.134903,60.979038,43.520824,29.544487,17.664864,12.305033,6.7620715,1.8787258,0,0
777,145.40942,131.50539,117.82149,97.237273,76.194949,61.02713,43.555148,29.567788,17.678796,12.314737,6.7674046,1.8802075,0,0
778,145.52401,131.60903,117.91434,97.313901,76.254994,61.075223,43.589472,29.591089,17.692727,12.324442,6.7727376,1.8816892,0,0
779,145.6386,131.71266,118.00719,97.390529,76.31504,61.123315,43.623795,29.61439,17.706659,12.334147,6.7780707,1.8831709,0,0
780,145.75319,131.81629,118.10004,97.467157,76.375085,61.171408,43.658119,29.637691,17.720591,12.343851,6.7834038,1.8846526,0,0
781,145.86778,131.91993,118.19289,97.543785,76.435131,61.2195,43.692443,29.660992,17.734523,12.353556,6.7887368,1.8861344,0,0
782,145.98238,132.02356,118.28574,97.620413,76.495177,61.267593,43.726767,29.684293,17.748455,12.363261,6.7940699,1.8876161,0,0
783,146.09697,132.12719,118.37859,97.697041,76.555222,61.315685,43.76109,29.707594,17.762386,12.372965,6.799403,1.8890978,0,0
784,146.21156,132.23082,118.47143,97.773669,76.615268,61.363778,43.795414,29.730895,17.776318,12.38267,6.804736,1.8905795,0,0
785,146.32615,132.33446,118.56428,97.850297,76.675313,61.411871,43.829738,29.754196,17.79025,12.392375,6.8100691,1.8920612,0,0
786,146.44074,132.43809,118.65713,97.926925,76.735359,61.459963,43.864062,29.777497,17.804182,12.402079,6.8154022,1.8935429,0,0
787,146.55533,132.54172,118.74998,98.003553,76.795405,61.508056,43.898385,29.800798,17.818114,12.411784,6.8207352,1.8950246,0,0
788,146.66992,132.64536,118.84283,98.080181,76.85545,61.556148,43.932709,29.824099,17.832046,12.421489,6.8260683,1.8965063,0,0
789,146.78451,132.74899,118.93568,98.156809,76.915496,61.604241,43.967033,29.8474,17.845977,12.431193,6.8314014,1.897988,0,0
790,146.8991,132.85262,119.02853,98.233437,76.975541,61.652333,44.001356,29.870701,17.859909,12.440898,6.8367345,1.8994697,0,0
791,147.01369,132.95626,119.12138,98.310065,77.035587,61.700426,44.03568,29.894002,17.873841,12.450603,6.8420675,1.9009514,0,0
792,147.12828,133.05989,119.21423,98.386693,77.095633,61.748519,44.070004,29.917303,17.887773,12.460307,6.8474006,1.9024331,0,0
793,147.24287,133.16352,119.30708,98.463321,77.155678,61.796611,44.104328,29.940604,17.901705,12.470012,6.8527337,1.9039148,0,0
794,147.35746,133.26716,119.39993,98.539949,77.215724,61.844704,44.138651,29.963905,17.915636,12.479717,6.8580667,1.9053965,0,0
795,147.47205,133.37079,119.49278,98.616578,77.275769,61.892796,44.172975,29.987206,17.929568,12.489421,6.8633998,1.9068782,0,0
796,147.58664,133.47442,119.58563,98.693206,77.335815,61.940889,44.207299,30.010507,17.9435,12.499126,6.8687329,1.9083599,0,0
797,147.70123,133.57806,119.67848,98.769834,77.395861,61.988981,44.241623,30.033808,17.957432,12.508831,6.8740659,1.9098416,0,0
798,147.81582,133.68169,119.77133,98.846462,77.455906,62.037074,44.275946,30.057109,17.971364,12.518535,6.879399,1.9113233,0,0
799,147.93041,133.78532,119.86418,98.92309,77.515952,62.085167,44.31027,30.08041,17.985296,12.52824,6.8847321,1.912805,0,0
800,148.045,133.88895,119.95703,98.999718,77.575997,62.133259,44.344594,30.10371,17.999227,12.537945,6.8900651,1.9142867,0,0
801,148.15959,133.99259,120.04988,99.076346,77.636043,62.181352,44.378917,30.127011,18.013159,12.547649,6.8953982,1.9157684,0,0
802,148.27418,134.09622,120.14273,99.152974,77.696089,62.229444,44.413241,30.150312,18.027091,12.557354,6.9007313,1.9172501,0,0
803,148.38877,134.19985,120.23558,99.229602,77.756134,62.277537,44.447565,30.173613,18.041023,12.567059,6.9060643,1.9187318,0,0
804,148.50336,134.30349,120.32842,99.30623,77.81618,62.325629,44.481889,30.196914,18.054955,12.576763,6.9113974,1.9202135,0,0
805,148.61795,134.40712,120.42127,99.382858,77.876225,62.373722,44.516212,30.220215,18.068886,12.586468,6.9167305,1.9216952,0,0
806,148.73254,134.51075,120.51412,99.459486,77.936271,62.421815,44.550536,30.243516,18.082818,12.596173,6.9220635,1.9231769,0,0
807,148.84713,134.61439,120.60697,99.536114,77.996317,62.469907,44.58486,30.266817,18.09675,12.605877,6.9273966,1.9246586,0,0
808,148.96172,134.71802,120.69982,99.612742,78.056362,62.518,44.619184,30.290118,18.110682,12.615582,6.9327297,1.9261403,0,0
809,149.07631,134.82165,120.79267,99.68937,78.116408,62.566092,44.653507,30.313419,18.124614,12.625286,6.9380628,1.927622,0,0
810,149.1909,134.92529,120.88552,99.765998,78.176453,62.614185,44.687831,30.33672,18.138545,12.634991,6.9433958,1.9291037,0,0
811,149.30549,135.02892,120.97837,99.842626,78.236499,62.662277,44.722155,30.360021,18.152477,12.644696,6.9487289,1.9305854,0,0
812,149.42008,135.13255,121.07122,99.919254,78.296545,62.71037,44.756479,30.383322,18.166409,12.6544,6.954062,1.9320671,0,0
813,149.53467,135.23619,121.16407,99.995882,78.35659,62.758462,44.790802,30.406623,18.180341,12.664105,6.959395,1.9335488,0,0
814,149.64926,135.33982,121.25692,100.07251,78.416636,62.806555,44.825126,30.429924,18.194273,12.67381,6.9647281,1.9350305,0,0
815,149.76385,135.44345,121.34977,100.14914,78.476681,62.854648,44.85945,30.453225,18.208205,12.683514,6.9700612,1.9365122,0,0
